"Front9LowestRound_RANKTHISWEEK_2015","Front9LowestRound_RANKLASTWEEK_2015","Front9LowestRound_PLAYERNAME_2015","Front9LowestRound__2015","Front9LowestRound_LOWRND_2015","stat_name","year"
1,1,"Erik Compton",NA,28,"Front9LowestRound",2015
1,1,"Webb Simpson",NA,28,"Front9LowestRound",2015
3,3,"Charlie Beljan",NA,29,"Front9LowestRound",2015
3,3,"Daniel Berger",NA,29,"Front9LowestRound",2015
3,3,"Jason Bohn",NA,29,"Front9LowestRound",2015
3,3,"Roberto Castro",NA,29,"Front9LowestRound",2015
3,3,"Jason Day",NA,29,"Front9LowestRound",2015
3,3,"Andres Gonzales",NA,29,"Front9LowestRound",2015
3,3,"Luke Guthrie",NA,29,"Front9LowestRound",2015
3,3,"Bill Haas",NA,29,"Front9LowestRound",2015
3,3,"Tom Hoge",NA,29,"Front9LowestRound",2015
3,3,"JB Holmes",NA,29,"Front9LowestRound",2015
3,3,"Dustin Johnson",NA,29,"Front9LowestRound",2015
3,3,"Neal Lancaster",NA,29,"Front9LowestRound",2015
3,3,"Danny Lee",NA,29,"Front9LowestRound",2015
3,3,"David Lingmerth",NA,29,"Front9LowestRound",2015
3,3,"Pat Perez",NA,29,"Front9LowestRound",2015
3,3,"Michael Putnam",NA,29,"Front9LowestRound",2015
3,3,"Jordan Spieth",NA,29,"Front9LowestRound",2015
3,3,"Henrik Stenson",NA,29,"Front9LowestRound",2015
3,3,"Justin Thomas",NA,29,"Front9LowestRound",2015
3,3,"Camilo Villegas",NA,29,"Front9LowestRound",2015
3,3,"Bubba Watson",NA,29,"Front9LowestRound",2015
24,24,"Kiradech Aphibarnrat",NA,30,"Front9LowestRound",2015
24,24,"Sangmoon Bae",NA,30,"Front9LowestRound",2015
24,24,"Blayne Barber",NA,30,"Front9LowestRound",2015
24,24,"Zac Blair",NA,30,"Front9LowestRound",2015
24,24,"Jonas Blixt",NA,30,"Front9LowestRound",2015
24,24,"Steven Bowditch",NA,30,"Front9LowestRound",2015
24,24,"Chad Campbell",NA,30,"Front9LowestRound",2015
24,24,"Kevin Chappell",NA,30,"Front9LowestRound",2015
