"TenthTeeLatePar4ScoringAverage_RANKTHISWEEK_2015","TenthTeeLatePar4ScoringAverage_RANKLASTWEEK_2015","TenthTeeLatePar4ScoringAverage_PLAYERNAME_2015","TenthTeeLatePar4ScoringAverage_ROUNDS_2015","TenthTeeLatePar4ScoringAverage_AVG_2015","TenthTeeLatePar4ScoringAverage_TOTALSTROKES_2015","TenthTeeLatePar4ScoringAverage_TOTALHOLES_2015","stat_name","year"
1,1,"Patrick Reed",103,3.74,71,19,"TenthTeeLatePar4ScoringAverage",2015
2,2,"Justin Rose",69,3.86,81,21,"TenthTeeLatePar4ScoringAverage",2015
3,3,"Brooks Koepka",84,3.89,171,44,"TenthTeeLatePar4ScoringAverage",2015
3,3,"Matt Kuchar",97,3.89,175,45,"TenthTeeLatePar4ScoringAverage",2015
5,5,"Zach Johnson",90,3.9,121,31,"TenthTeeLatePar4ScoringAverage",2015
6,6,"Francesco Molinari",56,3.91,219,56,"TenthTeeLatePar4ScoringAverage",2015
7,7,"Brendon de Jonge",106,3.92,682,174,"TenthTeeLatePar4ScoringAverage",2015
7,7,"JB Holmes",89,3.92,506,129,"TenthTeeLatePar4ScoringAverage",2015
9,9,"Harris English",105,3.93,543,138,"TenthTeeLatePar4ScoringAverage",2015
10,10,"Billy Horschel",99,3.94,284,72,"TenthTeeLatePar4ScoringAverage",2015
10,10,"Russell Knox",96,3.94,643,163,"TenthTeeLatePar4ScoringAverage",2015
10,10,"Martin Laird",77,3.94,520,132,"TenthTeeLatePar4ScoringAverage",2015
10,10,"Kevin Na",98,3.94,540,137,"TenthTeeLatePar4ScoringAverage",2015
10,10,"Justin Thomas",106,3.94,745,189,"TenthTeeLatePar4ScoringAverage",2015
15,15,"Scott Brown",97,3.95,1202,304,"TenthTeeLatePar4ScoringAverage",2015
15,15,"Jordan Spieth",91,3.95,79,20,"TenthTeeLatePar4ScoringAverage",2015
17,17,"Sergio Garcia",59,3.96,91,23,"TenthTeeLatePar4ScoringAverage",2015
17,17,"John Peterson",84,3.96,633,160,"TenthTeeLatePar4ScoringAverage",2015
17,17,"Ian Poulter",68,3.96,214,54,"TenthTeeLatePar4ScoringAverage",2015
17,17,"Daniel Summerhays",101,3.96,761,192,"TenthTeeLatePar4ScoringAverage",2015
17,17,"Will Wilcox",58,3.96,416,105,"TenthTeeLatePar4ScoringAverage",2015
22,22,"Chad Collins",79,3.97,643,162,"TenthTeeLatePar4ScoringAverage",2015
22,22,"Phil Mickelson",70,3.97,131,33,"TenthTeeLatePar4ScoringAverage",2015
22,22,"Ryan Palmer",80,3.97,567,143,"TenthTeeLatePar4ScoringAverage",2015
25,25,"Kevin Chappell",86,3.98,510,128,"TenthTeeLatePar4ScoringAverage",2015
25,25,"Graham DeLaet",65,3.98,382,96,"TenthTeeLatePar4ScoringAverage",2015
25,25,"Rickie Fowler",76,3.98,179,45,"TenthTeeLatePar4ScoringAverage",2015
25,25,"Chris Kirk",76,3.98,637,160,"TenthTeeLatePar4ScoringAverage",2015
29,29,"Jason Bohn",95,3.99,715,179,"TenthTeeLatePar4ScoringAverage",2015
29,29,"David Hearn",97,3.99,790,198,"TenthTeeLatePar4ScoringAverage",2015
29,29,"Matt Jones",89,3.99,797,200,"TenthTeeLatePar4ScoringAverage",2015
29,29,"Danny Lee",120,3.99,825,207,"TenthTeeLatePar4ScoringAverage",2015
29,29,"Bryce Molder",91,3.99,962,241,"TenthTeeLatePar4ScoringAverage",2015
29,29,"Sean OHair",86,3.99,582,146,"TenthTeeLatePar4ScoringAverage",2015
29,29,"DA Points",72,3.99,966,242,"TenthTeeLatePar4ScoringAverage",2015
29,29,"Rory Sabbatini",81,3.99,933,234,"TenthTeeLatePar4ScoringAverage",2015
37,37,"Blayne Barber",76,4,823,206,"TenthTeeLatePar4ScoringAverage",2015
37,37,"Chad Campbell",97,4,925,231,"TenthTeeLatePar4ScoringAverage",2015
37,37,"Gonzalo Fdez Castano",81,4,784,196,"TenthTeeLatePar4ScoringAverage",2015
37,37,"Martin Flores",95,4,803,201,"TenthTeeLatePar4ScoringAverage",2015
37,37,"Billy Hurley III",83,4,560,140,"TenthTeeLatePar4ScoringAverage",2015
37,37,"Dustin Johnson",75,4,80,20,"TenthTeeLatePar4ScoringAverage",2015
37,37,"Spencer Levin",99,4,944,236,"TenthTeeLatePar4ScoringAverage",2015
37,37,"William McGirt",103,4,676,169,"TenthTeeLatePar4ScoringAverage",2015
37,37,"Jeff Overton",94,4,356,89,"TenthTeeLatePar4ScoringAverage",2015
37,37,"Brendan Steele",88,4,500,125,"TenthTeeLatePar4ScoringAverage",2015
37,37,"Henrik Stenson",63,4,136,34,"TenthTeeLatePar4ScoringAverage",2015
37,37,"Kevin Streelman",95,4,857,214,"TenthTeeLatePar4ScoringAverage",2015
37,37,"Jhonattan Vegas",90,4,833,208,"TenthTeeLatePar4ScoringAverage",2015
37,37,"Johnson Wagner",68,4,224,56,"TenthTeeLatePar4ScoringAverage",2015
37,37,"Jimmy Walker",89,4,124,31,"TenthTeeLatePar4ScoringAverage",2015
37,37,"Lee Westwood",56,4,308,77,"TenthTeeLatePar4ScoringAverage",2015
53,53,"Steven Alker",62,4.01,521,130,"TenthTeeLatePar4ScoringAverage",2015
53,53,"Jonathan Byrd",69,4.01,441,110,"TenthTeeLatePar4ScoringAverage",2015
53,53,"Stewart Cink",77,4.01,685,171,"TenthTeeLatePar4ScoringAverage",2015
53,53,"Adam Hadwin",95,4.01,931,232,"TenthTeeLatePar4ScoringAverage",2015
53,53,"JJ Henry",94,4.01,838,209,"TenthTeeLatePar4ScoringAverage",2015
53,53,"Tom Hoge",83,4.01,753,188,"TenthTeeLatePar4ScoringAverage",2015
53,53,"John Huh",102,4.01,970,242,"TenthTeeLatePar4ScoringAverage",2015
53,53,"Whee Kim",71,4.01,721,180,"TenthTeeLatePar4ScoringAverage",2015
53,53,"Colt Knost",90,4.01,673,168,"TenthTeeLatePar4ScoringAverage",2015
53,53,"Justin Leonard",61,4.01,525,131,"TenthTeeLatePar4ScoringAverage",2015
53,53,"Troy Merritt",91,4.01,810,202,"TenthTeeLatePar4ScoringAverage",2015
53,53,"Ryan Moore",81,4.01,626,156,"TenthTeeLatePar4ScoringAverage",2015
53,53,"Carl Pettersson",106,4.01,923,230,"TenthTeeLatePar4ScoringAverage",2015
53,53,"Scott Pinckney",88,4.01,669,167,"TenthTeeLatePar4ScoringAverage",2015
53,53,"Nicholas Thompson",90,4.01,762,190,"TenthTeeLatePar4ScoringAverage",2015
68,68,"Daniel Berger",97,4.02,900,224,"TenthTeeLatePar4ScoringAverage",2015
68,68,"Keegan Bradley",87,4.02,394,98,"TenthTeeLatePar4ScoringAverage",2015
68,68,"Roberto Castro",54,4.02,470,117,"TenthTeeLatePar4ScoringAverage",2015
68,68,"Greg Chalmers",58,4.02,518,129,"TenthTeeLatePar4ScoringAverage",2015
68,68,"Ken Duke",93,4.02,861,214,"TenthTeeLatePar4ScoringAverage",2015
68,68,"Chesson Hadley",101,4.02,836,208,"TenthTeeLatePar4ScoringAverage",2015
68,68,"Charley Hoffman",97,4.02,809,201,"TenthTeeLatePar4ScoringAverage",2015
68,68,"Morgan Hoffmann",85,4.02,426,106,"TenthTeeLatePar4ScoringAverage",2015
68,68,"Kyle Reifers",96,4.02,1049,261,"TenthTeeLatePar4ScoringAverage",2015
68,68,"Camilo Villegas",83,4.02,664,165,"TenthTeeLatePar4ScoringAverage",2015
78,78,"Alex Cejka",94,4.03,714,177,"TenthTeeLatePar4ScoringAverage",2015
78,78,"Oscar Fraustro",58,4.03,508,126,"TenthTeeLatePar4ScoringAverage",2015
78,78,"Luke Guthrie",84,4.03,843,209,"TenthTeeLatePar4ScoringAverage",2015
78,78,"Brian Harman",90,4.03,846,210,"TenthTeeLatePar4ScoringAverage",2015
78,78,"Jim Herman",88,4.03,657,163,"TenthTeeLatePar4ScoringAverage",2015
78,78,"Charles Howell III",105,4.03,769,191,"TenthTeeLatePar4ScoringAverage",2015
78,78,"Jerry Kelly",79,4.03,694,172,"TenthTeeLatePar4ScoringAverage",2015
78,78,"Louis Oosthuizen",68,4.03,262,65,"TenthTeeLatePar4ScoringAverage",2015
78,78,"Chez Reavie",56,4.03,351,87,"TenthTeeLatePar4ScoringAverage",2015
78,78,"Vijay Singh",78,4.03,786,195,"TenthTeeLatePar4ScoringAverage",2015
78,78,"Robert Streb",110,4.03,585,145,"TenthTeeLatePar4ScoringAverage",2015
78,78,"Brendon Todd",96,4.03,801,199,"TenthTeeLatePar4ScoringAverage",2015
78,78,"Nick Watney",91,4.03,782,194,"TenthTeeLatePar4ScoringAverage",2015
91,91,"Zac Blair",108,4.04,1135,281,"TenthTeeLatePar4ScoringAverage",2015
91,91,"Steven Bowditch",103,4.04,945,234,"TenthTeeLatePar4ScoringAverage",2015
91,91,"Brian Davis",86,4.04,667,165,"TenthTeeLatePar4ScoringAverage",2015
91,91,"Tony Finau",106,4.04,821,203,"TenthTeeLatePar4ScoringAverage",2015
91,91,"Lucas Glover",79,4.04,1160,287,"TenthTeeLatePar4ScoringAverage",2015
91,91,"Jason Kokrak",88,4.04,667,165,"TenthTeeLatePar4ScoringAverage",2015
91,91,"Scott Langley",94,4.04,1007,249,"TenthTeeLatePar4ScoringAverage",2015
91,91,"Hideki Matsuyama",95,4.04,222,55,"TenthTeeLatePar4ScoringAverage",2015
91,91,"SJ Park",79,4.04,663,164,"TenthTeeLatePar4ScoringAverage",2015
100,100,"Robert Allenby",63,4.05,474,117,"TenthTeeLatePar4ScoringAverage",2015
100,100,"Eric Axley",57,4.05,267,66,"TenthTeeLatePar4ScoringAverage",2015
100,100,"Paul Casey",87,4.05,486,120,"TenthTeeLatePar4ScoringAverage",2015
100,100,"KJ Choi",66,4.05,462,114,"TenthTeeLatePar4ScoringAverage",2015
100,100,"Ben Crane",62,4.05,535,132,"TenthTeeLatePar4ScoringAverage",2015
100,100,"Jon Curran",83,4.05,831,205,"TenthTeeLatePar4ScoringAverage",2015
100,100,"Luke Donald",71,4.05,320,79,"TenthTeeLatePar4ScoringAverage",2015
100,100,"Jason Dufner",76,4.05,433,107,"TenthTeeLatePar4ScoringAverage",2015
100,100,"Kevin Kisner",104,4.05,608,150,"TenthTeeLatePar4ScoringAverage",2015
100,100,"David Lingmerth",90,4.05,1068,264,"TenthTeeLatePar4ScoringAverage",2015
100,100,"Cameron Percy",72,4.05,502,124,"TenthTeeLatePar4ScoringAverage",2015
100,100,"Alex Prugh",84,4.05,834,206,"TenthTeeLatePar4ScoringAverage",2015
100,100,"Shawn Stefani",94,4.05,890,220,"TenthTeeLatePar4ScoringAverage",2015
113,113,"Sangmoon Bae",98,4.06,841,207,"TenthTeeLatePar4ScoringAverage",2015
113,113,"Angel Cabrera",53,4.06,365,90,"TenthTeeLatePar4ScoringAverage",2015
113,113,"Jim Furyk",71,4.06,130,32,"TenthTeeLatePar4ScoringAverage",2015
113,113,"Jason Gore",76,4.06,702,173,"TenthTeeLatePar4ScoringAverage",2015
113,113,"James Hahn",94,4.06,735,181,"TenthTeeLatePar4ScoringAverage",2015
113,113,"Max Homa",78,4.06,569,140,"TenthTeeLatePar4ScoringAverage",2015
113,113,"Davis Love III",51,4.06,252,62,"TenthTeeLatePar4ScoringAverage",2015
113,113,"Bill Lunde",50,4.06,353,87,"TenthTeeLatePar4ScoringAverage",2015
113,113,"Steve Wheatcroft",87,4.06,1031,254,"TenthTeeLatePar4ScoringAverage",2015
122,122,"Erik Compton",86,4.07,525,129,"TenthTeeLatePar4ScoringAverage",2015
122,122,"Derek Fathauer",81,4.07,826,203,"TenthTeeLatePar4ScoringAverage",2015
122,122,"Bill Haas",89,4.07,452,111,"TenthTeeLatePar4ScoringAverage",2015
122,122,"Seung Yul Noh",65,4.07,631,155,"TenthTeeLatePar4ScoringAverage",2015
122,122,"Pat Perez",96,4.07,880,216,"TenthTeeLatePar4ScoringAverage",2015
122,122,"Scott Piercy",90,4.07,838,206,"TenthTeeLatePar4ScoringAverage",2015
122,122,"Mark Wilson",89,4.07,834,205,"TenthTeeLatePar4ScoringAverage",2015
129,129,"Andres Gonzales",90,4.08,1114,273,"TenthTeeLatePar4ScoringAverage",2015
129,129,"Padraig Harrington",60,4.08,580,142,"TenthTeeLatePar4ScoringAverage",2015
129,129,"John Merrick",78,4.08,739,181,"TenthTeeLatePar4ScoringAverage",2015
129,129,"Scott Stallings",60,4.08,808,198,"TenthTeeLatePar4ScoringAverage",2015
129,129,"Hudson Swafford",97,4.08,698,171,"TenthTeeLatePar4ScoringAverage",2015
129,129,"Gary Woodland",81,4.08,874,214,"TenthTeeLatePar4ScoringAverage",2015
135,135,"Charlie Beljan",76,4.09,966,236,"TenthTeeLatePar4ScoringAverage",2015
135,135,"Fabian Gomez",83,4.09,703,172,"TenthTeeLatePar4ScoringAverage",2015
135,135,"Ben Martin",93,4.09,823,201,"TenthTeeLatePar4ScoringAverage",2015
135,135,"George McNeill",93,4.09,1019,249,"TenthTeeLatePar4ScoringAverage",2015
135,135,"Carlos Ortiz",100,4.09,854,209,"TenthTeeLatePar4ScoringAverage",2015
135,135,"Michael Putnam",87,4.09,855,209,"TenthTeeLatePar4ScoringAverage",2015
135,135,"Chris Stroud",84,4.09,716,175,"TenthTeeLatePar4ScoringAverage",2015
135,135,"Bo Van Pelt",81,4.09,568,139,"TenthTeeLatePar4ScoringAverage",2015
143,143,"Derek Ernst",75,4.1,853,208,"TenthTeeLatePar4ScoringAverage",2015
143,143,"Mark Hubbard",79,4.1,808,197,"TenthTeeLatePar4ScoringAverage",2015
