"Par5Performance_RANKTHISWEEK_2014","Par5Performance_RANKLASTWEEK_2014","Par5Performance_PLAYERNAME_2014","Par5Performance_ROUNDS_2014","Par5Performance_STATUS_2014","Par5Performance_PAR5AVG_2014","Par5Performance_TOTALPAR_2014","stat_name","year"
1,1,"Charles Howell III",106,-139,4.57,1630,"Par5Performance",2014
2,2,"Cameron Tringale",111,-130,4.63,1765,"Par5Performance",2014
3,3,"Bill Haas",107,-128,4.62,1705,"Par5Performance",2014
4,4,"Kevin Na",94,-125,4.57,1460,"Par5Performance",2014
4,4,"John Senden",99,-125,4.58,1490,"Par5Performance",2014
6,6,"Chris Kirk",105,-124,4.61,1600,"Par5Performance",2014
7,7,"Zach Johnson",97,-119,4.58,1430,"Par5Performance",2014
8,8,"Jordan Spieth",102,-116,4.63,1570,"Par5Performance",2014
9,9,"Jimmy Walker",98,-114,4.62,1510,"Par5Performance",2014
10,10,"Brian Davis",93,-113,4.61,1465,"Par5Performance",2014
11,11,"Steven Bowditch",93,-112,4.6,1415,"Par5Performance",2014
12,12,"Rickie Fowler",91,-111,4.59,1370,"Par5Performance",2014
12,12,"Hideki Matsuyama",82,-111,4.55,1240,"Par5Performance",2014
12,12,"Brendon Todd",108,-111,4.66,1620,"Par5Performance",2014
15,15,"Billy Horschel",92,-110,4.63,1480,"Par5Performance",2014
16,16,"Adam Scott",68,-107,4.48,1020,"Par5Performance",2014
16,16,"Daniel Summerhays",98,-107,4.66,1570,"Par5Performance",2014
18,18,"Harris English",95,-106,4.62,1380,"Par5Performance",2014
19,19,"Kevin Chappell",100,-103,4.67,1550,"Par5Performance",2014
19,19,"Michael Putnam",106,-103,4.67,1570,"Par5Performance",2014
21,21,"Brendon de Jonge",109,-102,4.69,1665,"Par5Performance",2014
21,21,"Brian Harman",111,-102,4.69,1640,"Par5Performance",2014
23,23,"Martin Flores",85,-101,4.64,1385,"Par5Performance",2014
23,23,"Gary Woodland",93,-101,4.67,1510,"Par5Performance",2014
25,25,"Robert Garrigus",80,-100,4.61,1275,"Par5Performance",2014
25,25,"Matt Jones",83,-100,4.63,1355,"Par5Performance",2014
25,25,"Kevin Stadler",90,-100,4.64,1400,"Par5Performance",2014
28,28,"Stewart Cink",91,-97,4.67,1475,"Par5Performance",2014
28,28,"Ryo Ishikawa",75,-97,4.61,1240,"Par5Performance",2014
28,28,"Brendan Steele",89,-97,4.65,1405,"Par5Performance",2014
31,31,"Morgan Hoffmann",103,-96,4.68,1485,"Par5Performance",2014
32,32,"Marc Leishman",81,-95,4.61,1220,"Par5Performance",2014
32,32,"Brian Stuard",91,-95,4.64,1325,"Par5Performance",2014
32,32,"Jhonattan Vegas",77,-95,4.58,1140,"Par5Performance",2014
32,32,"Bubba Watson",76,-95,4.58,1140,"Par5Performance",2014
36,36,"Matt Every",85,-94,4.64,1295,"Par5Performance",2014
36,36,"Brandt Snedeker",89,-94,4.66,1390,"Par5Performance",2014
38,38,"Charley Hoffman",93,-93,4.7,1530,"Par5Performance",2014
39,39,"Jim Furyk",84,-92,4.63,1260,"Par5Performance",2014
39,39,"Brice Garnett",92,-92,4.65,1310,"Par5Performance",2014
39,39,"Matt Kuchar",91,-92,4.65,1310,"Par5Performance",2014
39,39,"Seung Yul Noh",92,-92,4.67,1410,"Par5Performance",2014
39,39,"Pat Perez",84,-92,4.67,1375,"Par5Performance",2014
39,39,"Justin Rose",70,-92,4.59,1120,"Par5Performance",2014
45,45,"Rory McIlroy",66,-91,4.55,1020,"Par5Performance",2014
45,45,"Ryan Palmer",85,-91,4.65,1285,"Par5Performance",2014
45,45,"Patrick Reed",92,-91,4.67,1360,"Par5Performance",2014
48,48,"Scott Brown",100,-90,4.72,1595,"Par5Performance",2014
48,48,"Justin Hicks",103,-90,4.71,1550,"Par5Performance",2014
48,48,"Carl Pettersson",91,-90,4.66,1335,"Par5Performance",2014
48,48,"Charl Schwartzel",64,-90,4.52,940,"Par5Performance",2014
52,52,"Sangmoon Bae",76,-89,4.64,1235,"Par5Performance",2014
52,52,"Graham DeLaet",80,-89,4.64,1230,"Par5Performance",2014
52,52,"Kevin Kisner",85,-89,4.66,1310,"Par5Performance",2014
52,52,"William McGirt",96,-89,4.68,1410,"Par5Performance",2014
56,56,"Keegan Bradley",89,-88,4.69,1420,"Par5Performance",2014
56,56,"David Hearn",97,-88,4.72,1545,"Par5Performance",2014
56,56,"Ryan Moore",86,-88,4.68,1360,"Par5Performance",2014
56,56,"Webb Simpson",87,-88,4.65,1250,"Par5Performance",2014
60,60,"Vijay Singh",83,-87,4.65,1240,"Par5Performance",2014
61,61,"Martin Laird",66,-86,4.58,1020,"Par5Performance",2014
61,61,"Danny Lee",84,-86,4.64,1205,"Par5Performance",2014
61,61,"Josh Teater",90,-86,4.68,1360,"Par5Performance",2014
64,64,"Aaron Baddeley",74,-85,4.62,1125,"Par5Performance",2014
64,64,"Chesson Hadley",84,-85,4.68,1310,"Par5Performance",2014
64,64,"Chris Stroud",88,-85,4.69,1355,"Par5Performance",2014
64,64,"Nicholas Thompson",85,-85,4.67,1290,"Par5Performance",2014
64,64,"Tim Wilkinson",86,-85,4.65,1200,"Par5Performance",2014
69,69,"KJ Choi",80,-84,4.68,1295,"Par5Performance",2014
69,69,"Luke Guthrie",85,-84,4.67,1285,"Par5Performance",2014
69,69,"Trevor Immelman",84,-84,4.66,1235,"Par5Performance",2014
69,69,"Dustin Johnson",58,-84,4.53,900,"Par5Performance",2014
69,69,"Hunter Mahan",88,-84,4.69,1350,"Par5Performance",2014
74,74,"Scott Langley",95,-83,4.71,1420,"Par5Performance",2014
75,75,"Ricky Barnes",92,-82,4.69,1305,"Par5Performance",2014
75,75,"Freddie Jacobson",91,-82,4.71,1425,"Par5Performance",2014
77,77,"James Driscoll",71,-81,4.64,1110,"Par5Performance",2014
77,77,"Retief Goosen",94,-81,4.7,1365,"Par5Performance",2014
77,77,"George McNeill",79,-81,4.66,1205,"Par5Performance",2014
77,77,"Camilo Villegas",95,-81,4.72,1450,"Par5Performance",2014
81,81,"Jason Bohn",81,-80,4.68,1250,"Par5Performance",2014
81,81,"John Merrick",87,-80,4.71,1390,"Par5Performance",2014
81,81,"Bo Van Pelt",83,-80,4.7,1330,"Par5Performance",2014
84,84,"Russell Knox",92,-79,4.72,1410,"Par5Performance",2014
84,84,"Will Ma Kenzie",82,-79,4.7,1310,"Par5Performance",2014
84,84,"Sean OHair",77,-79,4.66,1175,"Par5Performance",2014
84,84,"Geoff Ogilvy",84,-79,4.68,1240,"Par5Performance",2014
88,88,"Ken Duke",80,-77,4.67,1170,"Par5Performance",2014
88,88,"Rory Sabbatini",82,-77,4.69,1260,"Par5Performance",2014
88,88,"Kevin Streelman",79,-77,4.7,1280,"Par5Performance",2014
91,91,"Erik Compton",88,-76,4.72,1380,"Par5Performance",2014
91,91,"JB Holmes",86,-76,4.73,1390,"Par5Performance",2014
91,91,"Richard Lee",80,-76,4.7,1285,"Par5Performance",2014
91,91,"Henrik Stenson",56,-76,4.57,880,"Par5Performance",2014
91,91,"Andrew Svoboda",77,-76,4.68,1170,"Par5Performance",2014
96,96,"Roberto Castro",76,-75,4.69,1200,"Par5Performance",2014
96,96,"Jason Kokrak",65,-75,4.64,1055,"Par5Performance",2014
96,96,"Ben Martin",80,-75,4.71,1305,"Par5Performance",2014
96,96,"Nick Watney",80,-75,4.68,1190,"Par5Performance",2014
100,100,"Stuart Appleby",92,-74,4.73,1365,"Par5Performance",2014
100,100,"Michael Thompson",74,-74,4.7,1240,"Par5Performance",2014
102,102,"Jonathan Byrd",76,-73,4.67,1110,"Par5Performance",2014
102,102,"Ernie Els",85,-73,4.71,1270,"Par5Performance",2014
102,102,"Russell Henley",92,-73,4.74,1420,"Par5Performance",2014
102,102,"Bryce Molder",77,-73,4.69,1170,"Par5Performance",2014
106,106,"Phil Mickelson",71,-72,4.7,1185,"Par5Performance",2014
106,106,"Robert Streb",75,-72,4.66,1070,"Par5Performance",2014
108,108,"Jerry Kelly",80,-71,4.71,1210,"Par5Performance",2014
109,109,"Charlie Beljan",76,-70,4.68,1100,"Par5Performance",2014
109,109,"James Hahn",82,-70,4.7,1170,"Par5Performance",2014
109,109,"Graeme McDowell",66,-70,4.63,940,"Par5Performance",2014
109,109,"Kyle Stanley",87,-70,4.73,1280,"Par5Performance",2014
113,113,"Davis Love III",74,-69,4.69,1120,"Par5Performance",2014
113,113,"Andres Romero",81,-69,4.7,1155,"Par5Performance",2014
113,113,"Hudson Swafford",75,-69,4.67,1050,"Par5Performance",2014
113,113,"Will Wilcox",51,-69,4.52,725,"Par5Performance",2014
117,117,"Paul Casey",56,-68,4.6,850,"Par5Performance",2014
117,117,"Lucas Glover",68,-68,4.69,1105,"Par5Performance",2014
117,117,"Billy Hurley III",86,-68,4.73,1245,"Par5Performance",2014
117,117,"Brooks Koepka",56,-68,4.6,840,"Par5Performance",2014
117,117,"Wes Roach",67,-68,4.65,965,"Par5Performance",2014
122,122,"Woody Austin",63,-67,4.63,910,"Par5Performance",2014
122,122,"Jason Dufner",57,-67,4.61,870,"Par5Performance",2014
122,122,"Jeff Overton",80,-67,4.71,1140,"Par5Performance",2014
122,122,"Ian Poulter",57,-67,4.64,920,"Par5Performance",2014
122,122,"Scott Stallings",77,-67,4.73,1230,"Par5Performance",2014
122,122,"Tyrone Van Aswegen",79,-67,4.71,1170,"Par5Performance",2014
122,122,"YE Yang",79,-67,4.72,1215,"Par5Performance",2014
129,129,"Angel Cabrera",69,-66,4.67,1015,"Par5Performance",2014
129,129,"Derek Ernst",80,-66,4.72,1195,"Par5Performance",2014
129,129,"Justin Leonard",75,-66,4.71,1145,"Par5Performance",2014
129,129,"Jamie Lovemark",64,-66,4.64,905,"Par5Performance",2014
129,129,"Shawn Stefani",60,-66,4.63,900,"Par5Performance",2014
134,134,"JJ Henry",91,-65,4.75,1300,"Par5Performance",2014
135,135,"Luke Donald",57,-64,4.66,930,"Par5Performance",2014
136,136,"Bud Cauley",56,-61,4.64,845,"Par5Performance",2014
136,136,"Sergio Garcia",61,-61,4.65,880,"Par5Performance",2014
136,136,"John Huh",87,-61,4.76,1280,"Par5Performance",2014
136,136,"Lee Westwood",57,-61,4.67,930,"Par5Performance",2014
140,140,"Greg Chalmers",85,-60,4.76,1245,"Par5Performance",2014
140,140,"Jason Day",54,-60,4.59,740,"Par5Performance",2014
140,140,"Charlie Wi",72,-60,4.71,1050,"Par5Performance",2014
143,143,"Ted Potter Jr",68,-59,4.71,1035,"Par5Performance",2014
143,143,"John Rollins",84,-59,4.76,1215,"Par5Performance",2014
143,143,"Heath Slocum",71,-59,4.69,955,"Par5Performance",2014
143,143,"Kevin Tway",64,-59,4.67,895,"Par5Performance",2014
147,147,"Ben Curtis",77,-58,4.74,1125,"Par5Performance",2014
148,148,"Brad Fritsch",50,-57,4.6,720,"Par5Performance",2014
148,148,"Boo Weekley",73,-57,4.74,1085,"Par5Performance",2014
150,150,"Robert Allenby",83,-56,4.77,1195,"Par5Performance",2014
150,150,"Johnson Wagner",69,-56,4.71,960,"Par5Performance",2014
152,152,"Jonas Blixt",64,-55,4.74,1055,"Par5Performance",2014
152,152,"Tommy Gainey",73,-55,4.73,1025,"Par5Performance",2014
152,152,"Andrew Loupe",65,-55,4.71,935,"Par5Performance",2014
