"EarlyRound2ScoringAverage_RANKTHISWEEK_2008","EarlyRound2ScoringAverage_RANKLASTWEEK_2008","EarlyRound2ScoringAverage_PLAYERNAME_2008","EarlyRound2ScoringAverage__2008","EarlyRound2ScoringAverage_AVG_2008","EarlyRound2ScoringAverage_TOTALSTROKES_2008","EarlyRound2ScoringAverage_TOTALROUNDS_2008","stat_name","year"
1,1,"Phil Mickelson",NA,67.83,407,6,"EarlyRound2ScoringAverage",2008
2,2,"Ryan Palmer",NA,68.64,755,11,"EarlyRound2ScoringAverage",2008
3,3,"Justin Leonard",NA,69,690,10,"EarlyRound2ScoringAverage",2008
4,4,"Carl Pettersson",NA,69.25,831,12,"EarlyRound2ScoringAverage",2008
5,5,"Alejandro Canizares",NA,69.29,485,7,"EarlyRound2ScoringAverage",2008
6,6,"Chad Campbell",NA,69.38,902,13,"EarlyRound2ScoringAverage",2008
6,6,"Jim Furyk",NA,69.38,902,13,"EarlyRound2ScoringAverage",2008
6,6,"John Rollins",NA,69.38,1110,16,"EarlyRound2ScoringAverage",2008
9,9,"Bob Tway",NA,69.58,835,12,"EarlyRound2ScoringAverage",2008
10,10,"Parker McLachlin",NA,69.62,905,13,"EarlyRound2ScoringAverage",2008
11,11,"Briny Baird",NA,69.64,975,14,"EarlyRound2ScoringAverage",2008
11,11,"Kevin Na",NA,69.64,975,14,"EarlyRound2ScoringAverage",2008
11,11,"Pat Perez",NA,69.64,766,11,"EarlyRound2ScoringAverage",2008
11,11,"Charlie Wi",NA,69.64,975,14,"EarlyRound2ScoringAverage",2008
15,15,"James Driscoll",NA,69.67,836,12,"EarlyRound2ScoringAverage",2008
16,16,"JB Holmes",NA,69.69,906,13,"EarlyRound2ScoringAverage",2008
17,17,"Ryan Moore",NA,69.73,767,11,"EarlyRound2ScoringAverage",2008
18,18,"Robert Allenby",NA,69.82,1187,17,"EarlyRound2ScoringAverage",2008
19,19,"Aaron Baddeley",NA,69.83,838,12,"EarlyRound2ScoringAverage",2008
20,20,"Heath Slocum",NA,69.88,1188,17,"EarlyRound2ScoringAverage",2008
21,21,"Steve Stricker",NA,69.91,769,11,"EarlyRound2ScoringAverage",2008
22,22,"Dudley Hart",NA,69.92,839,12,"EarlyRound2ScoringAverage",2008
23,23,"Tommy Armour III",NA,70,700,10,"EarlyRound2ScoringAverage",2008
23,23,"Matt Kuchar",NA,70,1050,15,"EarlyRound2ScoringAverage",2008
23,23,"John Mallinger",NA,70,840,12,"EarlyRound2ScoringAverage",2008
23,23,"Chez Reavie",NA,70,840,12,"EarlyRound2ScoringAverage",2008
23,23,"Chris Riley",NA,70,560,8,"EarlyRound2ScoringAverage",2008
23,23,"Kevin Streelman",NA,70,1120,16,"EarlyRound2ScoringAverage",2008
23,23,"Mark Wilson",NA,70,1120,16,"EarlyRound2ScoringAverage",2008
30,30,"John Merrick",NA,70.06,1121,16,"EarlyRound2ScoringAverage",2008
31,31,"Marc Turnesa",NA,70.07,1051,15,"EarlyRound2ScoringAverage",2008
32,32,"Ben Crane",NA,70.08,911,13,"EarlyRound2ScoringAverage",2008
33,33,"Jason Allred",NA,70.18,772,11,"EarlyRound2ScoringAverage",2008
33,33,"Kenny Perry",NA,70.18,772,11,"EarlyRound2ScoringAverage",2008
35,35,"Shane Bertsch",NA,70.21,983,14,"EarlyRound2ScoringAverage",2008
36,36,"Ben Curtis",NA,70.25,843,12,"EarlyRound2ScoringAverage",2008
36,36,"Joe Ogilvie",NA,70.25,1124,16,"EarlyRound2ScoringAverage",2008
36,36,"Vaughn Taylor",NA,70.25,843,12,"EarlyRound2ScoringAverage",2008
39,39,"Gavin Coles",NA,70.29,492,7,"EarlyRound2ScoringAverage",2008
40,40,"Billy Mayfair",NA,70.31,914,13,"EarlyRound2ScoringAverage",2008
41,41,"Steve Marino",NA,70.32,1336,19,"EarlyRound2ScoringAverage",2008
42,42,"DJ Trahan",NA,70.33,1055,15,"EarlyRound2ScoringAverage",2008
43,43,"Michael Letzig",NA,70.36,985,14,"EarlyRound2ScoringAverage",2008
44,44,"Freddie Jacobson",NA,70.38,1126,16,"EarlyRound2ScoringAverage",2008
44,44,"Corey Pavin",NA,70.38,563,8,"EarlyRound2ScoringAverage",2008
46,46,"Greg Kraft",NA,70.4,704,10,"EarlyRound2ScoringAverage",2008
46,46,"Hunter Mahan",NA,70.4,704,10,"EarlyRound2ScoringAverage",2008
48,48,"Jim McGovern",NA,70.42,845,12,"EarlyRound2ScoringAverage",2008
49,49,"Bob Estes",NA,70.43,986,14,"EarlyRound2ScoringAverage",2008
50,50,"Bubba Watson",NA,70.44,1127,16,"EarlyRound2ScoringAverage",2008
51,51,"Camilo Villegas",NA,70.45,775,11,"EarlyRound2ScoringAverage",2008
52,52,"Tag Ridings",NA,70.47,1198,17,"EarlyRound2ScoringAverage",2008
53,53,"Steve Elkington",NA,70.5,987,14,"EarlyRound2ScoringAverage",2008
53,53,"Richard Johnson",NA,70.5,705,10,"EarlyRound2ScoringAverage",2008
53,53,"Jimmy Walker",NA,70.5,846,12,"EarlyRound2ScoringAverage",2008
56,56,"Carlos Franco",NA,70.55,776,11,"EarlyRound2ScoringAverage",2008
57,57,"Stuart Appleby",NA,70.56,635,9,"EarlyRound2ScoringAverage",2008
57,57,"Tom Pernice Jr",NA,70.56,1270,18,"EarlyRound2ScoringAverage",2008
57,57,"Ted Purdy",NA,70.56,635,9,"EarlyRound2ScoringAverage",2008
60,60,"Steve Flesch",NA,70.57,988,14,"EarlyRound2ScoringAverage",2008
61,61,"Marco Dawson",NA,70.6,706,10,"EarlyRound2ScoringAverage",2008
61,61,"Scott Verplank",NA,70.6,706,10,"EarlyRound2ScoringAverage",2008
61,61,"Nick Watney",NA,70.6,706,10,"EarlyRound2ScoringAverage",2008
64,64,"Brian Gay",NA,70.62,918,13,"EarlyRound2ScoringAverage",2008
65,65,"Chris Stroud",NA,70.64,989,14,"EarlyRound2ScoringAverage",2008
66,66,"Martin Laird",NA,70.65,1201,17,"EarlyRound2ScoringAverage",2008
67,67,"John Huston",NA,70.67,636,9,"EarlyRound2ScoringAverage",2008
67,67,"Ron Whittaker",NA,70.67,636,9,"EarlyRound2ScoringAverage",2008
69,69,"Brian Davis",NA,70.69,1131,16,"EarlyRound2ScoringAverage",2008
69,69,"Tim Petrovic",NA,70.69,919,13,"EarlyRound2ScoringAverage",2008
71,71,"KJ Choi",NA,70.7,707,10,"EarlyRound2ScoringAverage",2008
72,72,"Chad Collins",NA,70.73,778,11,"EarlyRound2ScoringAverage",2008
72,72,"John Senden",NA,70.73,1061,15,"EarlyRound2ScoringAverage",2008
74,74,"Jeff Quinney",NA,70.75,849,12,"EarlyRound2ScoringAverage",2008
74,74,"Kevin Stadler",NA,70.75,849,12,"EarlyRound2ScoringAverage",2008
76,76,"Trevor Immelman",NA,70.79,991,14,"EarlyRound2ScoringAverage",2008
77,77,"Padraig Harrington",NA,70.8,354,5,"EarlyRound2ScoringAverage",2008
78,78,"Brenden Pappas",NA,70.82,779,11,"EarlyRound2ScoringAverage",2008
78,78,"Dean Wilson",NA,70.82,1204,17,"EarlyRound2ScoringAverage",2008
80,80,"Todd Hamilton",NA,70.83,850,12,"EarlyRound2ScoringAverage",2008
81,81,"Stephen Ames",NA,70.86,992,14,"EarlyRound2ScoringAverage",2008
81,81,"Daniel Chopra",NA,70.86,496,7,"EarlyRound2ScoringAverage",2008
81,81,"Adam Scott",NA,70.86,496,7,"EarlyRound2ScoringAverage",2008
84,84,"Todd Demsey",NA,70.87,1063,15,"EarlyRound2ScoringAverage",2008
84,84,"Bill Haas",NA,70.87,1063,15,"EarlyRound2ScoringAverage",2008
86,86,"Jeff Overton",NA,70.88,1134,16,"EarlyRound2ScoringAverage",2008
87,87,"Will Ma Kenzie",NA,70.9,709,10,"EarlyRound2ScoringAverage",2008
88,88,"Steve Allan",NA,70.91,780,11,"EarlyRound2ScoringAverage",2008
88,88,"Rich Beem",NA,70.91,780,11,"EarlyRound2ScoringAverage",2008
90,90,"Brad Adamonis",NA,70.92,851,12,"EarlyRound2ScoringAverage",2008
90,90,"Lee Janzen",NA,70.92,922,13,"EarlyRound2ScoringAverage",2008
90,90,"Omar Uresti",NA,70.92,922,13,"EarlyRound2ScoringAverage",2008
93,93,"Nick Flanagan",NA,70.93,1064,15,"EarlyRound2ScoringAverage",2008
94,94,"Kevin Sutherland",NA,70.94,1206,17,"EarlyRound2ScoringAverage",2008
95,95,"Ken Duke",NA,70.95,1348,19,"EarlyRound2ScoringAverage",2008
96,96,"Kenneth Ferrie",NA,71,852,12,"EarlyRound2ScoringAverage",2008
96,96,"Robert Gamez",NA,71,923,13,"EarlyRound2ScoringAverage",2008
96,96,"Sergio Garcia",NA,71,568,8,"EarlyRound2ScoringAverage",2008
96,96,"Charley Hoffman",NA,71,994,14,"EarlyRound2ScoringAverage",2008
96,96,"Zach Johnson",NA,71,994,14,"EarlyRound2ScoringAverage",2008
96,96,"Matt Jones",NA,71,1136,16,"EarlyRound2ScoringAverage",2008
96,96,"Anthony Kim",NA,71,710,10,"EarlyRound2ScoringAverage",2008
96,96,"Frank Lickliter II",NA,71,1420,20,"EarlyRound2ScoringAverage",2008
96,96,"Jesper Parnevik",NA,71,1065,15,"EarlyRound2ScoringAverage",2008
96,96,"Vijay Singh",NA,71,923,13,"EarlyRound2ScoringAverage",2008
106,106,"Mark Hensby",NA,71.11,640,9,"EarlyRound2ScoringAverage",2008
107,107,"Michael Allen",NA,71.13,1067,15,"EarlyRound2ScoringAverage",2008
108,108,"Geoff Ogilvy",NA,71.14,498,7,"EarlyRound2ScoringAverage",2008
109,109,"Jeff Maggert",NA,71.17,854,12,"EarlyRound2ScoringAverage",2008
109,109,"David Toms",NA,71.17,854,12,"EarlyRound2ScoringAverage",2008
111,111,"Jason Day",NA,71.19,1139,16,"EarlyRound2ScoringAverage",2008
112,112,"Peter Lonard",NA,71.22,1282,18,"EarlyRound2ScoringAverage",2008
112,112,"Boo Weekley",NA,71.22,641,9,"EarlyRound2ScoringAverage",2008
114,114,"Tim Herron",NA,71.23,926,13,"EarlyRound2ScoringAverage",2008
115,115,"Paul Goydos",NA,71.25,855,12,"EarlyRound2ScoringAverage",2008
116,116,"John Riegger",NA,71.27,784,11,"EarlyRound2ScoringAverage",2008
117,117,"Fred Couples",NA,71.29,499,7,"EarlyRound2ScoringAverage",2008
118,118,"Davis Love III",NA,71.3,713,10,"EarlyRound2ScoringAverage",2008
119,119,"Bart Bryant",NA,71.33,1070,15,"EarlyRound2ScoringAverage",2008
119,119,"JJ Henry",NA,71.33,1284,18,"EarlyRound2ScoringAverage",2008
119,119,"David Lutterus",NA,71.33,856,12,"EarlyRound2ScoringAverage",2008
119,119,"Patrick Sheehan",NA,71.33,1284,18,"EarlyRound2ScoringAverage",2008
119,119,"Mike Weir",NA,71.33,856,12,"EarlyRound2ScoringAverage",2008
124,124,"Robert Garrigus",NA,71.38,928,13,"EarlyRound2ScoringAverage",2008
124,124,"George McNeill",NA,71.38,928,13,"EarlyRound2ScoringAverage",2008
126,126,"Nicholas Thompson",NA,71.39,1642,23,"EarlyRound2ScoringAverage",2008
127,127,"Glen Day",NA,71.4,714,10,"EarlyRound2ScoringAverage",2008
127,127,"Retief Goosen",NA,71.4,714,10,"EarlyRound2ScoringAverage",2008
129,129,"Nathan Green",NA,71.41,1214,17,"EarlyRound2ScoringAverage",2008
130,130,"Brad Elder",NA,71.42,857,12,"EarlyRound2ScoringAverage",2008
131,131,"YE Yang",NA,71.43,1000,14,"EarlyRound2ScoringAverage",2008
132,132,"Ryuji Imada",NA,71.5,715,10,"EarlyRound2ScoringAverage",2008
133,133,"Dustin Johnson",NA,71.55,787,11,"EarlyRound2ScoringAverage",2008
133,133,"Doug LaBelle II",NA,71.55,787,11,"EarlyRound2ScoringAverage",2008
135,135,"Lucas Glover",NA,71.56,1145,16,"EarlyRound2ScoringAverage",2008
136,136,"Cameron Beckman",NA,71.57,1002,14,"EarlyRound2ScoringAverage",2008
137,137,"Eric Axley",NA,71.59,1217,17,"EarlyRound2ScoringAverage",2008
138,138,"Tim Wilkinson",NA,71.63,1146,16,"EarlyRound2ScoringAverage",2008
139,139,"Sean OHair",NA,71.67,1075,15,"EarlyRound2ScoringAverage",2008
139,139,"Bob Sowards",NA,71.67,860,12,"EarlyRound2ScoringAverage",2008
141,141,"Ryan Armour",NA,71.69,932,13,"EarlyRound2ScoringAverage",2008
141,141,"Bo Van Pelt",NA,71.69,1147,16,"EarlyRound2ScoringAverage",2008
143,143,"Nick OHern",NA,71.7,717,10,"EarlyRound2ScoringAverage",2008
143,143,"Rory Sabbatini",NA,71.7,717,10,"EarlyRound2ScoringAverage",2008
145,145,"Harrison Frazar",NA,71.73,789,11,"EarlyRound2ScoringAverage",2008
146,146,"Charles Howell III",NA,71.74,1363,19,"EarlyRound2ScoringAverage",2008
147,147,"Mathew Goggin",NA,71.77,933,13,"EarlyRound2ScoringAverage",2008
148,148,"Brandt Jobe",NA,71.78,646,9,"EarlyRound2ScoringAverage",2008
149,149,"Rod Pampling",NA,71.79,1005,14,"EarlyRound2ScoringAverage",2008
150,150,"Jason Gore",NA,71.8,1077,15,"EarlyRound2ScoringAverage",2008
150,150,"Ian Poulter",NA,71.8,359,5,"EarlyRound2ScoringAverage",2008
150,150,"Brett Quigley",NA,71.8,718,10,"EarlyRound2ScoringAverage",2008
153,153,"Tom Scherrer",NA,71.82,790,11,"EarlyRound2ScoringAverage",2008
154,154,"Joe Durant",NA,71.83,862,12,"EarlyRound2ScoringAverage",2008
155,155,"Kyle Thompson",NA,71.86,1006,14,"EarlyRound2ScoringAverage",2008
156,156,"Jeff Gove",NA,71.9,719,10,"EarlyRound2ScoringAverage",2008
157,157,"Craig Kanada",NA,71.91,791,11,"EarlyRound2ScoringAverage",2008
157,157,"Scott McCarron",NA,71.91,791,11,"EarlyRound2ScoringAverage",2008
159,159,"Scott Sterling",NA,71.93,1079,15,"EarlyRound2ScoringAverage",2008
161,161,"Billy Andrade",NA,72,864,12,"EarlyRound2ScoringAverage",2008
161,161,"Justin Bolli",NA,72,1008,14,"EarlyRound2ScoringAverage",2008
161,161,"Angel Cabrera",NA,72,720,10,"EarlyRound2ScoringAverage",2008
164,164,"Mathias Gronberg",NA,72.06,1153,16,"EarlyRound2ScoringAverage",2008
165,165,"Jonathan Byrd",NA,72.07,1081,15,"EarlyRound2ScoringAverage",2008
165,165,"Troy Matteson",NA,72.07,1009,14,"EarlyRound2ScoringAverage",2008
167,167,"Jerry Kelly",NA,72.13,1082,15,"EarlyRound2ScoringAverage",2008
168,168,"Kent Jones",NA,72.22,650,9,"EarlyRound2ScoringAverage",2008
169,169,"Brett Rumford",NA,72.23,939,13,"EarlyRound2ScoringAverage",2008
169,169,"Johnson Wagner",NA,72.23,939,13,"EarlyRound2ScoringAverage",2008
171,171,"JP Hayes",NA,72.33,1085,15,"EarlyRound2ScoringAverage",2008
171,171,"Tom Lehman",NA,72.33,651,9,"EarlyRound2ScoringAverage",2008
173,173,"Chris DiMarco",NA,72.35,1230,17,"EarlyRound2ScoringAverage",2008
174,174,"Tommy Gainey",NA,72.36,796,11,"EarlyRound2ScoringAverage",2008
174,174,"Rocco Mediate",NA,72.36,796,11,"EarlyRound2ScoringAverage",2008
176,176,"Paul Casey",NA,72.38,579,8,"EarlyRound2ScoringAverage",2008
177,177,"Stewart Cink",NA,72.4,724,10,"EarlyRound2ScoringAverage",2008
178,178,"Andres Romero",NA,72.42,869,12,"EarlyRound2ScoringAverage",2008
179,179,"Woody Austin",NA,72.43,1014,14,"EarlyRound2ScoringAverage",2008
180,180,"Alex Cejka",NA,72.45,797,11,"EarlyRound2ScoringAverage",2008
180,180,"Paul Claxton",NA,72.45,797,11,"EarlyRound2ScoringAverage",2008
182,182,"Cody Freeman",NA,72.5,1160,16,"EarlyRound2ScoringAverage",2008
183,183,"Jay Williamson",NA,72.56,1161,16,"EarlyRound2ScoringAverage",2008
184,184,"Mark Calcavecchia",NA,72.8,728,10,"EarlyRound2ScoringAverage",2008
185,185,"Jin Park",NA,72.81,1165,16,"EarlyRound2ScoringAverage",2008
186,186,"Olin Browne",NA,72.82,801,11,"EarlyRound2ScoringAverage",2008
187,187,"Cliff Kresge",NA,72.83,874,12,"EarlyRound2ScoringAverage",2008
188,188,"Brandt Snedeker",NA,72.85,947,13,"EarlyRound2ScoringAverage",2008
189,189,"Stephen Leaney",NA,72.89,656,9,"EarlyRound2ScoringAverage",2008
190,190,"Tim Clark",NA,72.91,802,11,"EarlyRound2ScoringAverage",2008
191,191,"Steve Lowery",NA,73.18,805,11,"EarlyRound2ScoringAverage",2008
192,192,"Travis Perkins",NA,73.38,587,8,"EarlyRound2ScoringAverage",2008
193,193,"Charles Warren",NA,73.46,955,13,"EarlyRound2ScoringAverage",2008
194,194,"Ernie Els",NA,73.5,588,8,"EarlyRound2ScoringAverage",2008
194,194,"Jon Mills",NA,73.5,1176,16,"EarlyRound2ScoringAverage",2008
196,196,"David Duval",NA,73.63,589,8,"EarlyRound2ScoringAverage",2008
197,197,"Shigeki Maruyama",NA,73.86,517,7,"EarlyRound2ScoringAverage",2008
