"ConsecutiveBirdiesStreak_RANKTHISWEEK_2006","ConsecutiveBirdiesStreak_RANKLASTWEEK_2006","ConsecutiveBirdiesStreak_PLAYERNAME_2006","ConsecutiveBirdiesStreak_EVENTS_2006","ConsecutiveBirdiesStreak_NUMBEROFHOLES_2006","stat_name","year"
1,1,"JJ Henry",28,7,"ConsecutiveBirdiesStreak",2006
2,2,"Jonathan Byrd",20,6,"ConsecutiveBirdiesStreak",2006
2,2,"Darren Clarke",11,6,"ConsecutiveBirdiesStreak",2006
2,2,"Chris DiMarco",26,6,"ConsecutiveBirdiesStreak",2006
2,2,"Harrison Frazar",29,6,"ConsecutiveBirdiesStreak",2006
2,2,"Lucas Glover",31,6,"ConsecutiveBirdiesStreak",2006
2,2,"Lee Janzen",28,6,"ConsecutiveBirdiesStreak",2006
2,2,"Thomas Levet",18,6,"ConsecutiveBirdiesStreak",2006
2,2,"Corey Pavin",23,6,"ConsecutiveBirdiesStreak",2006
2,2,"Justin Rose",28,6,"ConsecutiveBirdiesStreak",2006
2,2,"Jeff Sluman",29,6,"ConsecutiveBirdiesStreak",2006
12,12,"Arjun Atwal",33,5,"ConsecutiveBirdiesStreak",2006
12,12,"Eric Axley",29,5,"ConsecutiveBirdiesStreak",2006
12,12,"Bob Burns",9,5,"ConsecutiveBirdiesStreak",2006
12,12,"Mark Calcavecchia",27,5,"ConsecutiveBirdiesStreak",2006
12,12,"Daniel Chopra",33,5,"ConsecutiveBirdiesStreak",2006
12,12,"Ben Curtis",26,5,"ConsecutiveBirdiesStreak",2006
12,12,"Robert Damron",31,5,"ConsecutiveBirdiesStreak",2006
12,12,"Jay Delsing",14,5,"ConsecutiveBirdiesStreak",2006
12,12,"Bubba Dickerson",32,5,"ConsecutiveBirdiesStreak",2006
12,12,"Joe Durant",28,5,"ConsecutiveBirdiesStreak",2006
12,12,"David Duval",24,5,"ConsecutiveBirdiesStreak",2006
12,12,"Steve Flesch",33,5,"ConsecutiveBirdiesStreak",2006
12,12,"Mathias Gronberg",30,5,"ConsecutiveBirdiesStreak",2006
12,12,"Tim Herron",27,5,"ConsecutiveBirdiesStreak",2006
12,12,"Zach Johnson",27,5,"ConsecutiveBirdiesStreak",2006
12,12,"Jonathan Kaye",32,5,"ConsecutiveBirdiesStreak",2006
12,12,"Justin Leonard",26,5,"ConsecutiveBirdiesStreak",2006
12,12,"Frank Lickliter II",29,5,"ConsecutiveBirdiesStreak",2006
12,12,"Peter Lonard",22,5,"ConsecutiveBirdiesStreak",2006
12,12,"Hunter Mahan",29,5,"ConsecutiveBirdiesStreak",2006
12,12,"Troy Matteson",32,5,"ConsecutiveBirdiesStreak",2006
12,12,"Bob May",21,5,"ConsecutiveBirdiesStreak",2006
12,12,"Phil Mickelson",19,5,"ConsecutiveBirdiesStreak",2006
12,12,"Sean OHair",30,5,"ConsecutiveBirdiesStreak",2006
12,12,"Arron Oberholser",23,5,"ConsecutiveBirdiesStreak",2006
12,12,"Joe Ogilvie",29,5,"ConsecutiveBirdiesStreak",2006
12,12,"Geoff Ogilvy",20,5,"ConsecutiveBirdiesStreak",2006
12,12,"Jose Maria Olazabal",18,5,"ConsecutiveBirdiesStreak",2006
