"Puttingfrom515_RANKTHISWEEK_2010","Puttingfrom515_RANKLASTWEEK_2010","Puttingfrom515_PLAYERNAME_2010","Puttingfrom515_ROUNDS_2010","Puttingfrom515_PctMADE_2010","Puttingfrom515_ATTEMPTS_2010","Puttingfrom515_PUTTSMADE_2010","stat_name","year"
1,1,"Greg Chalmers",93,52.18,596,311,"Puttingfrom515",2010
2,2,"Paul Casey",64,51.74,288,149,"Puttingfrom515",2010
3,3,"Luke Donald",71,51.6,343,177,"Puttingfrom515",2010
4,4,"Matt Kuchar",97,51.53,491,253,"Puttingfrom515",2010
5,5,"Brandt Snedeker",89,50.94,532,271,"Puttingfrom515",2010
6,6,"Charlie Wi",95,50.8,622,316,"Puttingfrom515",2010
7,7,"George McNeill",79,50.79,504,256,"Puttingfrom515",2010
8,8,"Retief Goosen",75,50.73,343,174,"Puttingfrom515",2010
9,9,"Matt Jones",89,50.66,531,269,"Puttingfrom515",2010
10,10,"Brian Gay",101,50.53,570,288,"Puttingfrom515",2010
11,11,"Pat Perez",90,50.27,559,281,"Puttingfrom515",2010
12,12,"Ryuji Imada",90,50,560,280,"Puttingfrom515",2010
13,13,"Chad Collins",87,49.9,505,252,"Puttingfrom515",2010
13,13,"Zach Johnson",93,49.9,525,262,"Puttingfrom515",2010
15,15,"Troy Merritt",86,49.74,567,282,"Puttingfrom515",2010
16,16,"Michael Sim",64,49.59,363,180,"Puttingfrom515",2010
17,17,"Carl Pettersson",99,49.27,548,270,"Puttingfrom515",2010
18,18,"Ian Poulter",55,49.08,218,107,"Puttingfrom515",2010
19,19,"Steve Stricker",73,48.94,378,185,"Puttingfrom515",2010
20,20,"JB Holmes",100,48.89,630,308,"Puttingfrom515",2010
21,21,"Ricky Barnes",103,48.74,593,289,"Puttingfrom515",2010
22,22,"Steve Marino",81,48.73,433,211,"Puttingfrom515",2010
23,23,"Dean Wilson",54,48.63,329,160,"Puttingfrom515",2010
24,24,"YE Yang",72,48.59,426,207,"Puttingfrom515",2010
25,25,"Geoff Ogilvy",62,48.56,381,185,"Puttingfrom515",2010
26,26,"Ryan Moore",80,48.54,410,199,"Puttingfrom515",2010
27,27,"Charles Howell III",103,48.44,576,279,"Puttingfrom515",2010
28,28,"Daniel Chopra",74,48.24,454,219,"Puttingfrom515",2010
29,29,"Alex Prugh",88,48.23,564,272,"Puttingfrom515",2010
30,30,"Bryce Molder",84,48.09,497,239,"Puttingfrom515",2010
31,31,"Jeff Overton",89,48.08,522,251,"Puttingfrom515",2010
32,32,"Justin Rose",78,47.92,480,230,"Puttingfrom515",2010
33,33,"Kevin Na",94,47.88,518,248,"Puttingfrom515",2010
34,34,"Nathan Green",86,47.86,562,269,"Puttingfrom515",2010
35,35,"Steve Wheatcroft",74,47.84,439,210,"Puttingfrom515",2010
36,36,"Tom Gillis",97,47.83,623,298,"Puttingfrom515",2010
37,37,"Aaron Baddeley",94,47.8,592,283,"Puttingfrom515",2010
38,38,"James Driscoll",78,47.69,476,227,"Puttingfrom515",2010
38,38,"John Mallinger",78,47.69,455,217,"Puttingfrom515",2010
40,40,"Ryan Palmer",84,47.67,514,245,"Puttingfrom515",2010
41,41,"Scott Piercy",88,47.61,586,279,"Puttingfrom515",2010
42,42,"Nick Watney",91,47.57,473,225,"Puttingfrom515",2010
43,43,"Freddie Jacobson",83,47.49,518,246,"Puttingfrom515",2010
43,43,"Rory Sabbatini",79,47.49,478,227,"Puttingfrom515",2010
45,45,"David Toms",86,47.48,476,226,"Puttingfrom515",2010
46,46,"James Nitties",92,47.41,599,284,"Puttingfrom515",2010
47,47,"Sean OHair",84,46.99,449,211,"Puttingfrom515",2010
48,48,"David Duval",71,46.97,396,186,"Puttingfrom515",2010
49,49,"Stewart Cink",84,46.95,426,200,"Puttingfrom515",2010
50,50,"Jimmy Walker",82,46.87,495,232,"Puttingfrom515",2010
51,51,"Scott McCarron",90,46.8,532,249,"Puttingfrom515",2010
52,52,"KJ Choi",82,46.77,402,188,"Puttingfrom515",2010
53,53,"Michael Connell",89,46.76,571,267,"Puttingfrom515",2010
53,53,"Bo Van Pelt",104,46.76,633,296,"Puttingfrom515",2010
55,55,"Woody Austin",93,46.68,587,274,"Puttingfrom515",2010
55,55,"Joe Ogilvie",99,46.68,587,274,"Puttingfrom515",2010
57,57,"Tim Clark",88,46.67,510,238,"Puttingfrom515",2010
58,58,"Steve Flesch",78,46.61,472,220,"Puttingfrom515",2010
59,59,"Chris Stroud",90,46.58,511,238,"Puttingfrom515",2010
60,60,"Webb Simpson",98,46.57,627,292,"Puttingfrom515",2010
61,61,"Ben Curtis",78,46.54,419,195,"Puttingfrom515",2010
62,62,"JJ Henry",92,46.51,516,240,"Puttingfrom515",2010
62,62,"Jeff Quinney",91,46.51,587,273,"Puttingfrom515",2010
64,64,"Justin Leonard",89,46.5,486,226,"Puttingfrom515",2010
65,65,"Chris Tidland",77,46.48,426,198,"Puttingfrom515",2010
66,66,"Dustin Johnson",83,46.44,450,209,"Puttingfrom515",2010
67,67,"Shaun Micheel",70,46.43,336,156,"Puttingfrom515",2010
68,68,"Skip Kendall",58,46.39,332,154,"Puttingfrom515",2010
69,69,"Briny Baird",87,46.36,535,248,"Puttingfrom515",2010
70,70,"Jim Furyk",76,46.32,380,176,"Puttingfrom515",2010
71,71,"DA Points",90,46.31,555,257,"Puttingfrom515",2010
72,72,"Brent Delahoussaye",57,46.2,316,146,"Puttingfrom515",2010
73,73,"Richard Johnson",90,46.09,447,206,"Puttingfrom515",2010
73,73,"Bubba Watson",77,46.09,460,212,"Puttingfrom515",2010
