"GIRPercentageLess100yards_RANKTHISWEEK_2006","GIRPercentageLess100yards_RANKLASTWEEK_2006","GIRPercentageLess100yards_PLAYERNAME_2006","GIRPercentageLess100yards_ROUNDS_2006","GIRPercentageLess100yards_Pct_2006","GIRPercentageLess100yards_GREENSHIT_2006","GIRPercentageLess100yards_TOTALHOLES_2006","GIRPercentageLess100yards_RELATIVETOPAR_2006","stat_name","year"
1,1,"Tiger Woods",55,92.26,143,155,-0.66,"GIRPercentageLess100yards",2006
2,2,"Arron Oberholser",82,90.37,197,218,-0.49,"GIRPercentageLess100yards",2006
3,3,"Stephen Leaney",84,89.77,193,215,-0.48,"GIRPercentageLess100yards",2006
4,4,"Ron Whittaker",81,89.39,177,198,-0.45,"GIRPercentageLess100yards",2006
5,5,"Jim Furyk",89,89.24,199,223,-0.57,"GIRPercentageLess100yards",2006
6,6,"Adam Scott",70,89.2,157,176,-0.57,"GIRPercentageLess100yards",2006
7,7,"Tom Lehman",70,89.17,140,157,-0.46,"GIRPercentageLess100yards",2006
8,8,"Rod Pampling",89,89.15,189,212,-0.51,"GIRPercentageLess100yards",2006
9,9,"Frank Lickliter II",99,89.13,287,322,-0.52,"GIRPercentageLess100yards",2006
10,10,"Jonathan Byrd",66,89.09,196,220,-0.54,"GIRPercentageLess100yards",2006
11,11,"Richard Johnson",94,88.6,202,228,-0.5,"GIRPercentageLess100yards",2006
12,12,"Jose Maria Olazabal",62,88.37,114,129,-0.5,"GIRPercentageLess100yards",2006
13,13,"Jerry Smith",94,88.35,235,266,-0.42,"GIRPercentageLess100yards",2006
14,14,"JP Hayes",55,88.24,165,187,-0.55,"GIRPercentageLess100yards",2006
15,15,"Stewart Cink",93,88.21,202,229,-0.55,"GIRPercentageLess100yards",2006
16,16,"David Howell",52,88.18,97,110,-0.45,"GIRPercentageLess100yards",2006
17,17,"Nick Watney",97,88.1,296,336,-0.58,"GIRPercentageLess100yards",2006
18,18,"David Duval",71,88.07,155,176,-0.51,"GIRPercentageLess100yards",2006
18,18,"Phil Mickelson",74,88.07,192,218,-0.6,"GIRPercentageLess100yards",2006
20,20,"Skip Kendall",72,88.04,184,209,-0.41,"GIRPercentageLess100yards",2006
21,21,"Jeff Sluman",101,88,220,250,-0.49,"GIRPercentageLess100yards",2006
22,22,"Zach Johnson",98,87.97,212,241,-0.52,"GIRPercentageLess100yards",2006
23,23,"Geoff Ogilvy",76,87.85,188,214,-0.54,"GIRPercentageLess100yards",2006
24,24,"Luke Donald",66,87.76,129,147,-0.5,"GIRPercentageLess100yards",2006
25,25,"Brett Quigley",109,87.73,286,326,-0.53,"GIRPercentageLess100yards",2006
26,26,"Chad Campbell",91,87.68,178,203,-0.58,"GIRPercentageLess100yards",2006
27,27,"Jeff Gove",91,87.62,269,307,-0.48,"GIRPercentageLess100yards",2006
28,28,"Stephen Ames",63,87.58,134,153,-0.53,"GIRPercentageLess100yards",2006
29,29,"Nathan Green",108,87.5,266,304,-0.58,"GIRPercentageLess100yards",2006
29,29,"Ian Poulter",53,87.5,140,160,-0.46,"GIRPercentageLess100yards",2006
29,29,"Omar Uresti",61,87.5,154,176,-0.45,"GIRPercentageLess100yards",2006
32,32,"Chris DiMarco",83,87.26,185,212,-0.43,"GIRPercentageLess100yards",2006
33,33,"Mike Weir",88,87.2,184,211,-0.5,"GIRPercentageLess100yards",2006
34,34,"Jason Schultz",77,87.17,197,226,-0.54,"GIRPercentageLess100yards",2006
35,35,"John Senden",96,87.16,258,296,-0.5,"GIRPercentageLess100yards",2006
36,36,"Steve Elkington",52,87.12,142,163,-0.47,"GIRPercentageLess100yards",2006
37,37,"Tim Petrovic",95,87.11,250,287,-0.43,"GIRPercentageLess100yards",2006
38,38,"Kent Jones",103,87.04,262,301,-0.52,"GIRPercentageLess100yards",2006
39,39,"Trevor Immelman",86,86.94,233,268,-0.58,"GIRPercentageLess100yards",2006
40,40,"Alex Cejka",93,86.9,252,290,-0.51,"GIRPercentageLess100yards",2006
41,41,"Paul Stankowski",70,86.89,179,206,-0.46,"GIRPercentageLess100yards",2006
42,42,"Mark Wilson",79,86.84,198,228,-0.48,"GIRPercentageLess100yards",2006
43,43,"Dudley Hart",83,86.8,171,197,-0.54,"GIRPercentageLess100yards",2006
43,43,"Peter Lonard",77,86.8,171,197,-0.43,"GIRPercentageLess100yards",2006
45,45,"Robert Allenby",79,86.76,177,204,-0.62,"GIRPercentageLess100yards",2006
45,45,"Michael Connell",51,86.76,118,136,-0.47,"GIRPercentageLess100yards",2006
47,47,"Vijay Singh",103,86.74,327,377,-0.55,"GIRPercentageLess100yards",2006
48,48,"Justin Rose",98,86.71,274,316,-0.53,"GIRPercentageLess100yards",2006
49,49,"David McKenzie",82,86.61,207,239,-0.47,"GIRPercentageLess100yards",2006
50,50,"Carl Pettersson",95,86.51,218,252,-0.48,"GIRPercentageLess100yards",2006
51,51,"Sergio Garcia",59,86.5,141,163,-0.55,"GIRPercentageLess100yards",2006
52,52,"Paul Goydos",72,86.43,191,221,-0.45,"GIRPercentageLess100yards",2006
53,53,"Steve Stricker",64,86.39,146,169,-0.6,"GIRPercentageLess100yards",2006
54,54,"Chris Smith",67,86.38,203,235,-0.49,"GIRPercentageLess100yards",2006
55,55,"Tom Pernice Jr",108,86.36,247,286,-0.61,"GIRPercentageLess100yards",2006
56,56,"Jason Bohn",104,86.34,278,322,-0.48,"GIRPercentageLess100yards",2006
57,57,"Shane Bertsch",104,86.18,237,275,-0.5,"GIRPercentageLess100yards",2006
58,58,"Bernhard Langer",77,86.12,180,209,-0.51,"GIRPercentageLess100yards",2006
59,59,"Lucas Glover",105,86.08,303,352,-0.58,"GIRPercentageLess100yards",2006
60,60,"Duffy Waldorf",96,85.87,243,283,-0.49,"GIRPercentageLess100yards",2006
61,61,"Jerry Kelly",100,85.82,236,275,-0.46,"GIRPercentageLess100yards",2006
62,62,"Briny Baird",81,85.78,199,232,-0.54,"GIRPercentageLess100yards",2006
63,63,"Greg Owen",79,85.77,217,253,-0.54,"GIRPercentageLess100yards",2006
64,64,"Heath Slocum",96,85.76,253,295,-0.49,"GIRPercentageLess100yards",2006
65,65,"Pat Perez",50,85.71,138,161,-0.54,"GIRPercentageLess100yards",2006
66,66,"Jeff Brehaut",100,85.67,251,293,-0.5,"GIRPercentageLess100yards",2006
67,67,"David Toms",76,85.65,185,216,-0.56,"GIRPercentageLess100yards",2006
68,68,"Joe Durant",101,85.64,316,369,-0.5,"GIRPercentageLess100yards",2006
69,69,"Steve Flesch",119,85.63,286,334,-0.49,"GIRPercentageLess100yards",2006
69,69,"Len Mattiace",59,85.63,137,160,-0.49,"GIRPercentageLess100yards",2006
71,71,"Tim Clark",80,85.59,190,222,-0.47,"GIRPercentageLess100yards",2006
71,71,"Jonathan Kaye",95,85.59,291,340,-0.45,"GIRPercentageLess100yards",2006
73,73,"Padraig Harrington",54,85.53,130,152,-0.58,"GIRPercentageLess100yards",2006
74,74,"Mike Sposa",68,85.51,177,207,-0.51,"GIRPercentageLess100yards",2006
75,75,"John Rollins",93,85.47,253,296,-0.57,"GIRPercentageLess100yards",2006
76,76,"JJ Henry",96,85.45,229,268,-0.52,"GIRPercentageLess100yards",2006
77,77,"Ernie Els",69,85.44,135,158,-0.65,"GIRPercentageLess100yards",2006
78,78,"Daniel Chopra",110,85.39,304,356,-0.56,"GIRPercentageLess100yards",2006
79,79,"Charley Hoffman",100,85.37,321,376,-0.59,"GIRPercentageLess100yards",2006
79,79,"Roger Tambellini",64,85.37,175,205,-0.48,"GIRPercentageLess100yards",2006
81,81,"Bill Haas",99,85.29,284,333,-0.52,"GIRPercentageLess100yards",2006
82,82,"Robert Gamez",94,85.26,214,251,-0.44,"GIRPercentageLess100yards",2006
83,83,"Shaun Micheel",96,85.25,208,244,-0.54,"GIRPercentageLess100yards",2006
84,84,"Tag Ridings",103,85.19,299,351,-0.52,"GIRPercentageLess100yards",2006
85,85,"Bo Van Pelt",102,85.16,287,337,-0.54,"GIRPercentageLess100yards",2006
86,86,"Brian Davis",92,85.15,281,330,-0.42,"GIRPercentageLess100yards",2006
87,87,"Ben Crane",85,85.13,166,195,-0.57,"GIRPercentageLess100yards",2006
88,88,"Rory Sabbatini",84,85.07,188,221,-0.51,"GIRPercentageLess100yards",2006
89,89,"Jesper Parnevik",84,84.98,232,273,-0.65,"GIRPercentageLess100yards",2006
89,89,"DA Points",82,84.98,198,233,-0.45,"GIRPercentageLess100yards",2006
91,91,"John Engler Jr",69,84.97,164,193,-0.46,"GIRPercentageLess100yards",2006
92,92,"Billy Mayfair",94,84.96,209,246,-0.51,"GIRPercentageLess100yards",2006
93,93,"Eric Axley",91,84.94,265,312,-0.51,"GIRPercentageLess100yards",2006
94,94,"Kirk Triplett",58,84.88,146,172,-0.45,"GIRPercentageLess100yards",2006
95,95,"Vaughn Taylor",88,84.86,241,284,-0.6,"GIRPercentageLess100yards",2006
96,96,"Brandt Jobe",91,84.82,190,224,-0.57,"GIRPercentageLess100yards",2006
97,97,"Kris Cox",83,84.81,240,283,-0.5,"GIRPercentageLess100yards",2006
98,98,"Retief Goosen",68,84.78,156,184,-0.49,"GIRPercentageLess100yards",2006
99,99,"Matt Hansen",68,84.76,178,210,-0.48,"GIRPercentageLess100yards",2006
100,100,"Mark Calcavecchia",94,84.64,237,280,-0.47,"GIRPercentageLess100yards",2006
101,101,"Stuart Appleby",83,84.55,208,246,-0.6,"GIRPercentageLess100yards",2006
102,102,"James Driscoll",80,84.54,246,291,-0.49,"GIRPercentageLess100yards",2006
103,103,"John Huston",74,84.42,195,231,-0.48,"GIRPercentageLess100yards",2006
103,103,"Justin Leonard",83,84.42,168,199,-0.48,"GIRPercentageLess100yards",2006
105,105,"Craig Barlow",77,84.41,222,263,-0.58,"GIRPercentageLess100yards",2006
105,105,"Steve Jones",83,84.41,157,186,-0.44,"GIRPercentageLess100yards",2006
107,107,"Mathew Goggin",72,84.4,184,218,-0.53,"GIRPercentageLess100yards",2006
108,108,"Brent Geiberger",99,84.39,254,301,-0.43,"GIRPercentageLess100yards",2006
108,108,"Joe Ogilvie",95,84.39,265,314,-0.52,"GIRPercentageLess100yards",2006
110,110,"Bubba Watson",83,84.38,335,397,-0.5,"GIRPercentageLess100yards",2006
111,111,"Robert Damron",91,84.31,215,255,-0.49,"GIRPercentageLess100yards",2006
111,111,"Mark OMeara",52,84.31,86,102,-0.45,"GIRPercentageLess100yards",2006
113,113,"Brian Bateman",69,84.29,161,191,-0.52,"GIRPercentageLess100yards",2006
114,114,"Harrison Frazar",95,84.24,262,311,-0.56,"GIRPercentageLess100yards",2006
115,115,"Kevin Sutherland",100,84.23,267,317,-0.54,"GIRPercentageLess100yards",2006
116,116,"Olin Browne",108,84.17,218,259,-0.51,"GIRPercentageLess100yards",2006
117,117,"Steve Lowery",99,84.13,265,315,-0.58,"GIRPercentageLess100yards",2006
118,118,"Larry Mize",53,84.07,95,113,-0.46,"GIRPercentageLess100yards",2006
119,119,"Kenny Perry",73,84.05,195,232,-0.44,"GIRPercentageLess100yards",2006
120,120,"John Daly",51,84.04,158,188,-0.49,"GIRPercentageLess100yards",2006
120,120,"Jimmy Walker",60,84.04,179,213,-0.53,"GIRPercentageLess100yards",2006
122,122,"Sean OHair",100,84,231,275,-0.56,"GIRPercentageLess100yards",2006
122,122,"Scott Verplank",88,84,189,225,-0.53,"GIRPercentageLess100yards",2006
124,124,"Jason Gore",86,83.97,220,262,-0.56,"GIRPercentageLess100yards",2006
125,125,"John Cook",67,83.93,141,168,-0.43,"GIRPercentageLess100yards",2006
126,126,"KJ Choi",93,83.83,223,266,-0.5,"GIRPercentageLess100yards",2006
127,127,"Brian Gay",107,83.77,258,308,-0.5,"GIRPercentageLess100yards",2006
128,128,"Freddie Jacobson",56,83.74,170,203,-0.49,"GIRPercentageLess100yards",2006
129,129,"Todd Fischer",101,83.72,252,301,-0.52,"GIRPercentageLess100yards",2006
130,130,"Greg Chalmers",71,83.7,154,184,-0.47,"GIRPercentageLess100yards",2006
130,130,"Ben Curtis",86,83.7,154,184,-0.5,"GIRPercentageLess100yards",2006
132,132,"Joey Sindelar",90,83.61,199,238,-0.46,"GIRPercentageLess100yards",2006
133,133,"Chris Couch",75,83.6,260,311,-0.5,"GIRPercentageLess100yards",2006
134,134,"Hunter Mahan",98,83.48,288,345,-0.5,"GIRPercentageLess100yards",2006
134,134,"Wes Short Jr",96,83.48,278,333,-0.46,"GIRPercentageLess100yards",2006
136,136,"DJ Trahan",92,83.46,222,266,-0.49,"GIRPercentageLess100yards",2006
137,137,"Billy Andrade",78,83.33,170,204,-0.46,"GIRPercentageLess100yards",2006
137,137,"Rich Beem",85,83.33,225,270,-0.55,"GIRPercentageLess100yards",2006
139,139,"David Branshaw",98,83.28,264,317,-0.44,"GIRPercentageLess100yards",2006
139,139,"Ryuji Imada",105,83.28,249,299,-0.52,"GIRPercentageLess100yards",2006
141,141,"JL Lewis",57,83.24,154,185,-0.42,"GIRPercentageLess100yards",2006
142,142,"Fred Funk",106,83.16,242,291,-0.45,"GIRPercentageLess100yards",2006
143,143,"JB Holmes",81,83.14,291,350,-0.54,"GIRPercentageLess100yards",2006
144,144,"Marco Dawson",87,83.04,235,283,-0.53,"GIRPercentageLess100yards",2006
145,145,"Brett Wetterich",82,83.03,274,330,-0.55,"GIRPercentageLess100yards",2006
146,146,"Troy Matteson",101,82.99,278,335,-0.49,"GIRPercentageLess100yards",2006
147,147,"Charles Warren",93,82.98,273,329,-0.52,"GIRPercentageLess100yards",2006
148,148,"Mark Brooks",90,82.85,198,239,-0.35,"GIRPercentageLess100yards",2006
149,149,"Dean Wilson",115,82.73,230,278,-0.55,"GIRPercentageLess100yards",2006
150,150,"Lee Janzen",79,82.67,167,202,-0.53,"GIRPercentageLess100yards",2006
151,151,"Camilo Villegas",95,82.63,276,334,-0.58,"GIRPercentageLess100yards",2006
152,152,"Ted Purdy",103,82.58,256,310,-0.49,"GIRPercentageLess100yards",2006
153,153,"Mathias Gronberg",92,82.57,270,327,-0.5,"GIRPercentageLess100yards",2006
153,153,"Tim Herron",82,82.57,180,218,-0.49,"GIRPercentageLess100yards",2006
155,155,"Ryan Moore",68,82.56,161,195,-0.6,"GIRPercentageLess100yards",2006
156,156,"Woody Austin",107,82.55,265,321,-0.51,"GIRPercentageLess100yards",2006
157,157,"Bob Estes",85,82.54,208,252,-0.51,"GIRPercentageLess100yards",2006
157,157,"Shigeki Maruyama",94,82.54,208,252,-0.48,"GIRPercentageLess100yards",2006
159,159,"Charles Howell III",96,82.52,255,309,-0.53,"GIRPercentageLess100yards",2006
160,160,"Nicholas Thompson",96,82.46,268,325,-0.44,"GIRPercentageLess100yards",2006
161,161,"Davis Love III",85,82.44,169,205,-0.53,"GIRPercentageLess100yards",2006
162,162,"Vance Veazey",59,82.42,136,165,-0.6,"GIRPercentageLess100yards",2006
163,163,"Ryan Palmer",101,82.33,247,300,-0.53,"GIRPercentageLess100yards",2006
164,164,"Will Ma Kenzie",91,82.32,256,311,-0.56,"GIRPercentageLess100yards",2006
165,165,"Michael Allen",84,82.2,194,236,-0.6,"GIRPercentageLess100yards",2006
166,166,"Bart Bryant",87,82.16,198,241,-0.5,"GIRPercentageLess100yards",2006
166,166,"Danny Ellis",68,82.16,175,213,-0.55,"GIRPercentageLess100yards",2006
168,168,"Jeff Overton",95,82.13,308,375,-0.48,"GIRPercentageLess100yards",2006
169,169,"Doug Barron",74,82.11,202,246,-0.45,"GIRPercentageLess100yards",2006
170,170,"Hidemichi Tanaka",74,82.01,155,189,-0.36,"GIRPercentageLess100yards",2006
171,171,"Paul Azinger",87,81.88,226,276,-0.49,"GIRPercentageLess100yards",2006
172,172,"Robert Garrigus",85,81.85,248,303,-0.52,"GIRPercentageLess100yards",2006
173,173,"Carlos Franco",86,81.82,225,275,-0.53,"GIRPercentageLess100yards",2006
174,174,"Bob Tway",81,81.78,184,225,-0.47,"GIRPercentageLess100yards",2006
175,175,"Chris Riley",86,81.69,174,213,-0.53,"GIRPercentageLess100yards",2006
176,176,"Scott Gutschewski",53,81.67,147,180,-0.56,"GIRPercentageLess100yards",2006
177,177,"Tjaart van der Walt",60,81.65,129,158,-0.46,"GIRPercentageLess100yards",2006
178,178,"Aaron Baddeley",78,81.6,173,212,-0.64,"GIRPercentageLess100yards",2006
179,179,"Bubba Dickerson",98,81.51,291,357,-0.45,"GIRPercentageLess100yards",2006
180,180,"Jeff Maggert",81,81.31,174,214,-0.43,"GIRPercentageLess100yards",2006
181,181,"Jon Mills",68,80.87,148,183,-0.53,"GIRPercentageLess100yards",2006
182,182,"Corey Pavin",74,80.79,122,151,-0.48,"GIRPercentageLess100yards",2006
183,183,"Brad Faxon",78,80.72,180,223,-0.49,"GIRPercentageLess100yards",2006
184,184,"Bob May",65,80.68,167,207,-0.46,"GIRPercentageLess100yards",2006
185,185,"Arjun Atwal",97,80.5,227,282,-0.54,"GIRPercentageLess100yards",2006
186,186,"Ryan Hietala",61,80.37,176,219,-0.5,"GIRPercentageLess100yards",2006
187,187,"Ian Leggatt",80,80.23,207,258,-0.5,"GIRPercentageLess100yards",2006
188,188,"Thomas Levet",53,80,120,150,-0.42,"GIRPercentageLess100yards",2006
189,189,"Henrik Bjornstad",97,79.81,253,317,-0.5,"GIRPercentageLess100yards",2006
190,190,"Todd Hamilton",72,79.27,130,164,-0.51,"GIRPercentageLess100yards",2006
191,191,"Daisuke Maruyama",83,79.13,182,230,-0.57,"GIRPercentageLess100yards",2006
192,192,"Fred Couples",52,79.07,102,129,-0.5,"GIRPercentageLess100yards",2006
193,193,"Patrick Sheehan",104,78.85,220,279,-0.5,"GIRPercentageLess100yards",2006
194,194,"Tommy Armour III",65,78.14,143,183,-0.41,"GIRPercentageLess100yards",2006
195,195,"Alex Aragon",63,77.78,154,198,-0.52,"GIRPercentageLess100yards",2006
196,196,"Greg Kraft",79,75,177,236,-0.49,"GIRPercentageLess100yards",2006
