"Approachesfrom275yardsRgh_RANKTHISWEEK_2010","Approachesfrom275yardsRgh_RANKLASTWEEK_2010","Approachesfrom275yardsRgh_PLAYERNAME_2010","Approachesfrom275yardsRgh_ROUNDS_2010","Approachesfrom275yardsRgh_AVG_2010","Approachesfrom275yardsRgh_TOTALDISTANCEFEET_2010","Approachesfrom275yardsRgh_OFATTEMPTS_2010","Approachesfrom275yardsRgh_RELATIVETOPAR_2010","stat_name","year"
1,1,"Billy Mayfair",78,NA,7.083,1,-2,"Approachesfrom275yardsRgh",2010
2,2,"Tim Clark",88,NA,23,1,0,"Approachesfrom275yardsRgh",2010
3,3,"Carl Pettersson",99,NA,33,1,-1,"Approachesfrom275yardsRgh",2010
4,4,"Brian Stuard",81,NA,69,2,-3,"Approachesfrom275yardsRgh",2010
5,5,"Chris Tidland",77,NA,87.75,2,-2,"Approachesfrom275yardsRgh",2010
6,6,"Trevor Immelman",55,NA,44,1,-1,"Approachesfrom275yardsRgh",2010
7,7,"David Toms",86,NA,44.917,1,0,"Approachesfrom275yardsRgh",2010
8,8,"Bill Haas",87,NA,90.667,2,-2,"Approachesfrom275yardsRgh",2010
9,9,"Jeff Overton",89,NA,191.833,4,-1,"Approachesfrom275yardsRgh",2010
10,10,"Jeff Quinney",91,NA,54.167,1,-1,"Approachesfrom275yardsRgh",2010
11,11,"Cameron Tringale",55,NA,55,1,-1,"Approachesfrom275yardsRgh",2010
12,12,"Paul Goydos",78,NA,61.25,1,0,"Approachesfrom275yardsRgh",2010
13,13,"Rory McIlroy",54,NA,61.667,1,-1,"Approachesfrom275yardsRgh",2010
14,14,"Graham DeLaet",88,NA,125.75,2,2,"Approachesfrom275yardsRgh",2010
15,15,"Phil Mickelson",76,NA,315.5,5,-4,"Approachesfrom275yardsRgh",2010
16,16,"Tom Gillis",97,NA,126.5,2,-1,"Approachesfrom275yardsRgh",2010
17,17,"Jeff Maggert",76,NA,64.333,1,-1,"Approachesfrom275yardsRgh",2010
18,18,"Bob Estes",79,NA,129.583,2,-2,"Approachesfrom275yardsRgh",2010
19,19,"Sean OHair",84,NA,130.25,2,-1,"Approachesfrom275yardsRgh",2010
20,20,"Mathias Gronberg",61,NA,134,2,-2,"Approachesfrom275yardsRgh",2010
