"StrokesGainedPutting_RANKTHISWEEK_2005","StrokesGainedPutting_RANKLASTWEEK_2005","StrokesGainedPutting_PLAYERNAME_2005","StrokesGainedPutting_ROUNDS_2005","StrokesGainedPutting_AVERAGE_2005","StrokesGainedPutting_TOTALPUTTSGAINED_2005","StrokesGainedPutting_MEASUREDROUNDS_2005","stat_name","year"
141,141,"Peter Lonard",85,-0.159,-10.484,66,"StrokesGainedPutting",2005
142,142,"Jonathan Kaye",77,-0.161,-10.279,64,"StrokesGainedPutting",2005
143,143,"Neal Lancaster",95,-0.168,-14.487,86,"StrokesGainedPutting",2005
144,144,"John Rollins",97,-0.174,-14.425,83,"StrokesGainedPutting",2005
145,145,"Steve Allan",102,-0.175,-15.593,89,"StrokesGainedPutting",2005
146,146,"Woody Austin",100,-0.176,-16.031,91,"StrokesGainedPutting",2005
147,147,"Vaughn Taylor",99,-0.181,-16.284,90,"StrokesGainedPutting",2005
148,148,"Mike Weir",71,-0.183,-8.62,47,"StrokesGainedPutting",2005
149,149,"Tom Gillis",77,-0.184,-12.698,69,"StrokesGainedPutting",2005
150,150,"Kenny Perry",82,-0.186,-11.147,60,"StrokesGainedPutting",2005
151,151,"Bill Glasson",54,-0.191,-8.407,44,"StrokesGainedPutting",2005
152,152,"Charles Warren",89,-0.204,-16.515,81,"StrokesGainedPutting",2005
153,153,"Jeff Hart",63,-0.218,-12.665,58,"StrokesGainedPutting",2005
153,153,"Brendan Jones",81,-0.218,-15.885,73,"StrokesGainedPutting",2005
155,155,"Justin Rose",99,-0.229,-20.418,89,"StrokesGainedPutting",2005
156,156,"JJ Henry",102,-0.23,-20.009,87,"StrokesGainedPutting",2005
157,157,"Tommy Armour III",103,-0.236,-21.73,92,"StrokesGainedPutting",2005
158,158,"John Huston",90,-0.24,-19.182,80,"StrokesGainedPutting",2005
159,159,"Ted Purdy",122,-0.25,-25.045,100,"StrokesGainedPutting",2005
160,160,"Mathias Gronberg",60,-0.251,-14.059,56,"StrokesGainedPutting",2005
161,161,"Sergio Garcia",73,-0.257,-13.379,52,"StrokesGainedPutting",2005
162,162,"Paul Claxton",79,-0.262,-17.293,66,"StrokesGainedPutting",2005
163,163,"Doug Barron",70,-0.268,-17.43,65,"StrokesGainedPutting",2005
164,164,"Frank Lickliter II",100,-0.277,-23.855,86,"StrokesGainedPutting",2005
165,165,"Craig Barlow",81,-0.285,-18.213,64,"StrokesGainedPutting",2005
166,166,"Michael Long",72,-0.293,-18.778,64,"StrokesGainedPutting",2005
167,167,"Brian Davis",75,-0.3,-19.171,64,"StrokesGainedPutting",2005
167,167,"Glen Hnatiuk",59,-0.3,-15.311,51,"StrokesGainedPutting",2005
169,169,"Jose Coceres",56,-0.308,-16.321,53,"StrokesGainedPutting",2005
170,170,"Ryuji Imada",78,-0.311,-20.836,67,"StrokesGainedPutting",2005
171,171,"Andrew Magee",82,-0.33,-23.425,71,"StrokesGainedPutting",2005
172,172,"Tom Lehman",69,-0.332,-16.621,50,"StrokesGainedPutting",2005
173,173,"John Daly",78,-0.336,-18.802,56,"StrokesGainedPutting",2005
174,174,"DJ Trahan",81,-0.345,-24.498,71,"StrokesGainedPutting",2005
175,175,"Greg Owen",84,-0.347,-24.668,71,"StrokesGainedPutting",2005
175,175,"Chris Smith",93,-0.347,-29.881,86,"StrokesGainedPutting",2005
177,177,"Paul Gow",78,-0.356,-24.186,68,"StrokesGainedPutting",2005
178,178,"Omar Uresti",84,-0.365,-26.999,74,"StrokesGainedPutting",2005
179,179,"Joey Sindelar",104,-0.37,-36.625,99,"StrokesGainedPutting",2005
180,180,"Mark Brooks",72,-0.379,-23.851,63,"StrokesGainedPutting",2005
181,181,"Lee Westwood",50,-0.385,-12.716,33,"StrokesGainedPutting",2005
182,182,"DA Points",94,-0.392,-32.565,83,"StrokesGainedPutting",2005
183,183,"Dennis Paulson",63,-0.393,-22.377,57,"StrokesGainedPutting",2005
184,184,"Rich Beem",66,-0.4,-19.197,48,"StrokesGainedPutting",2005
185,185,"Scott Hend",75,-0.439,-28.516,65,"StrokesGainedPutting",2005
186,186,"Brett Wetterich",76,-0.445,-30.23,68,"StrokesGainedPutting",2005
187,187,"Will Ma Kenzie",75,-0.453,-30.813,68,"StrokesGainedPutting",2005
188,188,"Steve Jones",56,-0.466,-21.456,46,"StrokesGainedPutting",2005
189,189,"Rocco Mediate",73,-0.473,-31.247,66,"StrokesGainedPutting",2005
190,190,"Robert Damron",89,-0.479,-38.316,80,"StrokesGainedPutting",2005
191,191,"Chris Riley",67,-0.488,-20.978,43,"StrokesGainedPutting",2005
192,192,"Bradley Hughes",52,-0.528,-25.864,49,"StrokesGainedPutting",2005
193,193,"Hideto Tanihara",50,-0.556,-25.02,45,"StrokesGainedPutting",2005
194,194,"Fred Couples",72,-0.562,-24.743,44,"StrokesGainedPutting",2005
195,195,"Roland Thatcher",75,-0.566,-38.498,68,"StrokesGainedPutting",2005
196,196,"Alex Cejka",84,-0.633,-44.293,70,"StrokesGainedPutting",2005
197,197,"Craig Perks",67,-0.662,-39.073,59,"StrokesGainedPutting",2005
198,198,"Jim Carter",62,-0.71,-39.031,55,"StrokesGainedPutting",2005
199,199,"DJ Brigman",76,-0.712,-44.124,62,"StrokesGainedPutting",2005
200,200,"David Hearn",68,-0.765,-46.691,61,"StrokesGainedPutting",2005
201,201,"Joe Durant",81,-0.773,-53.359,69,"StrokesGainedPutting",2005
202,202,"Thomas Levet",54,-0.832,-29.961,36,"StrokesGainedPutting",2005
