"StrokesGainedPutting_RANKTHISWEEK_2005","StrokesGainedPutting_RANKLASTWEEK_2005","StrokesGainedPutting_PLAYERNAME_2005","StrokesGainedPutting_ROUNDS_2005","StrokesGainedPutting_AVERAGE_2005","StrokesGainedPutting_TOTALPUTTSGAINED_2005","StrokesGainedPutting_MEASUREDROUNDS_2005","stat_name","year"
1,1,"Ben Crane",78,0.918,59.662,65,"StrokesGainedPutting",2005
2,2,"Brad Faxon",75,0.875,50.724,58,"StrokesGainedPutting",2005
3,3,"Len Mattiace",86,0.769,58.454,76,"StrokesGainedPutting",2005
4,4,"Bob Tway",87,0.736,48.554,66,"StrokesGainedPutting",2005
5,5,"Tiger Woods",76,0.662,36.411,55,"StrokesGainedPutting",2005
6,6,"Jose Maria Olazabal",55,0.655,26.874,41,"StrokesGainedPutting",2005
7,7,"Arjun Atwal",65,0.652,39.795,61,"StrokesGainedPutting",2005
8,8,"Steve Stricker",62,0.649,38.263,59,"StrokesGainedPutting",2005
9,9,"Brian Gay",101,0.609,56.648,93,"StrokesGainedPutting",2005
10,10,"Aaron Baddeley",84,0.597,45.402,76,"StrokesGainedPutting",2005
11,11,"Richard Johnson",50,0.573,26.359,46,"StrokesGainedPutting",2005
12,12,"Stewart Cink",98,0.539,38.257,71,"StrokesGainedPutting",2005
13,13,"Loren Roberts",54,0.535,25.684,48,"StrokesGainedPutting",2005
14,14,"Tim Herron",100,0.471,36.761,78,"StrokesGainedPutting",2005
15,15,"Charlie Wi",67,0.453,27.643,61,"StrokesGainedPutting",2005
16,16,"Brenden Pappas",51,0.452,22.139,49,"StrokesGainedPutting",2005
17,17,"Brent Geiberger",61,0.447,23.25,52,"StrokesGainedPutting",2005
18,18,"Jim Furyk",94,0.445,32.041,72,"StrokesGainedPutting",2005
19,19,"Dean Wilson",86,0.444,35.54,80,"StrokesGainedPutting",2005
20,20,"Mark OMeara",66,0.43,22.356,52,"StrokesGainedPutting",2005
21,21,"Stephen Ames",82,0.429,26.177,61,"StrokesGainedPutting",2005
22,22,"Dudley Hart",84,0.417,30.454,73,"StrokesGainedPutting",2005
23,23,"Kirk Triplett",55,0.415,18.273,44,"StrokesGainedPutting",2005
24,24,"Phillip Price",77,0.411,26.295,64,"StrokesGainedPutting",2005
25,25,"David Toms",87,0.4,25.587,64,"StrokesGainedPutting",2005
26,26,"Jesper Parnevik",84,0.389,26.467,68,"StrokesGainedPutting",2005
27,27,"Corey Pavin",77,0.386,23.537,61,"StrokesGainedPutting",2005
28,28,"Matt Gogel",78,0.376,25.556,68,"StrokesGainedPutting",2005
29,29,"Gavin Coles",70,0.367,23.467,64,"StrokesGainedPutting",2005
30,30,"Luke Donald",67,0.366,14.631,40,"StrokesGainedPutting",2005
31,31,"Tag Ridings",93,0.361,30.3,84,"StrokesGainedPutting",2005
32,32,"Freddie Jacobson",72,0.36,20.175,56,"StrokesGainedPutting",2005
33,33,"Patrick Sheehan",114,0.356,34.548,97,"StrokesGainedPutting",2005
34,34,"Billy Andrade",83,0.338,25.023,74,"StrokesGainedPutting",2005
35,35,"Zach Johnson",96,0.331,27.487,83,"StrokesGainedPutting",2005
36,36,"Olin Browne",99,0.329,27.61,84,"StrokesGainedPutting",2005
36,36,"Kent Jones",99,0.329,28.948,88,"StrokesGainedPutting",2005
38,38,"Bob Heintz",67,0.328,20.36,62,"StrokesGainedPutting",2005
39,39,"Padraig Harrington",50,0.327,13.4,41,"StrokesGainedPutting",2005
39,39,"Larry Mize",54,0.327,15.025,46,"StrokesGainedPutting",2005
41,41,"Bart Bryant",91,0.323,24.884,77,"StrokesGainedPutting",2005
42,42,"Matt Kuchar",60,0.322,18.014,56,"StrokesGainedPutting",2005
43,43,"Brett Quigley",96,0.318,27.026,85,"StrokesGainedPutting",2005
44,44,"Scott McCarron",78,0.309,18.852,61,"StrokesGainedPutting",2005
45,45,"Charles Howell III",95,0.283,20.397,72,"StrokesGainedPutting",2005
46,46,"Tom Pernice Jr",111,0.279,24.857,89,"StrokesGainedPutting",2005
47,47,"Joe Ogilvie",103,0.278,21.965,79,"StrokesGainedPutting",2005
48,48,"Shigeki Maruyama",99,0.266,22.628,85,"StrokesGainedPutting",2005
49,49,"Phil Mickelson",81,0.265,13.23,50,"StrokesGainedPutting",2005
50,50,"Tjaart van der Walt",56,0.253,13.641,54,"StrokesGainedPutting",2005
51,51,"Kevin Sutherland",89,0.25,18.515,74,"StrokesGainedPutting",2005
52,52,"Ryan Palmer",101,0.245,19.832,81,"StrokesGainedPutting",2005
53,53,"Steve Elkington",67,0.244,13.404,55,"StrokesGainedPutting",2005
53,53,"Rory Sabbatini",81,0.244,14.648,60,"StrokesGainedPutting",2005
55,55,"Vijay Singh",111,0.235,20.707,88,"StrokesGainedPutting",2005
56,56,"JP Hayes",63,0.229,12.119,53,"StrokesGainedPutting",2005
57,57,"Chris DiMarco",83,0.227,13.42,59,"StrokesGainedPutting",2005
58,58,"Daniel Chopra",108,0.217,20.177,93,"StrokesGainedPutting",2005
59,59,"Dan Forsman",52,0.209,9.839,47,"StrokesGainedPutting",2005
60,60,"Bo Van Pelt",112,0.196,18.242,93,"StrokesGainedPutting",2005
61,61,"James Driscoll",73,0.19,11.951,63,"StrokesGainedPutting",2005
62,62,"Nick Watney",91,0.186,14.87,80,"StrokesGainedPutting",2005
63,63,"Todd Fischer",99,0.184,16.234,88,"StrokesGainedPutting",2005
64,64,"KJ Choi",78,0.179,9.663,54,"StrokesGainedPutting",2005
64,64,"Darron Stiles",78,0.179,12.5,70,"StrokesGainedPutting",2005
66,66,"Tom Byrum",83,0.165,12.53,76,"StrokesGainedPutting",2005
66,66,"JL Lewis",98,0.165,13.547,82,"StrokesGainedPutting",2005
68,68,"Chad Campbell",95,0.164,12.432,76,"StrokesGainedPutting",2005
69,69,"Bob Estes",92,0.158,12.661,80,"StrokesGainedPutting",2005
70,70,"Shaun Micheel",81,0.157,10.076,64,"StrokesGainedPutting",2005
71,71,"Arron Oberholser",65,0.153,7.794,51,"StrokesGainedPutting",2005
72,72,"Mario Tiziani",67,0.151,9.196,61,"StrokesGainedPutting",2005
73,73,"Jason Allred",75,0.146,9.355,64,"StrokesGainedPutting",2005
73,73,"Hunter Mahan",103,0.146,13.619,93,"StrokesGainedPutting",2005
73,73,"Geoff Ogilvy",97,0.146,10.945,75,"StrokesGainedPutting",2005
76,76,"Bernhard Langer",67,0.145,6.673,46,"StrokesGainedPutting",2005
77,77,"Davis Love III",80,0.143,8.16,57,"StrokesGainedPutting",2005
78,78,"Hunter Haas",83,0.129,9.382,73,"StrokesGainedPutting",2005
78,78,"Sean OHair",103,0.129,11.127,86,"StrokesGainedPutting",2005
80,80,"Michael Allen",90,0.128,9.86,77,"StrokesGainedPutting",2005
81,81,"Fred Funk",102,0.12,9.88,82,"StrokesGainedPutting",2005
82,82,"Mark Wilson",74,0.112,7.173,64,"StrokesGainedPutting",2005
83,83,"Rod Pampling",89,0.108,7.565,70,"StrokesGainedPutting",2005
84,84,"Brandt Jobe",96,0.104,8.488,82,"StrokesGainedPutting",2005
85,85,"Paul Azinger",66,0.1,5.902,59,"StrokesGainedPutting",2005
86,86,"Kevin Na",88,0.097,7.796,80,"StrokesGainedPutting",2005
87,87,"Glen Day",80,0.095,7.058,74,"StrokesGainedPutting",2005
87,87,"Robert Gamez",91,0.095,7.656,81,"StrokesGainedPutting",2005
87,87,"Carl Pettersson",109,0.095,8.962,94,"StrokesGainedPutting",2005
90,90,"John Cook",72,0.093,5.509,59,"StrokesGainedPutting",2005
91,91,"Retief Goosen",71,0.09,3.866,43,"StrokesGainedPutting",2005
92,92,"Ian Poulter",62,0.08,2.89,36,"StrokesGainedPutting",2005
93,93,"Briny Baird",98,0.072,6.386,89,"StrokesGainedPutting",2005
94,94,"Rob Rashell",65,0.067,3.668,55,"StrokesGainedPutting",2005
95,95,"Hank Kuehne",84,0.064,4.779,75,"StrokesGainedPutting",2005
96,96,"Scott Gutschewski",86,0.059,4.257,72,"StrokesGainedPutting",2005
97,97,"Todd Hamilton",94,0.05,3.763,75,"StrokesGainedPutting",2005
98,98,"Steve Flesch",90,0.035,2.227,64,"StrokesGainedPutting",2005
99,99,"Duffy Waldorf",86,0.029,2.068,71,"StrokesGainedPutting",2005
100,100,"Lee Janzen",75,0.024,1.415,60,"StrokesGainedPutting",2005
101,101,"Adam Scott",72,0.016,0.841,52,"StrokesGainedPutting",2005
102,102,"Jeff Sluman",94,0.009,0.756,85,"StrokesGainedPutting",2005
103,103,"Jason Bohn",91,0.007,0.577,82,"StrokesGainedPutting",2005
104,104,"Pat Perez",89,0.001,0.082,74,"StrokesGainedPutting",2005
105,105,"Jeff Brehaut",71,-0.002,-0.1,63,"StrokesGainedPutting",2005
106,106,"Jerry Kelly",101,-0.009,-0.677,76,"StrokesGainedPutting",2005
107,107,"Mark Calcavecchia",92,-0.02,-1.51,77,"StrokesGainedPutting",2005
108,108,"Justin Leonard",78,-0.033,-1.833,55,"StrokesGainedPutting",2005
109,109,"Jay Haas",54,-0.037,-1.43,39,"StrokesGainedPutting",2005
110,110,"Hidemichi Tanaka",106,-0.042,-3.973,95,"StrokesGainedPutting",2005
111,111,"Lucas Glover",88,-0.049,-3.887,79,"StrokesGainedPutting",2005
112,112,"Stephen Leaney",89,-0.054,-4.097,76,"StrokesGainedPutting",2005
113,113,"Matt Davidson",53,-0.057,-2.865,50,"StrokesGainedPutting",2005
114,114,"Steve Lowery",100,-0.065,-5.653,87,"StrokesGainedPutting",2005
114,114,"Tim Petrovic",97,-0.065,-5.173,80,"StrokesGainedPutting",2005
116,116,"Scott Verplank",87,-0.067,-4.445,66,"StrokesGainedPutting",2005
117,117,"Stuart Appleby",84,-0.068,-4.298,63,"StrokesGainedPutting",2005
118,118,"Kevin Stadler",96,-0.072,-5.965,83,"StrokesGainedPutting",2005
119,119,"Carlos Franco",78,-0.073,-4.909,67,"StrokesGainedPutting",2005
120,120,"Heath Slocum",103,-0.075,-6.78,90,"StrokesGainedPutting",2005
121,121,"Joey Snyder III",102,-0.085,-7.785,92,"StrokesGainedPutting",2005
122,122,"Ben Curtis",65,-0.09,-4.501,50,"StrokesGainedPutting",2005
123,123,"Cameron Beckman",96,-0.093,-7.914,85,"StrokesGainedPutting",2005
124,124,"Harrison Frazar",105,-0.094,-8.828,94,"StrokesGainedPutting",2005
125,125,"Brian Bateman",98,-0.095,-8.168,86,"StrokesGainedPutting",2005
126,126,"Jay Williamson",53,-0.096,-4.501,47,"StrokesGainedPutting",2005
127,127,"John Senden",101,-0.101,-9.208,91,"StrokesGainedPutting",2005
128,128,"Marco Dawson",82,-0.102,-8.051,79,"StrokesGainedPutting",2005
129,129,"Chris Anderson",66,-0.104,-6.019,58,"StrokesGainedPutting",2005
130,130,"Skip Kendall",80,-0.105,-7.464,71,"StrokesGainedPutting",2005
131,131,"Mark Hensby",70,-0.106,-5.284,50,"StrokesGainedPutting",2005
132,132,"Jonathan Byrd",103,-0.107,-10.065,94,"StrokesGainedPutting",2005
133,133,"Billy Mayfair",114,-0.121,-12.324,102,"StrokesGainedPutting",2005
134,134,"Danny Briggs",70,-0.129,-7.983,62,"StrokesGainedPutting",2005
135,135,"Jeff Maggert",79,-0.131,-7.84,60,"StrokesGainedPutting",2005
136,136,"Franklin Langham",91,-0.134,-10.288,77,"StrokesGainedPutting",2005
137,137,"John Elliott",58,-0.139,-7.225,52,"StrokesGainedPutting",2005
138,138,"Justin Bolli",65,-0.143,-8.439,59,"StrokesGainedPutting",2005
139,139,"Tim Clark",92,-0.156,-10.135,65,"StrokesGainedPutting",2005
140,140,"Robert Allenby",95,-0.157,-11.473,73,"StrokesGainedPutting",2005
