"PresidentsCupInternational_RANKTHISWEEK_2006","PresidentsCupInternational_RANKLASTWEEK_2006","PresidentsCupInternational_PLAYERNAME_2006","PresidentsCupInternational_EVENTS_2006","PresidentsCupInternational_AVGPOINTS_2006","PresidentsCupInternational_TOTALPOINTS_2006","PresidentsCupInternational_POINTSLOST_2006","PresidentsCupInternational_POINTSGAINED_2006","stat_name","year"
285,284,"Brad Fritsch",40,0.1,4.16,-4.15,3.3,"PresidentsCupInternational",2006
286,279,"Ryan Haller",40,0.1,4.14,-1.42,2.72,"PresidentsCupInternational",2006
287,285,"Adam Groom",52,0.1,5.14,-7.11,3.22,"PresidentsCupInternational",2006
288,287,"Steven Jeffress",40,0.1,3.86,-2.65,3.7,"PresidentsCupInternational",2006
289,288,"Gavin Flint",40,0.1,3.85,-2.31,6.16,"PresidentsCupInternational",2006
290,289,"Terry Price",40,0.1,3.85,-22.11,NA,"PresidentsCupInternational",2006
291,290,"Andrew Dodt",40,0.1,3.84,0,3.84,"PresidentsCupInternational",2006
292,291,"Mukesh Kumar",40,0.1,3.84,-0.93,3.08,"PresidentsCupInternational",2006
293,292,"Steven Alker",53,0.1,5.05,-4.49,4.39,"PresidentsCupInternational",2006
294,294,"Carlos Cardeza",40,0.09,3.76,0,3.76,"PresidentsCupInternational",2006
295,295,"Muhammad Munir",40,0.09,3.7,-1.3,4.99,"PresidentsCupInternational",2006
296,296,"Masamichi Uehira",40,0.09,3.69,-0.15,3.84,"PresidentsCupInternational",2006
297,298,"Gerald Rosales",40,0.09,3.65,-2.72,3.67,"PresidentsCupInternational",2006
298,286,"Yutaka Horinouchi",50,0.09,4.52,-4.16,2.98,"PresidentsCupInternational",2006
299,299,"Kim Kyungmin",40,0.09,3.61,-2.68,1.33,"PresidentsCupInternational",2006
300,297,"Tatsuya Mitsuhashi",54,0.09,4.71,-12.03,3.07,"PresidentsCupInternational",2006
301,301,"Naoya Takemoto",40,0.09,3.46,-1.54,2.57,"PresidentsCupInternational",2006
302,300,"Chao Li",40,0.09,3.41,-1.76,2.89,"PresidentsCupInternational",2006
303,302,"Paul Marantz",40,0.08,3.37,-4.08,4.01,"PresidentsCupInternational",2006
304,303,"Norihiko Nakata",40,0.08,3.32,-1.32,3.25,"PresidentsCupInternational",2006
305,307,"Kao Bo Song",40,0.08,3.25,-0.46,3.71,"PresidentsCupInternational",2006
306,308,"Lin Chiehsiang",40,0.08,3.24,-1.52,3.36,"PresidentsCupInternational",2006
307,309,"Divan van den Heever",40,0.08,3.24,0,3.24,"PresidentsCupInternational",2006
308,311,"Katsunori Kuwabara",54,0.08,4.32,-11.15,1.2,"PresidentsCupInternational",2006
309,316,"Anthony Painter",46,0.08,3.64,-2.94,4.53,"PresidentsCupInternational",2006
310,312,"Satoshi Higashi",42,0.08,3.32,-2.44,2.5,"PresidentsCupInternational",2006
311,313,"Adam Crawford",40,0.08,3.15,-3.47,2.64,"PresidentsCupInternational",2006
312,314,"Ben Bunny",40,0.08,3.15,-1.17,2.32,"PresidentsCupInternational",2006
313,315,"Chan Song",40,0.08,3.14,-0.45,3.59,"PresidentsCupInternational",2006
314,306,"Alistair Presnell",47,0.08,3.68,-5.63,2.38,"PresidentsCupInternational",2006
316,319,"Daniel Barbetti",40,0.08,3.06,-0.72,2.34,"PresidentsCupInternational",2006
317,320,"Adam Le Vesconte",40,0.08,3.06,-3.92,1.27,"PresidentsCupInternational",2006
318,304,"Euan Walters",43,0.08,3.27,-5.84,2.08,"PresidentsCupInternational",2006
319,310,"Mo Joongkyung",40,0.08,3.02,-6.92,1.27,"PresidentsCupInternational",2006
320,322,"Yasuhiko Takashima",48,0.08,3.6,-5.15,NA,"PresidentsCupInternational",2006
321,321,"Antonio Maldonado",40,0.08,3,-3,NA,"PresidentsCupInternational",2006
322,323,"Henk Alberts",40,0.07,2.95,-2.29,2.94,"PresidentsCupInternational",2006
323,317,"Sung Maochang",40,0.07,2.94,-0.97,2.84,"PresidentsCupInternational",2006
324,325,"Phil Tataurangi",40,0.07,2.93,-0.98,3.91,"PresidentsCupInternational",2006
325,326,"Grant Muller",40,0.07,2.93,-5.04,3.24,"PresidentsCupInternational",2006
326,327,"Ryan Tipping",40,0.07,2.91,-0.45,3.36,"PresidentsCupInternational",2006
327,305,"Alan Michell",40,0.07,2.91,-2.74,1.34,"PresidentsCupInternational",2006
328,328,"Digvijay Singh",40,0.07,2.9,-1.79,2.81,"PresidentsCupInternational",2006
329,329,"Nam Youngwoo",40,0.07,2.88,-0.45,2.88,"PresidentsCupInternational",2006
330,330,"Christopher Williams",40,0.07,2.84,-4.32,1.44,"PresidentsCupInternational",2006
331,331,"Shin Yongjin",40,0.07,2.77,-0.94,3.26,"PresidentsCupInternational",2006
332,332,"Lucas Parsons",40,0.07,2.76,-2.61,1.21,"PresidentsCupInternational",2006
333,337,"Jason Dawes",45,0.07,3.04,-6.01,2.03,"PresidentsCupInternational",2006
334,334,"Mitsuo Harada",45,0.07,3.04,-2.08,3.04,"PresidentsCupInternational",2006
335,324,"Roberto Coceres",40,0.07,2.69,-1.78,2.43,"PresidentsCupInternational",2006
336,338,"Takashi Kamiyama",40,0.07,2.64,-21.15,NA,"PresidentsCupInternational",2006
337,339,"Toshiya Sakakura",40,0.07,2.63,-0.46,3.09,"PresidentsCupInternational",2006
338,342,"Trevor Dodds",40,0.07,2.63,-0.38,3,"PresidentsCupInternational",2006
339,341,"Jesus Amaya",40,0.07,2.63,-1.58,4.2,"PresidentsCupInternational",2006
340,340,"Park Boowon",40,0.07,2.63,-2.28,2.38,"PresidentsCupInternational",2006
341,344,"Kim Daesub",40,0.06,2.59,-1.68,2.8,"PresidentsCupInternational",2006
342,343,"Ashley Hall",40,0.06,2.59,-0.83,1.76,"PresidentsCupInternational",2006
343,345,"Craig Taylor",40,0.06,2.58,-4.56,NA,"PresidentsCupInternational",2006
344,349,"Richard Lee",40,0.06,2.57,-4.79,1.82,"PresidentsCupInternational",2006
345,346,"Ian Hutchings",40,0.06,2.55,-1.53,1.2,"PresidentsCupInternational",2006
346,347,"Akio Sadakata",40,0.06,2.53,-0.36,2.89,"PresidentsCupInternational",2006
347,335,"Takenori Hiraishi",40,0.06,2.5,-5.41,1.49,"PresidentsCupInternational",2006
348,350,"Andrew Johnson",55,0.06,3.42,-3.38,1.33,"PresidentsCupInternational",2006
349,351,"Dean Lambert",40,0.06,2.47,-1.73,2.96,"PresidentsCupInternational",2006
350,336,"Adam Fraser",40,0.06,2.45,-3.55,NA,"PresidentsCupInternational",2006
351,353,"Taichiro Kiyota",44,0.06,2.69,-1.43,2.52,"PresidentsCupInternational",2006
352,354,"Masashi Jumbo Ozaki",40,0.06,2.4,-6.23,1.44,"PresidentsCupInternational",2006
353,356,"Alan Wagner",40,0.06,2.34,0,2.34,"PresidentsCupInternational",2006
354,357,"Craig Perks",46,0.06,2.69,-12.18,NA,"PresidentsCupInternational",2006
355,358,"Brett Bingham",40,0.06,2.32,0,2.32,"PresidentsCupInternational",2006
356,359,"SS Hong",40,0.06,2.31,-0.77,3.08,"PresidentsCupInternational",2006
357,352,"Chung Joon",40,0.06,2.25,-2.81,2.56,"PresidentsCupInternational",2006
358,360,"Tadahisa Inoue",40,0.06,2.23,-2.72,1.76,"PresidentsCupInternational",2006
359,361,"Juan Abbate",40,0.05,2.18,-2.39,2.76,"PresidentsCupInternational",2006
360,362,"Greg Norman",40,0.05,2.16,-1.66,1.6,"PresidentsCupInternational",2006
361,348,"Yuki Usami",40,0.05,2.16,-0.72,2.88,"PresidentsCupInternational",2006
362,363,"Wayne de Haas",40,0.05,2.16,0,2.16,"PresidentsCupInternational",2006
363,364,"Pablo Del Grosso",40,0.05,2.15,-0.64,1.99,"PresidentsCupInternational",2006
364,366,"Kwon Myungho",40,0.05,2.08,0,2.08,"PresidentsCupInternational",2006
365,365,"Steven Jones",40,0.05,2.08,0,2.08,"PresidentsCupInternational",2006
366,355,"Brad McIntosh",40,0.05,2.01,-2.01,NA,"PresidentsCupInternational",2006
367,369,"Matthew Ballard",40,0.05,2,-2,NA,"PresidentsCupInternational",2006
368,370,"Agustin Jauretche",40,0.05,1.99,0,1.99,"PresidentsCupInternational",2006
369,371,"Derek Gillespie",40,0.05,1.99,-3.7,NA,"PresidentsCupInternational",2006
370,372,"Steve Van Vuuren",40,0.05,1.97,-0.45,1.21,"PresidentsCupInternational",2006
371,373,"Dustin Risdon",40,0.05,1.95,-0.45,2.4,"PresidentsCupInternational",2006
372,374,"Andrew Tschudin",40,0.05,1.95,-0.77,1.8,"PresidentsCupInternational",2006
373,375,"Ryota Ito",40,0.05,1.93,-2.08,NA,"PresidentsCupInternational",2006
374,376,"Matthew Keegan",40,0.05,1.93,-0.95,1.31,"PresidentsCupInternational",2006
375,377,"Chiragh Kumar",40,0.05,1.89,0,1.89,"PresidentsCupInternational",2006
376,368,"Fabian Gomez",40,0.05,1.89,-1.38,2.07,"PresidentsCupInternational",2006
377,367,"Ross Wellington",40,0.05,1.88,-0.68,1.2,"PresidentsCupInternational",2006
378,378,"Naoya Sugiyama",40,0.05,1.87,-1.74,1.21,"PresidentsCupInternational",2006
379,379,"Toyokazu Fujishima",40,0.05,1.87,-1.68,1.27,"PresidentsCupInternational",2006
380,381,"Andrew Martin",40,0.04,1.76,0,1.76,"PresidentsCupInternational",2006
381,382,"Mike Lamb",40,0.04,1.74,-2.04,NA,"PresidentsCupInternational",2006
382,383,"Jorge Berendt",40,0.04,1.74,-1.25,1.74,"PresidentsCupInternational",2006
383,384,"Werner Geyer",40,0.04,1.72,-2.47,1.2,"PresidentsCupInternational",2006
384,387,"Satoshi Oide",40,0.04,1.66,0,1.66,"PresidentsCupInternational",2006
385,NA,"Lee Curry",40,0.04,1.65,-0.24,1.88,"PresidentsCupInternational",2006
386,NA,"David Morland IV",56,0.04,2.3,-4.01,1.85,"PresidentsCupInternational",2006
