"Back9Round2ScoringAverage_RANKTHISWEEK_2016","Back9Round2ScoringAverage_RANKLASTWEEK_2016","Back9Round2ScoringAverage_PLAYERNAME_2016","Back9Round2ScoringAverage__2016","Back9Round2ScoringAverage_AVG_2016","Back9Round2ScoringAverage_TOTALSTROKES_2016","Back9Round2ScoringAverage_TOTALROUNDS_2016","stat_name","year"
1,1,"Dustin Johnson",NA,34.13,273,8,"Back9Round2ScoringAverage",2016
2,2,"Derek Fathauer",NA,34.29,583,17,"Back9Round2ScoringAverage",2016
3,4,"Bernd Wiesberger",NA,34.5,207,6,"Back9Round2ScoringAverage",2016
4,4,"Rickie Fowler",NA,34.55,380,11,"Back9Round2ScoringAverage",2016
5,9,"Russell Knox",NA,34.62,450,13,"Back9Round2ScoringAverage",2016
6,10,"Steve Stricker",NA,34.63,277,8,"Back9Round2ScoringAverage",2016
7,12,"Graham DeLaet",NA,34.71,486,14,"Back9Round2ScoringAverage",2016
8,3,"Tim Wilkinson",NA,34.73,382,11,"Back9Round2ScoringAverage",2016
9,11,"Emiliano Grillo",NA,34.75,417,12,"Back9Round2ScoringAverage",2016
9,6,"Jason Kokrak",NA,34.75,556,16,"Back9Round2ScoringAverage",2016
11,18,"Adam Scott",NA,34.78,313,9,"Back9Round2ScoringAverage",2016
12,6,"Jason Bohn",NA,34.82,383,11,"Back9Round2ScoringAverage",2016
13,13,"Bubba Watson",NA,34.86,244,7,"Back9Round2ScoringAverage",2016
14,17,"Stewart Cink",NA,34.93,489,14,"Back9Round2ScoringAverage",2016
14,18,"Patton Kizzire",NA,34.93,524,15,"Back9Round2ScoringAverage",2016
16,35,"Roberto Castro",NA,34.94,559,16,"Back9Round2ScoringAverage",2016
16,18,"Will Ma Kenzie",NA,34.94,594,17,"Back9Round2ScoringAverage",2016
18,18,"Zach Johnson",NA,35,385,11,"Back9Round2ScoringAverage",2016
18,18,"Scott Piercy",NA,35,385,11,"Back9Round2ScoringAverage",2016
20,18,"Lucas Glover",NA,35.06,561,16,"Back9Round2ScoringAverage",2016
20,28,"Seung Yul Noh",NA,35.06,596,17,"Back9Round2ScoringAverage",2016
20,14,"Jeff Overton",NA,35.06,561,16,"Back9Round2ScoringAverage",2016
23,15,"Jason Gore",NA,35.07,491,14,"Back9Round2ScoringAverage",2016
24,30,"Matt Kuchar",NA,35.09,386,11,"Back9Round2ScoringAverage",2016
25,31,"Retief Goosen",NA,35.1,351,10,"Back9Round2ScoringAverage",2016
26,31,"Shane Bertsch",NA,35.11,316,9,"Back9Round2ScoringAverage",2016
26,18,"David Hearn",NA,35.11,632,18,"Back9Round2ScoringAverage",2016
26,35,"JB Holmes",NA,35.11,316,9,"Back9Round2ScoringAverage",2016
29,15,"Harris English",NA,35.14,492,14,"Back9Round2ScoringAverage",2016
29,38,"Charl Schwartzel",NA,35.14,246,7,"Back9Round2ScoringAverage",2016
29,18,"Justin Thomas",NA,35.14,492,14,"Back9Round2ScoringAverage",2016
32,18,"Spencer Levin",NA,35.16,668,19,"Back9Round2ScoringAverage",2016
33,6,"Byeong Hun An",NA,35.17,211,6,"Back9Round2ScoringAverage",2016
33,39,"Ryan Palmer",NA,35.17,422,12,"Back9Round2ScoringAverage",2016
35,41,"Jim Herman",NA,35.18,598,17,"Back9Round2ScoringAverage",2016
36,35,"Jonas Blixt",NA,35.19,563,16,"Back9Round2ScoringAverage",2016
36,41,"John Huh",NA,35.19,563,16,"Back9Round2ScoringAverage",2016
38,29,"William McGirt",NA,35.2,528,15,"Back9Round2ScoringAverage",2016
39,58,"Brendan Steele",NA,35.21,493,14,"Back9Round2ScoringAverage",2016
40,46,"Brice Garnett",NA,35.22,317,9,"Back9Round2ScoringAverage",2016
40,34,"Michael Kim",NA,35.22,634,18,"Back9Round2ScoringAverage",2016
42,48,"Kevin Kisner",NA,35.23,458,13,"Back9Round2ScoringAverage",2016
43,48,"Justin Leonard",NA,35.25,282,8,"Back9Round2ScoringAverage",2016
43,48,"Jordan Spieth",NA,35.25,282,8,"Back9Round2ScoringAverage",2016
43,18,"Henrik Stenson",NA,35.25,282,8,"Back9Round2ScoringAverage",2016
46,41,"Charles Howell III",NA,35.29,600,17,"Back9Round2ScoringAverage",2016
46,58,"Chris Stroud",NA,35.29,600,17,"Back9Round2ScoringAverage",2016
48,58,"Kevin Na",NA,35.31,459,13,"Back9Round2ScoringAverage",2016
48,61,"Sean OHair",NA,35.31,459,13,"Back9Round2ScoringAverage",2016
48,44,"Camilo Villegas",NA,35.31,565,16,"Back9Round2ScoringAverage",2016
48,48,"Mark Wilson",NA,35.31,459,13,"Back9Round2ScoringAverage",2016
52,77,"Colt Knost",NA,35.33,530,15,"Back9Round2ScoringAverage",2016
52,40,"Kelly Kraft",NA,35.33,424,12,"Back9Round2ScoringAverage",2016
52,48,"Justin Rose",NA,35.33,318,9,"Back9Round2ScoringAverage",2016
55,47,"Alex Cejka",NA,35.36,495,14,"Back9Round2ScoringAverage",2016
55,65,"Billy Horschel",NA,35.36,389,11,"Back9Round2ScoringAverage",2016
55,65,"Marc Leishman",NA,35.36,389,11,"Back9Round2ScoringAverage",2016
58,48,"Thomas Aiken",NA,35.38,460,13,"Back9Round2ScoringAverage",2016
58,73,"Chad Collins",NA,35.38,566,16,"Back9Round2ScoringAverage",2016
58,69,"Freddie Jacobson",NA,35.38,566,16,"Back9Round2ScoringAverage",2016
58,54,"Sung Kang",NA,35.38,566,16,"Back9Round2ScoringAverage",2016
62,63,"Kyle Reifers",NA,35.39,637,18,"Back9Round2ScoringAverage",2016
63,76,"Mark Hubbard",NA,35.4,708,20,"Back9Round2ScoringAverage",2016
63,73,"Louis Oosthuizen",NA,35.4,177,5,"Back9Round2ScoringAverage",2016
65,77,"Sergio Garcia",NA,35.43,248,7,"Back9Round2ScoringAverage",2016
66,80,"Jon Curran",NA,35.44,638,18,"Back9Round2ScoringAverage",2016
66,61,"Adam Hadwin",NA,35.44,567,16,"Back9Round2ScoringAverage",2016
66,80,"Andrew Landry",NA,35.44,319,9,"Back9Round2ScoringAverage",2016
66,80,"Chez Reavie",NA,35.44,567,16,"Back9Round2ScoringAverage",2016
70,44,"Bill Haas",NA,35.45,390,11,"Back9Round2ScoringAverage",2016
71,69,"Scott Brown",NA,35.47,603,17,"Back9Round2ScoringAverage",2016
71,65,"Danny Lee",NA,35.47,532,15,"Back9Round2ScoringAverage",2016
71,80,"Kyle Stanley",NA,35.47,603,17,"Back9Round2ScoringAverage",2016
