"ConsecutivePar4Birdies_RANKTHISWEEK_2011","ConsecutivePar4Birdies_RANKLASTWEEK_2011","ConsecutivePar4Birdies_PLAYERNAME_2011","ConsecutivePar4Birdies_EVENTS_2011","ConsecutivePar4Birdies_NUMBEROFHOLES_2011","stat_name","year"
1,1,"Tommy Gainey",34,8,"ConsecutivePar4Birdies",2011
2,2,"Billy Horschel",25,6,"ConsecutivePar4Birdies",2011
2,2,"Bill Lunde",28,6,"ConsecutivePar4Birdies",2011
4,4,"Shane Bertsch",20,5,"ConsecutivePar4Birdies",2011
4,4,"Alex Cejka",21,5,"ConsecutivePar4Birdies",2011
4,4,"John Cook",1,5,"ConsecutivePar4Birdies",2011
4,4,"Rickie Fowler",24,5,"ConsecutivePar4Birdies",2011
4,4,"Bobby Gates",29,5,"ConsecutivePar4Birdies",2011
4,4,"Adam Hadwin",5,5,"ConsecutivePar4Birdies",2011
4,4,"JJ Henry",28,5,"ConsecutivePar4Birdies",2011
4,4,"Matt Kuchar",24,5,"ConsecutivePar4Birdies",2011
4,4,"Derek Lamely",26,5,"ConsecutivePar4Birdies",2011
4,4,"Graeme McDowell",16,5,"ConsecutivePar4Birdies",2011
4,4,"Bryce Molder",27,5,"ConsecutivePar4Birdies",2011
4,4,"Scott Piercy",23,5,"ConsecutivePar4Birdies",2011
4,4,"Andres Romero",22,5,"ConsecutivePar4Birdies",2011
4,4,"Justin Rose",23,5,"ConsecutivePar4Birdies",2011
4,4,"Vijay Singh",25,5,"ConsecutivePar4Birdies",2011
4,4,"Henrik Stenson",15,5,"ConsecutivePar4Birdies",2011
4,4,"Chris Stroud",28,5,"ConsecutivePar4Birdies",2011
4,4,"Michael Thompson",25,5,"ConsecutivePar4Birdies",2011
22,22,"Robert Allenby",25,4,"ConsecutivePar4Birdies",2011
22,22,"Stephen Ames",22,4,"ConsecutivePar4Birdies",2011
22,22,"Arjun Atwal",29,4,"ConsecutivePar4Birdies",2011
22,22,"Briny Baird",19,4,"ConsecutivePar4Birdies",2011
22,22,"Cameron Beckman",25,4,"ConsecutivePar4Birdies",2011
22,22,"Kris Blanks",29,4,"ConsecutivePar4Birdies",2011
22,22,"Steven Bowditch",28,4,"ConsecutivePar4Birdies",2011
22,22,"Michael Bradley",24,4,"ConsecutivePar4Birdies",2011
22,22,"Jonathan Byrd",26,4,"ConsecutivePar4Birdies",2011
22,22,"Chad Campbell",29,4,"ConsecutivePar4Birdies",2011
22,22,"Bud Cauley",8,4,"ConsecutivePar4Birdies",2011
22,22,"Greg Chalmers",28,4,"ConsecutivePar4Birdies",2011
22,22,"Kevin Chappell",26,4,"ConsecutivePar4Birdies",2011
22,22,"KJ Choi",22,4,"ConsecutivePar4Birdies",2011
22,22,"Ben Crane",23,4,"ConsecutivePar4Birdies",2011
22,22,"Ben Curtis",23,4,"ConsecutivePar4Birdies",2011
22,22,"Brendon de Jonge",30,4,"ConsecutivePar4Birdies",2011
22,22,"Chris DiMarco",31,4,"ConsecutivePar4Birdies",2011
22,22,"Luke Donald",19,4,"ConsecutivePar4Birdies",2011
22,22,"Ross Fisher",8,4,"ConsecutivePar4Birdies",2011
22,22,"Robert Garrigus",26,4,"ConsecutivePar4Birdies",2011
22,22,"Brian Gay",26,4,"ConsecutivePar4Birdies",2011
22,22,"Tom Gillis",19,4,"ConsecutivePar4Birdies",2011
22,22,"Fabian Gomez",26,4,"ConsecutivePar4Birdies",2011
22,22,"Paul Goydos",25,4,"ConsecutivePar4Birdies",2011
22,22,"Hunter Haas",30,4,"ConsecutivePar4Birdies",2011
22,22,"Bill Haas",26,4,"ConsecutivePar4Birdies",2011
22,22,"David Hearn",26,4,"ConsecutivePar4Birdies",2011
22,22,"Charley Hoffman",27,4,"ConsecutivePar4Birdies",2011
22,22,"Lee Janzen",19,4,"ConsecutivePar4Birdies",2011
22,22,"Dustin Johnson",21,4,"ConsecutivePar4Birdies",2011
22,22,"Matt Jones",25,4,"ConsecutivePar4Birdies",2011
22,22,"Bio Kim",25,4,"ConsecutivePar4Birdies",2011
22,22,"Jose Manuel Lara",1,4,"ConsecutivePar4Birdies",2011
22,22,"Spencer Levin",31,4,"ConsecutivePar4Birdies",2011
22,22,"Jarrod Lyle",29,4,"ConsecutivePar4Birdies",2011
22,22,"Will Ma Kenzie",14,4,"ConsecutivePar4Birdies",2011
22,22,"John Mallinger",15,4,"ConsecutivePar4Birdies",2011
22,22,"Steve Marino",23,4,"ConsecutivePar4Birdies",2011
22,22,"Shigeki Maruyama",2,4,"ConsecutivePar4Birdies",2011
22,22,"Troy Matteson",28,4,"ConsecutivePar4Birdies",2011
22,22,"William McGirt",32,4,"ConsecutivePar4Birdies",2011
22,22,"Francesco Molinari",11,4,"ConsecutivePar4Birdies",2011
22,22,"Ryan Moore",22,4,"ConsecutivePar4Birdies",2011
22,22,"Nick OHern",29,4,"ConsecutivePar4Birdies",2011
22,22,"Joe Ogilvie",24,4,"ConsecutivePar4Birdies",2011
22,22,"Geoff Ogilvy",21,4,"ConsecutivePar4Birdies",2011
22,22,"Ryan Palmer",24,4,"ConsecutivePar4Birdies",2011
22,22,"Rod Pampling",21,4,"ConsecutivePar4Birdies",2011
22,22,"DA Points",26,4,"ConsecutivePar4Birdies",2011
22,22,"Ian Poulter",16,4,"ConsecutivePar4Birdies",2011
22,22,"Alex Prugh",29,4,"ConsecutivePar4Birdies",2011
22,22,"Alvaro Quiros",8,4,"ConsecutivePar4Birdies",2011
22,22,"Jim Renner",22,4,"ConsecutivePar4Birdies",2011
22,22,"John Rollins",27,4,"ConsecutivePar4Birdies",2011
22,22,"Rory Sabbatini",24,4,"ConsecutivePar4Birdies",2011
22,22,"Adam Scott",18,4,"ConsecutivePar4Birdies",2011
22,22,"John Senden",26,4,"ConsecutivePar4Birdies",2011
22,22,"Marcel Siem",1,4,"ConsecutivePar4Birdies",2011
22,22,"Brandt Snedeker",26,4,"ConsecutivePar4Birdies",2011
22,22,"Kyle Stanley",28,4,"ConsecutivePar4Birdies",2011
22,22,"Brendan Steele",27,4,"ConsecutivePar4Birdies",2011
22,22,"Kevin Streelman",26,4,"ConsecutivePar4Birdies",2011
22,22,"DJ Trahan",30,4,"ConsecutivePar4Birdies",2011
22,22,"Scott Verplank",15,4,"ConsecutivePar4Birdies",2011
22,22,"Camilo Villegas",25,4,"ConsecutivePar4Birdies",2011
22,22,"Bubba Watson",22,4,"ConsecutivePar4Birdies",2011
22,22,"Boo Weekley",23,4,"ConsecutivePar4Birdies",2011
22,22,"Garrett Willis",24,4,"ConsecutivePar4Birdies",2011
22,22,"YE Yang",18,4,"ConsecutivePar4Birdies",2011
92,92,"Blake Adams",34,3,"ConsecutivePar4Birdies",2011
92,92,"Stuart Appleby",24,3,"ConsecutivePar4Birdies",2011
92,92,"Aaron Baddeley",22,3,"ConsecutivePar4Birdies",2011
92,92,"Sangmoon Bae",2,3,"ConsecutivePar4Birdies",2011
92,92,"Ricky Barnes",23,3,"ConsecutivePar4Birdies",2011
92,92,"Matt Bettencourt",30,3,"ConsecutivePar4Birdies",2011
92,92,"Jason Bohn",22,3,"ConsecutivePar4Birdies",2011
92,92,"Craig Bowden",4,3,"ConsecutivePar4Birdies",2011
92,92,"Keegan Bradley",28,3,"ConsecutivePar4Birdies",2011
92,92,"DJ Brigman",23,3,"ConsecutivePar4Birdies",2011
92,92,"Tom Byrum",1,3,"ConsecutivePar4Birdies",2011
92,92,"Angel Cabrera",17,3,"ConsecutivePar4Birdies",2011
92,92,"Patrick Cantlay",5,3,"ConsecutivePar4Birdies",2011
92,92,"Stewart Cink",22,3,"ConsecutivePar4Birdies",2011
92,92,"Chad Collins",16,3,"ConsecutivePar4Birdies",2011
92,92,"Erik Compton",6,3,"ConsecutivePar4Birdies",2011
92,92,"Michael Connell",26,3,"ConsecutivePar4Birdies",2011
92,92,"Chris Couch",21,3,"ConsecutivePar4Birdies",2011
92,92,"John Daly",18,3,"ConsecutivePar4Birdies",2011
92,92,"Robert Damron",3,3,"ConsecutivePar4Birdies",2011
92,92,"Brian Davis",30,3,"ConsecutivePar4Birdies",2011
92,92,"Jason Day",21,3,"ConsecutivePar4Birdies",2011
92,92,"Christopher DeForest",2,3,"ConsecutivePar4Birdies",2011
92,92,"James Driscoll",24,3,"ConsecutivePar4Birdies",2011
92,92,"Jason Dufner",23,3,"ConsecutivePar4Birdies",2011
92,92,"Joe Durant",25,3,"ConsecutivePar4Birdies",2011
92,92,"David Duval",24,3,"ConsecutivePar4Birdies",2011
92,92,"Steve Elkington",17,3,"ConsecutivePar4Birdies",2011
92,92,"Ernie Els",21,3,"ConsecutivePar4Birdies",2011
92,92,"Bob Estes",12,3,"ConsecutivePar4Birdies",2011
92,92,"Matt Every",5,3,"ConsecutivePar4Birdies",2011
92,92,"Steve Flesch",27,3,"ConsecutivePar4Birdies",2011
92,92,"Harrison Frazar",19,3,"ConsecutivePar4Birdies",2011
92,92,"Jim Furyk",26,3,"ConsecutivePar4Birdies",2011
92,92,"Sergio Garcia",16,3,"ConsecutivePar4Birdies",2011
92,92,"Lucas Glover",23,3,"ConsecutivePar4Birdies",2011
92,92,"Andres Gonzales",21,3,"ConsecutivePar4Birdies",2011
92,92,"Retief Goosen",16,3,"ConsecutivePar4Birdies",2011
92,92,"Nathan Green",26,3,"ConsecutivePar4Birdies",2011
92,92,"Mathias Gronberg",1,3,"ConsecutivePar4Birdies",2011
92,92,"Scott Gutschewski",23,3,"ConsecutivePar4Birdies",2011
92,92,"Todd Hamilton",11,3,"ConsecutivePar4Birdies",2011
92,92,"Padraig Harrington",18,3,"ConsecutivePar4Birdies",2011
92,92,"Jim Herman",22,3,"ConsecutivePar4Birdies",2011
92,92,"Tim Herron",28,3,"ConsecutivePar4Birdies",2011
92,92,"Justin Hicks",23,3,"ConsecutivePar4Birdies",2011
92,92,"Morgan Hoffmann",4,3,"ConsecutivePar4Birdies",2011
92,92,"JB Holmes",16,3,"ConsecutivePar4Birdies",2011
92,92,"Charles Howell III",30,3,"ConsecutivePar4Birdies",2011
92,92,"Greg Huxman",1,3,"ConsecutivePar4Birdies",2011
92,92,"Ryuji Imada",29,3,"ConsecutivePar4Birdies",2011
92,92,"Trevor Immelman",25,3,"ConsecutivePar4Birdies",2011
92,92,"Ryo Ishikawa",10,3,"ConsecutivePar4Birdies",2011
92,92,"Freddie Jacobson",25,3,"ConsecutivePar4Birdies",2011
92,92,"Brandt Jobe",28,3,"ConsecutivePar4Birdies",2011
92,92,"Zach Johnson",23,3,"ConsecutivePar4Birdies",2011
92,92,"Richard Johnson",23,3,"ConsecutivePar4Birdies",2011
92,92,"Kent Jones",25,3,"ConsecutivePar4Birdies",2011
92,92,"Sung Kang",21,3,"ConsecutivePar4Birdies",2011
92,92,"Martin Kaymer",10,3,"ConsecutivePar4Birdies",2011
92,92,"Jerry Kelly",26,3,"ConsecutivePar4Birdies",2011
92,92,"Anthony Kim",26,3,"ConsecutivePar4Birdies",2011
92,92,"Chris Kirk",28,3,"ConsecutivePar4Birdies",2011
92,92,"Kevin Kisner",24,3,"ConsecutivePar4Birdies",2011
92,92,"Colt Knost",27,3,"ConsecutivePar4Birdies",2011
92,92,"Martin Laird",23,3,"ConsecutivePar4Birdies",2011
92,92,"Tom Lehman",5,3,"ConsecutivePar4Birdies",2011
92,92,"Marc Leishman",27,3,"ConsecutivePar4Birdies",2011
92,92,"Justin Leonard",26,3,"ConsecutivePar4Birdies",2011
92,92,"Michael Letzig",13,3,"ConsecutivePar4Birdies",2011
92,92,"Frank Lickliter II",12,3,"ConsecutivePar4Birdies",2011
92,92,"Peter Lonard",2,3,"ConsecutivePar4Birdies",2011
92,92,"Davis Love III",22,3,"ConsecutivePar4Birdies",2011
92,92,"Jeff Maggert",18,3,"ConsecutivePar4Birdies",2011
92,92,"Hunter Mahan",25,3,"ConsecutivePar4Birdies",2011
92,92,"Matteo Manassero",8,3,"ConsecutivePar4Birdies",2011
92,92,"Ben Martin",25,3,"ConsecutivePar4Birdies",2011
92,92,"David Mathis",25,3,"ConsecutivePar4Birdies",2011
92,92,"Len Mattiace",5,3,"ConsecutivePar4Birdies",2011
92,92,"Billy Mayfair",29,3,"ConsecutivePar4Birdies",2011
92,92,"Scott McCarron",22,3,"ConsecutivePar4Birdies",2011
92,92,"Rory McIlroy",10,3,"ConsecutivePar4Birdies",2011
92,92,"George McNeill",21,3,"ConsecutivePar4Birdies",2011
92,92,"Matt McQuillan",21,3,"ConsecutivePar4Birdies",2011
92,92,"Rocco Mediate",23,3,"ConsecutivePar4Birdies",2011
92,92,"John Merrick",21,3,"ConsecutivePar4Birdies",2011
92,92,"Troy Merritt",23,3,"ConsecutivePar4Birdies",2011
92,92,"Phil Mickelson",21,3,"ConsecutivePar4Birdies",2011
92,92,"Zack Miller",30,3,"ConsecutivePar4Birdies",2011
92,92,"Kevin Na",26,3,"ConsecutivePar4Birdies",2011
92,92,"Louis Oosthuizen",15,3,"ConsecutivePar4Birdies",2011
92,92,"Jeff Overton",26,3,"ConsecutivePar4Birdies",2011
92,92,"Carl Paulson",11,3,"ConsecutivePar4Birdies",2011
92,92,"Pat Perez",24,3,"ConsecutivePar4Birdies",2011
92,92,"Tom Pernice Jr",12,3,"ConsecutivePar4Birdies",2011
92,92,"Tim Petrovic",29,3,"ConsecutivePar4Birdies",2011
92,92,"Carl Pettersson",27,3,"ConsecutivePar4Birdies",2011
92,92,"Aron Price",18,3,"ConsecutivePar4Birdies",2011
92,92,"Dicky Pride",8,3,"ConsecutivePar4Birdies",2011
92,92,"Michael Putnam",21,3,"ConsecutivePar4Birdies",2011
92,92,"Brett Quigley",10,3,"ConsecutivePar4Birdies",2011
92,92,"Fran Quinn",10,3,"ConsecutivePar4Birdies",2011
92,92,"Jeff Quinney",14,3,"ConsecutivePar4Birdies",2011
92,92,"Jonathan Randolph",1,3,"ConsecutivePar4Birdies",2011
92,92,"Chez Reavie",27,3,"ConsecutivePar4Birdies",2011
92,92,"Matthew Richardson",1,3,"ConsecutivePar4Birdies",2011
92,92,"Tag Ridings",28,3,"ConsecutivePar4Birdies",2011
92,92,"Chris Riley",25,3,"ConsecutivePar4Birdies",2011
92,92,"Alexandre Rocha",22,3,"ConsecutivePar4Birdies",2011
92,92,"Charl Schwartzel",15,3,"ConsecutivePar4Birdies",2011
92,92,"Webb Simpson",26,3,"ConsecutivePar4Birdies",2011
92,92,"Heath Slocum",29,3,"ConsecutivePar4Birdies",2011
92,92,"Nate Smith",24,3,"ConsecutivePar4Birdies",2011
92,92,"Jordan Spieth",1,3,"ConsecutivePar4Birdies",2011
92,92,"Kevin Stadler",27,3,"ConsecutivePar4Birdies",2011
92,92,"Scott Stallings",28,3,"ConsecutivePar4Birdies",2011
92,92,"Paul Stankowski",24,3,"ConsecutivePar4Birdies",2011
92,92,"Steve Stricker",19,3,"ConsecutivePar4Birdies",2011
92,92,"Will Strickler",19,3,"ConsecutivePar4Birdies",2011
92,92,"Daniel Summerhays",29,3,"ConsecutivePar4Birdies",2011
92,92,"Vaughn Taylor",27,3,"ConsecutivePar4Birdies",2011
92,92,"Josh Teater",31,3,"ConsecutivePar4Birdies",2011
92,92,"Roland Thatcher",22,3,"ConsecutivePar4Birdies",2011
92,92,"Chris Tidland",12,3,"ConsecutivePar4Birdies",2011
