"Scramblingfrom2030yards_RANKTHISWEEK_2016","Scramblingfrom2030yards_RANKLASTWEEK_2016","Scramblingfrom2030yards_PLAYERNAME_2016","Scramblingfrom2030yards_ROUNDS_2016","Scramblingfrom2030yards_Pct_2016","Scramblingfrom2030yards_SUCCESSES_2016","Scramblingfrom2030yards_ATTEMPTS_2016","stat_name","year"
1,1,"KJ Choi",47,74,37,50,"Scramblingfrom2030yards",2016
2,4,"Brendon Todd",43,72.73,40,55,"Scramblingfrom2030yards",2016
3,14,"Jamie Donaldson",28,72.41,21,29,"Scramblingfrom2030yards",2016
4,3,"Matthew Fitzpatrick",23,72.22,13,18,"Scramblingfrom2030yards",2016
5,20,"Phil Mickelson",37,72,18,25,"Scramblingfrom2030yards",2016
6,6,"Aaron Baddeley",51,71.15,37,52,"Scramblingfrom2030yards",2016
7,2,"Sean OHair",45,70.83,34,48,"Scramblingfrom2030yards",2016
7,8,"Charl Schwartzel",29,70.83,17,24,"Scramblingfrom2030yards",2016
9,10,"Shane Bertsch",30,70.59,12,17,"Scramblingfrom2030yards",2016
9,5,"Alex Cejka",47,70.59,24,34,"Scramblingfrom2030yards",2016
9,10,"Steve Stricker",25,70.59,24,34,"Scramblingfrom2030yards",2016
9,26,"Tim Wilkinson",40,70.59,24,34,"Scramblingfrom2030yards",2016
13,6,"Steve Wheatcroft",53,70.18,40,57,"Scramblingfrom2030yards",2016
14,12,"Freddie Jacobson",54,70,35,50,"Scramblingfrom2030yards",2016
14,19,"Patrick Reed",53,70,21,30,"Scramblingfrom2030yards",2016
16,16,"Brian Stuard",24,68.18,15,22,"Scramblingfrom2030yards",2016
17,18,"Jason Day",36,68,17,25,"Scramblingfrom2030yards",2016
18,23,"Martin Laird",46,67.39,31,46,"Scramblingfrom2030yards",2016
19,12,"David Toms",38,65.96,31,47,"Scramblingfrom2030yards",2016
20,25,"Colt Knost",56,64.71,33,51,"Scramblingfrom2030yards",2016
21,38,"Mark Wilson",42,64.58,31,48,"Scramblingfrom2030yards",2016
22,17,"Derek Ernst",36,64.29,18,28,"Scramblingfrom2030yards",2016
23,31,"Retief Goosen",37,64.1,25,39,"Scramblingfrom2030yards",2016
