"AverageDistanceofEagleputtsmade_RANKTHISWEEK_2007","AverageDistanceofEagleputtsmade_RANKLASTWEEK_2007","AverageDistanceofEagleputtsmade_PLAYERNAME_2007","AverageDistanceofEagleputtsmade_ROUNDS_2007","AverageDistanceofEagleputtsmade_AVG_2007","AverageDistanceofEagleputtsmade_TOTDISTFT_2007","AverageDistanceofEagleputtsmade_TOTEAGLESPUTTSMADE_2007","AverageDistanceofEagleputtsmade_LONGESTMADEFT_2007","AverageDistanceofEagleputtsmade_SHORTESTMADEFT_2007","stat_name","year"
1,1,"Mark Hensby",81,NA,89.333,1,89,89,"AverageDistanceofEagleputtsmade",2007
2,2,"Steve Wheatcroft",73,NA,71,1,71,71,"AverageDistanceofEagleputtsmade",2007
3,3,"Jose Maria Olazabal",52,NA,68.167,1,68,68,"AverageDistanceofEagleputtsmade",2007
4,4,"Chris Stroud",66,NA,61.25,1,61,61,"AverageDistanceofEagleputtsmade",2007
5,5,"Steve Stricker",81,NA,104.333,2,61,43,"AverageDistanceofEagleputtsmade",2007
6,6,"Tom Byrum",50,NA,50.667,1,51,51,"AverageDistanceofEagleputtsmade",2007
7,7,"Richard Johnson",93,NA,45.417,1,45,45,"AverageDistanceofEagleputtsmade",2007
8,8,"Tim Petrovic",106,NA,110.25,3,82,7,"AverageDistanceofEagleputtsmade",2007
9,9,"Justin Leonard",95,NA,36.417,1,36,36,"AverageDistanceofEagleputtsmade",2007
10,10,"Woody Austin",95,NA,35.583,1,36,36,"AverageDistanceofEagleputtsmade",2007
11,11,"Tim Clark",66,NA,104.833,3,60,19,"AverageDistanceofEagleputtsmade",2007
12,12,"Tiger Woods",63,NA,205.833,6,70,9,"AverageDistanceofEagleputtsmade",2007
13,13,"Jeff Gove",103,NA,165.917,5,68,3,"AverageDistanceofEagleputtsmade",2007
14,14,"Corey Pavin",81,NA,31.833,1,32,32,"AverageDistanceofEagleputtsmade",2007
15,15,"Billy Andrade",88,NA,62.25,2,60,2,"AverageDistanceofEagleputtsmade",2007
16,16,"Davis Love III",66,NA,61.667,2,55,6,"AverageDistanceofEagleputtsmade",2007
17,17,"Stewart Cink",91,NA,153.25,5,55,1,"AverageDistanceofEagleputtsmade",2007
18,18,"Vaughn Taylor",91,NA,91.833,3,51,1,"AverageDistanceofEagleputtsmade",2007
19,19,"Chris Riley",59,NA,58.583,2,38,21,"AverageDistanceofEagleputtsmade",2007
20,20,"Charles Warren",101,NA,225.667,8,56,1,"AverageDistanceofEagleputtsmade",2007
21,21,"KJ Choi",87,NA,55.417,2,44,12,"AverageDistanceofEagleputtsmade",2007
21,21,"Anthony Kim",93,NA,83.25,3,47,11,"AverageDistanceofEagleputtsmade",2007
23,23,"Ryuji Imada",104,NA,83.083,3,30,26,"AverageDistanceofEagleputtsmade",2007
24,24,"Chad Campbell",96,NA,78.917,3,38,9,"AverageDistanceofEagleputtsmade",2007
25,25,"Trevor Immelman",74,NA,52.083,2,46,6,"AverageDistanceofEagleputtsmade",2007
26,26,"Kevin Na",84,NA,104.083,4,58,2,"AverageDistanceofEagleputtsmade",2007
27,27,"Brendon de Jonge",76,NA,101.667,4,26,24,"AverageDistanceofEagleputtsmade",2007
28,28,"JB Holmes",71,NA,75.583,3,45,14,"AverageDistanceofEagleputtsmade",2007
29,29,"Rory Sabbatini",81,NA,125.25,5,56,6,"AverageDistanceofEagleputtsmade",2007
30,30,"Jeff Quinney",95,NA,99,4,40,3,"AverageDistanceofEagleputtsmade",2007
31,31,"Lucas Glover",98,NA,49.333,2,34,15,"AverageDistanceofEagleputtsmade",2007
32,32,"Stephen Ames",81,NA,48.833,2,29,20,"AverageDistanceofEagleputtsmade",2007
32,32,"Jonathan Byrd",73,NA,97.75,4,50,10,"AverageDistanceofEagleputtsmade",2007
34,34,"Sean OHair",98,NA,214.25,9,38,7,"AverageDistanceofEagleputtsmade",2007
34,34,"Geoff Ogilvy",84,NA,95.25,4,42,11,"AverageDistanceofEagleputtsmade",2007
36,36,"Bart Bryant",87,NA,47,2,26,21,"AverageDistanceofEagleputtsmade",2007
37,37,"Fred Funk",65,NA,46.75,2,38,9,"AverageDistanceofEagleputtsmade",2007
38,38,"Robert Garrigus",95,NA,182.583,8,42,6,"AverageDistanceofEagleputtsmade",2007
39,39,"Stuart Appleby",74,NA,44.667,2,28,17,"AverageDistanceofEagleputtsmade",2007
39,39,"Darron Stiles",65,NA,134.167,6,62,2,"AverageDistanceofEagleputtsmade",2007
41,41,"Freddie Jacobson",70,NA,22.25,1,22,22,"AverageDistanceofEagleputtsmade",2007
42,42,"John Senden",97,NA,88.75,4,53,2,"AverageDistanceofEagleputtsmade",2007
43,43,"Jason Dufner",100,NA,131.833,6,39,4,"AverageDistanceofEagleputtsmade",2007
44,44,"Robert Allenby",90,NA,130.333,6,58,9,"AverageDistanceofEagleputtsmade",2007
45,45,"Matt Hendrix",63,NA,86.25,4,36,9,"AverageDistanceofEagleputtsmade",2007
46,46,"JP Hayes",89,NA,21.5,1,22,22,"AverageDistanceofEagleputtsmade",2007
47,47,"Rod Pampling",92,NA,171.333,8,47,5,"AverageDistanceofEagleputtsmade",2007
48,48,"Scott Gutschewski",67,NA,85.083,4,29,15,"AverageDistanceofEagleputtsmade",2007
49,49,"Duffy Waldorf",69,NA,83.833,4,37,11,"AverageDistanceofEagleputtsmade",2007
