"AverageDistanceofEagleputtsmade_RANKTHISWEEK_2007","AverageDistanceofEagleputtsmade_RANKLASTWEEK_2007","AverageDistanceofEagleputtsmade_PLAYERNAME_2007","AverageDistanceofEagleputtsmade_ROUNDS_2007","AverageDistanceofEagleputtsmade_AVG_2007","AverageDistanceofEagleputtsmade_TOTDISTFT_2007","AverageDistanceofEagleputtsmade_TOTEAGLESPUTTSMADE_2007","AverageDistanceofEagleputtsmade_LONGESTMADEFT_2007","AverageDistanceofEagleputtsmade_SHORTESTMADEFT_2007","stat_name","year"
50,50,"Jarrod Lyle",77,NA,81.583,4,44,8,"AverageDistanceofEagleputtsmade",2007
51,51,"John Daly",59,NA,119.417,6,60,4,"AverageDistanceofEagleputtsmade",2007
51,51,"Bryce Molder",56,NA,19.917,1,20,20,"AverageDistanceofEagleputtsmade",2007
53,53,"JJ Henry",86,NA,79.25,4,39,2,"AverageDistanceofEagleputtsmade",2007
54,54,"Joe Ogilvie",102,NA,137.667,7,47,5,"AverageDistanceofEagleputtsmade",2007
55,55,"Mark Calcavecchia",93,NA,96.833,5,53,1,"AverageDistanceofEagleputtsmade",2007
55,55,"Ted Purdy",102,NA,77.417,4,31,4,"AverageDistanceofEagleputtsmade",2007
57,57,"Steve Lowery",74,NA,57.417,3,39,7,"AverageDistanceofEagleputtsmade",2007
58,58,"Craig Lile",77,NA,57.25,3,28,13,"AverageDistanceofEagleputtsmade",2007
59,59,"Joe Durant",88,NA,37.5,2,26,11,"AverageDistanceofEagleputtsmade",2007
59,59,"Kevin Stadler",95,NA,131.083,7,43,3,"AverageDistanceofEagleputtsmade",2007
61,61,"Glen Day",85,NA,37.25,2,22,15,"AverageDistanceofEagleputtsmade",2007
62,62,"Jeff Brehaut",59,NA,111.667,6,39,7,"AverageDistanceofEagleputtsmade",2007
63,63,"Cameron Beckman",96,NA,55.5,3,47,NA,"AverageDistanceofEagleputtsmade",2007
64,64,"Kent Jones",97,NA,128.417,7,43,2,"AverageDistanceofEagleputtsmade",2007
64,64,"Doug LaBelle II",104,NA,73.417,4,33,6,"AverageDistanceofEagleputtsmade",2007
64,64,"Parker McLachlin",83,NA,73.417,4,28,12,"AverageDistanceofEagleputtsmade",2007
67,67,"Brian Bateman",55,NA,18.083,1,18,18,"AverageDistanceofEagleputtsmade",2007
68,68,"Padraig Harrington",64,NA,17.917,1,18,18,"AverageDistanceofEagleputtsmade",2007
69,69,"Michael Allen",74,NA,89,5,30,4,"AverageDistanceofEagleputtsmade",2007
70,70,"Tag Ridings",52,NA,70.5,4,30,2,"AverageDistanceofEagleputtsmade",2007
71,71,"Sergio Garcia",68,NA,86.583,5,36,3,"AverageDistanceofEagleputtsmade",2007
71,71,"Ryan Moore",92,NA,104.167,6,30,11,"AverageDistanceofEagleputtsmade",2007
71,71,"DJ Trahan",99,NA,69.25,4,27,5,"AverageDistanceofEagleputtsmade",2007
74,74,"Anders Hansen",55,NA,33.167,2,17,16,"AverageDistanceofEagleputtsmade",2007
75,75,"Rich Barcelo",80,NA,49.583,3,24,11,"AverageDistanceofEagleputtsmade",2007
75,75,"Bo Van Pelt",104,NA,82.417,5,30,3,"AverageDistanceofEagleputtsmade",2007
77,77,"Chris Tidland",59,NA,148,9,31,6,"AverageDistanceofEagleputtsmade",2007
78,78,"Lee Janzen",66,NA,49,3,27,6,"AverageDistanceofEagleputtsmade",2007
79,79,"Nathan Green",103,NA,80.917,5,31,6,"AverageDistanceofEagleputtsmade",2007
80,80,"Jason Bohn",57,NA,95.917,6,37,2,"AverageDistanceofEagleputtsmade",2007
81,81,"Jeff Overton",60,NA,79,5,39,2,"AverageDistanceofEagleputtsmade",2007
82,82,"John Merrick",92,NA,62.917,4,37,3,"AverageDistanceofEagleputtsmade",2007
82,82,"Joey Sindelar",75,NA,31.5,2,19,12,"AverageDistanceofEagleputtsmade",2007
84,84,"Boo Weekley",101,NA,77.25,5,37,3,"AverageDistanceofEagleputtsmade",2007
85,85,"Steve Allan",63,NA,45.833,3,17,13,"AverageDistanceofEagleputtsmade",2007
85,85,"Frank Lickliter II",95,NA,45.667,3,32,6,"AverageDistanceofEagleputtsmade",2007
85,85,"Johnson Wagner",97,NA,60.833,4,38,4,"AverageDistanceofEagleputtsmade",2007
88,88,"Ken Duke",112,NA,60.667,4,30,4,"AverageDistanceofEagleputtsmade",2007
88,88,"Mark Wilson",87,NA,45.417,3,24,11,"AverageDistanceofEagleputtsmade",2007
90,90,"Ernie Els",59,NA,88.917,6,28,3,"AverageDistanceofEagleputtsmade",2007
91,91,"John Rollins",102,NA,73.917,5,22,10,"AverageDistanceofEagleputtsmade",2007
92,92,"Bill Haas",93,NA,145.583,10,63,5,"AverageDistanceofEagleputtsmade",2007
92,92,"Tom Pernice Jr",104,NA,58.333,4,26,7,"AverageDistanceofEagleputtsmade",2007
92,92,"Adam Scott",69,NA,43.667,3,18,12,"AverageDistanceofEagleputtsmade",2007
95,95,"Mike Weir",82,NA,57.917,4,36,4,"AverageDistanceofEagleputtsmade",2007
96,96,"Dicky Pride",71,NA,28.75,2,17,12,"AverageDistanceofEagleputtsmade",2007
97,97,"Michael Putnam",96,NA,100.333,7,23,7,"AverageDistanceofEagleputtsmade",2007
98,98,"David Branshaw",83,NA,71.417,5,43,3,"AverageDistanceofEagleputtsmade",2007
99,99,"Craig Barlow",52,NA,14.083,1,14,14,"AverageDistanceofEagleputtsmade",2007
99,99,"George McNeill",95,NA,70.583,5,41,2,"AverageDistanceofEagleputtsmade",2007
99,99,"Heath Slocum",101,NA,70.417,5,21,3,"AverageDistanceofEagleputtsmade",2007
102,102,"Hunter Mahan",91,NA,70.083,5,22,5,"AverageDistanceofEagleputtsmade",2007
102,102,"Carl Pettersson",111,NA,98,7,43,2,"AverageDistanceofEagleputtsmade",2007
104,104,"Peter Lonard",85,NA,27.833,2,15,13,"AverageDistanceofEagleputtsmade",2007
105,105,"Shaun Micheel",91,NA,13.833,1,14,14,"AverageDistanceofEagleputtsmade",2007
105,105,"Michael Sim",52,NA,13.833,1,14,14,"AverageDistanceofEagleputtsmade",2007
107,107,"DJ Brigman",67,NA,68.583,5,40,1,"AverageDistanceofEagleputtsmade",2007
108,108,"Kenny Perry",83,NA,40.667,3,19,8,"AverageDistanceofEagleputtsmade",2007
109,109,"Jim Furyk",84,NA,27,2,15,12,"AverageDistanceofEagleputtsmade",2007
109,109,"Will Ma Kenzie",100,NA,94.5,7,28,4,"AverageDistanceofEagleputtsmade",2007
109,109,"Bob Tway",103,NA,27,2,26,1,"AverageDistanceofEagleputtsmade",2007
112,112,"Robert Gamez",88,NA,77.917,6,34,1,"AverageDistanceofEagleputtsmade",2007
112,112,"Zach Johnson",76,NA,52.083,4,27,4,"AverageDistanceofEagleputtsmade",2007
114,114,"Andrew Buckle",77,NA,38.333,3,22,8,"AverageDistanceofEagleputtsmade",2007
114,114,"Chris DiMarco",79,NA,51,4,29,3,"AverageDistanceofEagleputtsmade",2007
114,114,"Phil Mickelson",73,NA,63.583,5,17,7,"AverageDistanceofEagleputtsmade",2007
117,117,"Eric Axley",107,NA,87.917,7,19,2,"AverageDistanceofEagleputtsmade",2007
117,117,"Briny Baird",115,NA,37.667,3,19,5,"AverageDistanceofEagleputtsmade",2007
117,117,"Ben Curtis",80,NA,25.167,2,19,6,"AverageDistanceofEagleputtsmade",2007
120,120,"Chris Couch",76,NA,25,2,20,6,"AverageDistanceofEagleputtsmade",2007
121,121,"Jason Gore",86,NA,61.75,5,21,6,"AverageDistanceofEagleputtsmade",2007
121,121,"Paul Gow",70,NA,24.583,2,19,6,"AverageDistanceofEagleputtsmade",2007
123,123,"Steve Flesch",100,NA,72.083,6,18,9,"AverageDistanceofEagleputtsmade",2007
123,123,"John Mallinger",96,NA,36,3,28,2,"AverageDistanceofEagleputtsmade",2007
123,123,"Vijay Singh",102,NA,96,8,39,1,"AverageDistanceofEagleputtsmade",2007
126,126,"Jeff Maggert",79,NA,35.667,3,21,4,"AverageDistanceofEagleputtsmade",2007
127,127,"Greg Owen",81,NA,83.083,7,29,NA,"AverageDistanceofEagleputtsmade",2007
127,127,"Jesper Parnevik",88,NA,23.667,2,22,2,"AverageDistanceofEagleputtsmade",2007
129,129,"Brian Davis",101,NA,46.833,4,18,1,"AverageDistanceofEagleputtsmade",2007
130,130,"David Toms",80,NA,34.75,3,16,8,"AverageDistanceofEagleputtsmade",2007
131,131,"Charles Howell III",89,NA,80.5,7,29,3,"AverageDistanceofEagleputtsmade",2007
132,132,"Tripp Isenhour",86,NA,68.667,6,53,2,"AverageDistanceofEagleputtsmade",2007
133,133,"Shigeki Maruyama",84,NA,22.5,2,12,11,"AverageDistanceofEagleputtsmade",2007
133,133,"Jason Schultz",63,NA,44.833,4,20,7,"AverageDistanceofEagleputtsmade",2007
135,135,"Harrison Frazar",88,NA,78,7,25,4,"AverageDistanceofEagleputtsmade",2007
136,136,"Nick Watney",87,NA,55.333,5,18,6,"AverageDistanceofEagleputtsmade",2007
137,137,"Mathias Gronberg",95,NA,77,7,40,NA,"AverageDistanceofEagleputtsmade",2007
137,137,"Troy Matteson",87,NA,43.833,4,18,3,"AverageDistanceofEagleputtsmade",2007
137,137,"Billy Mayfair",98,NA,54.917,5,19,2,"AverageDistanceofEagleputtsmade",2007
140,140,"Kevin Sutherland",85,NA,32,3,15,4,"AverageDistanceofEagleputtsmade",2007
141,141,"Camilo Villegas",82,NA,52.333,5,23,2,"AverageDistanceofEagleputtsmade",2007
142,142,"Tommy Armour III",81,NA,41.5,4,17,3,"AverageDistanceofEagleputtsmade",2007
142,142,"Ryan Armour",107,NA,20.833,2,16,5,"AverageDistanceofEagleputtsmade",2007
144,144,"Daniel Chopra",106,NA,20.083,2,15,5,"AverageDistanceofEagleputtsmade",2007
145,145,"Jerry Kelly",101,NA,30.083,3,20,4,"AverageDistanceofEagleputtsmade",2007
145,145,"Bubba Watson",80,NA,40,4,16,5,"AverageDistanceofEagleputtsmade",2007
147,147,"Rich Beem",89,NA,49.5,5,23,NA,"AverageDistanceofEagleputtsmade",2007
147,147,"Charlie Wi",90,NA,49.5,5,19,2,"AverageDistanceofEagleputtsmade",2007
149,149,"Bob Heintz",85,NA,39.333,4,16,4,"AverageDistanceofEagleputtsmade",2007
149,149,"Cliff Kresge",107,NA,39.25,4,13,7,"AverageDistanceofEagleputtsmade",2007
151,151,"Todd Hamilton",76,NA,48.833,5,15,8,"AverageDistanceofEagleputtsmade",2007
151,151,"Daisuke Maruyama",86,NA,78.25,8,17,2,"AverageDistanceofEagleputtsmade",2007
153,153,"Bob Estes",88,NA,19,2,15,4,"AverageDistanceofEagleputtsmade",2007
154,154,"Pat Perez",84,NA,56.5,6,25,4,"AverageDistanceofEagleputtsmade",2007
155,155,"Charley Hoffman",97,NA,28.083,3,11,6,"AverageDistanceofEagleputtsmade",2007
156,156,"Mathew Goggin",97,NA,55.583,6,20,2,"AverageDistanceofEagleputtsmade",2007
157,157,"Stephen Leaney",82,NA,18.333,2,13,6,"AverageDistanceofEagleputtsmade",2007
158,158,"Henrik Stenson",52,NA,9.083,1,9,9,"AverageDistanceofEagleputtsmade",2007
159,159,"Kyle Reifers",71,NA,26.417,3,15,3,"AverageDistanceofEagleputtsmade",2007
160,160,"Ryan Palmer",91,NA,34.75,4,16,5,"AverageDistanceofEagleputtsmade",2007
160,160,"Paul Stankowski",52,NA,8.667,1,9,9,"AverageDistanceofEagleputtsmade",2007
160,160,"Scott Verplank",82,NA,34.5,4,17,1,"AverageDistanceofEagleputtsmade",2007
160,160,"Brett Wetterich",88,NA,69.25,8,17,5,"AverageDistanceofEagleputtsmade",2007
164,164,"Matt Kuchar",85,NA,8.333,1,8,8,"AverageDistanceofEagleputtsmade",2007
165,165,"Ian Poulter",63,NA,8.167,1,8,8,"AverageDistanceofEagleputtsmade",2007
166,166,"Steve Marino",106,NA,32.167,4,15,2,"AverageDistanceofEagleputtsmade",2007
167,167,"Tom Lehman",62,NA,7.917,1,8,8,"AverageDistanceofEagleputtsmade",2007
168,168,"Aaron Baddeley",83,NA,26.667,4,15,3,"AverageDistanceofEagleputtsmade",2007
169,169,"Dean Wilson",92,NA,6.5,1,7,7,"AverageDistanceofEagleputtsmade",2007
170,170,"Brett Quigley",79,NA,25.75,4,11,5,"AverageDistanceofEagleputtsmade",2007
171,171,"Brian Gay",107,NA,5.583,1,6,6,"AverageDistanceofEagleputtsmade",2007
172,172,"Kirk Triplett",77,NA,16,3,7,4,"AverageDistanceofEagleputtsmade",2007
173,173,"Nick OHern",72,NA,10.333,2,5,5,"AverageDistanceofEagleputtsmade",2007
174,174,"Jaco Van Zyl",51,NA,10.083,2,5,5,"AverageDistanceofEagleputtsmade",2007
175,175,"Marco Dawson",73,NA,4.75,1,5,5,"AverageDistanceofEagleputtsmade",2007
176,176,"Jeff Sluman",60,NA,3.917,1,4,4,"AverageDistanceofEagleputtsmade",2007
176,176,"Brandt Snedeker",105,NA,7.833,2,6,2,"AverageDistanceofEagleputtsmade",2007
178,178,"Michael Boyd",61,NA,3.25,1,3,3,"AverageDistanceofEagleputtsmade",2007
179,179,"Jim Rutledge",59,NA,2.333,1,2,2,"AverageDistanceofEagleputtsmade",2007
