"TenthTeeEarlyPar4ScoringAverage_RANKTHISWEEK_2007","TenthTeeEarlyPar4ScoringAverage_RANKLASTWEEK_2007","TenthTeeEarlyPar4ScoringAverage_PLAYERNAME_2007","TenthTeeEarlyPar4ScoringAverage_ROUNDS_2007","TenthTeeEarlyPar4ScoringAverage_AVG_2007","TenthTeeEarlyPar4ScoringAverage_TOTALSTROKES_2007","TenthTeeEarlyPar4ScoringAverage_TOTALHOLES_2007","stat_name","year"
1,1,"Steve Lowery",74,3.9,410,105,"TenthTeeEarlyPar4ScoringAverage",2007
2,2,"Freddie Jacobson",70,3.92,592,151,"TenthTeeEarlyPar4ScoringAverage",2007
3,3,"Tim Clark",66,3.93,397,101,"TenthTeeEarlyPar4ScoringAverage",2007
4,4,"Mathias Gronberg",95,3.94,765,194,"TenthTeeEarlyPar4ScoringAverage",2007
4,4,"Chris Stroud",66,3.94,504,128,"TenthTeeEarlyPar4ScoringAverage",2007
6,6,"Cliff Kresge",107,3.95,876,222,"TenthTeeEarlyPar4ScoringAverage",2007
6,6,"Tiger Woods",63,3.95,434,110,"TenthTeeEarlyPar4ScoringAverage",2007
8,8,"Robert Garrigus",95,3.96,673,170,"TenthTeeEarlyPar4ScoringAverage",2007
8,8,"Heath Slocum",101,3.96,570,144,"TenthTeeEarlyPar4ScoringAverage",2007
10,10,"Stephen Ames",81,3.97,584,147,"TenthTeeEarlyPar4ScoringAverage",2007
10,10,"KJ Choi",87,3.97,445,112,"TenthTeeEarlyPar4ScoringAverage",2007
10,10,"Matt Kuchar",85,3.97,686,173,"TenthTeeEarlyPar4ScoringAverage",2007
10,10,"Ryan Moore",92,3.97,751,189,"TenthTeeEarlyPar4ScoringAverage",2007
10,10,"Carl Pettersson",111,3.97,763,192,"TenthTeeEarlyPar4ScoringAverage",2007
10,10,"Michael Sim",52,3.97,377,95,"TenthTeeEarlyPar4ScoringAverage",2007
16,16,"Charlie Wi",90,3.98,804,202,"TenthTeeEarlyPar4ScoringAverage",2007
17,17,"Daniel Chopra",106,3.99,821,206,"TenthTeeEarlyPar4ScoringAverage",2007
17,17,"Marco Dawson",73,3.99,610,153,"TenthTeeEarlyPar4ScoringAverage",2007
17,17,"Justin Leonard",95,3.99,543,136,"TenthTeeEarlyPar4ScoringAverage",2007
17,17,"Sean OHair",98,3.99,558,140,"TenthTeeEarlyPar4ScoringAverage",2007
17,17,"Michael Putnam",96,3.99,682,171,"TenthTeeEarlyPar4ScoringAverage",2007
17,17,"Adam Scott",69,3.99,579,145,"TenthTeeEarlyPar4ScoringAverage",2007
17,17,"Brandt Snedeker",105,3.99,722,181,"TenthTeeEarlyPar4ScoringAverage",2007
17,17,"Bob Tway",103,3.99,1130,283,"TenthTeeEarlyPar4ScoringAverage",2007
17,17,"Jay Williamson",50,3.99,479,120,"TenthTeeEarlyPar4ScoringAverage",2007
26,26,"Ryan Armour",107,4,920,230,"TenthTeeEarlyPar4ScoringAverage",2007
26,26,"Briny Baird",115,4,932,233,"TenthTeeEarlyPar4ScoringAverage",2007
26,26,"Brian Bateman",55,4,356,89,"TenthTeeEarlyPar4ScoringAverage",2007
26,26,"Brian Davis",101,4,760,190,"TenthTeeEarlyPar4ScoringAverage",2007
26,26,"Luke Donald",69,4,340,85,"TenthTeeEarlyPar4ScoringAverage",2007
26,26,"Ken Duke",112,4,620,155,"TenthTeeEarlyPar4ScoringAverage",2007
26,26,"Jim Furyk",84,4,648,162,"TenthTeeEarlyPar4ScoringAverage",2007
26,26,"Mathew Goggin",97,4,835,209,"TenthTeeEarlyPar4ScoringAverage",2007
