"ScramblingRoughRTPScore_RANKTHISWEEK_2010","ScramblingRoughRTPScore_RANKLASTWEEK_2010","ScramblingRoughRTPScore_PLAYERNAME_2010","ScramblingRoughRTPScore_ROUNDS_2010","ScramblingRoughRTPScore_AVGRTP_2010","ScramblingRoughRTPScore_TOTALHOLES_2010","ScramblingRoughRTPScore_TOTALRTP_2010","stat_name","year"
76,76,"Chris DiMarco",88,0.456,158,72,"ScramblingRoughRTPScore",2010
77,77,"Will Ma Kenzie",72,0.457,138,63,"ScramblingRoughRTPScore",2010
78,78,"Freddie Jacobson",83,0.46,163,75,"ScramblingRoughRTPScore",2010
79,79,"Henrik Bjornstad",72,0.461,115,53,"ScramblingRoughRTPScore",2010
79,79,"Andres Romero",73,0.461,193,89,"ScramblingRoughRTPScore",2010
81,81,"Chris Tidland",77,0.463,160,74,"ScramblingRoughRTPScore",2010
82,82,"Joe Durant",67,0.465,101,47,"ScramblingRoughRTPScore",2010
83,83,"Rory McIlroy",54,0.467,105,49,"ScramblingRoughRTPScore",2010
84,84,"Bubba Watson",77,0.468,154,72,"ScramblingRoughRTPScore",2010
85,85,"Webb Simpson",98,0.469,213,100,"ScramblingRoughRTPScore",2010
86,86,"Jeff Quinney",91,0.47,200,94,"ScramblingRoughRTPScore",2010
87,87,"Jason Bohn",84,0.473,169,80,"ScramblingRoughRTPScore",2010
87,87,"Camilo Villegas",78,0.473,148,70,"ScramblingRoughRTPScore",2010
87,87,"Brett Wetterich",54,0.473,110,52,"ScramblingRoughRTPScore",2010
90,90,"Hunter Mahan",85,0.475,141,67,"ScramblingRoughRTPScore",2010
90,90,"John Senden",103,0.475,179,85,"ScramblingRoughRTPScore",2010
92,92,"Kevin Streelman",90,0.477,176,84,"ScramblingRoughRTPScore",2010
93,93,"Bill Lunde",79,0.478,178,85,"ScramblingRoughRTPScore",2010
94,94,"Chad Campbell",95,0.48,177,85,"ScramblingRoughRTPScore",2010
94,94,"Paul Goydos",78,0.48,150,72,"ScramblingRoughRTPScore",2010
96,96,"Dustin Johnson",83,0.481,181,87,"ScramblingRoughRTPScore",2010
96,96,"Troy Matteson",84,0.481,158,76,"ScramblingRoughRTPScore",2010
98,98,"JP Hayes",79,0.482,168,81,"ScramblingRoughRTPScore",2010
99,99,"Carl Pettersson",99,0.483,207,100,"ScramblingRoughRTPScore",2010
100,100,"Nathan Green",86,0.484,184,89,"ScramblingRoughRTPScore",2010
100,100,"Andrew McLardy",52,0.484,91,44,"ScramblingRoughRTPScore",2010
102,102,"Stuart Appleby",101,0.485,241,117,"ScramblingRoughRTPScore",2010
102,102,"Matt Bettencourt",91,0.485,237,115,"ScramblingRoughRTPScore",2010
102,102,"Brendon de Jonge",114,0.485,194,94,"ScramblingRoughRTPScore",2010
102,102,"Cameron Tringale",55,0.485,97,47,"ScramblingRoughRTPScore",2010
106,106,"Justin Bolli",55,0.488,125,61,"ScramblingRoughRTPScore",2010
107,107,"Ricky Barnes",103,0.489,188,92,"ScramblingRoughRTPScore",2010
107,107,"Ben Crane",85,0.489,139,68,"ScramblingRoughRTPScore",2010
109,109,"Steve Marino",81,0.49,145,71,"ScramblingRoughRTPScore",2010
110,110,"Michael Connell",89,0.491,161,79,"ScramblingRoughRTPScore",2010
111,111,"Craig Bowden",56,0.492,128,63,"ScramblingRoughRTPScore",2010
112,112,"Richard Johnson",90,0.494,170,84,"ScramblingRoughRTPScore",2010
113,113,"Geoff Ogilvy",62,0.496,123,61,"ScramblingRoughRTPScore",2010
114,114,"Blake Adams",84,0.497,179,89,"ScramblingRoughRTPScore",2010
115,115,"JB Holmes",100,0.5,212,106,"ScramblingRoughRTPScore",2010
115,115,"Rocco Mediate",71,0.5,136,68,"ScramblingRoughRTPScore",2010
117,117,"Marc Leishman",87,0.503,165,83,"ScramblingRoughRTPScore",2010
117,117,"Justin Leonard",89,0.503,151,76,"ScramblingRoughRTPScore",2010
117,117,"Brett Quigley",96,0.503,179,90,"ScramblingRoughRTPScore",2010
120,120,"Mark Wilson",87,0.506,170,86,"ScramblingRoughRTPScore",2010
121,121,"Alex Prugh",88,0.508,187,95,"ScramblingRoughRTPScore",2010
122,122,"Chris Couch",66,0.509,159,81,"ScramblingRoughRTPScore",2010
122,122,"Johnson Wagner",85,0.509,163,83,"ScramblingRoughRTPScore",2010
124,124,"David Duval",71,0.511,135,69,"ScramblingRoughRTPScore",2010
124,124,"Vaughn Taylor",87,0.511,180,92,"ScramblingRoughRTPScore",2010
126,126,"Lucas Glover",75,0.513,160,82,"ScramblingRoughRTPScore",2010
127,127,"Aaron Baddeley",94,0.514,251,129,"ScramblingRoughRTPScore",2010
127,127,"Scott Verplank",74,0.514,111,57,"ScramblingRoughRTPScore",2010
129,129,"Martin Laird",91,0.515,202,104,"ScramblingRoughRTPScore",2010
130,130,"Jay Williamson",76,0.518,137,71,"ScramblingRoughRTPScore",2010
131,131,"Alex Cejka",81,0.52,173,90,"ScramblingRoughRTPScore",2010
131,131,"DJ Trahan",92,0.52,177,92,"ScramblingRoughRTPScore",2010
133,133,"Matt Jones",89,0.521,211,110,"ScramblingRoughRTPScore",2010
134,134,"Vijay Singh",75,0.522,136,71,"ScramblingRoughRTPScore",2010
135,135,"Rich Barcelo",70,0.526,171,90,"ScramblingRoughRTPScore",2010
135,135,"Brad Faxon",58,0.526,137,72,"ScramblingRoughRTPScore",2010
135,135,"Kevin Johnson",62,0.526,154,81,"ScramblingRoughRTPScore",2010
135,135,"Michael Letzig",84,0.526,192,101,"ScramblingRoughRTPScore",2010
139,139,"Derek Lamely",81,0.528,180,95,"ScramblingRoughRTPScore",2010
140,140,"Joe Ogilvie",99,0.529,221,117,"ScramblingRoughRTPScore",2010
140,140,"Ryan Palmer",84,0.529,174,92,"ScramblingRoughRTPScore",2010
140,140,"Adam Scott",70,0.529,121,64,"ScramblingRoughRTPScore",2010
143,143,"David Lutterus",69,0.532,141,75,"ScramblingRoughRTPScore",2010
143,143,"Cameron Percy",73,0.532,124,66,"ScramblingRoughRTPScore",2010
145,145,"Jeff Gove",57,0.533,105,56,"ScramblingRoughRTPScore",2010
145,145,"Chris Wilson",65,0.533,137,73,"ScramblingRoughRTPScore",2010
145,145,"YE Yang",72,0.533,152,81,"ScramblingRoughRTPScore",2010
148,148,"Trevor Immelman",55,0.534,88,47,"ScramblingRoughRTPScore",2010
149,149,"Brian Stuard",81,0.535,157,84,"ScramblingRoughRTPScore",2010
150,150,"Brenden Pappas",66,0.538,143,77,"ScramblingRoughRTPScore",2010
150,150,"Vance Veazey",58,0.538,119,64,"ScramblingRoughRTPScore",2010
152,152,"Greg Kraft",52,0.545,99,54,"ScramblingRoughRTPScore",2010
153,153,"Lee Janzen",77,0.547,148,81,"ScramblingRoughRTPScore",2010
153,153,"Kevin Sutherland",86,0.547,161,88,"ScramblingRoughRTPScore",2010
155,155,"Mark Calcavecchia",50,0.548,93,51,"ScramblingRoughRTPScore",2010
155,155,"Daniel Chopra",74,0.548,217,119,"ScramblingRoughRTPScore",2010
157,157,"Brent Delahoussaye",57,0.549,91,50,"ScramblingRoughRTPScore",2010
158,158,"Josh Teater",101,0.55,180,99,"ScramblingRoughRTPScore",2010
159,159,"Robert Allenby",76,0.551,136,75,"ScramblingRoughRTPScore",2010
160,160,"Aron Price",70,0.552,116,64,"ScramblingRoughRTPScore",2010
161,161,"Garth Mulroy",53,0.553,103,57,"ScramblingRoughRTPScore",2010
161,161,"Jeff Overton",89,0.553,197,109,"ScramblingRoughRTPScore",2010
163,163,"Steve Flesch",78,0.554,177,98,"ScramblingRoughRTPScore",2010
163,163,"George McNeill",79,0.554,168,93,"ScramblingRoughRTPScore",2010
163,163,"Troy Merritt",86,0.554,186,103,"ScramblingRoughRTPScore",2010
166,166,"Angel Cabrera",64,0.556,142,79,"ScramblingRoughRTPScore",2010
167,167,"Roland Thatcher",72,0.558,147,82,"ScramblingRoughRTPScore",2010
168,168,"James Driscoll",78,0.559,161,90,"ScramblingRoughRTPScore",2010
169,169,"Skip Kendall",58,0.56,109,61,"ScramblingRoughRTPScore",2010
170,170,"Jerod Turner",54,0.562,130,73,"ScramblingRoughRTPScore",2010
171,171,"Rory Sabbatini",79,0.565,147,83,"ScramblingRoughRTPScore",2010
172,172,"James Nitties",92,0.567,180,102,"ScramblingRoughRTPScore",2010
173,173,"Ted Purdy",86,0.568,199,113,"ScramblingRoughRTPScore",2010
173,173,"Charles Warren",64,0.568,95,54,"ScramblingRoughRTPScore",2010
175,175,"Jarrod Lyle",54,0.569,102,58,"ScramblingRoughRTPScore",2010
176,176,"Jeff Maggert",76,0.571,154,88,"ScramblingRoughRTPScore",2010
176,176,"Scott Piercy",88,0.571,191,109,"ScramblingRoughRTPScore",2010
178,178,"Garrett Willis",82,0.572,152,87,"ScramblingRoughRTPScore",2010
179,179,"Mathias Gronberg",61,0.574,115,66,"ScramblingRoughRTPScore",2010
180,180,"Martin Flores",75,0.581,172,100,"ScramblingRoughRTPScore",2010
181,181,"John Merrick",109,0.588,165,97,"ScramblingRoughRTPScore",2010
182,182,"Steve Wheatcroft",74,0.595,153,91,"ScramblingRoughRTPScore",2010
183,183,"Roger Tambellini",77,0.603,151,91,"ScramblingRoughRTPScore",2010
184,184,"Kevin Stadler",86,0.613,142,87,"ScramblingRoughRTPScore",2010
185,185,"Mathew Goggin",85,0.614,153,94,"ScramblingRoughRTPScore",2010
185,185,"Paul Stankowski",62,0.614,101,62,"ScramblingRoughRTPScore",2010
187,187,"Kris Blanks",91,0.622,119,74,"ScramblingRoughRTPScore",2010
188,188,"Nicholas Thompson",88,0.638,185,118,"ScramblingRoughRTPScore",2010
189,189,"John Daly",63,0.639,119,76,"ScramblingRoughRTPScore",2010
190,190,"Greg Owen",69,0.658,120,79,"ScramblingRoughRTPScore",2010
191,191,"Steve Lowery",67,0.674,135,91,"ScramblingRoughRTPScore",2010
192,192,"Robert Garrigus",71,0.686,153,105,"ScramblingRoughRTPScore",2010
