"ConsecutiveGIR_RANKTHISWEEK_2015","ConsecutiveGIR_RANKLASTWEEK_2015","ConsecutiveGIR_PLAYERNAME_2015","ConsecutiveGIR_EVENTS_2015","ConsecutiveGIR_STREAK_2015","ConsecutiveGIR_CURRENTSTREAK_2015","ConsecutiveGIR_ROUND_2015","ConsecutiveGIR_HOLE_2015","ConsecutiveGIR_YEARTOURN_2015","stat_name","year"
1,1,"Mark Hensby",2,31,NA,3,6,2015380,"ConsecutiveGIR",2015
2,2,"Luke Guthrie",27,30,4,1,1,2015230,"ConsecutiveGIR",2015
3,3,"Johnson Wagner",23,29,1,1,4,2015230,"ConsecutiveGIR",2015
4,4,"Brooks Koepka",23,28,NA,3,2,2015450,"ConsecutiveGIR",2015
4,4,"Jhonattan Vegas",27,28,2,1,14,2015360,"ConsecutiveGIR",2015
6,6,"Brandt Snedeker",27,27,5,1,1,2015150,"ConsecutiveGIR",2015
7,7,"Tommy Gainey",9,26,8,3,5,2015030,"ConsecutiveGIR",2015
8,8,"Erik Compton",28,25,2,4,16,2015410,"ConsecutiveGIR",2015
8,8,"Harris English",29,25,NA,1,11,2015260,"ConsecutiveGIR",2015
8,8,"Shawn Stefani",26,25,NA,4,10,2015120,"ConsecutiveGIR",2015
11,11,"Brian Davis",31,24,6,1,1,2015230,"ConsecutiveGIR",2015
11,11,"Jim Herman",27,24,1,3,1,2015450,"ConsecutiveGIR",2015
11,11,"Zach Johnson",25,24,1,1,13,2015100,"ConsecutiveGIR",2015
11,11,"Russell Knox",28,24,NA,3,3,2015260,"ConsecutiveGIR",2015
11,11,"Matt Kuchar",25,24,NA,1,13,2015100,"ConsecutiveGIR",2015
11,11,"George McNeill",27,24,2,4,7,2015360,"ConsecutiveGIR",2015
17,17,"Brendon de Jonge",31,23,2,2,11,2015110,"ConsecutiveGIR",2015
17,17,"Jim Furyk",19,23,1,1,14,2015470,"ConsecutiveGIR",2015
17,17,"Adam Hadwin",30,23,NA,3,3,2015020,"ConsecutiveGIR",2015
17,17,"Russell Henley",24,23,1,2,18,2015030,"ConsecutiveGIR",2015
17,17,"John Merrick",27,23,2,2,11,2015380,"ConsecutiveGIR",2015
17,17,"Adam Scott",15,23,NA,3,8,2015390,"ConsecutiveGIR",2015
17,17,"Vijay Singh",23,23,3,3,7,2015440,"ConsecutiveGIR",2015
17,17,"Nick Watney",28,23,NA,1,15,2015450,"ConsecutiveGIR",2015
25,25,"Thomas Aiken",4,22,1,1,18,2015390,"ConsecutiveGIR",2015
25,25,"Graham DeLaet",22,22,2,4,12,2015360,"ConsecutiveGIR",2015
25,25,"Ben Martin",27,22,2,2,18,2015390,"ConsecutiveGIR",2015
25,25,"Charl Schwartzel",19,22,NA,1,12,2015450,"ConsecutiveGIR",2015
25,25,"Brendan Steele",24,22,1,2,18,2015350,"ConsecutiveGIR",2015
30,30,"Jason Bohn",27,21,1,2,8,2015010,"ConsecutiveGIR",2015
30,30,"Chad Campbell",30,21,1,1,2,2015230,"ConsecutiveGIR",2015
30,30,"Kevin Chappell",26,21,NA,2,15,2015030,"ConsecutiveGIR",2015
30,30,"Brice Garnett",29,21,NA,3,1,2015350,"ConsecutiveGIR",2015
30,30,"Justin Hicks",14,21,2,2,18,2015030,"ConsecutiveGIR",2015
30,30,"Morgan Hoffmann",26,21,1,3,17,2015340,"ConsecutiveGIR",2015
30,30,"Billy Horschel",28,21,2,4,9,2015100,"ConsecutiveGIR",2015
30,30,"Ryo Ishikawa",28,21,2,2,9,2015020,"ConsecutiveGIR",2015
30,30,"Geoff Ogilvy",15,21,2,4,8,2015340,"ConsecutiveGIR",2015
30,30,"Alex Prugh",27,21,5,4,3,2015380,"ConsecutiveGIR",2015
30,30,"Webb Simpson",22,21,2,4,5,2015390,"ConsecutiveGIR",2015
30,30,"Brian Stuard",31,21,1,2,7,2015410,"ConsecutiveGIR",2015
30,30,"Daniel Summerhays",29,21,1,3,7,2015110,"ConsecutiveGIR",2015
30,30,"Brendon Todd",27,21,3,1,14,2015100,"ConsecutiveGIR",2015
44,44,"Sangmoon Bae",30,20,NA,2,13,2015100,"ConsecutiveGIR",2015
44,44,"Zac Blair",34,20,5,1,13,2015370,"ConsecutiveGIR",2015
44,44,"Michael Bradley",4,20,NA,2,17,2015180,"ConsecutiveGIR",2015
44,44,"Keegan Bradley",24,20,5,2,11,2015230,"ConsecutiveGIR",2015
44,44,"Alex Cejka",30,20,1,4,17,2015360,"ConsecutiveGIR",2015
44,44,"Stewart Cink",23,20,NA,3,7,2015040,"ConsecutiveGIR",2015
44,44,"Derek Fathauer",27,20,NA,1,1,2015070,"ConsecutiveGIR",2015
44,44,"John Huh",31,20,1,1,9,2015020,"ConsecutiveGIR",2015
44,44,"Jerry Kelly",24,20,2,1,7,2015260,"ConsecutiveGIR",2015
44,44,"Shaun Micheel",5,20,NA,2,18,2015180,"ConsecutiveGIR",2015
44,44,"Louis Oosthuizen",20,20,5,2,15,2015390,"ConsecutiveGIR",2015
44,44,"Pat Perez",26,20,NA,4,18,2015110,"ConsecutiveGIR",2015
44,44,"Michael Putnam",28,20,2,1,9,2015410,"ConsecutiveGIR",2015
44,44,"Patrick Rodgers",17,20,1,1,8,2015450,"ConsecutiveGIR",2015
44,44,"Justin Rose",20,20,NA,1,7,2015230,"ConsecutiveGIR",2015
44,44,"Henrik Stenson",16,20,1,3,2,2015470,"ConsecutiveGIR",2015
44,44,"Kevin Streelman",27,20,2,3,5,2015020,"ConsecutiveGIR",2015
44,44,"Boo Weekley",24,20,NA,1,16,2015260,"ConsecutiveGIR",2015
44,44,"Garrett Willis",1,20,1,3,15,2015380,"ConsecutiveGIR",2015
63,63,"Steven Alker",22,19,2,2,18,2015410,"ConsecutiveGIR",2015
