"OfficialWorldGolfRanking_RANKTHISWEEK_2009","OfficialWorldGolfRanking_RANKLASTWEEK_2009","OfficialWorldGolfRanking_PLAYERNAME_2009","OfficialWorldGolfRanking_EVENTS_2009","OfficialWorldGolfRanking_AVGPOINTS_2009","OfficialWorldGolfRanking_TOTALPOINTS_2009","OfficialWorldGolfRanking_POINTSLOST_2009","OfficialWorldGolfRanking_POINTSGAINED_2009","OfficialWorldGolfRanking_COUNTRY_2009","stat_name","year"
36,NA,"Mike Weir",51,2.78,141.58,-144.71,115.48,NA,"OfficialWorldGolfRanking",2009
37,NA,"Tim Clark",56,2.74,153.53,-128.15,126.11,NA,"OfficialWorldGolfRanking",2009
38,NA,"Graeme McDowell",55,2.66,146.25,-121.26,109.63,NA,"OfficialWorldGolfRanking",2009
39,NA,"Oliver Wilson",52,2.64,137.52,-109.51,108.14,NA,"OfficialWorldGolfRanking",2009
40,NA,"Francesco Molinari",56,2.64,147.79,-72.67,128.93,NA,"OfficialWorldGolfRanking",2009
41,NA,"David Toms",47,2.64,123.91,-73.63,142.26,NA,"OfficialWorldGolfRanking",2009
42,NA,"Justin Leonard",52,2.51,130.72,-151.55,107.09,NA,"OfficialWorldGolfRanking",2009
43,NA,"Simon Dyson",59,2.47,145.96,-69.2,139.85,NA,"OfficialWorldGolfRanking",2009
44,NA,"Brian Gay",60,2.46,147.57,-92.62,155.39,NA,"OfficialWorldGolfRanking",2009
45,NA,"Michael Sim",40,2.45,98.03,-32.98,107.94,NA,"OfficialWorldGolfRanking",2009
46,NA,"Anders Hansen",49,2.43,119.09,-84.14,127.03,NA,"OfficialWorldGolfRanking",2009
47,NA,"Miguel Angel Jimenez",56,2.43,135.91,-147.41,102.6,NA,"OfficialWorldGolfRanking",2009
48,NA,"Soren Hansen",53,2.41,127.55,-110.25,112.05,NA,"OfficialWorldGolfRanking",2009
49,NA,"Ben Curtis",44,2.37,104.06,-106.72,63.99,NA,"OfficialWorldGolfRanking",2009
50,NA,"Alvaro Quiros",55,2.32,127.69,-71.95,127.02,NA,"OfficialWorldGolfRanking",2009
51,NA,"Ryan Moore",52,2.31,120.21,-58.67,121.89,NA,"OfficialWorldGolfRanking",2009
52,NA,"Dustin Johnson",55,2.29,126.09,-58.07,139.31,NA,"OfficialWorldGolfRanking",2009
53,NA,"Peter Hanson",53,2.27,120.14,-93.22,91.63,NA,"OfficialWorldGolfRanking",2009
54,NA,"Alexander Noren",49,2.26,110.74,-62.38,93.89,NA,"OfficialWorldGolfRanking",2009
55,NA,"Edoardo Molinari",49,2.24,109.66,-14.91,115.3,NA,"OfficialWorldGolfRanking",2009
56,NA,"Stephen Ames",47,2.22,104.16,-109.14,86.22,NA,"OfficialWorldGolfRanking",2009
57,NA,"Shingo Katayama",55,2.21,121.5,-118.87,83.52,NA,"OfficialWorldGolfRanking",2009
58,NA,"Jeev Milkha Singh",66,2.2,144.92,-144.2,85.2,NA,"OfficialWorldGolfRanking",2009
59,NA,"Thongchai Jaidee",59,2.19,129.1,-78,116.43,NA,"OfficialWorldGolfRanking",2009
60,NA,"Scott Verplank",49,2.16,105.81,-89.63,99.15,NA,"OfficialWorldGolfRanking",2009
61,NA,"Chad Campbell",54,2.15,116.02,-98.1,104.55,NA,"OfficialWorldGolfRanking",2009
62,NA,"Matt Kuchar",52,2.14,111.09,-57.59,104.53,NA,"OfficialWorldGolfRanking",2009
63,NA,"Gonzalo Fdez Castano",53,2.13,112.64,-83.57,104.54,NA,"OfficialWorldGolfRanking",2009
64,NA,"Hiroyuki Fujita",49,2.1,102.66,-61.4,88.44,NA,"OfficialWorldGolfRanking",2009
65,NA,"Charl Schwartzel",56,2.09,116.89,-86.93,96.5,NA,"OfficialWorldGolfRanking",2009
66,NA,"Rory Sabbatini",55,2.07,113.96,-151.42,116.29,NA,"OfficialWorldGolfRanking",2009
67,NA,"Ross McGowan",54,2.05,110.61,-49.21,106.76,NA,"OfficialWorldGolfRanking",2009
68,NA,"Jason Dufner",50,2.05,102.39,-21.88,112.42,NA,"OfficialWorldGolfRanking",2009
69,NA,"Kevin Na",55,2.03,111.88,-61.8,131.38,NA,"OfficialWorldGolfRanking",2009
70,NA,"Justin Rose",52,2.03,105.45,-159.6,100.39,NA,"OfficialWorldGolfRanking",2009
71,NA,"Heath Slocum",59,1.94,114.5,-70.92,103.72,NA,"OfficialWorldGolfRanking",2009
72,NA,"Chris Wood",40,1.87,74.93,-27.52,65.93,NA,"OfficialWorldGolfRanking",2009
73,NA,"Koumei Oda",50,1.86,93.15,-42.01,78.94,NA,"OfficialWorldGolfRanking",2009
74,NA,"Kenichi Kuboya",49,1.86,91.07,-33.1,75.47,NA,"OfficialWorldGolfRanking",2009
75,NA,"John Senden",63,1.86,117.03,-83.38,114.82,NA,"OfficialWorldGolfRanking",2009
76,NA,"Brendan Jones",43,1.84,79,-79.38,56.88,NA,"OfficialWorldGolfRanking",2009
77,NA,"Mathew Goggin",58,1.84,106.55,-90.67,71.71,NA,"OfficialWorldGolfRanking",2009
78,NA,"Yasuharu Imano",40,1.83,73.11,-28.51,57.77,NA,"OfficialWorldGolfRanking",2009
79,NA,"Davis Love III",50,1.81,90.5,-63.12,80.42,NA,"OfficialWorldGolfRanking",2009
80,NA,"Jerry Kelly",58,1.77,102.69,-86.19,103.36,NA,"OfficialWorldGolfRanking",2009
81,NA,"Kevin Sutherland",53,1.72,91.4,-88.91,65.07,NA,"OfficialWorldGolfRanking",2009
82,NA,"Anthony Wall",55,1.72,94.65,-66.96,81.76,NA,"OfficialWorldGolfRanking",2009
83,NA,"WC Liang",48,1.71,82.25,-55.52,62.26,NA,"OfficialWorldGolfRanking",2009
84,NA,"James Kingston",53,1.7,90.11,-78.7,68.53,NA,"OfficialWorldGolfRanking",2009
85,NA,"Steve Marino",65,1.69,110.08,-79,102.35,NA,"OfficialWorldGolfRanking",2009
86,NA,"KJ Choi",49,1.68,82.13,-179.2,62.84,NA,"OfficialWorldGolfRanking",2009
87,NA,"John Rollins",55,1.66,91.33,-65.12,100.45,NA,"OfficialWorldGolfRanking",2009
88,NA,"Gregory Bourdy",55,1.64,90.39,-54.87,77.1,NA,"OfficialWorldGolfRanking",2009
89,NA,"Pat Perez",50,1.61,80.41,-88.05,80.38,NA,"OfficialWorldGolfRanking",2009
90,NA,"Louis Oosthuizen",52,1.59,82.93,-77.18,98.68,NA,"OfficialWorldGolfRanking",2009
91,NA,"Scott Strange",54,1.59,85.62,-61.37,73.04,NA,"OfficialWorldGolfRanking",2009
92,NA,"Rod Pampling",63,1.57,98.89,-101.44,70.6,NA,"OfficialWorldGolfRanking",2009
93,NA,"Richard Sterne",48,1.54,74.14,-86.92,32.88,NA,"OfficialWorldGolfRanking",2009
94,NA,"Prayad Marksaeng",64,1.54,98.49,-108.34,62.71,NA,"OfficialWorldGolfRanking",2009
95,NA,"Brandt Snedeker",54,1.54,83.1,-103.72,67.92,NA,"OfficialWorldGolfRanking",2009
96,NA,"Bubba Watson",53,1.52,80.66,-68.15,79.25,NA,"OfficialWorldGolfRanking",2009
97,NA,"David Smail",50,1.52,75.94,-65.53,61.54,NA,"OfficialWorldGolfRanking",2009
98,NA,"Paul Goydos",52,1.52,78.81,-55.51,67.39,NA,"OfficialWorldGolfRanking",2009
99,NA,"Ben Crane",52,1.51,78.59,-57.41,78.81,NA,"OfficialWorldGolfRanking",2009
100,NA,"Wen Tang Lin",40,1.51,60.4,-58.69,25.29,NA,"OfficialWorldGolfRanking",2009
101,NA,"Stuart Appleby",56,1.51,84.51,-117.84,53.09,NA,"OfficialWorldGolfRanking",2009
102,NA,"Mark Wilson",57,1.5,85.78,-66.56,83.01,NA,"OfficialWorldGolfRanking",2009
103,NA,"Marc Leishman",60,1.5,89.78,-27.11,82.56,NA,"OfficialWorldGolfRanking",2009
104,NA,"Tomohiro Kondo",47,1.49,70.04,-45.53,60.16,NA,"OfficialWorldGolfRanking",2009
105,NA,"Fred Couples",40,1.48,59.04,-42.85,62.58,NA,"OfficialWorldGolfRanking",2009
106,NA,"Andres Romero",48,1.47,70.68,-125.31,46.96,NA,"OfficialWorldGolfRanking",2009
107,NA,"Thomas Levet",51,1.47,74.92,-49.98,75.11,NA,"OfficialWorldGolfRanking",2009
108,NA,"Martin Laird",56,1.47,82.2,-30.09,72.08,NA,"OfficialWorldGolfRanking",2009
109,NA,"Bryce Molder",53,1.45,77.07,-23.06,75.87,NA,"OfficialWorldGolfRanking",2009
110,NA,"Nick Dougherty",52,1.45,75.54,-83.07,72,NA,"OfficialWorldGolfRanking",2009
111,NA,"Azuma Yano",53,1.45,76.95,-56.42,41,NA,"OfficialWorldGolfRanking",2009
112,NA,"Darren Clarke",56,1.44,80.46,-75.82,51.63,NA,"OfficialWorldGolfRanking",2009
113,NA,"KT Kim",48,1.42,68.34,-21.34,61.89,NA,"OfficialWorldGolfRanking",2009
114,NA,"John Mallinger",56,1.41,78.99,-60.12,80.15,NA,"OfficialWorldGolfRanking",2009
115,NA,"Boo Weekley",48,1.41,67.6,-112.87,52.95,NA,"OfficialWorldGolfRanking",2009
116,NA,"Ryuichi Oda",48,1.38,66.21,-10.49,66.54,NA,"OfficialWorldGolfRanking",2009
117,NA,"Freddie Jacobson",49,1.38,67.38,-70.35,52.43,NA,"OfficialWorldGolfRanking",2009
118,NA,"Jason Bohn",40,1.37,54.93,-35.69,51.74,NA,"OfficialWorldGolfRanking",2009
119,NA,"JB Holmes",51,1.36,69.21,-89.57,67.88,NA,"OfficialWorldGolfRanking",2009
120,NA,"Tom Watson",40,1.35,54.13,-6.07,60,NA,"OfficialWorldGolfRanking",2009
121,NA,"Charley Hoffman",57,1.35,77.12,-58.62,91.1,NA,"OfficialWorldGolfRanking",2009
122,NA,"Trevor Immelman",43,1.35,58.17,-140.38,18.31,NA,"OfficialWorldGolfRanking",2009
123,NA,"Nick OHern",56,1.35,75.44,-74.08,66.76,NA,"OfficialWorldGolfRanking",2009
124,NA,"Johan Edfors",54,1.35,72.74,-54.47,73.15,NA,"OfficialWorldGolfRanking",2009
125,NA,"Richard Green",47,1.34,62.91,-72.58,44.32,NA,"OfficialWorldGolfRanking",2009
126,NA,"Woody Austin",54,1.34,72.11,-109.81,58.54,NA,"OfficialWorldGolfRanking",2009
127,NA,"Gareth Maybin",50,1.34,66.75,-39.39,44.56,NA,"OfficialWorldGolfRanking",2009
128,NA,"Steve Webster",49,1.33,65.14,-61.83,58.95,NA,"OfficialWorldGolfRanking",2009
129,NA,"Rafa Cabrera Bello",58,1.33,76.85,-32.21,67.76,NA,"OfficialWorldGolfRanking",2009
130,NA,"Peter Hedblom",53,1.32,69.75,-57.47,50.07,NA,"OfficialWorldGolfRanking",2009
131,NA,"Shigeki Maruyama",54,1.29,69.83,-35.86,62.06,NA,"OfficialWorldGolfRanking",2009
132,NA,"Nicolas Colsaerts",40,1.28,51.15,-4.08,54.33,NA,"OfficialWorldGolfRanking",2009
133,NA,"Raphael Jacquelin",57,1.27,72.37,-45.51,73.64,NA,"OfficialWorldGolfRanking",2009
134,NA,"George McNeill",56,1.26,70.34,-59.81,62.84,NA,"OfficialWorldGolfRanking",2009
135,NA,"Shane Lowry",40,1.25,50.13,-7.91,58.04,NA,"OfficialWorldGolfRanking",2009
136,NA,"Toshinori Muto",46,1.25,57.34,-36.45,33.77,NA,"OfficialWorldGolfRanking",2009
137,NA,"Aaron Baddeley",49,1.23,60.48,-120.31,50.33,NA,"OfficialWorldGolfRanking",2009
138,NA,"Danny Willett",40,1.21,48.44,-14.2,54.32,NA,"OfficialWorldGolfRanking",2009
139,NA,"Charles Howell III",60,1.21,72.61,-70.66,77.32,NA,"OfficialWorldGolfRanking",2009
140,NA,"Jason Day",46,1.21,55.56,-40.3,58.41,NA,"OfficialWorldGolfRanking",2009
141,NA,"Thomas Aiken",52,1.19,61.88,-25.2,67.41,NA,"OfficialWorldGolfRanking",2009
142,NA,"Rhys Davies",55,1.19,65.42,-17.39,61.35,NA,"OfficialWorldGolfRanking",2009
143,NA,"Charlie Wi",56,1.19,66.57,-65.85,55.54,NA,"OfficialWorldGolfRanking",2009
144,NA,"Danny Lee",40,1.18,47.34,-19.21,58.31,NA,"OfficialWorldGolfRanking",2009
145,NA,"Jonathan Byrd",52,1.18,61.5,-56.78,64.63,NA,"OfficialWorldGolfRanking",2009
146,NA,"Greg Chalmers",59,1.18,69.74,-46.84,64.45,NA,"OfficialWorldGolfRanking",2009
147,NA,"Graeme Storm",54,1.18,63.59,-57.51,57.76,NA,"OfficialWorldGolfRanking",2009
148,NA,"Webb Simpson",44,1.17,51.67,-22.3,52.09,NA,"OfficialWorldGolfRanking",2009
149,NA,"Robert Rock",51,1.17,59.55,-32.89,53.45,NA,"OfficialWorldGolfRanking",2009
150,NA,"John Merrick",56,1.16,65.13,-58.86,65.4,NA,"OfficialWorldGolfRanking",2009
151,NA,"Daisuke Maruyama",56,1.15,64.65,-28.73,53.5,NA,"OfficialWorldGolfRanking",2009
152,NA,"Hideto Tanihara",50,1.15,57.46,-64.88,34.02,NA,"OfficialWorldGolfRanking",2009
153,NA,"Robert Jan Derksen",52,1.14,59.19,-53.37,52.36,NA,"OfficialWorldGolfRanking",2009
154,NA,"Sangmoon Bae",40,1.14,45.44,-27.34,36.78,NA,"OfficialWorldGolfRanking",2009
155,NA,"Bo Van Pelt",62,1.13,69.92,-47.05,72.28,NA,"OfficialWorldGolfRanking",2009
156,NA,"Peter Lawrie",56,1.13,63.02,-47.85,54.53,NA,"OfficialWorldGolfRanking",2009
157,NA,"Brian Davis",67,1.12,75.35,-56.64,75.09,NA,"OfficialWorldGolfRanking",2009
158,NA,"Toru Taniguchi",45,1.12,50.39,-70.51,40.89,NA,"OfficialWorldGolfRanking",2009
159,NA,"Toru Suzuki",46,1.12,51.44,-16.13,46.2,NA,"OfficialWorldGolfRanking",2009
160,NA,"Ricardo Gonzalez",48,1.12,53.54,-28.3,46.08,NA,"OfficialWorldGolfRanking",2009
161,NA,"Bradley Dredge",50,1.11,55.29,-46.26,51.6,NA,"OfficialWorldGolfRanking",2009
162,NA,"David Drysdale",60,1.1,66.09,-24.12,69.88,NA,"OfficialWorldGolfRanking",2009
163,NA,"Jamie Donaldson",52,1.09,56.81,-34.88,51.84,NA,"OfficialWorldGolfRanking",2009
164,NA,"Ryuji Imada",53,1.09,57.82,-97.24,40.24,NA,"OfficialWorldGolfRanking",2009
165,NA,"Jeff Klauk",56,1.09,60.87,-41.89,58.98,NA,"OfficialWorldGolfRanking",2009
166,NA,"Chris Tidland",42,1.08,45.46,-20.63,42.66,NA,"OfficialWorldGolfRanking",2009
167,NA,"Gaganjeet Bhullar",40,1.07,42.83,-11.9,45.92,NA,"OfficialWorldGolfRanking",2009
168,NA,"Tetsuji Hiratsuka",54,1.07,57.78,-28.1,61.14,NA,"OfficialWorldGolfRanking",2009
169,NA,"DJ Trahan",58,1.06,61.5,-87.67,46.85,NA,"OfficialWorldGolfRanking",2009
170,NA,"Blake Adams",40,1.06,42.3,-7.23,44.73,NA,"OfficialWorldGolfRanking",2009
170,NA,"Tim Petrovic",63,1.06,66.61,-38.79,63.06,NA,"OfficialWorldGolfRanking",2009
172,NA,"Christian Nilsson",40,1.05,41.9,-16.33,38.15,NA,"OfficialWorldGolfRanking",2009
173,NA,"Gary Orr",41,1.05,42.92,-29.5,35.08,NA,"OfficialWorldGolfRanking",2009
174,NA,"Chad Collins",49,1.04,51.01,-12.8,50.18,NA,"OfficialWorldGolfRanking",2009
175,NA,"Scott Piercy",49,1.04,50.98,-32.17,47.01,NA,"OfficialWorldGolfRanking",2009
176,NA,"James Nitties",40,1.03,41.14,-15.78,51.4,NA,"OfficialWorldGolfRanking",2009
177,NA,"Kaname Yokoo",50,1.02,51.23,-27.28,41.53,NA,"OfficialWorldGolfRanking",2009
178,NA,"Briny Baird",58,1.02,59.36,-72.25,50.68,NA,"OfficialWorldGolfRanking",2009
179,NA,"Brett Quigley",54,1.02,55.03,-43.62,58.48,NA,"OfficialWorldGolfRanking",2009
180,NA,"Damian McGrane",61,1.01,61.53,-54.3,54.09,NA,"OfficialWorldGolfRanking",2009
181,NA,"Christian Cevaer",51,1,51.19,-30.95,52.81,NA,"OfficialWorldGolfRanking",2009
182,NA,"Troy Matteson",60,1,59.94,-45.14,52.48,NA,"OfficialWorldGolfRanking",2009
183,NA,"Kazuhiro Yamashita",47,0.99,46.72,-7.98,43.5,NA,"OfficialWorldGolfRanking",2009
184,NA,"Jeff Overton",60,0.99,59.16,-40.39,57.36,NA,"OfficialWorldGolfRanking",2009
185,NA,"DA Points",57,0.98,56.03,-34.97,53.47,NA,"OfficialWorldGolfRanking",2009
186,NA,"Cameron Percy",49,0.98,48.05,-13.11,48.35,NA,"OfficialWorldGolfRanking",2009
187,NA,"Tom Gillis",40,0.95,37.88,-10.54,37.83,NA,"OfficialWorldGolfRanking",2009
188,NA,"Josh Teater",40,0.95,37.85,-1.68,39.53,NA,"OfficialWorldGolfRanking",2009
189,NA,"Masaya Tomida",47,0.93,43.88,-20.27,40.84,NA,"OfficialWorldGolfRanking",2009
190,NA,"Matt Bettencourt",62,0.93,57.88,-33.24,41.53,NA,"OfficialWorldGolfRanking",2009
191,NA,"Rocco Mediate",49,0.93,45.68,-66.63,24.14,NA,"OfficialWorldGolfRanking",2009
192,NA,"Jose Filipe Lima",50,0.93,46.55,-18.19,43.35,NA,"OfficialWorldGolfRanking",2009
193,NA,"Scott McCarron",49,0.93,45.61,-25.52,41.54,NA,"OfficialWorldGolfRanking",2009
194,NA,"Ricky Barnes",50,0.93,46.38,-20.4,45.93,NA,"OfficialWorldGolfRanking",2009
195,NA,"David Duval",42,0.92,38.84,-8.76,43.33,NA,"OfficialWorldGolfRanking",2009
196,NA,"Tano Goya",51,0.92,46.78,-31.72,41.61,NA,"OfficialWorldGolfRanking",2009
197,NA,"Katsumasa Miyamoto",49,0.92,44.88,-34.91,32.88,NA,"OfficialWorldGolfRanking",2009
198,NA,"Bill Haas",60,0.91,54.81,-41.53,52.47,NA,"OfficialWorldGolfRanking",2009
199,NA,"Bob Estes",51,0.91,46.48,-35.39,47.71,NA,"OfficialWorldGolfRanking",2009
200,NA,"Paul Lawrie",52,0.9,46.83,-42.07,31.92,NA,"OfficialWorldGolfRanking",2009
201,NA,"Dudley Hart",40,0.9,35.94,-57.96,6.67,NA,"OfficialWorldGolfRanking",2009
202,NA,"Niclas Fasth",56,0.89,49.62,-73.65,48.69,NA,"OfficialWorldGolfRanking",2009
203,NA,"Ignacio Garrido",57,0.88,50.36,-31.21,44.28,NA,"OfficialWorldGolfRanking",2009
204,NA,"Kevin Streelman",61,0.88,53.53,-38.15,40.8,NA,"OfficialWorldGolfRanking",2009
205,NA,"Carl Pettersson",58,0.87,50.61,-93.17,21.86,NA,"OfficialWorldGolfRanking",2009
206,NA,"Nathan Green",66,0.87,57.39,-57.46,53.35,NA,"OfficialWorldGolfRanking",2009
207,NA,"Steve Flesch",57,0.87,49.43,-77.18,38.05,NA,"OfficialWorldGolfRanking",2009
208,NA,"Chapchai Nirat",62,0.85,52.91,-46.13,48.12,NA,"OfficialWorldGolfRanking",2009
209,NA,"Oskar Henningsson",40,0.85,34,-5.73,33.56,NA,"OfficialWorldGolfRanking",2009
210,NA,"Derek Lamely",40,0.85,33.99,-2.11,36.1,NA,"OfficialWorldGolfRanking",2009
211,NA,"Michael Allen",50,0.85,42.29,-37.37,32.15,NA,"OfficialWorldGolfRanking",2009
212,NA,"Graham DeLaet",40,0.84,33.72,-15.96,37.23,NA,"OfficialWorldGolfRanking",2009
213,NA,"Thaworn Wiratchant",51,0.84,42.59,-43.69,23.09,NA,"OfficialWorldGolfRanking",2009
214,NA,"David Lynn",55,0.83,45.79,-42.94,26.68,NA,"OfficialWorldGolfRanking",2009
215,NA,"Alex Cejka",57,0.83,47.42,-42.02,44.94,NA,"OfficialWorldGolfRanking",2009
216,NA,"Jyoti Randhawa",55,0.83,45.65,-58.72,46.36,NA,"OfficialWorldGolfRanking",2009
217,NA,"Paul McGinley",51,0.83,42.26,-55.29,24.13,NA,"OfficialWorldGolfRanking",2009
218,NA,"Jeff Quinney",54,0.82,44.49,-74.33,29.44,NA,"OfficialWorldGolfRanking",2009
219,NA,"Taichi Teshima",45,0.82,36.91,-39.15,20.85,NA,"OfficialWorldGolfRanking",2009
220,NA,"Garrett Willis",42,0.81,34.08,-13.92,37.33,NA,"OfficialWorldGolfRanking",2009
221,NA,"Marcus Fraser",49,0.81,39.56,-31.82,31.38,NA,"OfficialWorldGolfRanking",2009
222,NA,"Marcus Both",47,0.8,37.57,-7.51,35.49,NA,"OfficialWorldGolfRanking",2009
223,NA,"Michael Jonzon",53,0.8,42.26,-21.55,35.38,NA,"OfficialWorldGolfRanking",2009
224,NA,"Chris Baryla",40,0.8,31.82,-4.01,32.86,NA,"OfficialWorldGolfRanking",2009
225,NA,"Michael Letzig",58,0.79,45.72,-43.52,40.02,NA,"OfficialWorldGolfRanking",2009
226,NA,"Shintaro Kai",52,0.79,40.94,-39.1,14.2,NA,"OfficialWorldGolfRanking",2009
227,NA,"David Horsey",57,0.78,44.63,-39.78,32.54,NA,"OfficialWorldGolfRanking",2009
228,NA,"Tommy Armour III",44,0.78,34.41,-46.32,25.1,NA,"OfficialWorldGolfRanking",2009
229,NA,"Ken Duke",62,0.78,48.43,-76.01,18.88,NA,"OfficialWorldGolfRanking",2009
230,NA,"Will Ma Kenzie",46,0.78,35.67,-33.93,29,NA,"OfficialWorldGolfRanking",2009
231,NA,"Richard Johnson",50,0.77,38.61,-27.06,35.68,NA,"OfficialWorldGolfRanking",2009
232,NA,"Hirofumi Miyase",47,0.77,36.24,-11.99,31.08,NA,"OfficialWorldGolfRanking",2009
233,NA,"Jeppe Huldahl",54,0.77,41.63,-22.95,35.73,NA,"OfficialWorldGolfRanking",2009
234,NA,"JJ Henry",62,0.77,47.64,-39.48,46.41,NA,"OfficialWorldGolfRanking",2009
235,NA,"Seung Yul Noh",40,0.77,30.73,-28.25,20.53,NA,"OfficialWorldGolfRanking",2009
236,NA,"Vaughn Taylor",60,0.77,46.02,-39.5,39.08,NA,"OfficialWorldGolfRanking",2009
237,NA,"Julien Quesne",47,0.76,35.95,-9.52,34.79,NA,"OfficialWorldGolfRanking",2009
238,NA,"Han Lee",45,0.76,34.29,-11.58,28.71,NA,"OfficialWorldGolfRanking",2009
239,NA,"Stephen Dodd",48,0.76,36.56,-11.44,45.39,NA,"OfficialWorldGolfRanking",2009
240,NA,"Richie Ramsay",52,0.76,39.39,-30.59,24.79,NA,"OfficialWorldGolfRanking",2009
241,NA,"SK Ho",43,0.76,32.48,-38.13,12.28,NA,"OfficialWorldGolfRanking",2009
242,NA,"Cameron Beckman",55,0.75,41.27,-38.91,28.59,NA,"OfficialWorldGolfRanking",2009
243,NA,"Tom Lehman",40,0.75,29.87,-34.37,26.27,NA,"OfficialWorldGolfRanking",2009
244,NA,"Thomas Bjorn",41,0.74,30.32,-37.44,26.3,NA,"OfficialWorldGolfRanking",2009
245,NA,"Gary Boyd",43,0.74,31.69,-15.86,32.49,NA,"OfficialWorldGolfRanking",2009
246,NA,"Hennie Otto",50,0.73,36.74,-46.22,23.67,NA,"OfficialWorldGolfRanking",2009
247,NA,"Lee Janzen",51,0.73,37.28,-21.66,39.16,NA,"OfficialWorldGolfRanking",2009
248,NA,"Robert Coles",45,0.73,32.7,-18.3,34.79,NA,"OfficialWorldGolfRanking",2009
