"3PuttsperRound_RANKTHISWEEK_2008","3PuttsperRound_RANKLASTWEEK_2008","3PuttsperRound_PLAYERNAME_2008","3PuttsperRound_ROUNDS_2008","3PuttsperRound_AVG_2008","3PuttsperRound_TOTAL3PUTTS_2008","3PuttsperRound_TOTALROUNDS_2008","stat_name","year"
1,1,"Paul Casey",55,0.94,49,52,"3PuttsperRound",2008
2,2,"Jason Allred",63,0.89,56,63,"3PuttsperRound",2008
3,3,"Mark Calcavecchia",67,0.86,57,66,"3PuttsperRound",2008
3,3,"David Lutterus",59,0.86,51,59,"3PuttsperRound",2008
5,5,"Joe Durant",92,0.84,77,92,"3PuttsperRound",2008
5,5,"Robert Gamez",79,0.84,66,79,"3PuttsperRound",2008
7,7,"Tommy Gainey",60,0.83,50,60,"3PuttsperRound",2008
8,8,"Nicholas Thompson",113,0.82,93,113,"3PuttsperRound",2008
8,8,"Boo Weekley",86,0.82,68,83,"3PuttsperRound",2008
10,10,"Charles Warren",79,0.81,64,79,"3PuttsperRound",2008
11,11,"Adam Scott",51,0.8,39,49,"3PuttsperRound",2008
12,12,"Mathias Gronberg",87,0.79,69,87,"3PuttsperRound",2008
13,13,"Harrison Frazar",73,0.77,56,73,"3PuttsperRound",2008
13,13,"Troy Matteson",94,0.77,72,94,"3PuttsperRound",2008
15,15,"Tom Lehman",51,0.76,39,51,"3PuttsperRound",2008
15,15,"Tag Ridings",88,0.76,67,88,"3PuttsperRound",2008
15,15,"Rory Sabbatini",77,0.76,58,76,"3PuttsperRound",2008
18,18,"Davis Love III",78,0.74,58,78,"3PuttsperRound",2008
19,19,"JB Holmes",86,0.73,62,85,"3PuttsperRound",2008
19,19,"Scott McCarron",63,0.73,46,63,"3PuttsperRound",2008
21,21,"Travis Perkins",53,0.72,38,53,"3PuttsperRound",2008
21,21,"John Rollins",94,0.72,68,94,"3PuttsperRound",2008
21,21,"Bubba Watson",97,0.72,70,97,"3PuttsperRound",2008
24,24,"Nick Flanagan",89,0.71,63,89,"3PuttsperRound",2008
25,25,"Robert Garrigus",90,0.7,63,90,"3PuttsperRound",2008
25,25,"John Senden",93,0.7,64,92,"3PuttsperRound",2008
27,27,"Mark Hensby",71,0.69,49,71,"3PuttsperRound",2008
28,28,"Fred Couples",60,0.68,41,60,"3PuttsperRound",2008
28,28,"Ernie Els",51,0.68,34,50,"3PuttsperRound",2008
30,30,"Kenneth Ferrie",72,0.67,48,72,"3PuttsperRound",2008
30,30,"Ron Whittaker",54,0.67,36,54,"3PuttsperRound",2008
32,32,"Steve Allan",58,0.66,38,58,"3PuttsperRound",2008
32,32,"Billy Andrade",71,0.66,47,71,"3PuttsperRound",2008
32,32,"Tommy Armour III",77,0.66,51,77,"3PuttsperRound",2008
32,32,"Woody Austin",109,0.66,69,105,"3PuttsperRound",2008
32,32,"Jeff Gove",50,0.66,33,50,"3PuttsperRound",2008
32,32,"Jeff Maggert",86,0.66,57,86,"3PuttsperRound",2008
32,32,"George McNeill",97,0.66,64,97,"3PuttsperRound",2008
32,32,"Pat Perez",93,0.66,61,92,"3PuttsperRound",2008
40,40,"Robert Allenby",108,0.65,70,107,"3PuttsperRound",2008
40,40,"Angel Cabrera",55,0.65,33,51,"3PuttsperRound",2008
40,40,"Todd Demsey",80,0.65,52,80,"3PuttsperRound",2008
40,40,"David Duval",51,0.65,33,51,"3PuttsperRound",2008
40,40,"Billy Mayfair",103,0.65,67,103,"3PuttsperRound",2008
40,40,"Jesper Parnevik",88,0.65,57,88,"3PuttsperRound",2008
40,40,"DJ Trahan",94,0.65,61,94,"3PuttsperRound",2008
47,47,"Justin Bolli",87,0.64,56,87,"3PuttsperRound",2008
47,47,"Jonathan Byrd",88,0.64,54,85,"3PuttsperRound",2008
47,47,"Brian Davis",108,0.64,69,108,"3PuttsperRound",2008
47,47,"Jason Gore",94,0.64,60,94,"3PuttsperRound",2008
47,47,"Charley Hoffman",94,0.64,60,94,"3PuttsperRound",2008
47,47,"Steve Lowery",74,0.64,47,74,"3PuttsperRound",2008
47,47,"Chris Stroud",81,0.64,52,81,"3PuttsperRound",2008
