"PuttingfromInside5_RANKTHISWEEK_2012","PuttingfromInside5_RANKLASTWEEK_2012","PuttingfromInside5_PLAYERNAME_2012","PuttingfromInside5_ROUNDS_2012","PuttingfromInside5_Pct_2012","PuttingfromInside5_ATTEMPTS_2012","PuttingfromInside5_PUTTSMADE_2012","stat_name","year"
29,29,"John Huh",99,97.16,1196,1162,"PuttingfromInside5",2012
30,30,"Jeff Overton",101,97.15,1299,1262,"PuttingfromInside5",2012
31,31,"Seung Yul Noh",105,97.14,1223,1188,"PuttingfromInside5",2012
32,32,"Hunter Mahan",88,97.12,939,912,"PuttingfromInside5",2012
33,33,"Bud Cauley",99,97.1,1312,1274,"PuttingfromInside5",2012
34,34,"Harris English",98,97.09,1239,1203,"PuttingfromInside5",2012
35,35,"Brandt Jobe",57,97.07,648,629,"PuttingfromInside5",2012
35,35,"Tiger Woods",69,97.07,682,662,"PuttingfromInside5",2012
37,37,"Martin Flores",95,97.06,1124,1091,"PuttingfromInside5",2012
38,38,"Graham DeLaet",79,97.03,1009,979,"PuttingfromInside5",2012
39,39,"Steve Wheatcroft",56,97.01,602,584,"PuttingfromInside5",2012
40,40,"JJ Henry",93,96.98,1059,1027,"PuttingfromInside5",2012
40,40,"Zach Johnson",95,96.98,1026,995,"PuttingfromInside5",2012
42,42,"YE Yang",64,96.95,656,636,"PuttingfromInside5",2012
43,43,"Kyle Reifers",86,96.92,1072,1039,"PuttingfromInside5",2012
44,44,"Tom Gillis",75,96.89,966,936,"PuttingfromInside5",2012
44,44,"Derek Lamely",64,96.89,772,748,"PuttingfromInside5",2012
46,46,"Roberto Castro",92,96.88,1089,1055,"PuttingfromInside5",2012
47,47,"Keegan Bradley",90,96.87,989,958,"PuttingfromInside5",2012
47,47,"Bill Haas",79,96.87,863,836,"PuttingfromInside5",2012
49,49,"John Daly",50,96.86,510,494,"PuttingfromInside5",2012
50,50,"Rory McIlroy",60,96.85,571,553,"PuttingfromInside5",2012
51,51,"Bubba Watson",68,96.82,755,731,"PuttingfromInside5",2012
52,52,"Scott Piercy",95,96.81,1190,1152,"PuttingfromInside5",2012
53,53,"Alexandre Rocha",62,96.77,713,690,"PuttingfromInside5",2012
53,53,"Michael Thompson",80,96.77,899,870,"PuttingfromInside5",2012
55,55,"Bryce Molder",83,96.76,989,957,"PuttingfromInside5",2012
56,56,"Tim Clark",60,96.74,706,683,"PuttingfromInside5",2012
56,56,"Marco Dawson",60,96.74,674,652,"PuttingfromInside5",2012
58,58,"Rod Pampling",88,96.72,1007,974,"PuttingfromInside5",2012
59,59,"Cameron Tringale",88,96.71,1094,1058,"PuttingfromInside5",2012
60,60,"Will Claxton",99,96.7,1241,1200,"PuttingfromInside5",2012
60,60,"Chris Kirk",93,96.7,1212,1172,"PuttingfromInside5",2012
60,60,"Spencer Levin",81,96.7,940,909,"PuttingfromInside5",2012
60,60,"Brendon Todd",78,96.7,878,849,"PuttingfromInside5",2012
64,64,"Rocco Mediate",70,96.69,846,818,"PuttingfromInside5",2012
64,64,"Kevin Na",80,96.69,906,876,"PuttingfromInside5",2012
66,66,"Nathan Green",73,96.68,814,787,"PuttingfromInside5",2012
66,66,"Charles Howell III",98,96.68,1113,1076,"PuttingfromInside5",2012
68,68,"James Driscoll",83,96.67,992,959,"PuttingfromInside5",2012
68,68,"Jhonattan Vegas",77,96.67,990,957,"PuttingfromInside5",2012
70,70,"Rickie Fowler",84,96.66,959,927,"PuttingfromInside5",2012
70,70,"Mark Wilson",84,96.66,988,955,"PuttingfromInside5",2012
72,72,"Colt Knost",79,96.64,952,920,"PuttingfromInside5",2012
73,73,"Ryan Moore",89,96.62,1124,1086,"PuttingfromInside5",2012
73,73,"Nick Watney",97,96.62,1065,1029,"PuttingfromInside5",2012
75,75,"Brian Harman",101,96.6,1266,1223,"PuttingfromInside5",2012
75,75,"Charlie Wi",86,96.6,1030,995,"PuttingfromInside5",2012
77,77,"Dustin Johnson",70,96.59,763,737,"PuttingfromInside5",2012
78,78,"Aaron Baddeley",73,96.58,760,734,"PuttingfromInside5",2012
78,78,"JB Holmes",90,96.58,1141,1102,"PuttingfromInside5",2012
80,80,"Gary Christian",91,96.57,1050,1014,"PuttingfromInside5",2012
81,81,"Dicky Pride",62,96.55,695,671,"PuttingfromInside5",2012
82,82,"Brendon de Jonge",115,96.54,1444,1394,"PuttingfromInside5",2012
83,83,"Garth Mulroy",59,96.52,660,637,"PuttingfromInside5",2012
83,83,"Chris Stroud",86,96.52,1064,1027,"PuttingfromInside5",2012
85,85,"George McNeill",85,96.51,1004,969,"PuttingfromInside5",2012
86,86,"Jonathan Byrd",69,96.49,797,769,"PuttingfromInside5",2012
87,87,"Webb Simpson",77,96.48,910,878,"PuttingfromInside5",2012
88,88,"Stuart Appleby",75,96.47,934,901,"PuttingfromInside5",2012
89,89,"Kevin Kisner",69,96.45,760,733,"PuttingfromInside5",2012
90,90,"Blake Adams",107,96.44,1236,1192,"PuttingfromInside5",2012
91,91,"Jerry Kelly",84,96.43,1064,1026,"PuttingfromInside5",2012
91,91,"Russell Knox",72,96.43,812,783,"PuttingfromInside5",2012
93,93,"Angel Cabrera",54,96.42,530,511,"PuttingfromInside5",2012
93,93,"Billy Horschel",63,96.42,699,674,"PuttingfromInside5",2012
95,95,"Stewart Cink",71,96.41,779,751,"PuttingfromInside5",2012
96,96,"Erik Compton",81,96.39,915,882,"PuttingfromInside5",2012
96,96,"Ben Crane",73,96.39,859,828,"PuttingfromInside5",2012
96,96,"Ryuji Imada",78,96.39,942,908,"PuttingfromInside5",2012
96,96,"Scott Stallings",78,96.39,996,960,"PuttingfromInside5",2012
100,100,"Jason Bohn",81,96.38,940,906,"PuttingfromInside5",2012
100,100,"Daniel Chopra",55,96.38,608,586,"PuttingfromInside5",2012
102,102,"Daniel Summerhays",81,96.35,987,951,"PuttingfromInside5",2012
103,103,"Justin Leonard",79,96.34,984,948,"PuttingfromInside5",2012
104,104,"Ernie Els",80,96.32,951,916,"PuttingfromInside5",2012
105,105,"Charley Hoffman",88,96.31,1112,1071,"PuttingfromInside5",2012
106,106,"Tommy Biershenk",74,96.29,809,779,"PuttingfromInside5",2012
106,106,"John Senden",81,96.29,890,857,"PuttingfromInside5",2012
108,108,"Jeff Maggert",83,96.27,1125,1083,"PuttingfromInside5",2012
108,108,"David Mathis",83,96.27,964,928,"PuttingfromInside5",2012
110,110,"John Rollins",81,96.26,1015,977,"PuttingfromInside5",2012
110,110,"Kevin Streelman",89,96.26,1124,1082,"PuttingfromInside5",2012
112,112,"Matt Bettencourt",80,96.25,879,846,"PuttingfromInside5",2012
112,112,"Justin Rose",69,96.25,773,744,"PuttingfromInside5",2012
112,112,"Josh Teater",97,96.25,1200,1155,"PuttingfromInside5",2012
115,115,"Marc Leishman",84,96.21,1136,1093,"PuttingfromInside5",2012
116,116,"Danny Lee",74,96.2,841,809,"PuttingfromInside5",2012
117,117,"Jason Dufner",83,96.16,911,876,"PuttingfromInside5",2012
117,117,"Kevin Stadler",85,96.16,1042,1002,"PuttingfromInside5",2012
117,117,"Roland Thatcher",55,96.16,651,626,"PuttingfromInside5",2012
120,120,"Tommy Gainey",98,96.13,1265,1216,"PuttingfromInside5",2012
121,121,"Bob Estes",78,96.11,926,890,"PuttingfromInside5",2012
122,122,"Freddie Jacobson",61,96.1,641,616,"PuttingfromInside5",2012
123,123,"DA Points",88,96.09,1175,1129,"PuttingfromInside5",2012
124,124,"Ken Duke",104,96.05,1266,1216,"PuttingfromInside5",2012
125,125,"JJ Killeen",101,96.02,1230,1181,"PuttingfromInside5",2012
126,126,"Brendan Steele",77,95.99,923,886,"PuttingfromInside5",2012
127,127,"Michael Bradley",63,95.95,791,759,"PuttingfromInside5",2012
128,128,"Brian Davis",91,95.94,1085,1041,"PuttingfromInside5",2012
128,128,"Tim Herron",88,95.94,1134,1088,"PuttingfromInside5",2012
128,128,"David Toms",60,95.94,640,614,"PuttingfromInside5",2012
131,131,"Adam Scott",59,95.92,588,564,"PuttingfromInside5",2012
132,132,"Matt Every",80,95.9,902,865,"PuttingfromInside5",2012
132,132,"Hunter Haas",69,95.9,757,726,"PuttingfromInside5",2012
132,132,"Rory Sabbatini",84,95.9,1048,1005,"PuttingfromInside5",2012
135,135,"Charl Schwartzel",56,95.89,559,536,"PuttingfromInside5",2012
136,136,"Bobby Gates",87,95.86,1111,1065,"PuttingfromInside5",2012
137,137,"Graeme McDowell",55,95.84,553,530,"PuttingfromInside5",2012
138,138,"Pat Perez",81,95.82,982,941,"PuttingfromInside5",2012
139,139,"Kevin Chappell",91,95.81,1027,984,"PuttingfromInside5",2012
140,140,"Patrick Sheehan",58,95.75,636,609,"PuttingfromInside5",2012
141,141,"Gary Woodland",70,95.74,774,741,"PuttingfromInside5",2012
142,142,"KJ Choi",71,95.72,817,782,"PuttingfromInside5",2012
143,143,"Chris DiMarco",83,95.71,1049,1004,"PuttingfromInside5",2012
143,143,"Sean OHair",84,95.71,1095,1048,"PuttingfromInside5",2012
145,145,"Troy Kelly",68,95.69,742,710,"PuttingfromInside5",2012
145,145,"Vaughn Taylor",81,95.69,905,866,"PuttingfromInside5",2012
147,147,"Vijay Singh",99,95.68,1203,1151,"PuttingfromInside5",2012
148,148,"Arjun Atwal",79,95.66,968,926,"PuttingfromInside5",2012
148,148,"Mathew Goggin",65,95.66,829,793,"PuttingfromInside5",2012
150,150,"Harrison Frazar",56,95.65,690,660,"PuttingfromInside5",2012
151,151,"Miguel Angel Carballo",73,95.62,822,786,"PuttingfromInside5",2012
152,152,"Tom Pernice Jr",62,95.59,771,737,"PuttingfromInside5",2012
153,153,"Lee Westwood",60,95.57,587,561,"PuttingfromInside5",2012
154,154,"Sangmoon Bae",81,95.53,806,770,"PuttingfromInside5",2012
154,154,"Davis Love III",64,95.53,739,706,"PuttingfromInside5",2012
156,156,"Bill Lunde",83,95.51,980,936,"PuttingfromInside5",2012
157,157,"Sung Kang",75,95.5,888,848,"PuttingfromInside5",2012
157,157,"Heath Slocum",93,95.5,1133,1082,"PuttingfromInside5",2012
159,159,"Billy Mayfair",90,95.44,1140,1088,"PuttingfromInside5",2012
160,160,"DJ Trahan",73,95.37,928,885,"PuttingfromInside5",2012
161,161,"Jason Kokrak",79,95.35,1011,964,"PuttingfromInside5",2012
162,162,"Henrik Stenson",51,95.33,599,571,"PuttingfromInside5",2012
163,163,"Chris Couch",61,95.29,785,748,"PuttingfromInside5",2012
163,163,"Trevor Immelman",76,95.29,850,810,"PuttingfromInside5",2012
165,165,"Troy Matteson",100,95.28,1186,1130,"PuttingfromInside5",2012
166,166,"John Merrick",83,95.27,1078,1027,"PuttingfromInside5",2012
166,166,"Chez Reavie",83,95.27,972,926,"PuttingfromInside5",2012
168,168,"Mark Anderson",75,95.24,883,841,"PuttingfromInside5",2012
169,169,"Camilo Villegas",79,95.21,1085,1033,"PuttingfromInside5",2012
170,170,"John Mallinger",74,95.16,950,904,"PuttingfromInside5",2012
171,171,"Kris Blanks",65,95.13,883,840,"PuttingfromInside5",2012
172,172,"Robert Allenby",76,95.07,973,925,"PuttingfromInside5",2012
172,172,"Charlie Beljan",61,95.07,629,598,"PuttingfromInside5",2012
174,174,"Robert Karlsson",54,95.06,607,577,"PuttingfromInside5",2012
175,175,"Robert Garrigus",89,95.05,1051,999,"PuttingfromInside5",2012
176,176,"Cameron Beckman",81,95.01,1003,953,"PuttingfromInside5",2012
177,177,"Kyle Stanley",86,94.98,1075,1021,"PuttingfromInside5",2012
178,178,"Stephen Ames",54,94.88,566,537,"PuttingfromInside5",2012
179,179,"Scott Brown",65,94.82,753,714,"PuttingfromInside5",2012
179,179,"Stephen Gangluff",57,94.82,637,604,"PuttingfromInside5",2012
181,181,"Ted Potter Jr",77,94.77,861,816,"PuttingfromInside5",2012
182,182,"Nick OHern",78,94.65,1010,956,"PuttingfromInside5",2012
183,183,"Andres Romero",68,94.62,780,738,"PuttingfromInside5",2012
184,184,"Greg Owen",90,94.59,1165,1102,"PuttingfromInside5",2012
185,185,"Chad Campbell",84,94.52,1077,1018,"PuttingfromInside5",2012
186,186,"Padraig Harrington",67,94.3,649,612,"PuttingfromInside5",2012
187,187,"Ricky Barnes",92,94.24,1216,1146,"PuttingfromInside5",2012
188,188,"Boo Weekley",74,94.06,893,840,"PuttingfromInside5",2012
189,189,"Matt Jones",53,93.9,656,616,"PuttingfromInside5",2012
190,190,"Scott Dunlap",57,93.57,684,640,"PuttingfromInside5",2012
191,191,"Kyle Thompson",51,93.56,559,523,"PuttingfromInside5",2012
