"AveragePuttingDistanceGIR1Putts_RANKTHISWEEK_2007","AveragePuttingDistanceGIR1Putts_RANKLASTWEEK_2007","AveragePuttingDistanceGIR1Putts_PLAYERNAME_2007","AveragePuttingDistanceGIR1Putts_ROUNDS_2007","AveragePuttingDistanceGIR1Putts_AVG_2007","AveragePuttingDistanceGIR1Putts_DISTANCEFEET_2007","AveragePuttingDistanceGIR1Putts_TOTALPUTTS_2007","stat_name","year"
1,1,"Tag Ridings",52,NA,1742.75,140,"AveragePuttingDistanceGIR1Putts",2007
2,2,"Jesper Parnevik",88,NA,3186.833,258,"AveragePuttingDistanceGIR1Putts",2007
3,3,"Henrik Stenson",52,NA,1274.083,105,"AveragePuttingDistanceGIR1Putts",2007
4,4,"Ryan Armour",107,NA,3370.083,285,"AveragePuttingDistanceGIR1Putts",2007
4,4,"Tim Clark",66,NA,2206.833,187,"AveragePuttingDistanceGIR1Putts",2007
4,4,"Robert Garrigus",95,NA,3090.917,261,"AveragePuttingDistanceGIR1Putts",2007
4,4,"Justin Leonard",95,NA,2912.833,246,"AveragePuttingDistanceGIR1Putts",2007
8,8,"Michael Boyd",61,NA,1620.417,138,"AveragePuttingDistanceGIR1Putts",2007
8,8,"Parker McLachlin",83,NA,2458,209,"AveragePuttingDistanceGIR1Putts",2007
8,8,"Rod Pampling",92,NA,2532.917,216,"AveragePuttingDistanceGIR1Putts",2007
8,8,"Dicky Pride",71,NA,2042.917,174,"AveragePuttingDistanceGIR1Putts",2007
8,8,"Joey Sindelar",75,NA,2128.083,181,"AveragePuttingDistanceGIR1Putts",2007
13,13,"Chad Campbell",96,NA,2471,213,"AveragePuttingDistanceGIR1Putts",2007
13,13,"Glen Day",85,NA,2515.333,217,"AveragePuttingDistanceGIR1Putts",2007
13,13,"Jason Dufner",100,NA,2925.583,253,"AveragePuttingDistanceGIR1Putts",2007
13,13,"Sergio Garcia",68,NA,2082.333,180,"AveragePuttingDistanceGIR1Putts",2007
13,13,"Corey Pavin",81,NA,2154.5,186,"AveragePuttingDistanceGIR1Putts",2007
18,18,"Zach Johnson",76,NA,2152,187,"AveragePuttingDistanceGIR1Putts",2007
19,19,"Lee Janzen",66,NA,1573.5,138,"AveragePuttingDistanceGIR1Putts",2007
19,19,"Frank Lickliter II",95,NA,3270,287,"AveragePuttingDistanceGIR1Putts",2007
19,19,"Jeff Quinney",95,NA,3118.75,274,"AveragePuttingDistanceGIR1Putts",2007
19,19,"Michael Sim",52,NA,1684,148,"AveragePuttingDistanceGIR1Putts",2007
19,19,"Tiger Woods",63,NA,1959.833,172,"AveragePuttingDistanceGIR1Putts",2007
24,24,"Steve Allan",63,NA,1965.167,174,"AveragePuttingDistanceGIR1Putts",2007
24,24,"Tom Byrum",50,NA,1203.333,106,"AveragePuttingDistanceGIR1Putts",2007
26,26,"Michael Allen",74,NA,2212.5,197,"AveragePuttingDistanceGIR1Putts",2007
26,26,"Stewart Cink",91,NA,2587.167,230,"AveragePuttingDistanceGIR1Putts",2007
26,26,"Jim Rutledge",59,NA,1080.583,96,"AveragePuttingDistanceGIR1Putts",2007
29,29,"Tommy Armour III",81,NA,2349.917,211,"AveragePuttingDistanceGIR1Putts",2007
29,29,"Gavin Coles",87,NA,2285.75,205,"AveragePuttingDistanceGIR1Putts",2007
29,29,"Joe Ogilvie",102,NA,3071.25,275,"AveragePuttingDistanceGIR1Putts",2007
32,32,"Jonathan Byrd",73,NA,2441.75,220,"AveragePuttingDistanceGIR1Putts",2007
32,32,"Brian Davis",101,NA,3055.083,276,"AveragePuttingDistanceGIR1Putts",2007
32,32,"Luke Donald",69,NA,1857,167,"AveragePuttingDistanceGIR1Putts",2007
32,32,"Shigeki Maruyama",84,NA,2652.167,239,"AveragePuttingDistanceGIR1Putts",2007
32,32,"Troy Matteson",87,NA,2511.167,226,"AveragePuttingDistanceGIR1Putts",2007
32,32,"Shaun Micheel",91,NA,2312.417,208,"AveragePuttingDistanceGIR1Putts",2007
32,32,"Tim Petrovic",106,NA,3407.25,307,"AveragePuttingDistanceGIR1Putts",2007
32,32,"Dean Wilson",92,NA,2598.583,235,"AveragePuttingDistanceGIR1Putts",2007
32,32,"Mark Wilson",87,NA,2190.417,198,"AveragePuttingDistanceGIR1Putts",2007
41,41,"Briny Baird",115,NA,3586.25,326,"AveragePuttingDistanceGIR1Putts",2007
41,41,"Bart Bryant",87,NA,2559.25,233,"AveragePuttingDistanceGIR1Putts",2007
41,41,"Ben Curtis",80,NA,1790.083,163,"AveragePuttingDistanceGIR1Putts",2007
41,41,"Steve Flesch",100,NA,2871.333,262,"AveragePuttingDistanceGIR1Putts",2007
41,41,"Paul Goydos",60,NA,1675.083,152,"AveragePuttingDistanceGIR1Putts",2007
41,41,"Tim Herron",98,NA,2643.25,240,"AveragePuttingDistanceGIR1Putts",2007
41,41,"Richard Johnson",93,NA,2420.167,220,"AveragePuttingDistanceGIR1Putts",2007
41,41,"Jeff Maggert",79,NA,2622.25,239,"AveragePuttingDistanceGIR1Putts",2007
41,41,"John Mallinger",96,NA,2836.417,257,"AveragePuttingDistanceGIR1Putts",2007
41,41,"Greg Owen",81,NA,2189.667,199,"AveragePuttingDistanceGIR1Putts",2007
41,41,"Jason Schultz",63,NA,1560.917,142,"AveragePuttingDistanceGIR1Putts",2007
41,41,"Paul Stankowski",52,NA,1319.25,120,"AveragePuttingDistanceGIR1Putts",2007
53,53,"Stephen Ames",81,NA,1905.667,175,"AveragePuttingDistanceGIR1Putts",2007
53,53,"Billy Andrade",88,NA,2618.833,239,"AveragePuttingDistanceGIR1Putts",2007
53,53,"Bob Heintz",85,NA,2535.083,233,"AveragePuttingDistanceGIR1Putts",2007
53,53,"Charles Howell III",89,NA,2135.583,195,"AveragePuttingDistanceGIR1Putts",2007
53,53,"Trevor Immelman",74,NA,1535.25,141,"AveragePuttingDistanceGIR1Putts",2007
53,53,"Stephen Leaney",82,NA,2373.583,218,"AveragePuttingDistanceGIR1Putts",2007
53,53,"Billy Mayfair",98,NA,2786.75,256,"AveragePuttingDistanceGIR1Putts",2007
53,53,"Charlie Wi",90,NA,2876.917,264,"AveragePuttingDistanceGIR1Putts",2007
61,61,"Robert Allenby",90,NA,2478.5,229,"AveragePuttingDistanceGIR1Putts",2007
61,61,"Rich Barcelo",80,NA,2378,219,"AveragePuttingDistanceGIR1Putts",2007
61,61,"Rich Beem",89,NA,2467.917,227,"AveragePuttingDistanceGIR1Putts",2007
61,61,"Jeff Brehaut",59,NA,1484.667,137,"AveragePuttingDistanceGIR1Putts",2007
61,61,"Mark Brooks",53,NA,1095.5,101,"AveragePuttingDistanceGIR1Putts",2007
61,61,"Daniel Chopra",106,NA,3209.667,297,"AveragePuttingDistanceGIR1Putts",2007
61,61,"Fred Funk",65,NA,1626.167,150,"AveragePuttingDistanceGIR1Putts",2007
61,61,"JP Hayes",89,NA,2593.167,240,"AveragePuttingDistanceGIR1Putts",2007
61,61,"Craig Kanada",109,NA,3034.75,281,"AveragePuttingDistanceGIR1Putts",2007
61,61,"Craig Lile",77,NA,2282,210,"AveragePuttingDistanceGIR1Putts",2007
61,61,"Bryce Molder",56,NA,1354.917,125,"AveragePuttingDistanceGIR1Putts",2007
61,61,"Ryan Moore",92,NA,2700,250,"AveragePuttingDistanceGIR1Putts",2007
61,61,"Tom Pernice Jr",104,NA,2764.417,256,"AveragePuttingDistanceGIR1Putts",2007
61,61,"Michael Putnam",96,NA,2672.5,246,"AveragePuttingDistanceGIR1Putts",2007
61,61,"Chris Riley",59,NA,1794.583,166,"AveragePuttingDistanceGIR1Putts",2007
61,61,"Heath Slocum",101,NA,3220.083,297,"AveragePuttingDistanceGIR1Putts",2007
61,61,"Jeff Sluman",60,NA,1190.167,110,"AveragePuttingDistanceGIR1Putts",2007
61,61,"Kevin Stadler",95,NA,2097.667,193,"AveragePuttingDistanceGIR1Putts",2007
79,79,"Eric Axley",107,NA,2792.083,259,"AveragePuttingDistanceGIR1Putts",2007
79,79,"Andrew Buckle",77,NA,2072,193,"AveragePuttingDistanceGIR1Putts",2007
79,79,"Steve Elkington",87,NA,2310.583,215,"AveragePuttingDistanceGIR1Putts",2007
79,79,"Robert Gamez",88,NA,2377.25,222,"AveragePuttingDistanceGIR1Putts",2007
79,79,"Mathew Goggin",97,NA,2748.333,256,"AveragePuttingDistanceGIR1Putts",2007
79,79,"Jeff Gove",103,NA,2902.917,271,"AveragePuttingDistanceGIR1Putts",2007
79,79,"Matt Hendrix",63,NA,1615,150,"AveragePuttingDistanceGIR1Putts",2007
79,79,"Davis Love III",66,NA,1486.5,138,"AveragePuttingDistanceGIR1Putts",2007
79,79,"Jarrod Lyle",77,NA,2249.25,210,"AveragePuttingDistanceGIR1Putts",2007
79,79,"Will Ma Kenzie",100,NA,3020.25,280,"AveragePuttingDistanceGIR1Putts",2007
79,79,"George McNeill",95,NA,2649.5,247,"AveragePuttingDistanceGIR1Putts",2007
79,79,"Chris Stroud",66,NA,1865.167,173,"AveragePuttingDistanceGIR1Putts",2007
79,79,"David Toms",80,NA,2216.333,206,"AveragePuttingDistanceGIR1Putts",2007
92,92,"Stuart Appleby",74,NA,1761.333,165,"AveragePuttingDistanceGIR1Putts",2007
92,92,"Mark Calcavecchia",93,NA,2771.917,260,"AveragePuttingDistanceGIR1Putts",2007
92,92,"Ernie Els",59,NA,1570.083,147,"AveragePuttingDistanceGIR1Putts",2007
92,92,"Mark Hensby",81,NA,2349.583,220,"AveragePuttingDistanceGIR1Putts",2007
