"TenthTeeLateRound2ScoringAverage_RANKTHISWEEK_2006","TenthTeeLateRound2ScoringAverage_RANKLASTWEEK_2006","TenthTeeLateRound2ScoringAverage_PLAYERNAME_2006","TenthTeeLateRound2ScoringAverage__2006","TenthTeeLateRound2ScoringAverage_AVG_2006","TenthTeeLateRound2ScoringAverage_TOTALSTROKES_2006","TenthTeeLateRound2ScoringAverage_TOTALROUNDS_2006","stat_name","year"
1,1,"Tim Clark",NA,67,268,4,"TenthTeeLateRound2ScoringAverage",2006
2,2,"Stephen Ames",NA,67.2,336,5,"TenthTeeLateRound2ScoringAverage",2006
3,3,"Stuart Appleby",NA,68,272,4,"TenthTeeLateRound2ScoringAverage",2006
3,3,"Stewart Cink",NA,68,272,4,"TenthTeeLateRound2ScoringAverage",2006
3,3,"Chris DiMarco",NA,68,68,1,"TenthTeeLateRound2ScoringAverage",2006
3,3,"Matt Hansen",NA,68,204,3,"TenthTeeLateRound2ScoringAverage",2006
7,7,"Jeff Overton",NA,68.14,477,7,"TenthTeeLateRound2ScoringAverage",2006
8,8,"Arron Oberholser",NA,68.2,341,5,"TenthTeeLateRound2ScoringAverage",2006
9,9,"Freddie Jacobson",NA,68.33,410,6,"TenthTeeLateRound2ScoringAverage",2006
10,10,"KJ Choi",NA,68.43,479,7,"TenthTeeLateRound2ScoringAverage",2006
11,11,"Kris Cox",NA,68.75,550,8,"TenthTeeLateRound2ScoringAverage",2006
12,12,"Dean Wilson",NA,68.88,551,8,"TenthTeeLateRound2ScoringAverage",2006
13,13,"Sergio Garcia",NA,69,69,1,"TenthTeeLateRound2ScoringAverage",2006
13,13,"Jeff Sluman",NA,69,483,7,"TenthTeeLateRound2ScoringAverage",2006
15,15,"Sean OHair",NA,69.33,416,6,"TenthTeeLateRound2ScoringAverage",2006
16,16,"Greg Kraft",NA,69.4,347,5,"TenthTeeLateRound2ScoringAverage",2006
17,17,"Steve Elkington",NA,69.5,278,4,"TenthTeeLateRound2ScoringAverage",2006
17,17,"Danny Ellis",NA,69.5,278,4,"TenthTeeLateRound2ScoringAverage",2006
17,17,"Scott Verplank",NA,69.5,139,2,"TenthTeeLateRound2ScoringAverage",2006
17,17,"Camilo Villegas",NA,69.5,278,4,"TenthTeeLateRound2ScoringAverage",2006
21,21,"Will Ma Kenzie",NA,69.6,348,5,"TenthTeeLateRound2ScoringAverage",2006
22,22,"Billy Mayfair",NA,69.67,418,6,"TenthTeeLateRound2ScoringAverage",2006
22,22,"Phil Mickelson",NA,69.67,209,3,"TenthTeeLateRound2ScoringAverage",2006
24,24,"Bob Estes",NA,69.75,279,4,"TenthTeeLateRound2ScoringAverage",2006
24,24,"Geoff Ogilvy",NA,69.75,279,4,"TenthTeeLateRound2ScoringAverage",2006
24,24,"Brett Wetterich",NA,69.75,558,8,"TenthTeeLateRound2ScoringAverage",2006
27,27,"Robert Allenby",NA,69.86,489,7,"TenthTeeLateRound2ScoringAverage",2006
28,28,"Kent Jones",NA,69.88,559,8,"TenthTeeLateRound2ScoringAverage",2006
29,29,"Billy Andrade",NA,70,420,6,"TenthTeeLateRound2ScoringAverage",2006
29,29,"Jason Bohn",NA,70,630,9,"TenthTeeLateRound2ScoringAverage",2006
29,29,"Luke Donald",NA,70,70,1,"TenthTeeLateRound2ScoringAverage",2006
29,29,"Jim Furyk",NA,70,280,4,"TenthTeeLateRound2ScoringAverage",2006
29,29,"Jeff Gove",NA,70,560,8,"TenthTeeLateRound2ScoringAverage",2006
29,29,"Padraig Harrington",NA,70,140,2,"TenthTeeLateRound2ScoringAverage",2006
29,29,"Steve Stricker",NA,70,140,2,"TenthTeeLateRound2ScoringAverage",2006
36,36,"Fred Funk",NA,70.13,561,8,"TenthTeeLateRound2ScoringAverage",2006
36,36,"Charles Warren",NA,70.13,561,8,"TenthTeeLateRound2ScoringAverage",2006
