"AverageDistancetoHoleAfterTeeShot_RANKTHISWEEK_2009","AverageDistancetoHoleAfterTeeShot_RANKLASTWEEK_2009","AverageDistancetoHoleAfterTeeShot_PLAYERNAME_2009","AverageDistancetoHoleAfterTeeShot_ROUNDS_2009","AverageDistancetoHoleAfterTeeShot_AVG_2009","AverageDistancetoHoleAfterTeeShot_TOTALDISTAFTERTEESHOT_2009","AverageDistancetoHoleAfterTeeShot_TOTALTEESHOTS_2009","stat_name","year"
1,1,"Dustin Johnson",85,155.7,4859387,867,"AverageDistancetoHoleAfterTeeShot",2009
2,2,"Andres Romero",58,158.4,3393058,595,"AverageDistancetoHoleAfterTeeShot",2009
3,3,"Tag Ridings",50,158.5,3201805,561,"AverageDistancetoHoleAfterTeeShot",2009
4,4,"Gary Woodland",53,158.6,2808246,492,"AverageDistancetoHoleAfterTeeShot",2009
5,5,"Anthony Kim",76,159.1,4713663,823,"AverageDistancetoHoleAfterTeeShot",2009
6,6,"Robert Garrigus",83,161.2,5714625,985,"AverageDistancetoHoleAfterTeeShot",2009
7,7,"JB Holmes",74,161.9,4888863,839,"AverageDistancetoHoleAfterTeeShot",2009
7,7,"Bubba Watson",73,161.9,4540757,779,"AverageDistancetoHoleAfterTeeShot",2009
9,9,"Vijay Singh",71,163.3,4157274,707,"AverageDistancetoHoleAfterTeeShot",2009
10,10,"Phil Mickelson",66,163.9,3877157,657,"AverageDistancetoHoleAfterTeeShot",2009
11,11,"Charley Hoffman",97,165.7,7104889,1191,"AverageDistancetoHoleAfterTeeShot",2009
12,12,"Nick Watney",86,165.8,5581369,935,"AverageDistancetoHoleAfterTeeShot",2009
13,13,"Harrison Frazar",93,166.2,6874790,1149,"AverageDistancetoHoleAfterTeeShot",2009
13,13,"Martin Laird",72,166.2,5110352,854,"AverageDistancetoHoleAfterTeeShot",2009
15,15,"Angel Cabrera",55,166.3,3131583,523,"AverageDistancetoHoleAfterTeeShot",2009
16,16,"Daniel Chopra",89,166.4,6803866,1136,"AverageDistancetoHoleAfterTeeShot",2009
17,17,"Troy Matteson",95,166.7,7302300,1217,"AverageDistancetoHoleAfterTeeShot",2009
18,18,"Sergio Garcia",59,167,3637121,605,"AverageDistancetoHoleAfterTeeShot",2009
19,19,"Kevin Streelman",97,167.2,7211582,1198,"AverageDistancetoHoleAfterTeeShot",2009
20,20,"Sean OHair",80,167.3,4848860,805,"AverageDistancetoHoleAfterTeeShot",2009
20,20,"Charles Warren",63,167.3,4437981,737,"AverageDistancetoHoleAfterTeeShot",2009
22,22,"Leif Olson",51,167.5,3498111,580,"AverageDistancetoHoleAfterTeeShot",2009
22,22,"Boo Weekley",79,167.5,5463582,906,"AverageDistancetoHoleAfterTeeShot",2009
24,24,"Fred Couples",54,167.8,3486303,577,"AverageDistancetoHoleAfterTeeShot",2009
25,25,"Marc Leishman",91,167.9,6910387,1143,"AverageDistancetoHoleAfterTeeShot",2009
25,25,"Hunter Mahan",94,167.9,6284465,1040,"AverageDistancetoHoleAfterTeeShot",2009
27,27,"Stewart Cink",79,168,4934529,816,"AverageDistancetoHoleAfterTeeShot",2009
28,28,"Davis Love III",89,168.3,6470310,1068,"AverageDistancetoHoleAfterTeeShot",2009
29,29,"Steve Marino",98,168.4,7030970,1160,"AverageDistancetoHoleAfterTeeShot",2009
30,30,"Rory Sabbatini",81,168.7,5586555,920,"AverageDistancetoHoleAfterTeeShot",2009
31,31,"Kenny Perry",92,169.1,6180315,1015,"AverageDistancetoHoleAfterTeeShot",2009
32,32,"Tim Herron",87,169.2,6771788,1112,"AverageDistancetoHoleAfterTeeShot",2009
32,32,"Ryan Palmer",78,169.2,5822996,956,"AverageDistancetoHoleAfterTeeShot",2009
32,32,"DJ Trahan",96,169.2,6750393,1108,"AverageDistancetoHoleAfterTeeShot",2009
35,35,"Matt Bettencourt",98,169.3,7222242,1185,"AverageDistancetoHoleAfterTeeShot",2009
36,36,"Scott Piercy",85,169.4,6329666,1038,"AverageDistancetoHoleAfterTeeShot",2009
37,37,"Ted Purdy",101,169.5,7476031,1225,"AverageDistancetoHoleAfterTeeShot",2009
38,38,"Geoff Ogilvy",78,169.6,4896589,802,"AverageDistancetoHoleAfterTeeShot",2009
39,39,"Nicholas Thompson",96,169.8,7279233,1191,"AverageDistancetoHoleAfterTeeShot",2009
40,40,"Adam Scott",53,169.9,3517028,575,"AverageDistancetoHoleAfterTeeShot",2009
41,41,"Ricky Barnes",67,170,4315169,705,"AverageDistancetoHoleAfterTeeShot",2009
42,42,"Lucas Glover",93,170.4,6706627,1093,"AverageDistancetoHoleAfterTeeShot",2009
42,42,"John Rollins",92,170.4,6636569,1082,"AverageDistancetoHoleAfterTeeShot",2009
44,44,"Jeff Maggert",79,170.5,6187566,1008,"AverageDistancetoHoleAfterTeeShot",2009
45,45,"Jason Day",61,171,4260553,692,"AverageDistancetoHoleAfterTeeShot",2009
45,45,"Jeff Overton",92,171,6375851,1036,"AverageDistancetoHoleAfterTeeShot",2009
47,47,"Bill Lunde",83,171.1,6351594,1031,"AverageDistancetoHoleAfterTeeShot",2009
48,48,"Bill Haas",91,171.2,6983840,1133,"AverageDistancetoHoleAfterTeeShot",2009
48,48,"Michael Letzig",96,171.2,7292690,1183,"AverageDistancetoHoleAfterTeeShot",2009
48,48,"Bo Van Pelt",100,171.2,6953025,1128,"AverageDistancetoHoleAfterTeeShot",2009
51,51,"Greg Owen",97,171.3,6985644,1133,"AverageDistancetoHoleAfterTeeShot",2009
52,52,"Matt Jones",56,171.4,3799912,616,"AverageDistancetoHoleAfterTeeShot",2009
53,53,"Steve Lowery",83,171.5,6552314,1061,"AverageDistancetoHoleAfterTeeShot",2009
53,53,"Camilo Villegas",76,171.5,4803157,778,"AverageDistancetoHoleAfterTeeShot",2009
55,55,"Peter Tomasulo",61,171.7,3876305,627,"AverageDistancetoHoleAfterTeeShot",2009
56,56,"Jonathan Byrd",89,171.8,6748806,1091,"AverageDistancetoHoleAfterTeeShot",2009
57,57,"Kris Blanks",60,171.9,3998392,646,"AverageDistancetoHoleAfterTeeShot",2009
58,58,"Ryan Moore",89,172.1,6375313,1029,"AverageDistancetoHoleAfterTeeShot",2009
59,59,"Jason Gore",74,172.3,5310099,856,"AverageDistancetoHoleAfterTeeShot",2009
59,59,"John Merrick",91,172.3,5787777,933,"AverageDistancetoHoleAfterTeeShot",2009
61,61,"Charles Howell III",99,172.7,7067405,1137,"AverageDistancetoHoleAfterTeeShot",2009
62,62,"JJ Henry",97,172.8,7217839,1160,"AverageDistancetoHoleAfterTeeShot",2009
63,63,"Kevin Stadler",65,172.9,4611904,741,"AverageDistancetoHoleAfterTeeShot",2009
64,64,"George McNeill",82,173,6465710,1038,"AverageDistancetoHoleAfterTeeShot",2009
65,65,"Chad Campbell",90,173.1,6055724,972,"AverageDistancetoHoleAfterTeeShot",2009
65,65,"Will Ma Kenzie",69,173.1,5272852,846,"AverageDistancetoHoleAfterTeeShot",2009
67,67,"Ernie Els",70,173.2,4695927,753,"AverageDistancetoHoleAfterTeeShot",2009
68,68,"Joe Ogilvie",85,173.3,6521211,1045,"AverageDistancetoHoleAfterTeeShot",2009
69,69,"Carl Pettersson",86,173.4,6360783,1019,"AverageDistancetoHoleAfterTeeShot",2009
70,70,"Mathew Goggin",76,173.5,5145950,824,"AverageDistancetoHoleAfterTeeShot",2009
71,71,"Tiger Woods",64,173.8,4178405,668,"AverageDistancetoHoleAfterTeeShot",2009
