"AverageDistancetoHoleAfterTeeShot_RANKTHISWEEK_2009","AverageDistancetoHoleAfterTeeShot_RANKLASTWEEK_2009","AverageDistancetoHoleAfterTeeShot_PLAYERNAME_2009","AverageDistancetoHoleAfterTeeShot_ROUNDS_2009","AverageDistancetoHoleAfterTeeShot_AVG_2009","AverageDistancetoHoleAfterTeeShot_TOTALDISTAFTERTEESHOT_2009","AverageDistancetoHoleAfterTeeShot_TOTALTEESHOTS_2009","stat_name","year"
72,72,"James Nitties",86,174,6571048,1049,"AverageDistancetoHoleAfterTeeShot",2009
73,73,"Tommy Armour III",58,174.1,4469747,713,"AverageDistancetoHoleAfterTeeShot",2009
74,74,"Brian Vranesh",51,174.2,3718670,593,"AverageDistancetoHoleAfterTeeShot",2009
75,75,"Aaron Baddeley",66,174.3,4989686,795,"AverageDistancetoHoleAfterTeeShot",2009
75,75,"John Senden",100,174.3,7961306,1269,"AverageDistancetoHoleAfterTeeShot",2009
75,75,"Chris Stroud",88,174.3,6524490,1040,"AverageDistancetoHoleAfterTeeShot",2009
78,78,"Matt Weibring",65,174.5,4755145,757,"AverageDistancetoHoleAfterTeeShot",2009
79,79,"Heath Slocum",95,174.8,7345400,1167,"AverageDistancetoHoleAfterTeeShot",2009
80,80,"YE Yang",83,175,6092219,967,"AverageDistancetoHoleAfterTeeShot",2009
81,81,"Rich Beem",77,175.1,4991512,792,"AverageDistancetoHoleAfterTeeShot",2009
81,81,"Jarrod Lyle",65,175.1,4355988,691,"AverageDistancetoHoleAfterTeeShot",2009
83,83,"Casey Wittenberg",71,175.2,4659798,739,"AverageDistancetoHoleAfterTeeShot",2009
84,84,"Retief Goosen",74,175.3,4896631,776,"AverageDistancetoHoleAfterTeeShot",2009
84,84,"Johnson Wagner",81,175.3,6394464,1013,"AverageDistancetoHoleAfterTeeShot",2009
86,86,"Brendon de Jonge",90,175.4,6840320,1083,"AverageDistancetoHoleAfterTeeShot",2009
86,86,"Kirk Triplett",60,175.4,4741650,751,"AverageDistancetoHoleAfterTeeShot",2009
88,88,"Brad Adamonis",70,175.5,5256738,832,"AverageDistancetoHoleAfterTeeShot",2009
88,88,"Michael Allen",73,175.5,5053109,800,"AverageDistancetoHoleAfterTeeShot",2009
88,88,"Robert Allenby",71,175.5,4927417,780,"AverageDistancetoHoleAfterTeeShot",2009
88,88,"Brian Bateman",55,175.5,4120359,652,"AverageDistancetoHoleAfterTeeShot",2009
92,92,"Stephen Ames",77,175.6,4986623,789,"AverageDistancetoHoleAfterTeeShot",2009
93,93,"Vaughn Taylor",88,175.7,6854857,1084,"AverageDistancetoHoleAfterTeeShot",2009
94,94,"Derek Fathauer",63,175.8,4431416,700,"AverageDistancetoHoleAfterTeeShot",2009
94,94,"Rod Pampling",72,175.8,5594503,884,"AverageDistancetoHoleAfterTeeShot",2009
94,94,"Justin Rose",71,175.8,4993619,789,"AverageDistancetoHoleAfterTeeShot",2009
97,97,"David Toms",98,176,7026568,1109,"AverageDistancetoHoleAfterTeeShot",2009
98,98,"Brett Quigley",92,176.1,6522794,1029,"AverageDistancetoHoleAfterTeeShot",2009
98,98,"Kevin Sutherland",96,176.1,6384995,1007,"AverageDistancetoHoleAfterTeeShot",2009
100,100,"Pat Perez",74,176.2,5384617,849,"AverageDistancetoHoleAfterTeeShot",2009
101,101,"Justin Leonard",95,176.3,6614566,1042,"AverageDistancetoHoleAfterTeeShot",2009
102,102,"Stuart Appleby",79,176.4,5633788,887,"AverageDistancetoHoleAfterTeeShot",2009
102,102,"Webb Simpson",94,176.4,7574065,1193,"AverageDistancetoHoleAfterTeeShot",2009
102,102,"Jimmy Walker",74,176.4,5525122,870,"AverageDistancetoHoleAfterTeeShot",2009
105,105,"Mark Calcavecchia",72,176.8,5423393,852,"AverageDistancetoHoleAfterTeeShot",2009
106,106,"Brian Davis",103,176.9,8016137,1259,"AverageDistancetoHoleAfterTeeShot",2009
106,106,"Freddie Jacobson",83,176.9,6432138,1010,"AverageDistancetoHoleAfterTeeShot",2009
108,108,"Zach Johnson",94,177,7023574,1102,"AverageDistancetoHoleAfterTeeShot",2009
109,109,"Padraig Harrington",66,177.2,4184428,656,"AverageDistancetoHoleAfterTeeShot",2009
109,109,"Jay Williamson",69,177.2,5008415,785,"AverageDistancetoHoleAfterTeeShot",2009
111,111,"Greg Chalmers",85,177.3,6247052,979,"AverageDistancetoHoleAfterTeeShot",2009
112,112,"Todd Hamilton",83,177.4,5665858,887,"AverageDistancetoHoleAfterTeeShot",2009
112,112,"Rocco Mediate",79,177.4,5849689,916,"AverageDistancetoHoleAfterTeeShot",2009
114,114,"Cameron Beckman",87,177.5,6599350,1033,"AverageDistancetoHoleAfterTeeShot",2009
114,114,"Joe Durant",62,177.5,4121992,645,"AverageDistancetoHoleAfterTeeShot",2009
114,114,"David Duval",56,177.5,3743706,586,"AverageDistancetoHoleAfterTeeShot",2009
117,117,"Bryce Molder",69,177.8,4780306,747,"AverageDistancetoHoleAfterTeeShot",2009
118,118,"Jason Dufner",90,177.9,6853035,1070,"AverageDistancetoHoleAfterTeeShot",2009
118,118,"Tim Petrovic",97,177.9,7628267,1191,"AverageDistancetoHoleAfterTeeShot",2009
120,120,"Bob Heintz",59,178,4497528,702,"AverageDistancetoHoleAfterTeeShot",2009
121,121,"Billy Mayfair",83,178.1,6065651,946,"AverageDistancetoHoleAfterTeeShot",2009
122,122,"Mark Wilson",99,178.2,7811812,1218,"AverageDistancetoHoleAfterTeeShot",2009
123,123,"Scott Verplank",88,178.4,7033125,1095,"AverageDistancetoHoleAfterTeeShot",2009
124,124,"Ben Crane",93,178.6,7122636,1108,"AverageDistancetoHoleAfterTeeShot",2009
124,124,"Ian Poulter",59,178.6,3742456,582,"AverageDistancetoHoleAfterTeeShot",2009
126,126,"Tim Clark",81,178.7,5268009,819,"AverageDistancetoHoleAfterTeeShot",2009
126,126,"Darron Stiles",52,178.7,3750941,583,"AverageDistancetoHoleAfterTeeShot",2009
128,128,"Scott Sterling",51,178.8,3527143,548,"AverageDistancetoHoleAfterTeeShot",2009
129,129,"Jerry Kelly",90,179,6849111,1063,"AverageDistancetoHoleAfterTeeShot",2009
130,130,"Jason Bohn",88,179.1,7326048,1136,"AverageDistancetoHoleAfterTeeShot",2009
130,130,"Chez Reavie",81,179.1,6299104,977,"AverageDistancetoHoleAfterTeeShot",2009
130,130,"Patrick Sheehan",51,179.1,3481633,540,"AverageDistancetoHoleAfterTeeShot",2009
133,133,"Briny Baird",89,179.2,6400293,992,"AverageDistancetoHoleAfterTeeShot",2009
133,133,"Matt Kuchar",82,179.2,6335875,982,"AverageDistancetoHoleAfterTeeShot",2009
133,133,"Scott McCarron",91,179.2,7225312,1120,"AverageDistancetoHoleAfterTeeShot",2009
133,133,"Charlie Wi",92,179.2,6959987,1079,"AverageDistancetoHoleAfterTeeShot",2009
137,137,"Steve Flesch",77,179.3,5584461,865,"AverageDistancetoHoleAfterTeeShot",2009
137,137,"Lee Janzen",74,179.3,5382252,834,"AverageDistancetoHoleAfterTeeShot",2009
139,139,"Woody Austin",84,179.4,6773593,1049,"AverageDistancetoHoleAfterTeeShot",2009
140,140,"Steve Elkington",70,179.5,5499579,851,"AverageDistancetoHoleAfterTeeShot",2009
140,140,"Cliff Kresge",78,179.5,5969772,924,"AverageDistancetoHoleAfterTeeShot",2009
142,142,"Ken Duke",87,179.6,6350797,982,"AverageDistancetoHoleAfterTeeShot",2009
143,143,"Chris DiMarco",97,179.7,7723079,1194,"AverageDistancetoHoleAfterTeeShot",2009
144,144,"Steve Stricker",81,179.8,5528792,854,"AverageDistancetoHoleAfterTeeShot",2009
145,145,"Colt Knost",71,179.9,4993338,771,"AverageDistancetoHoleAfterTeeShot",2009
145,145,"DA Points",99,179.9,7708871,1190,"AverageDistancetoHoleAfterTeeShot",2009
147,147,"Nathan Green",104,180.3,8236482,1269,"AverageDistancetoHoleAfterTeeShot",2009
148,148,"Greg Kraft",51,180.4,3689416,568,"AverageDistancetoHoleAfterTeeShot",2009
149,149,"Ryuji Imada",85,180.5,6187595,952,"AverageDistancetoHoleAfterTeeShot",2009
150,150,"Alex Cejka",82,180.6,6325646,973,"AverageDistancetoHoleAfterTeeShot",2009
151,151,"Mike Weir",85,180.8,6035150,927,"AverageDistancetoHoleAfterTeeShot",2009
152,152,"David Mathis",82,181,6156358,945,"AverageDistancetoHoleAfterTeeShot",2009
153,153,"KJ Choi",65,181.1,4523423,694,"AverageDistancetoHoleAfterTeeShot",2009
153,153,"Brandt Snedeker",81,181.1,5895189,904,"AverageDistancetoHoleAfterTeeShot",2009
155,155,"Paul Goydos",79,181.2,5896857,904,"AverageDistancetoHoleAfterTeeShot",2009
156,156,"Eric Axley",71,181.3,5161956,791,"AverageDistancetoHoleAfterTeeShot",2009
156,156,"Bob Estes",78,181.3,6202139,950,"AverageDistancetoHoleAfterTeeShot",2009
158,158,"Kent Jones",73,181.4,5519080,845,"AverageDistancetoHoleAfterTeeShot",2009
158,158,"Peter Lonard",86,181.4,6927654,1061,"AverageDistancetoHoleAfterTeeShot",2009
158,158,"Rick Price",54,181.4,3676238,563,"AverageDistancetoHoleAfterTeeShot",2009
161,161,"Spencer Levin",75,181.6,6020395,921,"AverageDistancetoHoleAfterTeeShot",2009
162,162,"Aron Price",89,181.7,6901718,1055,"AverageDistancetoHoleAfterTeeShot",2009
163,163,"Kevin Na",91,181.8,7009228,1071,"AverageDistancetoHoleAfterTeeShot",2009
164,164,"John Mallinger",90,182,6415213,979,"AverageDistancetoHoleAfterTeeShot",2009
165,165,"Jim Furyk",86,182.2,5909166,901,"AverageDistancetoHoleAfterTeeShot",2009
165,165,"Marc Turnesa",77,182.2,6435616,981,"AverageDistancetoHoleAfterTeeShot",2009
167,167,"Jeff Klauk",97,182.6,7966549,1212,"AverageDistancetoHoleAfterTeeShot",2009
168,168,"Ben Curtis",63,182.7,4315351,656,"AverageDistancetoHoleAfterTeeShot",2009
169,169,"Tom Pernice Jr",82,182.8,6763390,1028,"AverageDistancetoHoleAfterTeeShot",2009
170,170,"Glen Day",79,182.9,5805952,882,"AverageDistancetoHoleAfterTeeShot",2009
171,171,"Parker McLachlin",71,183,6036245,916,"AverageDistancetoHoleAfterTeeShot",2009
172,172,"Nick OHern",90,183.3,7755376,1175,"AverageDistancetoHoleAfterTeeShot",2009
173,173,"Tom Lehman",55,185,3216693,483,"AverageDistancetoHoleAfterTeeShot",2009
174,174,"Chris Riley",77,185.4,6187038,927,"AverageDistancetoHoleAfterTeeShot",2009
175,175,"Mark Brooks",55,185.5,3692754,553,"AverageDistancetoHoleAfterTeeShot",2009
176,176,"Jeff Quinney",78,185.6,6561492,982,"AverageDistancetoHoleAfterTeeShot",2009
177,177,"Brendon Todd",53,185.8,4293178,642,"AverageDistancetoHoleAfterTeeShot",2009
178,178,"Luke Donald",79,186.1,5662561,845,"AverageDistancetoHoleAfterTeeShot",2009
179,179,"Bart Bryant",58,186.2,4806271,717,"AverageDistancetoHoleAfterTeeShot",2009
180,180,"Richard Johnson",85,186.5,6882418,1025,"AverageDistancetoHoleAfterTeeShot",2009
181,181,"Brian Gay",96,186.8,7692411,1144,"AverageDistancetoHoleAfterTeeShot",2009
182,182,"Dean Wilson",81,187.7,6467222,957,"AverageDistancetoHoleAfterTeeShot",2009
183,183,"Brad Faxon",59,188.5,4837372,713,"AverageDistancetoHoleAfterTeeShot",2009
184,184,"Corey Pavin",73,196,5257676,745,"AverageDistancetoHoleAfterTeeShot",2009
