"Approach275yardsRTP_RANKTHISWEEK_2012","Approach275yardsRTP_RANKLASTWEEK_2012","Approach275yardsRTP_PLAYERNAME_2012","Approach275yardsRTP_ROUNDS_2012","Approach275yardsRTP_AVGRTP_2012","stat_name","year"
1,1,"Charlie Beljan",61,-1,"Approach275yardsRTP",2012
1,1,"Daniel Chopra",55,-1,"Approach275yardsRTP",2012
1,1,"Tim Clark",60,-1,"Approach275yardsRTP",2012
1,1,"Gavin Coles",72,-1,"Approach275yardsRTP",2012
1,1,"Vaughn Taylor",81,-1,"Approach275yardsRTP",2012
1,1,"Tiger Woods",69,-1,"Approach275yardsRTP",2012
7,7,"Scott Piercy",95,-0.867,"Approach275yardsRTP",2012
8,8,"Ken Duke",104,-0.846,"Approach275yardsRTP",2012
9,9,"Dustin Johnson",70,-0.8,"Approach275yardsRTP",2012
9,9,"Geoff Ogilvy",73,-0.8,"Approach275yardsRTP",2012
9,9,"Charlie Wi",86,-0.8,"Approach275yardsRTP",2012
12,12,"Aaron Baddeley",73,-0.75,"Approach275yardsRTP",2012
12,12,"Greg Chalmers",88,-0.75,"Approach275yardsRTP",2012
12,12,"JB Holmes",90,-0.75,"Approach275yardsRTP",2012
12,12,"Robert Karlsson",54,-0.75,"Approach275yardsRTP",2012
12,12,"Edward Loar",59,-0.75,"Approach275yardsRTP",2012
12,12,"Jeff Maggert",83,-0.75,"Approach275yardsRTP",2012
12,12,"Nick OHern",78,-0.75,"Approach275yardsRTP",2012
12,12,"Steve Stricker",73,-0.75,"Approach275yardsRTP",2012
20,20,"Pat Perez",81,-0.737,"Approach275yardsRTP",2012
21,21,"Bubba Watson",68,-0.714,"Approach275yardsRTP",2012
22,22,"Sangmoon Bae",81,-0.7,"Approach275yardsRTP",2012
22,22,"Luke Donald",63,-0.7,"Approach275yardsRTP",2012
22,22,"Scott Stallings",78,-0.7,"Approach275yardsRTP",2012
25,25,"Graham DeLaet",79,-0.692,"Approach275yardsRTP",2012
25,25,"Chris Kirk",93,-0.692,"Approach275yardsRTP",2012
27,27,"Keegan Bradley",90,-0.688,"Approach275yardsRTP",2012
