"GIRPercentageLess125yards_RANKTHISWEEK_2011","GIRPercentageLess125yards_RANKLASTWEEK_2011","GIRPercentageLess125yards_PLAYERNAME_2011","GIRPercentageLess125yards_ROUNDS_2011","GIRPercentageLess125yards_Pct_2011","GIRPercentageLess125yards_GREENSHIT_2011","GIRPercentageLess125yards_TOTALHOLES_2011","GIRPercentageLess125yards_RELATIVETOPAR_2011","stat_name","year"
1,1,"Justin Rose",79,89.59,284,317,-0.48,"GIRPercentageLess125yards",2011
2,2,"Steve Stricker",70,89.51,273,305,-0.5,"GIRPercentageLess125yards",2011
3,3,"Ernie Els",71,88.2,269,305,-0.37,"GIRPercentageLess125yards",2011
4,4,"Chad Campbell",99,88.05,361,410,-0.39,"GIRPercentageLess125yards",2011
5,5,"Justin Leonard",82,87.72,300,342,-0.38,"GIRPercentageLess125yards",2011
6,6,"Heath Slocum",89,86.83,323,372,-0.4,"GIRPercentageLess125yards",2011
7,7,"Luke Donald",73,86.15,199,231,-0.57,"GIRPercentageLess125yards",2011
8,8,"Kris Blanks",92,85.71,360,420,-0.43,"GIRPercentageLess125yards",2011
9,9,"Charles Howell III",108,85.48,412,482,-0.48,"GIRPercentageLess125yards",2011
10,10,"Robert Allenby",84,85.47,300,351,-0.41,"GIRPercentageLess125yards",2011
11,11,"Mark Wilson",89,85.38,292,342,-0.44,"GIRPercentageLess125yards",2011
12,12,"Jason Dufner",78,85.27,272,319,-0.44,"GIRPercentageLess125yards",2011
13,13,"Zach Johnson",79,85.26,266,312,-0.5,"GIRPercentageLess125yards",2011
14,14,"Lucas Glover",74,85.09,234,275,-0.5,"GIRPercentageLess125yards",2011
15,15,"Hunter Mahan",92,85.02,352,414,-0.51,"GIRPercentageLess125yards",2011
16,16,"Bill Haas",93,85.01,363,427,-0.44,"GIRPercentageLess125yards",2011
17,17,"Marc Turnesa",54,84.97,164,193,-0.35,"GIRPercentageLess125yards",2011
17,17,"Boo Weekley",66,84.97,277,326,-0.44,"GIRPercentageLess125yards",2011
19,19,"Kent Jones",76,84.79,262,309,-0.4,"GIRPercentageLess125yards",2011
20,20,"Geoff Ogilvy",69,84.65,215,254,-0.45,"GIRPercentageLess125yards",2011
21,21,"Jason Bohn",74,84.62,297,351,-0.43,"GIRPercentageLess125yards",2011
22,22,"Michael Bradley",74,84.54,257,304,-0.44,"GIRPercentageLess125yards",2011
22,22,"Chris Kirk",87,84.54,339,401,-0.45,"GIRPercentageLess125yards",2011
24,24,"Spencer Levin",113,84.52,393,465,-0.44,"GIRPercentageLess125yards",2011
25,25,"KJ Choi",77,84.48,234,277,-0.46,"GIRPercentageLess125yards",2011
26,26,"David Toms",78,84.39,227,269,-0.46,"GIRPercentageLess125yards",2011
27,27,"Trevor Immelman",84,84.3,290,344,-0.42,"GIRPercentageLess125yards",2011
27,27,"John Rollins",85,84.3,349,414,-0.4,"GIRPercentageLess125yards",2011
29,29,"JJ Henry",96,84.24,326,387,-0.42,"GIRPercentageLess125yards",2011
30,30,"Aron Price",58,84.16,186,221,-0.39,"GIRPercentageLess125yards",2011
31,31,"Fabian Gomez",84,84.13,281,334,-0.46,"GIRPercentageLess125yards",2011
32,32,"Jim Furyk",87,84.1,275,327,-0.44,"GIRPercentageLess125yards",2011
33,33,"Charley Hoffman",93,84.09,407,484,-0.54,"GIRPercentageLess125yards",2011
34,34,"Bubba Watson",85,84.07,343,408,-0.53,"GIRPercentageLess125yards",2011
35,35,"Charl Schwartzel",58,84.02,163,194,-0.39,"GIRPercentageLess125yards",2011
36,36,"Brian Gay",90,83.93,282,336,-0.41,"GIRPercentageLess125yards",2011
37,37,"Webb Simpson",98,83.85,405,483,-0.54,"GIRPercentageLess125yards",2011
38,38,"Aaron Baddeley",77,83.84,301,359,-0.5,"GIRPercentageLess125yards",2011
39,39,"Alex Cejka",59,83.78,186,222,-0.41,"GIRPercentageLess125yards",2011
40,40,"Ricky Barnes",78,83.71,262,313,-0.44,"GIRPercentageLess125yards",2011
41,41,"Davis Love III",70,83.7,231,276,-0.44,"GIRPercentageLess125yards",2011
42,42,"Rod Pampling",72,83.67,251,300,-0.41,"GIRPercentageLess125yards",2011
43,43,"Freddie Jacobson",92,83.64,276,330,-0.44,"GIRPercentageLess125yards",2011
44,44,"Martin Laird",77,83.61,306,366,-0.47,"GIRPercentageLess125yards",2011
45,45,"Kyle Stanley",98,83.59,387,463,-0.51,"GIRPercentageLess125yards",2011
46,46,"Nick Watney",80,83.55,325,389,-0.49,"GIRPercentageLess125yards",2011
47,47,"Bryce Molder",82,83.48,278,333,-0.47,"GIRPercentageLess125yards",2011
48,48,"Camilo Villegas",69,83.46,212,254,-0.49,"GIRPercentageLess125yards",2011
49,49,"Ben Crane",76,83.28,264,317,-0.4,"GIRPercentageLess125yards",2011
50,50,"Brian Davis",105,83.23,397,477,-0.46,"GIRPercentageLess125yards",2011
51,51,"David Hearn",88,83.2,317,381,-0.41,"GIRPercentageLess125yards",2011
52,52,"Kevin Na",84,83.18,272,327,-0.49,"GIRPercentageLess125yards",2011
53,53,"Billy Mayfair",94,83.17,346,416,-0.45,"GIRPercentageLess125yards",2011
54,54,"Carl Pettersson",95,83.13,399,480,-0.46,"GIRPercentageLess125yards",2011
55,55,"Kevin Stadler",88,83.02,352,424,-0.37,"GIRPercentageLess125yards",2011
56,56,"Ian Poulter",52,83,166,200,-0.45,"GIRPercentageLess125yards",2011
57,57,"Phil Mickelson",79,82.95,287,346,-0.52,"GIRPercentageLess125yards",2011
58,58,"Hunter Haas",96,82.92,369,445,-0.42,"GIRPercentageLess125yards",2011
59,59,"Joe Durant",71,82.85,256,309,-0.36,"GIRPercentageLess125yards",2011
59,59,"Brandt Jobe",100,82.85,343,414,-0.41,"GIRPercentageLess125yards",2011
61,61,"Bill Lunde",92,82.76,360,435,-0.43,"GIRPercentageLess125yards",2011
62,62,"Charlie Wi",83,82.62,309,374,-0.45,"GIRPercentageLess125yards",2011
63,63,"Michael Connell",76,82.61,247,299,-0.4,"GIRPercentageLess125yards",2011
64,64,"Kevin Chappell",78,82.57,289,350,-0.42,"GIRPercentageLess125yards",2011
65,65,"Greg Chalmers",88,82.51,302,366,-0.49,"GIRPercentageLess125yards",2011
66,66,"Woody Austin",59,82.49,212,257,-0.45,"GIRPercentageLess125yards",2011
66,66,"Rory Sabbatini",85,82.49,278,337,-0.47,"GIRPercentageLess125yards",2011
66,66,"Adam Scott",60,82.49,212,257,-0.5,"GIRPercentageLess125yards",2011
69,69,"Johnson Wagner",81,82.47,254,308,-0.41,"GIRPercentageLess125yards",2011
70,70,"Blake Adams",116,82.46,456,553,-0.48,"GIRPercentageLess125yards",2011
70,70,"Cameron Beckman",71,82.46,282,342,-0.41,"GIRPercentageLess125yards",2011
72,72,"Jim Herman",69,82.42,272,330,-0.42,"GIRPercentageLess125yards",2011
73,73,"Marc Leishman",87,82.38,332,403,-0.47,"GIRPercentageLess125yards",2011
74,74,"Nate Smith",66,82.35,182,221,-0.43,"GIRPercentageLess125yards",2011
75,75,"William McGirt",103,82.3,386,469,-0.37,"GIRPercentageLess125yards",2011
76,76,"Scott Gutschewski",67,82.16,221,269,-0.36,"GIRPercentageLess125yards",2011
77,77,"Shane Bertsch",62,82.1,211,257,-0.44,"GIRPercentageLess125yards",2011
78,78,"Paul Goydos",81,81.95,286,349,-0.36,"GIRPercentageLess125yards",2011
79,79,"Jonathan Byrd",83,81.94,304,371,-0.52,"GIRPercentageLess125yards",2011
80,80,"YE Yang",63,81.87,158,193,-0.49,"GIRPercentageLess125yards",2011
81,81,"Robert Karlsson",61,81.86,194,237,-0.45,"GIRPercentageLess125yards",2011
81,81,"Bo Van Pelt",92,81.86,334,408,-0.48,"GIRPercentageLess125yards",2011
83,83,"Dustin Johnson",72,81.82,297,363,-0.49,"GIRPercentageLess125yards",2011
84,84,"Nick OHern",89,81.74,291,356,-0.44,"GIRPercentageLess125yards",2011
85,85,"David Duval",67,81.73,255,312,-0.33,"GIRPercentageLess125yards",2011
86,86,"Pat Perez",76,81.72,304,372,-0.48,"GIRPercentageLess125yards",2011
87,87,"Brandt Snedeker",85,81.71,268,328,-0.53,"GIRPercentageLess125yards",2011
88,88,"Jimmy Walker",79,81.7,317,388,-0.46,"GIRPercentageLess125yards",2011
89,89,"John Senden",94,81.69,339,415,-0.44,"GIRPercentageLess125yards",2011
90,90,"Scott Piercy",78,81.67,303,371,-0.5,"GIRPercentageLess125yards",2011
91,91,"Vijay Singh",79,81.63,320,392,-0.44,"GIRPercentageLess125yards",2011
92,92,"Jhonattan Vegas",84,81.62,342,419,-0.45,"GIRPercentageLess125yards",2011
93,93,"George McNeill",69,81.61,244,299,-0.5,"GIRPercentageLess125yards",2011
94,94,"Alex Prugh",82,81.53,362,444,-0.4,"GIRPercentageLess125yards",2011
95,95,"Tim Herron",85,81.5,326,400,-0.41,"GIRPercentageLess125yards",2011
96,96,"Tommy Gainey",104,81.49,405,497,-0.46,"GIRPercentageLess125yards",2011
97,97,"Ben Curtis",66,81.45,224,275,-0.41,"GIRPercentageLess125yards",2011
98,98,"JB Holmes",57,81.41,289,355,-0.42,"GIRPercentageLess125yards",2011
99,99,"Chez Reavie",92,81.4,337,414,-0.42,"GIRPercentageLess125yards",2011
100,100,"Jerry Kelly",85,81.38,236,290,-0.47,"GIRPercentageLess125yards",2011
101,101,"Dean Wilson",62,81.32,209,257,-0.44,"GIRPercentageLess125yards",2011
102,102,"John Merrick",71,81.27,243,299,-0.42,"GIRPercentageLess125yards",2011
103,103,"Nathan Green",81,81.25,260,320,-0.39,"GIRPercentageLess125yards",2011
103,103,"Ben Martin",74,81.25,260,320,-0.48,"GIRPercentageLess125yards",2011
103,103,"Brendan Steele",89,81.25,312,384,-0.51,"GIRPercentageLess125yards",2011
103,103,"Cameron Tringale",110,81.25,442,544,-0.41,"GIRPercentageLess125yards",2011
107,107,"Robert Garrigus",83,81.22,385,474,-0.48,"GIRPercentageLess125yards",2011
107,107,"Alexandre Rocha",65,81.22,186,229,-0.33,"GIRPercentageLess125yards",2011
109,109,"Josh Teater",104,81.11,455,561,-0.45,"GIRPercentageLess125yards",2011
110,110,"Brendon de Jonge",105,81.07,364,449,-0.43,"GIRPercentageLess125yards",2011
111,111,"Jason Day",76,81.06,261,322,-0.48,"GIRPercentageLess125yards",2011
112,112,"Joe Ogilvie",75,81.01,273,337,-0.43,"GIRPercentageLess125yards",2011
112,112,"Michael Thompson",79,81.01,273,337,-0.38,"GIRPercentageLess125yards",2011
114,114,"Arjun Atwal",91,80.99,311,384,-0.45,"GIRPercentageLess125yards",2011
115,115,"Anthony Kim",72,80.98,264,326,-0.47,"GIRPercentageLess125yards",2011
116,116,"Kevin Streelman",90,80.95,323,399,-0.46,"GIRPercentageLess125yards",2011
117,117,"Ryuji Imada",83,80.94,293,362,-0.44,"GIRPercentageLess125yards",2011
118,118,"Matt Bettencourt",84,80.88,330,408,-0.44,"GIRPercentageLess125yards",2011
119,119,"Rickie Fowler",84,80.86,300,371,-0.48,"GIRPercentageLess125yards",2011
120,120,"Graeme McDowell",50,80.84,173,214,-0.51,"GIRPercentageLess125yards",2011
121,121,"Sean OHair",71,80.65,225,279,-0.44,"GIRPercentageLess125yards",2011
122,122,"DJ Trahan",91,80.56,402,499,-0.4,"GIRPercentageLess125yards",2011
123,123,"Tim Petrovic",88,80.53,302,375,-0.4,"GIRPercentageLess125yards",2011
124,124,"Matt McQuillan",59,80.45,177,220,-0.42,"GIRPercentageLess125yards",2011
124,124,"Troy Merritt",63,80.45,251,312,-0.35,"GIRPercentageLess125yards",2011
126,126,"Scott Stallings",84,80.44,329,409,-0.41,"GIRPercentageLess125yards",2011
127,127,"Richard Johnson",64,80.37,172,214,-0.3,"GIRPercentageLess125yards",2011
128,128,"David Mathis",83,80.33,245,305,-0.42,"GIRPercentageLess125yards",2011
129,129,"Chris Riley",76,80.31,257,320,-0.38,"GIRPercentageLess125yards",2011
130,130,"Gary Woodland",93,80.19,332,414,-0.46,"GIRPercentageLess125yards",2011
131,131,"Sergio Garcia",61,80.16,202,252,-0.49,"GIRPercentageLess125yards",2011
132,132,"Chris Stroud",88,80.14,355,443,-0.43,"GIRPercentageLess125yards",2011
133,133,"Chris Couch",73,80.1,310,387,-0.49,"GIRPercentageLess125yards",2011
134,134,"Billy Horschel",75,79.94,275,344,-0.39,"GIRPercentageLess125yards",2011
134,134,"Roland Thatcher",67,79.94,259,324,-0.42,"GIRPercentageLess125yards",2011
136,136,"Stewart Cink",72,79.93,219,274,-0.43,"GIRPercentageLess125yards",2011
137,137,"Tom Gillis",55,79.92,211,264,-0.38,"GIRPercentageLess125yards",2011
138,138,"Chris DiMarco",93,79.8,320,401,-0.4,"GIRPercentageLess125yards",2011
139,139,"Bobby Gates",82,79.78,292,366,-0.43,"GIRPercentageLess125yards",2011
140,140,"Briny Baird",60,79.75,189,237,-0.41,"GIRPercentageLess125yards",2011
141,141,"Steve Flesch",88,79.72,287,360,-0.46,"GIRPercentageLess125yards",2011
142,142,"Matt Jones",71,79.67,290,364,-0.45,"GIRPercentageLess125yards",2011
143,143,"Rich Beem",53,79.57,183,230,-0.36,"GIRPercentageLess125yards",2011
144,144,"Ryan Palmer",82,79.54,276,347,-0.43,"GIRPercentageLess125yards",2011
145,145,"Lee Janzen",62,79.5,190,239,-0.45,"GIRPercentageLess125yards",2011
146,146,"Paul Stankowski",78,79.49,248,312,-0.42,"GIRPercentageLess125yards",2011
147,147,"DA Points",89,79.46,294,370,-0.49,"GIRPercentageLess125yards",2011
148,148,"Jarrod Lyle",83,79.43,278,350,-0.44,"GIRPercentageLess125yards",2011
149,149,"Matt Kuchar",94,79.37,300,378,-0.5,"GIRPercentageLess125yards",2011
150,150,"James Driscoll",71,79.34,265,334,-0.44,"GIRPercentageLess125yards",2011
151,151,"DJ Brigman",67,79.32,188,237,-0.41,"GIRPercentageLess125yards",2011
152,152,"Jeff Overton",92,79.28,352,444,-0.44,"GIRPercentageLess125yards",2011
153,153,"Daniel Summerhays",75,79.26,237,299,-0.41,"GIRPercentageLess125yards",2011
154,154,"Stephen Ames",69,79.25,210,265,-0.39,"GIRPercentageLess125yards",2011
154,154,"Steve Elkington",50,79.25,168,212,-0.4,"GIRPercentageLess125yards",2011
156,156,"Justin Hicks",60,79.23,164,207,-0.29,"GIRPercentageLess125yards",2011
157,157,"Joseph Bramlett",73,79.15,243,307,-0.38,"GIRPercentageLess125yards",2011
158,158,"Scott McCarron",65,79.07,204,258,-0.46,"GIRPercentageLess125yards",2011
159,159,"Derek Lamely",65,79.06,253,320,-0.44,"GIRPercentageLess125yards",2011
160,160,"Sung Kang",63,78.95,210,266,-0.46,"GIRPercentageLess125yards",2011
161,161,"Andres Gonzales",60,78.88,183,232,-0.43,"GIRPercentageLess125yards",2011
162,162,"Vaughn Taylor",89,78.86,347,440,-0.41,"GIRPercentageLess125yards",2011
