"LowestRound_RANKTHISWEEK_2012","LowestRound_RANKLASTWEEK_2012","LowestRound_PLAYERNAME_2012","LowestRound_ROUNDS_2012","LowestRound_VALUE_2012","LowestRound_TOURNCOURSE_2012","LowestRound_ROUND_2012","stat_name","year"
1,1,"Tommy Gainey",98,60,NA,4,"LowestRound",2012
2,2,"Robert Garrigus",89,61,NA,3,"LowestRound",2012
2,2,"Brian Harman",101,61,NA,2,"LowestRound",2012
2,2,"Padraig Harrington",67,61,NA,1,"LowestRound",2012
2,2,"Tim Herron",88,61,NA,2,"LowestRound",2012
2,2,"Hunter Mahan",88,61,NA,4,"LowestRound",2012
2,2,"Troy Matteson",100,61,NA,1,"LowestRound",2012
2,2,"Ryan Moore",89,61,NA,1,"LowestRound",2012
2,2,"Charlie Wi",86,61,NA,1,"LowestRound",2012
10,10,"Charlie Beljan",61,62,NA,2,"LowestRound",2012
10,10,"Bud Cauley",99,62,NA,1,"LowestRound",2012
10,10,"Tim Clark",60,62,NA,2,"LowestRound",2012
10,10,"Ben Crane",73,62,NA,3,"LowestRound",2012
10,10,"Marco Dawson",60,62,NA,1,"LowestRound",2012
10,10,"Brendon de Jonge",115,62,NA,1,"LowestRound",2012
10,10,"Harris English",98,62,NA,2,"LowestRound",2012
10,10,"JB Holmes",90,62,NA,2,"LowestRound",2012
10,10,"Troy Kelly",68,62,NA,3,"LowestRound",2012
10,10,"Marc Leishman",84,62,NA,4,"LowestRound",2012
10,10,"Spencer Levin",81,62,NA,1,"LowestRound",2012
10,10,"Jeff Maggert",83,62,NA,2,"LowestRound",2012
10,10,"John Mallinger",74,62,NA,2,"LowestRound",2012
10,10,"Seung Yul Noh",105,62,NA,1,"LowestRound",2012
10,10,"Nick OHern",78,62,NA,1,"LowestRound",2012
10,10,"Carl Pettersson",92,62,NA,1,"LowestRound",2012
10,10,"Scott Piercy",95,62,NA,1,"LowestRound",2012
10,10,"Kyle Stanley",86,62,NA,1,"LowestRound",2012
10,10,"Jimmy Walker",101,62,NA,4,"LowestRound",2012
10,10,"Bubba Watson",68,62,NA,2,"LowestRound",2012
10,10,"Mark Wilson",84,62,NA,2,"LowestRound",2012
10,10,"Tiger Woods",69,62,NA,4,"LowestRound",2012
32,32,"Arjun Atwal",79,63,NA,2,"LowestRound",2012
32,32,"Keegan Bradley",90,63,NA,3,"LowestRound",2012
32,32,"Roberto Castro",92,63,NA,4,"LowestRound",2012
32,32,"John Daly",50,63,NA,2,"LowestRound",2012
32,32,"Graham DeLaet",79,63,NA,1,"LowestRound",2012
32,32,"Jason Dufner",83,63,NA,3,"LowestRound",2012
32,32,"Scott Dunlap",57,63,NA,2,"LowestRound",2012
32,32,"Matt Every",80,63,NA,1,"LowestRound",2012
32,32,"Jim Furyk",85,63,NA,1,"LowestRound",2012
32,32,"Sergio Garcia",57,63,NA,2,"LowestRound",2012
32,32,"Bobby Gates",87,63,NA,2,"LowestRound",2012
32,32,"Retief Goosen",39,63,NA,3,"LowestRound",2012
32,32,"Bill Haas",79,63,NA,1,"LowestRound",2012
32,32,"Billy Horschel",63,63,NA,2,"LowestRound",2012
32,32,"John Huh",99,63,NA,1,"LowestRound",2012
32,32,"Dustin Johnson",70,63,NA,1,"LowestRound",2012
32,32,"Chris Kirk",93,63,NA,1,"LowestRound",2012
32,32,"Danny Lee",74,63,NA,1,"LowestRound",2012
32,32,"David Mathis",83,63,NA,1,"LowestRound",2012
32,32,"Graeme McDowell",55,63,NA,2,"LowestRound",2012
32,32,"William McGirt",96,63,NA,1,"LowestRound",2012
32,32,"Garth Mulroy",59,63,NA,2,"LowestRound",2012
32,32,"Louis Oosthuizen",65,63,NA,3,"LowestRound",2012
32,32,"Greg Owen",90,63,NA,1,"LowestRound",2012
32,32,"Pat Perez",81,63,NA,4,"LowestRound",2012
32,32,"Patrick Reed",38,63,NA,4,"LowestRound",2012
32,32,"Charl Schwartzel",56,63,NA,4,"LowestRound",2012
32,32,"Webb Simpson",77,63,NA,2,"LowestRound",2012
32,32,"Vijay Singh",99,63,NA,1,"LowestRound",2012
32,32,"Scott Stallings",78,63,NA,3,"LowestRound",2012
32,32,"Steve Stricker",73,63,NA,2,"LowestRound",2012
32,32,"Daniel Summerhays",81,63,NA,2,"LowestRound",2012
32,32,"David Toms",60,63,NA,4,"LowestRound",2012
32,32,"Camilo Villegas",79,63,NA,1,"LowestRound",2012
32,32,"Lee Westwood",60,63,NA,4,"LowestRound",2012
67,67,"Blake Adams",107,64,NA,3,"LowestRound",2012
67,67,"Sangmoon Bae",81,64,NA,1,"LowestRound",2012
67,67,"Ricky Barnes",92,64,NA,1,"LowestRound",2012
67,67,"Tommy Biershenk",74,64,NA,2,"LowestRound",2012
67,67,"Jonas Blixt",72,64,NA,2,"LowestRound",2012
67,67,"Jason Bohn",81,64,NA,3,"LowestRound",2012
67,67,"Steven Bowditch",45,64,NA,2,"LowestRound",2012
67,67,"Michael Bradley",63,64,NA,2,"LowestRound",2012
67,67,"Jonathan Byrd",69,64,NA,1,"LowestRound",2012
67,67,"Chad Campbell",84,64,NA,2,"LowestRound",2012
67,67,"Greg Chalmers",88,64,NA,2,"LowestRound",2012
67,67,"Gary Christian",91,64,NA,4,"LowestRound",2012
67,67,"Will Claxton",99,64,NA,1,"LowestRound",2012
67,67,"Brian Davis",91,64,NA,3,"LowestRound",2012
67,67,"Jason Day",57,64,NA,3,"LowestRound",2012
67,67,"Chris DiMarco",83,64,NA,2,"LowestRound",2012
67,67,"Ken Duke",104,64,NA,1,"LowestRound",2012
67,67,"Bob Estes",78,64,NA,1,"LowestRound",2012
67,67,"Martin Flores",95,64,NA,1,"LowestRound",2012
67,67,"Jonathan Fly",4,64,NA,2,"LowestRound",2012
67,67,"Tom Gillis",75,64,NA,1,"LowestRound",2012
67,67,"Branden Grace",22,64,NA,3,"LowestRound",2012
67,67,"Luke Guthrie",14,64,NA,4,"LowestRound",2012
67,67,"JJ Henry",93,64,NA,2,"LowestRound",2012
67,67,"Billy Hurley III",70,64,NA,3,"LowestRound",2012
67,67,"Brandt Jobe",57,64,NA,3,"LowestRound",2012
67,67,"Zach Johnson",95,64,NA,1,"LowestRound",2012
67,67,"Matt Jones",53,64,NA,2,"LowestRound",2012
67,67,"Martin Kaymer",27,64,NA,2,"LowestRound",2012
67,67,"Russell Knox",72,64,NA,2,"LowestRound",2012
67,67,"Kelly Kraft",26,64,NA,3,"LowestRound",2012
67,67,"Justin Leonard",79,64,NA,1,"LowestRound",2012
67,67,"Frank Lickliter II",22,64,NA,2,"LowestRound",2012
67,67,"Edward Loar",59,64,NA,2,"LowestRound",2012
