"GIRPutting2025_RANKTHISWEEK_2014","GIRPutting2025_RANKLASTWEEK_2014","GIRPutting2025_PLAYERNAME_2014","GIRPutting2025_ROUNDS_2014","GIRPutting2025_Pct_2014","GIRPutting2025_ATTEMPTS_2014","GIRPutting2025_PUTTSMADE_2014","stat_name","year"
1,1,"Vijay Singh",83,23.16,95,22,"GIRPutting2025",2014
2,2,"Sangmoon Bae",76,22.86,70,16,"GIRPutting2025",2014
3,3,"Freddie Jacobson",91,22.45,98,22,"GIRPutting2025",2014
4,4,"Chad Campbell",57,21.88,64,14,"GIRPutting2025",2014
5,5,"Graham DeLaet",80,21.36,103,22,"GIRPutting2025",2014
6,6,"Graeme McDowell",66,20.34,59,12,"GIRPutting2025",2014
7,7,"Jonas Blixt",64,20,50,10,"GIRPutting2025",2014
8,8,"Kevin Streelman",79,19.23,78,15,"GIRPutting2025",2014
9,9,"Ian Poulter",57,17.65,51,9,"GIRPutting2025",2014
9,9,"Adam Scott",68,17.65,68,12,"GIRPutting2025",2014
11,11,"Luke Guthrie",85,17.53,97,17,"GIRPutting2025",2014
12,12,"Bronson La Cassie",51,17.5,40,7,"GIRPutting2025",2014
13,13,"Brendon Todd",108,17.24,116,20,"GIRPutting2025",2014
14,14,"Shawn Stefani",60,16.88,77,13,"GIRPutting2025",2014
15,15,"Ryan Moore",86,16.85,89,15,"GIRPutting2025",2014
16,16,"Scott Brown",100,16.83,101,17,"GIRPutting2025",2014
17,17,"Lucas Glover",68,16.39,61,10,"GIRPutting2025",2014
18,18,"Paul Casey",56,16.36,55,9,"GIRPutting2025",2014
18,18,"Luke Donald",57,16.36,55,9,"GIRPutting2025",2014
20,20,"Matt Jones",83,16.05,81,13,"GIRPutting2025",2014
21,21,"Morgan Hoffmann",103,16.04,106,17,"GIRPutting2025",2014
22,22,"Daniel Summerhays",98,15.94,138,22,"GIRPutting2025",2014
23,23,"Geoff Ogilvy",84,15.85,82,13,"GIRPutting2025",2014
24,24,"KJ Choi",80,15.79,95,15,"GIRPutting2025",2014
24,24,"Billy Horschel",92,15.79,95,15,"GIRPutting2025",2014
26,26,"Jordan Spieth",102,15.74,108,17,"GIRPutting2025",2014
27,27,"Pat Perez",84,15.69,102,16,"GIRPutting2025",2014
28,28,"Ernie Els",85,15.66,83,13,"GIRPutting2025",2014
29,29,"Seung Yul Noh",92,15.6,109,17,"GIRPutting2025",2014
30,30,"Bryce Molder",77,15.56,90,14,"GIRPutting2025",2014
30,30,"Andrew Svoboda",77,15.56,90,14,"GIRPutting2025",2014
32,32,"Brendan Steele",89,15.48,84,13,"GIRPutting2025",2014
33,33,"William McGirt",96,15.45,110,17,"GIRPutting2025",2014
34,34,"Chris Stroud",88,15.15,99,15,"GIRPutting2025",2014
35,35,"Matt Kuchar",91,15.13,119,18,"GIRPutting2025",2014
36,36,"Webb Simpson",87,15,100,15,"GIRPutting2025",2014
37,37,"Ricky Barnes",92,14.95,107,16,"GIRPutting2025",2014
38,38,"Patrick Reed",92,14.74,95,14,"GIRPutting2025",2014
39,39,"Rickie Fowler",91,14.63,82,12,"GIRPutting2025",2014
40,40,"Brian Harman",111,14.18,141,20,"GIRPutting2025",2014
41,41,"Jimmy Walker",98,14.14,99,14,"GIRPutting2025",2014
42,42,"Kevin Na",94,14.05,121,17,"GIRPutting2025",2014
43,43,"Marc Leishman",81,13.98,93,13,"GIRPutting2025",2014
44,44,"Greg Chalmers",85,13.92,79,11,"GIRPutting2025",2014
45,45,"Hunter Mahan",88,13.89,108,15,"GIRPutting2025",2014
46,46,"Chesson Hadley",84,13.86,101,14,"GIRPutting2025",2014
47,47,"Davis Love III",74,13.75,80,11,"GIRPutting2025",2014
48,48,"Justin Rose",70,13.7,73,10,"GIRPutting2025",2014
