"AverageDistanceofBirdieputtsmade_RANKTHISWEEK_2011","AverageDistanceofBirdieputtsmade_RANKLASTWEEK_2011","AverageDistanceofBirdieputtsmade_PLAYERNAME_2011","AverageDistanceofBirdieputtsmade_ROUNDS_2011","AverageDistanceofBirdieputtsmade_AVG_2011","AverageDistanceofBirdieputtsmade_TOTDISTFT_2011","AverageDistanceofBirdieputtsmade_TOTBIRDIEPUTTSMADE_2011","AverageDistanceofBirdieputtsmade_LONGESTMADEFT_2011","AverageDistanceofBirdieputtsmade_SHORTESTMADEFT_2011","stat_name","year"
12,12,"Michael Putnam",67,NA,1759.833,161,58,NA,"AverageDistanceofBirdieputtsmade",2011
12,12,"Marc Turnesa",54,NA,1438.583,132,41,NA,"AverageDistanceofBirdieputtsmade",2011
17,17,"Hunter Haas",96,NA,3242.583,300,59,NA,"AverageDistanceofBirdieputtsmade",2011
17,17,"Scott McCarron",65,NA,1686.75,156,50,NA,"AverageDistanceofBirdieputtsmade",2011
17,17,"William McGirt",103,NA,3093.833,285,55,NA,"AverageDistanceofBirdieputtsmade",2011
20,20,"Greg Chalmers",88,NA,2579.583,242,64,NA,"AverageDistanceofBirdieputtsmade",2011
20,20,"Brian Gay",90,NA,2583.417,242,42,NA,"AverageDistanceofBirdieputtsmade",2011
20,20,"Aron Price",58,NA,1840.167,172,47,NA,"AverageDistanceofBirdieputtsmade",2011
20,20,"John Rollins",85,NA,2667.167,250,54,NA,"AverageDistanceofBirdieputtsmade",2011
20,20,"Nate Smith",66,NA,1595.417,149,39,NA,"AverageDistanceofBirdieputtsmade",2011
25,25,"Lucas Glover",74,NA,2366.583,223,64,NA,"AverageDistanceofBirdieputtsmade",2011
25,25,"Sung Kang",63,NA,1623.833,154,51,NA,"AverageDistanceofBirdieputtsmade",2011
25,25,"Colt Knost",80,NA,1944.917,184,47,NA,"AverageDistanceofBirdieputtsmade",2011
25,25,"Rod Pampling",72,NA,2104.083,199,47,NA,"AverageDistanceofBirdieputtsmade",2011
25,25,"Pat Perez",76,NA,2665.25,252,53,NA,"AverageDistanceofBirdieputtsmade",2011
25,25,"Charl Schwartzel",58,NA,1486.833,140,67,NA,"AverageDistanceofBirdieputtsmade",2011
31,31,"Trevor Immelman",84,NA,2187.167,208,60,NA,"AverageDistanceofBirdieputtsmade",2011
31,31,"Kevin Na",84,NA,2567.333,245,52,NA,"AverageDistanceofBirdieputtsmade",2011
31,31,"Chez Reavie",92,NA,3139.333,300,43,NA,"AverageDistanceofBirdieputtsmade",2011
34,34,"Ben Curtis",66,NA,2001.75,192,45,NA,"AverageDistanceofBirdieputtsmade",2011
34,34,"Kevin Kisner",70,NA,1744.083,167,63,NA,"AverageDistanceofBirdieputtsmade",2011
34,34,"Ben Martin",74,NA,2207.75,212,50,NA,"AverageDistanceofBirdieputtsmade",2011
34,34,"Billy Mayfair",94,NA,2982.083,286,67,NA,"AverageDistanceofBirdieputtsmade",2011
34,34,"Tim Petrovic",88,NA,2546.25,244,47,NA,"AverageDistanceofBirdieputtsmade",2011
34,34,"Cameron Tringale",110,NA,3398.167,325,59,NA,"AverageDistanceofBirdieputtsmade",2011
40,40,"Kris Blanks",92,NA,2811.917,272,46,NA,"AverageDistanceofBirdieputtsmade",2011
40,40,"Michael Bradley",74,NA,1914.75,185,46,NA,"AverageDistanceofBirdieputtsmade",2011
40,40,"Steve Elkington",50,NA,1308.5,127,62,NA,"AverageDistanceofBirdieputtsmade",2011
40,40,"Steve Flesch",88,NA,2652.417,257,62,NA,"AverageDistanceofBirdieputtsmade",2011
40,40,"Hunter Mahan",92,NA,3166.083,307,60,NA,"AverageDistanceofBirdieputtsmade",2011
40,40,"Rocco Mediate",53,NA,1463.917,142,53,NA,"AverageDistanceofBirdieputtsmade",2011
40,40,"Roland Thatcher",67,NA,1998.417,194,47,NA,"AverageDistanceofBirdieputtsmade",2011
40,40,"Michael Thompson",79,NA,2327.75,225,59,NA,"AverageDistanceofBirdieputtsmade",2011
48,48,"David Hearn",88,NA,2610.5,254,43,NA,"AverageDistanceofBirdieputtsmade",2011
48,48,"Tim Herron",85,NA,2586.333,252,64,NA,"AverageDistanceofBirdieputtsmade",2011
48,48,"David Mathis",83,NA,2358.167,230,41,NA,"AverageDistanceofBirdieputtsmade",2011
48,48,"John Merrick",71,NA,2138.083,208,49,NA,"AverageDistanceofBirdieputtsmade",2011
48,48,"Chris Riley",76,NA,2016,196,48,NA,"AverageDistanceofBirdieputtsmade",2011
48,48,"Brandt Snedeker",85,NA,2665,261,59,NA,"AverageDistanceofBirdieputtsmade",2011
48,48,"Kevin Stadler",88,NA,2581.917,251,55,NA,"AverageDistanceofBirdieputtsmade",2011
48,48,"Camilo Villegas",69,NA,2003.833,196,45,NA,"AverageDistanceofBirdieputtsmade",2011
56,56,"Briny Baird",60,NA,1654.583,163,35,NA,"AverageDistanceofBirdieputtsmade",2011
56,56,"Stewart Cink",72,NA,1784.167,176,50,NA,"AverageDistanceofBirdieputtsmade",2011
56,56,"Padraig Harrington",60,NA,1549.167,153,47,NA,"AverageDistanceofBirdieputtsmade",2011
56,56,"JJ Henry",96,NA,2541,250,53,NA,"AverageDistanceofBirdieputtsmade",2011
56,56,"Lee Janzen",62,NA,1763,173,60,NA,"AverageDistanceofBirdieputtsmade",2011
56,56,"Kent Jones",76,NA,2086.25,206,39,NA,"AverageDistanceofBirdieputtsmade",2011
56,56,"John Senden",94,NA,2988.917,293,53,NA,"AverageDistanceofBirdieputtsmade",2011
56,56,"Will Strickler",51,NA,1345.667,132,68,NA,"AverageDistanceofBirdieputtsmade",2011
64,64,"Matt Bettencourt",84,NA,2422.667,241,50,NA,"AverageDistanceofBirdieputtsmade",2011
64,64,"DJ Brigman",67,NA,1570.417,156,46,NA,"AverageDistanceofBirdieputtsmade",2011
64,64,"Jason Day",76,NA,2312.667,229,44,NA,"AverageDistanceofBirdieputtsmade",2011
64,64,"Ernie Els",71,NA,1992.667,198,58,NA,"AverageDistanceofBirdieputtsmade",2011
64,64,"Jim Renner",65,NA,1793,178,58,NA,"AverageDistanceofBirdieputtsmade",2011
64,64,"Charlie Wi",83,NA,2677.417,265,44,NA,"AverageDistanceofBirdieputtsmade",2011
70,70,"JP Hayes",56,NA,1441.5,144,47,NA,"AverageDistanceofBirdieputtsmade",2011
70,70,"Ryuji Imada",83,NA,2449.083,245,58,NA,"AverageDistanceofBirdieputtsmade",2011
70,70,"Robert Karlsson",61,NA,1531,153,58,NA,"AverageDistanceofBirdieputtsmade",2011
70,70,"Vijay Singh",79,NA,2659.083,266,62,NA,"AverageDistanceofBirdieputtsmade",2011
70,70,"Paul Stankowski",78,NA,2184.417,219,47,NA,"AverageDistanceofBirdieputtsmade",2011
70,70,"Mark Wilson",89,NA,2340.583,234,45,NA,"AverageDistanceofBirdieputtsmade",2011
76,76,"Cameron Beckman",71,NA,2114.917,213,44,NA,"AverageDistanceofBirdieputtsmade",2011
76,76,"Shane Bertsch",62,NA,1777,179,36,NA,"AverageDistanceofBirdieputtsmade",2011
76,76,"Jason Bohn",74,NA,2299.5,232,63,NA,"AverageDistanceofBirdieputtsmade",2011
76,76,"Ben Crane",76,NA,2018.417,204,60,NA,"AverageDistanceofBirdieputtsmade",2011
76,76,"Rickie Fowler",84,NA,2536,256,43,NA,"AverageDistanceofBirdieputtsmade",2011
76,76,"Brandt Jobe",100,NA,2865.917,290,66,NA,"AverageDistanceofBirdieputtsmade",2011
76,76,"Justin Leonard",82,NA,2004.917,203,36,NA,"AverageDistanceofBirdieputtsmade",2011
76,76,"Bill Lunde",92,NA,2733,276,52,NA,"AverageDistanceofBirdieputtsmade",2011
76,76,"DA Points",89,NA,2525.25,254,68,NA,"AverageDistanceofBirdieputtsmade",2011
76,76,"Chris Stroud",88,NA,2535.417,256,61,NA,"AverageDistanceofBirdieputtsmade",2011
76,76,"YE Yang",63,NA,1407.083,142,46,NA,"AverageDistanceofBirdieputtsmade",2011
87,87,"Blake Adams",116,NA,3614.333,369,43,NA,"AverageDistanceofBirdieputtsmade",2011
87,87,"Rich Beem",53,NA,1167.167,119,36,NA,"AverageDistanceofBirdieputtsmade",2011
87,87,"Brendon de Jonge",105,NA,3263.333,333,71,NA,"AverageDistanceofBirdieputtsmade",2011
87,87,"Retief Goosen",50,NA,1393.25,142,55,NA,"AverageDistanceofBirdieputtsmade",2011
87,87,"Freddie Jacobson",92,NA,2377.917,242,45,NA,"AverageDistanceofBirdieputtsmade",2011
87,87,"Carl Pettersson",95,NA,3256.833,331,50,NA,"AverageDistanceofBirdieputtsmade",2011
87,87,"Kevin Streelman",90,NA,2453.417,249,38,NA,"AverageDistanceofBirdieputtsmade",2011
87,87,"Vaughn Taylor",89,NA,2660.333,270,47,NA,"AverageDistanceofBirdieputtsmade",2011
95,95,"Bobby Gates",82,NA,1945.917,199,51,NA,"AverageDistanceofBirdieputtsmade",2011
95,95,"Paul Goydos",81,NA,2236.083,229,42,NA,"AverageDistanceofBirdieputtsmade",2011
95,95,"Nathan Green",81,NA,2033.333,209,38,NA,"AverageDistanceofBirdieputtsmade",2011
95,95,"Charles Howell III",108,NA,2969.25,304,88,NA,"AverageDistanceofBirdieputtsmade",2011
95,95,"Bio Kim",71,NA,1705.583,175,57,NA,"AverageDistanceofBirdieputtsmade",2011
95,95,"Jeff Overton",92,NA,2475.667,254,61,NA,"AverageDistanceofBirdieputtsmade",2011
95,95,"Tag Ridings",87,NA,2364.083,243,77,NA,"AverageDistanceofBirdieputtsmade",2011
95,95,"Garrett Willis",71,NA,2079.5,213,52,NA,"AverageDistanceofBirdieputtsmade",2011
103,103,"Robert Allenby",84,NA,2336.5,242,48,NA,"AverageDistanceofBirdieputtsmade",2011
103,103,"Alex Cejka",59,NA,1372.417,142,96,NA,"AverageDistanceofBirdieputtsmade",2011
103,103,"KJ Choi",77,NA,1820.25,189,46,NA,"AverageDistanceofBirdieputtsmade",2011
103,103,"Spencer Levin",113,NA,2968.5,308,68,NA,"AverageDistanceofBirdieputtsmade",2011
103,103,"Sean OHair",71,NA,1715,177,40,NA,"AverageDistanceofBirdieputtsmade",2011
108,108,"Chris Couch",73,NA,2345.417,245,44,NA,"AverageDistanceofBirdieputtsmade",2011
108,108,"Chris DiMarco",93,NA,2538.667,264,57,NA,"AverageDistanceofBirdieputtsmade",2011
108,108,"Billy Horschel",75,NA,2026.583,211,57,NA,"AverageDistanceofBirdieputtsmade",2011
108,108,"Chris Kirk",87,NA,2689,281,46,NA,"AverageDistanceofBirdieputtsmade",2011
108,108,"Marc Leishman",87,NA,2518.25,262,61,NA,"AverageDistanceofBirdieputtsmade",2011
108,108,"Troy Merritt",63,NA,1516.667,158,40,NA,"AverageDistanceofBirdieputtsmade",2011
108,108,"Bryce Molder",82,NA,2489.917,259,42,NA,"AverageDistanceofBirdieputtsmade",2011
108,108,"Geoff Ogilvy",69,NA,1947.083,203,70,NA,"AverageDistanceofBirdieputtsmade",2011
116,116,"Joe Durant",71,NA,1861,196,49,NA,"AverageDistanceofBirdieputtsmade",2011
116,116,"Ryan Moore",79,NA,2068.167,217,34,NA,"AverageDistanceofBirdieputtsmade",2011
116,116,"Daniel Summerhays",75,NA,1586.25,167,38,NA,"AverageDistanceofBirdieputtsmade",2011
116,116,"Josh Teater",104,NA,2989.917,315,73,NA,"AverageDistanceofBirdieputtsmade",2011
120,120,"James Driscoll",71,NA,1899,201,70,NA,"AverageDistanceofBirdieputtsmade",2011
120,120,"Harrison Frazar",58,NA,1308.167,139,43,NA,"AverageDistanceofBirdieputtsmade",2011
120,120,"Zack Miller",86,NA,2125.333,225,66,NA,"AverageDistanceofBirdieputtsmade",2011
120,120,"Steve Stricker",70,NA,2080.167,220,75,NA,"AverageDistanceofBirdieputtsmade",2011
120,120,"Jhonattan Vegas",84,NA,2316.417,246,41,NA,"AverageDistanceofBirdieputtsmade",2011
125,125,"Tommy Gainey",104,NA,3129.25,335,43,NA,"AverageDistanceofBirdieputtsmade",2011
125,125,"Bill Haas",93,NA,2479.25,265,54,NA,"AverageDistanceofBirdieputtsmade",2011
125,125,"Jim Herman",69,NA,1691.75,182,47,NA,"AverageDistanceofBirdieputtsmade",2011
125,125,"Jarrod Lyle",83,NA,1982.25,213,48,NA,"AverageDistanceofBirdieputtsmade",2011
125,125,"Heath Slocum",89,NA,2287.167,246,43,NA,"AverageDistanceofBirdieputtsmade",2011
130,130,"Arjun Atwal",91,NA,2602.417,281,76,NA,"AverageDistanceofBirdieputtsmade",2011
130,130,"Woody Austin",59,NA,1625.5,175,48,NA,"AverageDistanceofBirdieputtsmade",2011
130,130,"Joseph Bramlett",73,NA,1736.333,187,50,NA,"AverageDistanceofBirdieputtsmade",2011
130,130,"Michael Connell",76,NA,1956.667,211,48,NA,"AverageDistanceofBirdieputtsmade",2011
130,130,"Brian Davis",105,NA,3111.667,336,42,NA,"AverageDistanceofBirdieputtsmade",2011
130,130,"Jim Furyk",87,NA,2136,230,43,NA,"AverageDistanceofBirdieputtsmade",2011
130,130,"Tom Gillis",55,NA,1398.917,151,39,NA,"AverageDistanceofBirdieputtsmade",2011
130,130,"Joe Ogilvie",75,NA,1910.333,206,48,NA,"AverageDistanceofBirdieputtsmade",2011
138,138,"Chad Campbell",99,NA,2684.667,294,48,NA,"AverageDistanceofBirdieputtsmade",2011
138,138,"Sergio Garcia",61,NA,1356.833,148,41,NA,"AverageDistanceofBirdieputtsmade",2011
138,138,"Jerry Kelly",85,NA,1983.75,216,49,NA,"AverageDistanceofBirdieputtsmade",2011
138,138,"Derek Lamely",65,NA,1596.75,174,50,NA,"AverageDistanceofBirdieputtsmade",2011
138,138,"Webb Simpson",98,NA,3222,350,53,NA,"AverageDistanceofBirdieputtsmade",2011
143,143,"Stuart Appleby",65,NA,1622.333,179,50,NA,"AverageDistanceofBirdieputtsmade",2011
143,143,"Steven Bowditch",86,NA,2689.833,295,47,NA,"AverageDistanceofBirdieputtsmade",2011
143,143,"Angel Cabrera",50,NA,1147.667,126,42,NA,"AverageDistanceofBirdieputtsmade",2011
143,143,"Luke Donald",73,NA,1955.333,215,45,NA,"AverageDistanceofBirdieputtsmade",2011
143,143,"Jason Dufner",78,NA,2086,230,39,NA,"AverageDistanceofBirdieputtsmade",2011
143,143,"Justin Hicks",60,NA,1098,121,28,NA,"AverageDistanceofBirdieputtsmade",2011
143,143,"Matt Kuchar",94,NA,2507.5,275,64,NA,"AverageDistanceofBirdieputtsmade",2011
143,143,"Martin Laird",77,NA,2126,235,45,NA,"AverageDistanceofBirdieputtsmade",2011
151,151,"Zach Johnson",79,NA,2076.167,231,64,NA,"AverageDistanceofBirdieputtsmade",2011
151,151,"Ian Poulter",52,NA,1241.917,138,32,NA,"AverageDistanceofBirdieputtsmade",2011
151,151,"Bo Van Pelt",92,NA,2319.75,258,52,NA,"AverageDistanceofBirdieputtsmade",2011
154,154,"Aaron Baddeley",77,NA,2238.333,251,47,NA,"AverageDistanceofBirdieputtsmade",2011
154,154,"Andres Romero",77,NA,2353.75,264,39,NA,"AverageDistanceofBirdieputtsmade",2011
154,154,"DJ Trahan",91,NA,2348.667,264,46,NA,"AverageDistanceofBirdieputtsmade",2011
154,154,"Jimmy Walker",79,NA,2179.583,244,58,NA,"AverageDistanceofBirdieputtsmade",2011
154,154,"Gary Woodland",93,NA,2322.083,261,56,NA,"AverageDistanceofBirdieputtsmade",2011
159,159,"Keegan Bradley",91,NA,2226.667,252,48,NA,"AverageDistanceofBirdieputtsmade",2011
159,159,"Kevin Chappell",78,NA,1659.333,188,42,NA,"AverageDistanceofBirdieputtsmade",2011
159,159,"Anthony Kim",72,NA,1736.417,196,74,NA,"AverageDistanceofBirdieputtsmade",2011
159,159,"Troy Matteson",91,NA,2360.75,267,41,NA,"AverageDistanceofBirdieputtsmade",2011
159,159,"Scott Piercy",78,NA,2054.583,232,76,NA,"AverageDistanceofBirdieputtsmade",2011
159,159,"Adam Scott",60,NA,1543,175,51,NA,"AverageDistanceofBirdieputtsmade",2011
159,159,"Kyle Stanley",98,NA,2699.5,307,45,NA,"AverageDistanceofBirdieputtsmade",2011
166,166,"Ricky Barnes",78,NA,1764.667,202,41,NA,"AverageDistanceofBirdieputtsmade",2011
166,166,"Scott Gutschewski",67,NA,1396.5,160,45,NA,"AverageDistanceofBirdieputtsmade",2011
166,166,"Matt Jones",71,NA,1832.5,210,44,NA,"AverageDistanceofBirdieputtsmade",2011
166,166,"George McNeill",69,NA,1720,197,42,NA,"AverageDistanceofBirdieputtsmade",2011
170,170,"Jonathan Byrd",83,NA,2279.583,263,76,NA,"AverageDistanceofBirdieputtsmade",2011
170,170,"Scott Stallings",84,NA,2055.583,238,39,NA,"AverageDistanceofBirdieputtsmade",2011
170,170,"Boo Weekley",66,NA,1740.75,200,42,NA,"AverageDistanceofBirdieputtsmade",2011
173,173,"Andres Gonzales",60,NA,1289.5,150,35,NA,"AverageDistanceofBirdieputtsmade",2011
173,173,"Davis Love III",70,NA,1535.5,179,32,NA,"AverageDistanceofBirdieputtsmade",2011
173,173,"Nick Watney",80,NA,2193.083,255,47,NA,"AverageDistanceofBirdieputtsmade",2011
176,176,"Robert Garrigus",83,NA,2222.167,262,52,NA,"AverageDistanceofBirdieputtsmade",2011
177,177,"Charley Hoffman",93,NA,2561.917,304,56,NA,"AverageDistanceofBirdieputtsmade",2011
177,177,"Dustin Johnson",72,NA,1887.75,225,50,NA,"AverageDistanceofBirdieputtsmade",2011
177,177,"Ryan Palmer",82,NA,1643.833,195,49,NA,"AverageDistanceofBirdieputtsmade",2011
177,177,"Justin Rose",79,NA,2028.583,240,36,NA,"AverageDistanceofBirdieputtsmade",2011
177,177,"Rory Sabbatini",85,NA,1860.417,220,43,NA,"AverageDistanceofBirdieputtsmade",2011
177,177,"Brendan Steele",89,NA,2153.417,255,37,NA,"AverageDistanceofBirdieputtsmade",2011
177,177,"Bubba Watson",85,NA,1969.417,233,53,NA,"AverageDistanceofBirdieputtsmade",2011
184,184,"Alex Prugh",82,NA,1818.5,220,43,NA,"AverageDistanceofBirdieputtsmade",2011
185,185,"JB Holmes",57,NA,1470.75,180,79,NA,"AverageDistanceofBirdieputtsmade",2011
186,186,"Phil Mickelson",79,NA,1775.417,228,40,NA,"AverageDistanceofBirdieputtsmade",2011
