"Par3ScoringAverage_RANKTHISWEEK_2013","Par3ScoringAverage_RANKLASTWEEK_2013","Par3ScoringAverage_PLAYERNAME_2013","Par3ScoringAverage_ROUNDS_2013","Par3ScoringAverage_AVG_2013","Par3ScoringAverage_TOTALSTROKES_2013","Par3ScoringAverage_TOTALHOLES_2013","stat_name","year"
1,1,"Richard Lee",81,2.96,933,315,"Par3ScoringAverage",2013
2,2,"Stephen Ames",49,2.98,601,202,"Par3ScoringAverage",2013
2,2,"Tiger Woods",61,2.98,715,240,"Par3ScoringAverage",2013
4,4,"Phil Mickelson",78,2.99,941,315,"Par3ScoringAverage",2013
5,5,"Bob Estes",66,3,808,269,"Par3ScoringAverage",2013
5,5,"Chris Kirk",89,3,1074,358,"Par3ScoringAverage",2013
5,5,"Henrik Stenson",65,3,768,256,"Par3ScoringAverage",2013
8,8,"Stuart Appleby",88,3.01,1031,343,"Par3ScoringAverage",2013
8,8,"Justin Bolli",59,3.01,674,224,"Par3ScoringAverage",2013
8,8,"Brian Davis",91,3.01,1113,370,"Par3ScoringAverage",2013
8,8,"Brendon de Jonge",110,3.01,1347,447,"Par3ScoringAverage",2013
8,8,"Jim Furyk",80,3.01,954,317,"Par3ScoringAverage",2013
8,8,"John Huh",88,3.01,1056,351,"Par3ScoringAverage",2013
8,8,"Dustin Johnson",71,3.01,836,278,"Par3ScoringAverage",2013
8,8,"Doug LaBelle II",72,3.01,855,284,"Par3ScoringAverage",2013
8,8,"Bryce Molder",82,3.01,983,327,"Par3ScoringAverage",2013
8,8,"Pat Perez",69,3.01,849,282,"Par3ScoringAverage",2013
8,8,"Brian Stuard",78,3.01,913,303,"Par3ScoringAverage",2013
19,19,"Ricky Barnes",74,3.02,861,285,"Par3ScoringAverage",2013
19,19,"Jason Bohn",70,3.02,861,285,"Par3ScoringAverage",2013
19,19,"Michael Bradley",56,3.02,643,213,"Par3ScoringAverage",2013
19,19,"Greg Chalmers",77,3.02,901,298,"Par3ScoringAverage",2013
19,19,"Tim Clark",64,3.02,742,246,"Par3ScoringAverage",2013
19,19,"James Driscoll",76,3.02,887,294,"Par3ScoringAverage",2013
19,19,"Charles Howell III",87,3.02,1034,342,"Par3ScoringAverage",2013
19,19,"Zach Johnson",84,3.02,1007,333,"Par3ScoringAverage",2013
19,19,"John Merrick",79,3.02,959,318,"Par3ScoringAverage",2013
19,19,"Jeff Overton",78,3.02,961,318,"Par3ScoringAverage",2013
19,19,"Ryan Palmer",79,3.02,977,323,"Par3ScoringAverage",2013
19,19,"John Rollins",77,3.02,901,298,"Par3ScoringAverage",2013
19,19,"Andrew Svoboda",46,3.02,537,178,"Par3ScoringAverage",2013
32,32,"Luke Donald",60,3.03,715,236,"Par3ScoringAverage",2013
32,32,"Robert Garrigus",69,3.03,809,267,"Par3ScoringAverage",2013
32,32,"JJ Henry",83,3.03,987,326,"Par3ScoringAverage",2013
32,32,"Matt Jones",83,3.03,1022,337,"Par3ScoringAverage",2013
32,32,"Carl Pettersson",82,3.03,973,321,"Par3ScoringAverage",2013
32,32,"Chez Reavie",72,3.03,887,293,"Par3ScoringAverage",2013
32,32,"Cameron Tringale",80,3.03,992,327,"Par3ScoringAverage",2013
32,32,"Gary Woodland",94,3.03,1099,363,"Par3ScoringAverage",2013
40,40,"Sangmoon Bae",83,3.04,1026,338,"Par3ScoringAverage",2013
40,40,"Chad Campbell",78,3.04,934,307,"Par3ScoringAverage",2013
40,40,"Jason Day",86,3.04,987,325,"Par3ScoringAverage",2013
40,40,"Martin Flores",83,3.04,1026,337,"Par3ScoringAverage",2013
40,40,"Bill Haas",85,3.04,1016,334,"Par3ScoringAverage",2013
40,40,"Peter Hanson",45,3.04,523,172,"Par3ScoringAverage",2013
40,40,"Jim Herman",59,3.04,679,223,"Par3ScoringAverage",2013
40,40,"Ryo Ishikawa",72,3.04,859,283,"Par3ScoringAverage",2013
40,40,"Brandt Jobe",62,3.04,706,232,"Par3ScoringAverage",2013
40,40,"Jason Kokrak",78,3.04,965,317,"Par3ScoringAverage",2013
40,40,"Steve LeBrun",66,3.04,759,250,"Par3ScoringAverage",2013
40,40,"Jeff Maggert",63,3.04,776,255,"Par3ScoringAverage",2013
40,40,"Justin Rose",62,3.04,729,240,"Par3ScoringAverage",2013
40,40,"Webb Simpson",92,3.04,1078,355,"Par3ScoringAverage",2013
40,40,"Kevin Stadler",83,3.04,977,321,"Par3ScoringAverage",2013
40,40,"Steve Stricker",51,3.04,563,185,"Par3ScoringAverage",2013
40,40,"Chris Stroud",88,3.04,1089,358,"Par3ScoringAverage",2013
40,40,"Lee Williams",62,3.04,746,245,"Par3ScoringAverage",2013
58,58,"Robert Allenby",58,3.05,693,227,"Par3ScoringAverage",2013
58,58,"Ben Crane",62,3.05,717,235,"Par3ScoringAverage",2013
58,58,"Brad Fritsch",81,3.05,954,313,"Par3ScoringAverage",2013
58,58,"Bobby Gates",49,3.05,555,182,"Par3ScoringAverage",2013
58,58,"Charley Hoffman",84,3.05,1044,342,"Par3ScoringAverage",2013
58,58,"Matt Kuchar",93,3.05,1069,351,"Par3ScoringAverage",2013
58,58,"Graeme McDowell",53,3.05,598,196,"Par3ScoringAverage",2013
58,58,"Rory McIlroy",56,3.05,672,220,"Par3ScoringAverage",2013
58,58,"Henrik Norlander",70,3.05,841,276,"Par3ScoringAverage",2013
58,58,"Geoff Ogilvy",57,3.05,717,235,"Par3ScoringAverage",2013
58,58,"Ian Poulter",59,3.05,637,209,"Par3ScoringAverage",2013
58,58,"Andres Romero",63,3.05,729,239,"Par3ScoringAverage",2013
58,58,"Jordan Spieth",82,3.05,1017,333,"Par3ScoringAverage",2013
58,58,"Camilo Villegas",79,3.05,929,305,"Par3ScoringAverage",2013
72,72,"Keegan Bradley",88,3.06,1054,345,"Par3ScoringAverage",2013
72,72,"Harris English",95,3.06,1186,387,"Par3ScoringAverage",2013
72,72,"David Hearn",88,3.06,1085,355,"Par3ScoringAverage",2013
72,72,"Justin Hicks",79,3.06,939,307,"Par3ScoringAverage",2013
72,72,"Jerry Kelly",75,3.06,940,307,"Par3ScoringAverage",2013
72,72,"Colt Knost",69,3.06,813,266,"Par3ScoringAverage",2013
72,72,"Scott Langley",79,3.06,937,306,"Par3ScoringAverage",2013
72,72,"David Lynn",70,3.06,849,277,"Par3ScoringAverage",2013
72,72,"Robert Streb",75,3.06,890,291,"Par3ScoringAverage",2013
72,72,"Daniel Summerhays",83,3.06,1037,339,"Par3ScoringAverage",2013
72,72,"Nicholas Thompson",99,3.06,1227,401,"Par3ScoringAverage",2013
72,72,"Charlie Wi",75,3.06,890,291,"Par3ScoringAverage",2013
72,72,"YE Yang",56,3.06,691,226,"Par3ScoringAverage",2013
85,85,"Roberto Castro",97,3.07,1214,395,"Par3ScoringAverage",2013
85,85,"Ernie Els",63,3.07,761,248,"Par3ScoringAverage",2013
85,85,"Fabian Gomez",65,3.07,813,265,"Par3ScoringAverage",2013
85,85,"James Hahn",78,3.07,924,301,"Par3ScoringAverage",2013
85,85,"Justin Leonard",86,3.07,1073,350,"Par3ScoringAverage",2013
85,85,"Seung Yul Noh",71,3.07,834,272,"Par3ScoringAverage",2013
85,85,"Cameron Percy",68,3.07,821,267,"Par3ScoringAverage",2013
85,85,"Ted Potter Jr",65,3.07,749,244,"Par3ScoringAverage",2013
85,85,"Adam Scott",61,3.07,748,244,"Par3ScoringAverage",2013
85,85,"Shawn Stefani",63,3.07,795,259,"Par3ScoringAverage",2013
85,85,"David Toms",49,3.07,552,180,"Par3ScoringAverage",2013
96,96,"Scott Brown",65,3.08,817,265,"Par3ScoringAverage",2013
96,96,"Angel Cabrera",73,3.08,913,296,"Par3ScoringAverage",2013
96,96,"Bud Cauley",67,3.08,786,255,"Par3ScoringAverage",2013
96,96,"Erik Compton",74,3.08,931,302,"Par3ScoringAverage",2013
96,96,"Brian Harman",89,3.08,1066,346,"Par3ScoringAverage",2013
96,96,"Morgan Hoffmann",64,3.08,794,258,"Par3ScoringAverage",2013
96,96,"Billy Horschel",96,3.08,1205,391,"Par3ScoringAverage",2013
96,96,"Ben Kohles",75,3.08,896,291,"Par3ScoringAverage",2013
96,96,"Marc Leishman",77,3.08,951,309,"Par3ScoringAverage",2013
96,96,"Sean OHair",56,3.08,709,230,"Par3ScoringAverage",2013
96,96,"Jin Park",52,3.08,629,204,"Par3ScoringAverage",2013
96,96,"Dicky Pride",71,3.08,844,274,"Par3ScoringAverage",2013
96,96,"Patrick Reed",83,3.08,1036,336,"Par3ScoringAverage",2013
96,96,"Tag Ridings",69,3.08,823,267,"Par3ScoringAverage",2013
96,96,"Rory Sabbatini",86,3.08,1028,334,"Par3ScoringAverage",2013
96,96,"Charl Schwartzel",69,3.08,838,272,"Par3ScoringAverage",2013
96,96,"Brandt Snedeker",79,3.08,972,316,"Par3ScoringAverage",2013
96,96,"Kevin Streelman",86,3.08,1081,351,"Par3ScoringAverage",2013
96,96,"Josh Teater",86,3.08,1028,334,"Par3ScoringAverage",2013
96,96,"Bubba Watson",76,3.08,889,289,"Par3ScoringAverage",2013
96,96,"Lee Westwood",70,3.08,852,277,"Par3ScoringAverage",2013
96,96,"Casey Wittenberg",72,3.08,874,284,"Par3ScoringAverage",2013
118,118,"KJ Choi",85,3.09,1050,340,"Par3ScoringAverage",2013
118,118,"Stewart Cink",71,3.09,895,290,"Par3ScoringAverage",2013
118,118,"Graham DeLaet",94,3.09,1182,382,"Par3ScoringAverage",2013
118,118,"Ken Duke",87,3.09,1086,352,"Par3ScoringAverage",2013
118,118,"Rickie Fowler",75,3.09,904,293,"Par3ScoringAverage",2013
118,118,"Sergio Garcia",65,3.09,790,256,"Par3ScoringAverage",2013
118,118,"Scott Gardiner",61,3.09,742,240,"Par3ScoringAverage",2013
118,118,"Brian Gay",79,3.09,989,320,"Par3ScoringAverage",2013
118,118,"Trevor Immelman",73,3.09,867,281,"Par3ScoringAverage",2013
118,118,"Hunter Mahan",91,3.09,1043,338,"Par3ScoringAverage",2013
118,118,"David Mathis",71,3.09,841,272,"Par3ScoringAverage",2013
118,118,"William McGirt",75,3.09,942,305,"Par3ScoringAverage",2013
118,118,"George McNeill",68,3.09,843,273,"Par3ScoringAverage",2013
118,118,"Greg Owen",73,3.09,893,289,"Par3ScoringAverage",2013
118,118,"Rod Pampling",46,3.09,523,169,"Par3ScoringAverage",2013
118,118,"Scott Piercy",78,3.09,925,299,"Par3ScoringAverage",2013
118,118,"Brendan Steele",86,3.09,1032,334,"Par3ScoringAverage",2013
118,118,"Nick Watney",88,3.09,1070,346,"Par3ScoringAverage",2013
136,136,"Kevin Chappell",80,3.1,1008,325,"Par3ScoringAverage",2013
136,136,"Matt Every",89,3.1,1116,360,"Par3ScoringAverage",2013
136,136,"Russell Henley",80,3.1,972,314,"Par3ScoringAverage",2013
136,136,"David Lingmerth",68,3.1,865,279,"Par3ScoringAverage",2013
136,136,"Ryan Moore",72,3.1,876,283,"Par3ScoringAverage",2013
136,136,"Scott Stallings",79,3.1,984,317,"Par3ScoringAverage",2013
136,136,"DJ Trahan",48,3.1,586,189,"Par3ScoringAverage",2013
143,143,"Aaron Baddeley",68,3.11,843,271,"Par3ScoringAverage",2013
143,143,"Will Claxton",67,3.11,792,255,"Par3ScoringAverage",2013
143,143,"Jason Dufner",78,3.11,962,309,"Par3ScoringAverage",2013
143,143,"Lucas Glover",65,3.11,827,266,"Par3ScoringAverage",2013
143,143,"Robert Karlsson",56,3.11,654,210,"Par3ScoringAverage",2013
143,143,"Martin Kaymer",61,3.11,727,234,"Par3ScoringAverage",2013
143,143,"Martin Laird",68,3.11,864,278,"Par3ScoringAverage",2013
143,143,"DH Lee",65,3.11,820,264,"Par3ScoringAverage",2013
143,143,"DA Points",87,3.11,1097,353,"Par3ScoringAverage",2013
143,143,"Vaughn Taylor",50,3.11,575,185,"Par3ScoringAverage",2013
143,143,"Johnson Wagner",64,3.11,747,240,"Par3ScoringAverage",2013
154,154,"Padraig Harrington",52,3.12,615,197,"Par3ScoringAverage",2013
154,154,"Alistair Presnell",59,3.12,728,233,"Par3ScoringAverage",2013
154,154,"John Senden",79,3.12,986,316,"Par3ScoringAverage",2013
154,154,"Kyle Stanley",71,3.12,879,282,"Par3ScoringAverage",2013
154,154,"Darron Stiles",51,3.12,620,199,"Par3ScoringAverage",2013
154,154,"Aaron Watkins",46,3.12,555,178,"Par3ScoringAverage",2013
154,154,"Boo Weekley",100,3.12,1265,406,"Par3ScoringAverage",2013
161,161,"Jonas Blixt",76,3.13,956,305,"Par3ScoringAverage",2013
161,161,"Steven Bowditch",67,3.13,829,265,"Par3ScoringAverage",2013
161,161,"Luke Guthrie",82,3.13,1043,333,"Par3ScoringAverage",2013
161,161,"Freddie Jacobson",63,3.13,754,241,"Par3ScoringAverage",2013
161,161,"Luke List",65,3.13,780,249,"Par3ScoringAverage",2013
161,161,"Michael Thompson",66,3.13,832,266,"Par3ScoringAverage",2013
161,161,"Bo Van Pelt",72,3.13,884,282,"Par3ScoringAverage",2013
161,161,"Jimmy Walker",84,3.13,1072,343,"Par3ScoringAverage",2013
169,169,"Tommy Gainey",84,3.14,1059,337,"Par3ScoringAverage",2013
169,169,"Vijay Singh",61,3.14,783,249,"Par3ScoringAverage",2013
169,169,"Mike Weir",60,3.14,742,236,"Par3ScoringAverage",2013
172,172,"Troy Matteson",68,3.15,848,269,"Par3ScoringAverage",2013
173,173,"Charlie Beljan",62,3.16,786,249,"Par3ScoringAverage",2013
173,173,"Ben Curtis",59,3.16,711,225,"Par3ScoringAverage",2013
173,173,"Tom Gillis",69,3.16,837,265,"Par3ScoringAverage",2013
173,173,"Tim Herron",45,3.16,581,184,"Par3ScoringAverage",2013
173,173,"Mark Wilson",56,3.16,658,208,"Par3ScoringAverage",2013
178,178,"Eric Meierdierks",48,3.18,598,188,"Par3ScoringAverage",2013
179,179,"Nicolas Colsaerts",50,3.2,601,188,"Par3ScoringAverage",2013
179,179,"Derek Ernst",58,3.2,748,234,"Par3ScoringAverage",2013
