"3PuttAvoidance25_RANKTHISWEEK_2011","3PuttAvoidance25_RANKLASTWEEK_2011","3PuttAvoidance25_PLAYERNAME_2011","3PuttAvoidance25_ROUNDS_2011","3PuttAvoidance25_Pct_2011","3PuttAvoidance25_TOTAL3PUTTS_2011","3PuttAvoidance25_ATTEMPTS_2011","3PuttAvoidance25_2PUTTORBETTERPct_2011","stat_name","year"
1,1,"Luke Donald",73,4.74,9,190,95.2,"3PuttAvoidance25",2011
2,2,"George McNeill",69,5.49,14,255,94.5,"3PuttAvoidance25",2011
3,3,"Jonathan Byrd",83,5.61,17,303,94.3,"3PuttAvoidance25",2011
4,4,"Matt Kuchar",94,5.78,16,277,94.2,"3PuttAvoidance25",2011
5,5,"Freddie Jacobson",92,5.98,18,301,94,"3PuttAvoidance25",2011
6,6,"Steve Stricker",70,6.05,13,215,93.9,"3PuttAvoidance25",2011
7,7,"Charlie Wi",83,6.11,22,360,93.8,"3PuttAvoidance25",2011
8,8,"Davis Love III",70,6.15,15,244,93.8,"3PuttAvoidance25",2011
9,9,"YE Yang",63,6.43,11,171,93.5,"3PuttAvoidance25",2011
10,10,"Steve Elkington",50,6.44,13,202,93.5,"3PuttAvoidance25",2011
11,11,"Bryce Molder",82,6.46,19,294,93.5,"3PuttAvoidance25",2011
12,12,"Steve Flesch",88,6.54,21,321,93.4,"3PuttAvoidance25",2011
13,13,"Webb Simpson",98,6.55,23,351,93.4,"3PuttAvoidance25",2011
14,14,"Robert Karlsson",61,6.67,12,180,93.3,"3PuttAvoidance25",2011
15,15,"Kevin Kisner",70,6.75,16,237,93.2,"3PuttAvoidance25",2011
16,16,"Stewart Cink",72,6.84,16,234,93.1,"3PuttAvoidance25",2011
17,17,"Tag Ridings",87,6.85,23,336,93.1,"3PuttAvoidance25",2011
18,18,"Ben Crane",76,6.94,20,288,93,"3PuttAvoidance25",2011
19,19,"Jim Furyk",87,6.98,22,315,93,"3PuttAvoidance25",2011
20,20,"Aaron Baddeley",77,7.05,17,241,92.9,"3PuttAvoidance25",2011
21,21,"Dean Wilson",62,7.11,18,253,92.8,"3PuttAvoidance25",2011
22,22,"Tim Petrovic",88,7.17,22,307,92.8,"3PuttAvoidance25",2011
23,23,"Brendon de Jonge",105,7.28,26,357,92.7,"3PuttAvoidance25",2011
24,24,"Greg Chalmers",88,7.42,25,337,92.5,"3PuttAvoidance25",2011
24,24,"Richard Johnson",64,7.42,19,256,92.5,"3PuttAvoidance25",2011
26,26,"Kevin Na",84,7.45,19,255,92.5,"3PuttAvoidance25",2011
27,27,"Matt McQuillan",59,7.46,15,201,92.5,"3PuttAvoidance25",2011
28,28,"Trevor Immelman",84,7.47,26,348,92.5,"3PuttAvoidance25",2011
29,29,"Brandt Snedeker",85,7.51,22,293,92.4,"3PuttAvoidance25",2011
30,30,"Nick Watney",80,7.55,20,265,92.4,"3PuttAvoidance25",2011
