"GIRPutting1520_RANKTHISWEEK_2005","GIRPutting1520_RANKLASTWEEK_2005","GIRPutting1520_PLAYERNAME_2005","GIRPutting1520_ROUNDS_2005","GIRPutting1520_Pct_2005","GIRPutting1520_ATTEMPTS_2005","GIRPutting1520_PUTTSMADE_2005","stat_name","year"
1,1,"Shaun Micheel",81,27.47,91,25,"GIRPutting1520",2005
2,2,"Fred Couples",72,26.25,80,21,"GIRPutting1520",2005
3,3,"Joe Ogilvie",103,25.78,128,33,"GIRPutting1520",2005
4,4,"Bob Estes",92,25.6,125,32,"GIRPutting1520",2005
5,5,"Steve Stricker",62,25.58,86,22,"GIRPutting1520",2005
6,6,"John Cook",72,25.29,87,22,"GIRPutting1520",2005
7,7,"Len Mattiace",86,24.69,81,20,"GIRPutting1520",2005
8,8,"Marco Dawson",82,24.43,131,32,"GIRPutting1520",2005
9,9,"Matt Davidson",53,24.29,70,17,"GIRPutting1520",2005
10,10,"Zach Johnson",96,24.26,136,33,"GIRPutting1520",2005
11,11,"Bob Heintz",67,24.21,95,23,"GIRPutting1520",2005
12,12,"Jason Allred",75,24.1,83,20,"GIRPutting1520",2005
13,13,"Shigeki Maruyama",99,24.09,137,33,"GIRPutting1520",2005
14,14,"Ben Crane",78,24,100,24,"GIRPutting1520",2005
15,15,"Chris Riley",67,23.91,46,11,"GIRPutting1520",2005
16,16,"Kevin Na",88,23.85,109,26,"GIRPutting1520",2005
17,17,"Cameron Beckman",96,23.61,144,34,"GIRPutting1520",2005
18,18,"Phil Mickelson",81,23.53,68,16,"GIRPutting1520",2005
19,19,"Billy Andrade",83,23.28,116,27,"GIRPutting1520",2005
20,20,"Matt Kuchar",60,23.16,95,22,"GIRPutting1520",2005
21,21,"Brent Geiberger",61,23.08,65,15,"GIRPutting1520",2005
21,21,"Kent Jones",99,23.08,130,30,"GIRPutting1520",2005
23,23,"Brenden Pappas",51,22.73,66,15,"GIRPutting1520",2005
23,23,"Bob Tway",87,22.73,110,25,"GIRPutting1520",2005
25,25,"Mario Tiziani",67,22.55,102,23,"GIRPutting1520",2005
26,26,"Brett Quigley",96,22.54,142,32,"GIRPutting1520",2005
27,27,"Jonathan Byrd",103,22.22,153,34,"GIRPutting1520",2005
27,27,"Jim Furyk",94,22.22,117,26,"GIRPutting1520",2005
27,27,"Paul Gow",78,22.22,108,24,"GIRPutting1520",2005
27,27,"Sean OHair",103,22.22,144,32,"GIRPutting1520",2005
31,31,"Aaron Baddeley",84,22.12,104,23,"GIRPutting1520",2005
32,32,"Jose Maria Olazabal",55,22.06,68,15,"GIRPutting1520",2005
33,33,"Mark OMeara",66,21.88,64,14,"GIRPutting1520",2005
34,34,"Tiger Woods",76,21.84,87,19,"GIRPutting1520",2005
35,35,"Jonathan Kaye",77,21.82,110,24,"GIRPutting1520",2005
36,36,"Olin Browne",99,21.74,161,35,"GIRPutting1520",2005
37,37,"Doug Barron",70,21.7,106,23,"GIRPutting1520",2005
38,38,"Loren Roberts",54,21.69,83,18,"GIRPutting1520",2005
39,39,"Brian Gay",101,21.66,157,34,"GIRPutting1520",2005
40,40,"James Driscoll",73,21.59,88,19,"GIRPutting1520",2005
41,41,"Kenny Perry",82,21.57,102,22,"GIRPutting1520",2005
42,42,"Briny Baird",98,21.56,167,36,"GIRPutting1520",2005
43,43,"Arron Oberholser",65,21.51,93,20,"GIRPutting1520",2005
44,44,"Davis Love III",80,21.25,80,17,"GIRPutting1520",2005
45,45,"Arjun Atwal",65,21.21,99,21,"GIRPutting1520",2005
46,46,"Chris DiMarco",83,21,100,21,"GIRPutting1520",2005
47,47,"Chris Anderson",66,20.99,81,17,"GIRPutting1520",2005
48,48,"Dudley Hart",84,20.98,143,30,"GIRPutting1520",2005
49,49,"Freddie Jacobson",72,20.93,86,18,"GIRPutting1520",2005
50,50,"Todd Hamilton",94,20.91,110,23,"GIRPutting1520",2005
51,51,"Steve Allan",102,20.69,145,30,"GIRPutting1520",2005
52,52,"Tim Petrovic",97,20.63,126,26,"GIRPutting1520",2005
53,53,"Charles Howell III",95,20.61,131,27,"GIRPutting1520",2005
53,53,"Jerry Kelly",101,20.61,131,27,"GIRPutting1520",2005
55,55,"Brian Davis",75,20.59,102,21,"GIRPutting1520",2005
55,55,"Harrison Frazar",105,20.59,136,28,"GIRPutting1520",2005
57,57,"Hunter Mahan",103,20.54,185,38,"GIRPutting1520",2005
58,58,"Geoff Ogilvy",97,20.34,118,24,"GIRPutting1520",2005
59,59,"Ryan Palmer",101,20.33,123,25,"GIRPutting1520",2005
60,60,"John Daly",78,20.25,79,16,"GIRPutting1520",2005
61,61,"Matt Gogel",78,20.18,109,22,"GIRPutting1520",2005
62,62,"Carl Pettersson",109,20.14,139,28,"GIRPutting1520",2005
62,62,"Dean Wilson",86,20.14,139,28,"GIRPutting1520",2005
64,64,"Daniel Chopra",108,20,150,30,"GIRPutting1520",2005
