"ProximitytoHolefrom30yards_RANKTHISWEEK_2011","ProximitytoHolefrom30yards_RANKLASTWEEK_2011","ProximitytoHolefrom30yards_PLAYERNAME_2011","ProximitytoHolefrom30yards_ROUNDS_2011","ProximitytoHolefrom30yards_AVGDTP_2011","ProximitytoHolefrom30yards_TOTALDISTANCEFEET_2011","ProximitytoHolefrom30yards_OFSHOTS_2011","ProximitytoHolefrom30yards_SCRAMBLINGRANK_2011","stat_name","year"
1,1,"Bio Kim",71,NA,610.417,63,142,"ProximitytoHolefrom30yards",2011
2,2,"Stephen Ames",69,NA,294.75,30,35,"ProximitytoHolefrom30yards",2011
3,3,"Brian Gay",90,NA,399.083,40,7,"ProximitytoHolefrom30yards",2011
3,3,"Vijay Singh",79,NA,471.25,47,105,"ProximitytoHolefrom30yards",2011
3,3,"Bubba Watson",85,NA,501.583,50,184,"ProximitytoHolefrom30yards",2011
6,6,"Jim Furyk",87,NA,485.75,48,76,"ProximitytoHolefrom30yards",2011
6,6,"Gary Woodland",93,NA,595.417,59,86,"ProximitytoHolefrom30yards",2011
8,8,"Jonathan Byrd",83,NA,629.667,62,106,"ProximitytoHolefrom30yards",2011
8,8,"Kevin Kisner",70,NA,517.833,51,142,"ProximitytoHolefrom30yards",2011
10,10,"Jason Day",76,NA,663.917,64,3,"ProximitytoHolefrom30yards",2011
10,10,"Phil Mickelson",79,NA,507.75,49,17,"ProximitytoHolefrom30yards",2011
10,10,"Bryce Molder",82,NA,504.833,49,15,"ProximitytoHolefrom30yards",2011
10,10,"Carl Pettersson",95,NA,714.417,69,72,"ProximitytoHolefrom30yards",2011
14,14,"Matt Kuchar",94,NA,427.333,41,13,"ProximitytoHolefrom30yards",2011
15,15,"Padraig Harrington",60,NA,482.833,46,49,"ProximitytoHolefrom30yards",2011
15,15,"Chris Riley",76,NA,525.25,50,20,"ProximitytoHolefrom30yards",2011
17,17,"Briny Baird",60,NA,402,38,46,"ProximitytoHolefrom30yards",2011
18,18,"DJ Brigman",67,NA,607.333,57,166,"ProximitytoHolefrom30yards",2011
19,19,"Keegan Bradley",91,NA,655.167,61,125,"ProximitytoHolefrom30yards",2011
19,19,"Charles Howell III",108,NA,878.417,82,5,"ProximitytoHolefrom30yards",2011
19,19,"Freddie Jacobson",92,NA,679.833,63,34,"ProximitytoHolefrom30yards",2011
22,22,"Dean Wilson",62,NA,379.333,35,19,"ProximitytoHolefrom30yards",2011
23,23,"Alex Cejka",59,NA,306.5,28,111,"ProximitytoHolefrom30yards",2011
23,23,"Luke Donald",73,NA,382.5,35,8,"ProximitytoHolefrom30yards",2011
23,23,"Ryan Moore",79,NA,534.167,49,45,"ProximitytoHolefrom30yards",2011
23,23,"Rory Sabbatini",85,NA,536.917,49,84,"ProximitytoHolefrom30yards",2011
23,23,"Vaughn Taylor",89,NA,718.167,66,72,"ProximitytoHolefrom30yards",2011
28,28,"Woody Austin",59,NA,373.333,34,5,"ProximitytoHolefrom30yards",2011
28,28,"Scott Gutschewski",67,NA,449.333,41,115,"ProximitytoHolefrom30yards",2011
28,28,"Kyle Stanley",98,NA,626.083,57,156,"ProximitytoHolefrom30yards",2011
31,31,"Anthony Kim",72,NA,685.75,62,75,"ProximitytoHolefrom30yards",2011
31,31,"Justin Leonard",82,NA,744.083,67,18,"ProximitytoHolefrom30yards",2011
31,31,"Shaun Micheel",77,NA,497.167,45,69,"ProximitytoHolefrom30yards",2011
31,31,"Nate Smith",66,NA,511.333,46,90,"ProximitytoHolefrom30yards",2011
31,31,"Steve Stricker",70,NA,410.917,37,2,"ProximitytoHolefrom30yards",2011
36,36,"Stuart Appleby",65,NA,620.417,55,128,"ProximitytoHolefrom30yards",2011
36,36,"Jerry Kelly",85,NA,643.167,57,14,"ProximitytoHolefrom30yards",2011
36,36,"Jimmy Walker",79,NA,728.917,65,54,"ProximitytoHolefrom30yards",2011
39,39,"Harrison Frazar",58,NA,418.583,37,157,"ProximitytoHolefrom30yards",2011
39,39,"Michael Thompson",79,NA,624.333,55,32,"ProximitytoHolefrom30yards",2011
41,41,"David Duval",67,NA,491.667,43,172,"ProximitytoHolefrom30yards",2011
