"TotalDriving_RANKTHISWEEK_2015","TotalDriving_RANKLASTWEEK_2015","TotalDriving_PLAYERNAME_2015","TotalDriving_EVENTS_2015","TotalDriving_TOTAL_2015","TotalDriving_DISTANCERANK_2015","TotalDriving_ACCURACYRANK_2015","stat_name","year"
33,33,"Nicholas Thompson",31,146,127,19,"TotalDriving",2015
34,34,"Jason Dufner",21,148,121,27,"TotalDriving",2015
34,34,"Sergio Garcia",15,148,25,123,"TotalDriving",2015
34,34,"Kevin Kisner",30,148,114,34,"TotalDriving",2015
34,34,"Louis Oosthuizen",20,148,31,117,"TotalDriving",2015
38,38,"Carlos Ortiz",30,150,33,117,"TotalDriving",2015
39,39,"Sean OHair",26,151,47,104,"TotalDriving",2015
39,39,"Boo Weekley",24,151,76,75,"TotalDriving",2015
41,41,"Justin Thomas",30,152,15,137,"TotalDriving",2015
42,42,"Brooks Koepka",23,153,8,145,"TotalDriving",2015
43,43,"Francesco Molinari",16,154,153,1,"TotalDriving",2015
44,44,"Bill Haas",25,155,82,73,"TotalDriving",2015
44,44,"Spencer Levin",31,155,139,16,"TotalDriving",2015
44,44,"John Merrick",27,155,133,22,"TotalDriving",2015
44,44,"Patrick Rodgers",17,155,9,146,"TotalDriving",2015
44,44,"Bubba Watson",19,155,2,153,"TotalDriving",2015
49,49,"Adam Hadwin",30,156,108,48,"TotalDriving",2015
49,49,"Zach Johnson",25,156,148,8,"TotalDriving",2015
51,51,"Martin Laird",24,157,22,135,"TotalDriving",2015
52,52,"Jordan Spieth",25,158,78,80,"TotalDriving",2015
53,53,"Ryan Moore",24,159,148,11,"TotalDriving",2015
53,53,"Robert Streb",30,159,36,123,"TotalDriving",2015
53,53,"Nick Watney",28,159,61,98,"TotalDriving",2015
56,56,"Ben Martin",27,160,110,50,"TotalDriving",2015
57,57,"Jonathan Byrd",22,162,117,45,"TotalDriving",2015
58,58,"Russell Knox",28,164,136,28,"TotalDriving",2015
58,58,"Ryan Palmer",22,164,13,151,"TotalDriving",2015
60,60,"Jason Day",20,165,3,162,"TotalDriving",2015
60,60,"Matt Jones",25,165,46,119,"TotalDriving",2015
62,62,"James Hahn",28,166,50,116,"TotalDriving",2015
62,62,"Dustin Johnson",21,166,1,165,"TotalDriving",2015
62,62,"Jason Kokrak",28,166,11,155,"TotalDriving",2015
65,65,"Jamie Donaldson",16,167,54,113,"TotalDriving",2015
66,66,"Jim Furyk",19,168,151,17,"TotalDriving",2015
66,66,"Brian Harman",29,168,113,55,"TotalDriving",2015
66,66,"Johnson Wagner",23,168,82,86,"TotalDriving",2015
69,69,"Harris English",29,169,33,136,"TotalDriving",2015
69,69,"Scott Piercy",28,169,41,128,"TotalDriving",2015
71,71,"Robert Garrigus",25,170,20,150,"TotalDriving",2015
71,71,"Charley Hoffman",28,170,29,141,"TotalDriving",2015
71,71,"Gary Woodland",24,170,12,158,"TotalDriving",2015
74,74,"Chad Campbell",30,172,131,41,"TotalDriving",2015
75,75,"Steven Alker",22,173,167,6,"TotalDriving",2015
75,75,"Blayne Barber",26,173,103,70,"TotalDriving",2015
75,75,"Cameron Tringale",28,173,152,21,"TotalDriving",2015
78,78,"Brendon de Jonge",31,174,130,44,"TotalDriving",2015
78,78,"John Huh",31,174,160,14,"TotalDriving",2015
80,80,"Jason Bohn",27,176,171,5,"TotalDriving",2015
81,81,"Pat Perez",26,178,135,43,"TotalDriving",2015
82,82,"Tony Finau",31,179,7,172,"TotalDriving",2015
82,82,"Jerry Kelly",24,179,170,9,"TotalDriving",2015
84,84,"JB Holmes",25,180,5,175,"TotalDriving",2015
84,84,"Colt Knost",29,180,173,7,"TotalDriving",2015
84,84,"Matt Kuchar",25,180,104,76,"TotalDriving",2015
87,87,"Hunter Mahan",24,181,50,131,"TotalDriving",2015
87,87,"SJ Park",27,181,139,42,"TotalDriving",2015
89,89,"JJ Henry",30,183,72,111,"TotalDriving",2015
89,89,"William McGirt",30,183,158,25,"TotalDriving",2015
89,89,"Phil Mickelson",19,183,22,161,"TotalDriving",2015
89,89,"Greg Owen",19,183,62,121,"TotalDriving",2015
93,93,"Oscar Fraustro",21,186,93,93,"TotalDriving",2015
93,93,"Justin Leonard",22,186,182,4,"TotalDriving",2015
93,93,"Bill Lunde",18,186,115,71,"TotalDriving",2015
93,93,"George McNeill",27,186,126,60,"TotalDriving",2015
93,93,"Geoff Ogilvy",15,186,64,122,"TotalDriving",2015
93,93,"Brendon Todd",27,186,176,10,"TotalDriving",2015
93,93,"David Toms",21,186,184,2,"TotalDriving",2015
93,93,"Steve Wheatcroft",28,186,107,79,"TotalDriving",2015
101,101,"Martin Flores",30,187,39,148,"TotalDriving",2015
101,101,"Jhonattan Vegas",27,187,27,160,"TotalDriving",2015
103,103,"Scott Pinckney",27,189,88,101,"TotalDriving",2015
103,103,"Brian Stuard",31,189,174,15,"TotalDriving",2015
105,105,"Scott Brown",30,190,108,82,"TotalDriving",2015
105,105,"Roger Sloan",20,190,65,125,"TotalDriving",2015
105,105,"Heath Slocum",22,190,177,13,"TotalDriving",2015
108,108,"Angel Cabrera",19,191,28,163,"TotalDriving",2015
108,108,"Ken Duke",30,191,168,23,"TotalDriving",2015
110,110,"Ian Poulter",19,193,121,72,"TotalDriving",2015
111,111,"Steven Bowditch",32,194,18,176,"TotalDriving",2015
112,112,"Charles Howell III",30,196,17,179,"TotalDriving",2015
112,112,"Michael Putnam",28,196,101,95,"TotalDriving",2015
114,114,"Andres Gonzales",28,197,57,140,"TotalDriving",2015
115,115,"Gonzalo Fdez Castano",28,198,98,100,"TotalDriving",2015
116,116,"Cameron Percy",23,199,90,109,"TotalDriving",2015
116,116,"Vijay Singh",23,199,85,114,"TotalDriving",2015
116,116,"Bo Van Pelt",28,199,93,106,"TotalDriving",2015
119,119,"Roberto Castro",16,200,160,40,"TotalDriving",2015
119,119,"Rory Sabbatini",25,200,90,110,"TotalDriving",2015
121,121,"Jimmy Walker",24,201,21,180,"TotalDriving",2015
122,122,"Zac Blair",34,203,180,23,"TotalDriving",2015
122,122,"Mark Hubbard",25,203,165,38,"TotalDriving",2015
122,122,"Chris Stroud",28,203,146,57,"TotalDriving",2015
125,125,"Bryce Molder",26,204,169,35,"TotalDriving",2015
125,125,"Brandt Snedeker",27,204,105,99,"TotalDriving",2015
127,127,"Kyle Reifers",31,206,112,94,"TotalDriving",2015
128,128,"Sangmoon Bae",30,207,92,115,"TotalDriving",2015
128,128,"Brian Davis",31,207,178,29,"TotalDriving",2015
130,130,"Tom Hoge",26,208,74,134,"TotalDriving",2015
130,130,"Danny Lee",36,208,145,63,"TotalDriving",2015
132,132,"Alex Cejka",30,209,141,68,"TotalDriving",2015
132,132,"Stewart Cink",23,209,65,144,"TotalDriving",2015
134,134,"Jon Curran",28,211,179,32,"TotalDriving",2015
134,134,"Carl Pettersson",32,211,81,130,"TotalDriving",2015
136,136,"Troy Merritt",29,212,131,81,"TotalDriving",2015
137,137,"Max Homa",27,213,59,154,"TotalDriving",2015
138,138,"Ben Crane",22,214,183,31,"TotalDriving",2015
138,138,"David Hearn",30,214,156,58,"TotalDriving",2015
140,140,"Brice Garnett",29,215,119,96,"TotalDriving",2015
140,140,"Morgan Hoffmann",26,215,45,170,"TotalDriving",2015
140,140,"Mark Wilson",28,215,162,53,"TotalDriving",2015
143,143,"Byron Smith",21,216,77,139,"TotalDriving",2015
144,144,"Chris Kirk",21,218,128,90,"TotalDriving",2015
145,145,"Billy Hurley III",28,220,181,39,"TotalDriving",2015
145,145,"Scott Stallings",19,220,78,142,"TotalDriving",2015
147,147,"Retief Goosen",25,222,71,151,"TotalDriving",2015
147,147,"Marc Leishman",23,222,55,167,"TotalDriving",2015
149,149,"Robert Allenby",25,225,147,78,"TotalDriving",2015
149,149,"Andres Romero",24,225,47,178,"TotalDriving",2015
151,151,"Jonas Blixt",26,228,116,112,"TotalDriving",2015
152,152,"Ernie Els",18,229,80,149,"TotalDriving",2015
152,152,"Chesson Hadley",30,229,82,147,"TotalDriving",2015
152,152,"Daniel Summerhays",29,229,137,92,"TotalDriving",2015
155,155,"Nick Taylor",28,231,72,159,"TotalDriving",2015
156,156,"Chad Collins",24,232,166,66,"TotalDriving",2015
156,156,"Erik Compton",28,232,105,127,"TotalDriving",2015
158,158,"KJ Choi",19,235,174,61,"TotalDriving",2015
158,158,"Michael Thompson",27,235,98,137,"TotalDriving",2015
160,160,"Greg Chalmers",17,239,154,85,"TotalDriving",2015
160,160,"Seung Yul Noh",21,239,70,169,"TotalDriving",2015
162,162,"Patrick Reed",27,240,69,171,"TotalDriving",2015
162,162,"Tim Wilkinson",28,240,163,77,"TotalDriving",2015
164,164,"Kevin Na",27,243,159,84,"TotalDriving",2015
165,165,"Aaron Baddeley",25,244,60,184,"TotalDriving",2015
166,166,"Andrew Svoboda",30,245,119,126,"TotalDriving",2015
167,167,"Fabian Gomez",26,246,144,102,"TotalDriving",2015
168,168,"Camilo Villegas",27,247,74,173,"TotalDriving",2015
169,169,"Scott Langley",28,248,157,91,"TotalDriving",2015
170,170,"Ryo Ishikawa",28,256,100,156,"TotalDriving",2015
171,171,"Whee Kim",23,258,150,108,"TotalDriving",2015
172,172,"Jeff Overton",30,266,134,132,"TotalDriving",2015
173,173,"Padraig Harrington",21,267,86,181,"TotalDriving",2015
174,174,"Luke Guthrie",27,271,138,133,"TotalDriving",2015
175,175,"Derek Fathauer",27,283,101,182,"TotalDriving",2015
176,176,"Jonathan Randolph",25,284,118,166,"TotalDriving",2015
176,176,"Jim Renner",27,284,141,143,"TotalDriving",2015
178,178,"Eric Axley",21,288,124,164,"TotalDriving",2015
179,179,"Luke Donald",20,301,172,129,"TotalDriving",2015
180,180,"Matt Every",26,306,123,183,"TotalDriving",2015
180,180,"Tyrone Van Aswegen",20,306,129,177,"TotalDriving",2015
182,182,"DA Points",26,312,155,157,"TotalDriving",2015
183,183,"Ricky Barnes",27,315,141,174,"TotalDriving",2015
184,184,"Andrew Putnam",23,332,164,168,"TotalDriving",2015
