"PercentageofYardagecoveredbyTeeShotsPar5s_RANKTHISWEEK_2016","PercentageofYardagecoveredbyTeeShotsPar5s_RANKLASTWEEK_2016","PercentageofYardagecoveredbyTeeShotsPar5s_PLAYERNAME_2016","PercentageofYardagecoveredbyTeeShotsPar5s_ROUNDS_2016","PercentageofYardagecoveredbyTeeShotsPar5s_AVGPct_2016","PercentageofYardagecoveredbyTeeShotsPar5s_TOTALSHOTDISTANCE_2016","PercentageofYardagecoveredbyTeeShotsPar5s_TOTALDISTANCE_2016","stat_name","year"
1,4,"Rory McIlroy",37,56.13,25205.2,44908,"PercentageofYardagecoveredbyTeeShotsPar5s",2016
2,2,"Bubba Watson",30,56.1,18940,33759,"PercentageofYardagecoveredbyTeeShotsPar5s",2016
3,1,"Tony Finau",49,55.92,38646.7,69111,"PercentageofYardagecoveredbyTeeShotsPar5s",2016
4,3,"Adam Scott",39,55.55,23494.9,42295,"PercentageofYardagecoveredbyTeeShotsPar5s",2016
5,6,"Dustin Johnson",37,55.49,23923.6,43114,"PercentageofYardagecoveredbyTeeShotsPar5s",2016
6,5,"Gary Woodland",45,55.48,36145,65145,"PercentageofYardagecoveredbyTeeShotsPar5s",2016
7,8,"JB Holmes",39,55.27,32632.4,59043,"PercentageofYardagecoveredbyTeeShotsPar5s",2016
8,7,"Ollie Schniederjans",23,55.24,21182.5,38344,"PercentageofYardagecoveredbyTeeShotsPar5s",2016
9,9,"Jason Kokrak",52,55.13,44481.3,80687,"PercentageofYardagecoveredbyTeeShotsPar5s",2016
9,10,"Andrew Loupe",50,55.13,45970.6,83387,"PercentageofYardagecoveredbyTeeShotsPar5s",2016
11,11,"Ryan Palmer",46,54.82,42935.5,78321,"PercentageofYardagecoveredbyTeeShotsPar5s",2016
12,12,"Hudson Swafford",52,54.81,39930.8,72855,"PercentageofYardagecoveredbyTeeShotsPar5s",2016
13,14,"Luke List",51,54.7,40615,74249,"PercentageofYardagecoveredbyTeeShotsPar5s",2016
14,13,"Brooks Koepka",39,54.61,30237.6,55372,"PercentageofYardagecoveredbyTeeShotsPar5s",2016
15,21,"Justin Rose",35,54.51,29350.9,53848,"PercentageofYardagecoveredbyTeeShotsPar5s",2016
16,15,"Justin Thomas",53,54.5,36635.8,67218,"PercentageofYardagecoveredbyTeeShotsPar5s",2016
17,16,"Charles Howell III",63,54.49,50570.3,92812,"PercentageofYardagecoveredbyTeeShotsPar5s",2016
18,17,"Patrick Rodgers",49,54.45,41669.6,76522,"PercentageofYardagecoveredbyTeeShotsPar5s",2016
19,20,"Brendan Steele",48,54.43,40443.3,74304,"PercentageofYardagecoveredbyTeeShotsPar5s",2016
20,18,"Jason Day",36,54.34,25391.2,46725,"PercentageofYardagecoveredbyTeeShotsPar5s",2016
21,19,"Charlie Beljan",26,54.29,17652.5,32517,"PercentageofYardagecoveredbyTeeShotsPar5s",2016
22,22,"Jhonattan Vegas",49,54.23,40965.4,75536,"PercentageofYardagecoveredbyTeeShotsPar5s",2016
23,22,"Jamie Lovemark",57,54.13,51567.3,95266,"PercentageofYardagecoveredbyTeeShotsPar5s",2016
24,24,"Scott Piercy",45,54.09,28119.2,51989,"PercentageofYardagecoveredbyTeeShotsPar5s",2016
25,26,"Daniel Berger",52,54.05,38547.2,71318,"PercentageofYardagecoveredbyTeeShotsPar5s",2016
26,25,"Smylie Kaufman",57,53.96,43004.9,79705,"PercentageofYardagecoveredbyTeeShotsPar5s",2016
27,37,"Robert Garrigus",34,53.92,24827.6,46049,"PercentageofYardagecoveredbyTeeShotsPar5s",2016
28,33,"Rickie Fowler",42,53.78,34138.8,63479,"PercentageofYardagecoveredbyTeeShotsPar5s",2016
29,27,"Sean OHair",45,53.73,39448.4,73419,"PercentageofYardagecoveredbyTeeShotsPar5s",2016
30,30,"Harold Varner III",58,53.72,50040.9,93148,"PercentageofYardagecoveredbyTeeShotsPar5s",2016
31,27,"Martin Laird",46,53.56,40992.9,76533,"PercentageofYardagecoveredbyTeeShotsPar5s",2016
31,32,"Jimmy Walker",43,53.56,32070.9,59878,"PercentageofYardagecoveredbyTeeShotsPar5s",2016
33,27,"Greg Owen",56,53.53,42223.9,78886,"PercentageofYardagecoveredbyTeeShotsPar5s",2016
34,31,"Harris English",51,53.48,34082.2,63728,"PercentageofYardagecoveredbyTeeShotsPar5s",2016
35,34,"Scott Pinckney",53,53.47,39228.6,73362,"PercentageofYardagecoveredbyTeeShotsPar5s",2016
36,34,"Keegan Bradley",40,53.42,27699.7,51855,"PercentageofYardagecoveredbyTeeShotsPar5s",2016
37,38,"Byeong Hun An",23,53.36,15627.5,29287,"PercentageofYardagecoveredbyTeeShotsPar5s",2016
37,36,"Graham DeLaet",50,53.36,42503.4,79656,"PercentageofYardagecoveredbyTeeShotsPar5s",2016
39,41,"Angel Cabrera",42,53.3,34760.8,65215,"PercentageofYardagecoveredbyTeeShotsPar5s",2016
39,40,"Lucas Glover",53,53.3,48104.1,90248,"PercentageofYardagecoveredbyTeeShotsPar5s",2016
41,39,"Paul Casey",39,53.25,23268.3,43695,"PercentageofYardagecoveredbyTeeShotsPar5s",2016
42,41,"Russell Henley",42,53.04,36841.9,69467,"PercentageofYardagecoveredbyTeeShotsPar5s",2016
43,44,"Steven Bowditch",40,52.99,29511.5,55697,"PercentageofYardagecoveredbyTeeShotsPar5s",2016
44,43,"Brett Stegmaier",57,52.98,46974.6,88664,"PercentageofYardagecoveredbyTeeShotsPar5s",2016
45,45,"Marc Leishman",41,52.78,24610.9,46632,"PercentageofYardagecoveredbyTeeShotsPar5s",2016
46,48,"Phil Mickelson",37,52.77,28815.8,54602,"PercentageofYardagecoveredbyTeeShotsPar5s",2016
47,46,"Stewart Cink",45,52.75,29367.4,55674,"PercentageofYardagecoveredbyTeeShotsPar5s",2016
48,48,"Si Woo Kim",63,52.73,50695.5,96135,"PercentageofYardagecoveredbyTeeShotsPar5s",2016
49,47,"Ernie Els",34,52.69,28325.9,53758,"PercentageofYardagecoveredbyTeeShotsPar5s",2016
50,53,"Carlos Ortiz",47,52.68,35089.2,66612,"PercentageofYardagecoveredbyTeeShotsPar5s",2016
51,51,"Sergio Garcia",28,52.58,12637.6,24036,"PercentageofYardagecoveredbyTeeShotsPar5s",2016
51,54,"Will Wilcox",47,52.58,38681.4,73569,"PercentageofYardagecoveredbyTeeShotsPar5s",2016
53,57,"Scott Stallings",46,52.55,38691.7,73623,"PercentageofYardagecoveredbyTeeShotsPar5s",2016
54,68,"Hideki Matsuyama",40,52.53,27767.5,52865,"PercentageofYardagecoveredbyTeeShotsPar5s",2016
55,50,"Emiliano Grillo",47,52.51,34627.2,65939,"PercentageofYardagecoveredbyTeeShotsPar5s",2016
56,66,"Chesson Hadley",51,52.44,39184.8,74724,"PercentageofYardagecoveredbyTeeShotsPar5s",2016
57,72,"James Hahn",45,52.4,38754.5,73960,"PercentageofYardagecoveredbyTeeShotsPar5s",2016
58,55,"Matt Jones",45,52.34,29500.2,56362,"PercentageofYardagecoveredbyTeeShotsPar5s",2016
59,60,"Charl Schwartzel",29,52.33,22734.7,43446,"PercentageofYardagecoveredbyTeeShotsPar5s",2016
60,61,"Aaron Baddeley",51,52.32,38769.6,74101,"PercentageofYardagecoveredbyTeeShotsPar5s",2016
60,67,"Fabian Gomez",49,52.32,39699.2,75882,"PercentageofYardagecoveredbyTeeShotsPar5s",2016
60,56,"Jim Herman",55,52.32,37317.7,71329,"PercentageofYardagecoveredbyTeeShotsPar5s",2016
60,61,"Billy Horschel",45,52.32,34161.4,65298,"PercentageofYardagecoveredbyTeeShotsPar5s",2016
64,63,"Ben Martin",48,52.31,37723.8,72122,"PercentageofYardagecoveredbyTeeShotsPar5s",2016
65,63,"Morgan Hoffmann",43,52.3,31418,60076,"PercentageofYardagecoveredbyTeeShotsPar5s",2016
65,52,"Kevin Kisner",49,52.3,29062.1,55572,"PercentageofYardagecoveredbyTeeShotsPar5s",2016
65,57,"Webb Simpson",34,52.3,26609.7,50883,"PercentageofYardagecoveredbyTeeShotsPar5s",2016
68,77,"Anirban Lahiri",44,52.29,27269.7,52155,"PercentageofYardagecoveredbyTeeShotsPar5s",2016
69,57,"Davis Love III",40,52.26,30311.4,58001,"PercentageofYardagecoveredbyTeeShotsPar5s",2016
69,80,"Hunter Mahan",43,52.26,34810.1,66611,"PercentageofYardagecoveredbyTeeShotsPar5s",2016
71,65,"Nick Taylor",57,52.25,44956.4,86038,"PercentageofYardagecoveredbyTeeShotsPar5s",2016
72,70,"Adam Hadwin",53,52.23,47173.5,90318,"PercentageofYardagecoveredbyTeeShotsPar5s",2016
73,69,"Rhein Gibson",36,52.21,27146.1,51991,"PercentageofYardagecoveredbyTeeShotsPar5s",2016
74,72,"Vijay Singh",42,52.18,33637.7,64467,"PercentageofYardagecoveredbyTeeShotsPar5s",2016
75,85,"Kevin Chappell",49,52.17,41033.3,78660,"PercentageofYardagecoveredbyTeeShotsPar5s",2016
75,70,"Sam Saunders",40,52.17,25036.6,47991,"PercentageofYardagecoveredbyTeeShotsPar5s",2016
77,72,"Seung Yul Noh",54,52.15,42106.2,80748,"PercentageofYardagecoveredbyTeeShotsPar5s",2016
78,75,"Wes Roach",33,52.12,22424.6,43022,"PercentageofYardagecoveredbyTeeShotsPar5s",2016
78,75,"Rory Sabbatini",40,52.12,25075.6,48114,"PercentageofYardagecoveredbyTeeShotsPar5s",2016
80,77,"Pat Perez",28,52.11,15014.9,28815,"PercentageofYardagecoveredbyTeeShotsPar5s",2016
81,86,"Scott Brown",59,52.07,38749.3,74421,"PercentageofYardagecoveredbyTeeShotsPar5s",2016
81,102,"Patrick Reed",53,52.07,36859.7,70787,"PercentageofYardagecoveredbyTeeShotsPar5s",2016
83,79,"Bronson Burgoon",53,52.06,37318.9,71679,"PercentageofYardagecoveredbyTeeShotsPar5s",2016
83,80,"Derek Ernst",36,52.06,23446.7,45034,"PercentageofYardagecoveredbyTeeShotsPar5s",2016
83,92,"Robert Streb",51,52.06,32229.2,61908,"PercentageofYardagecoveredbyTeeShotsPar5s",2016
86,84,"JJ Henry",44,52.02,40703.9,78241,"PercentageofYardagecoveredbyTeeShotsPar5s",2016
86,80,"Michael Thompson",46,52.02,29749.8,57188,"PercentageofYardagecoveredbyTeeShotsPar5s",2016
88,87,"Jason Dufner",53,52,30728.3,59093,"PercentageofYardagecoveredbyTeeShotsPar5s",2016
88,88,"Padraig Harrington",38,52,30963.2,59541,"PercentageofYardagecoveredbyTeeShotsPar5s",2016
88,80,"Shawn Stefani",45,52,34606.1,66555,"PercentageofYardagecoveredbyTeeShotsPar5s",2016
91,89,"Patton Kizzire",57,51.98,42561.4,81882,"PercentageofYardagecoveredbyTeeShotsPar5s",2016
92,89,"Tyrone Van Aswegen",67,51.96,49942.5,96109,"PercentageofYardagecoveredbyTeeShotsPar5s",2016
93,98,"Boo Weekley",53,51.89,40662.9,78362,"PercentageofYardagecoveredbyTeeShotsPar5s",2016
94,91,"Ricky Barnes",57,51.87,41768.9,80529,"PercentageofYardagecoveredbyTeeShotsPar5s",2016
95,94,"Charley Hoffman",49,51.82,38371.6,74055,"PercentageofYardagecoveredbyTeeShotsPar5s",2016
95,93,"Steve Marino",40,51.82,26914.2,51938,"PercentageofYardagecoveredbyTeeShotsPar5s",2016
97,94,"Jonas Blixt",46,51.81,38931,75143,"PercentageofYardagecoveredbyTeeShotsPar5s",2016
97,96,"Brandt Snedeker",47,51.81,34154.4,65919,"PercentageofYardagecoveredbyTeeShotsPar5s",2016
99,102,"Andres Gonzales",46,51.74,35323.8,68270,"PercentageofYardagecoveredbyTeeShotsPar5s",2016
99,100,"Jordan Spieth",34,51.74,22935.4,44331,"PercentageofYardagecoveredbyTeeShotsPar5s",2016
101,97,"David Lingmerth",54,51.7,33237,64283,"PercentageofYardagecoveredbyTeeShotsPar5s",2016
102,98,"Chad Campbell",54,51.69,40451,78261,"PercentageofYardagecoveredbyTeeShotsPar5s",2016
103,109,"Sung Kang",51,51.66,41289.8,79920,"PercentageofYardagecoveredbyTeeShotsPar5s",2016
104,109,"Danny Lee",53,51.65,37023.5,71687,"PercentageofYardagecoveredbyTeeShotsPar5s",2016
104,107,"Camilo Villegas",50,51.65,39911.8,77270,"PercentageofYardagecoveredbyTeeShotsPar5s",2016
106,105,"Andy Sullivan",25,51.64,15016.5,29080,"PercentageofYardagecoveredbyTeeShotsPar5s",2016
107,115,"Dawie van der Walt",48,51.63,33049.9,64018,"PercentageofYardagecoveredbyTeeShotsPar5s",2016
108,106,"Troy Merritt",41,51.62,29945.4,58009,"PercentageofYardagecoveredbyTeeShotsPar5s",2016
109,104,"Derek Fathauer",58,51.59,40822.3,79133,"PercentageofYardagecoveredbyTeeShotsPar5s",2016
110,112,"Shane Lowry",35,51.56,19882.5,38559,"PercentageofYardagecoveredbyTeeShotsPar5s",2016
110,121,"Henrik Stenson",30,51.56,21124.7,40974,"PercentageofYardagecoveredbyTeeShotsPar5s",2016
112,113,"Ian Poulter",37,51.55,22274.3,43209,"PercentageofYardagecoveredbyTeeShotsPar5s",2016
113,107,"Branden Grace",31,51.54,18856.6,36583,"PercentageofYardagecoveredbyTeeShotsPar5s",2016
113,119,"John Senden",48,51.54,38259.6,74235,"PercentageofYardagecoveredbyTeeShotsPar5s",2016
