"GIRPuttingAvg2530_RANKTHISWEEK_2012","GIRPuttingAvg2530_RANKLASTWEEK_2012","GIRPuttingAvg2530_PLAYERNAME_2012","GIRPuttingAvg2530_ROUNDS_2012","GIRPuttingAvg2530_PctMADE_2012","GIRPuttingAvg2530_ATTEMPTS_2012","GIRPuttingAvg2530_PUTTSMADE_2012","stat_name","year"
1,1,"Jonathan Byrd",69,2.24,58,13,"GIRPuttingAvg2530",2012
2,2,"Phil Mickelson",79,1.73,52,9,"GIRPuttingAvg2530",2012
3,3,"Jonas Blixt",72,1.72,64,11,"GIRPuttingAvg2530",2012
4,4,"Brian Harman",101,1.68,101,17,"GIRPuttingAvg2530",2012
5,5,"Graeme McDowell",55,1.67,48,8,"GIRPuttingAvg2530",2012
6,6,"Jason Dufner",83,1.6,81,13,"GIRPuttingAvg2530",2012
6,6,"Danny Lee",74,1.6,50,8,"GIRPuttingAvg2530",2012
8,8,"Adam Scott",59,1.59,44,7,"GIRPuttingAvg2530",2012
9,9,"Brandt Snedeker",81,1.56,64,10,"GIRPuttingAvg2530",2012
10,10,"Mark Anderson",75,1.5,60,9,"GIRPuttingAvg2530",2012
11,11,"Kevin Kisner",69,1.48,54,8,"GIRPuttingAvg2530",2012
11,11,"Camilo Villegas",79,1.48,81,12,"GIRPuttingAvg2530",2012
13,13,"Michael Bradley",63,1.47,68,10,"GIRPuttingAvg2530",2012
14,14,"Gavin Coles",72,1.45,62,9,"GIRPuttingAvg2530",2012
15,15,"Chad Campbell",84,1.39,79,11,"GIRPuttingAvg2530",2012
16,16,"Henrik Stenson",51,1.37,51,7,"GIRPuttingAvg2530",2012
17,17,"Webb Simpson",77,1.36,81,11,"GIRPuttingAvg2530",2012
18,18,"Bill Lunde",83,1.3,69,9,"GIRPuttingAvg2530",2012
19,19,"Josh Teater",97,1.29,85,11,"GIRPuttingAvg2530",2012
20,20,"Scott Brown",65,1.28,47,6,"GIRPuttingAvg2530",2012
20,20,"Sergio Garcia",57,1.28,47,6,"GIRPuttingAvg2530",2012
20,20,"Louis Oosthuizen",65,1.28,47,6,"GIRPuttingAvg2530",2012
23,23,"Jhonattan Vegas",77,1.24,89,11,"GIRPuttingAvg2530",2012
24,24,"Rickie Fowler",84,1.23,57,7,"GIRPuttingAvg2530",2012
25,25,"Matt Every",80,1.2,75,9,"GIRPuttingAvg2530",2012
25,25,"Billy Hurley III",70,1.2,50,6,"GIRPuttingAvg2530",2012
27,27,"Garth Mulroy",59,1.19,42,5,"GIRPuttingAvg2530",2012
28,28,"James Driscoll",83,1.18,76,9,"GIRPuttingAvg2530",2012
28,28,"Chris Kirk",93,1.18,93,11,"GIRPuttingAvg2530",2012
28,28,"Edward Loar",59,1.18,51,6,"GIRPuttingAvg2530",2012
31,31,"Brian Gay",91,1.17,94,11,"GIRPuttingAvg2530",2012
32,32,"John Senden",81,1.16,69,8,"GIRPuttingAvg2530",2012
32,32,"Steve Wheatcroft",56,1.16,43,5,"GIRPuttingAvg2530",2012
34,34,"Nick Watney",97,1.15,96,11,"GIRPuttingAvg2530",2012
35,35,"Ricky Barnes",92,1.14,88,10,"GIRPuttingAvg2530",2012
35,35,"Greg Chalmers",88,1.14,70,8,"GIRPuttingAvg2530",2012
35,35,"Padraig Harrington",67,1.14,44,5,"GIRPuttingAvg2530",2012
38,38,"George McNeill",85,1.11,72,8,"GIRPuttingAvg2530",2012
38,38,"Bubba Watson",68,1.11,54,6,"GIRPuttingAvg2530",2012
38,38,"Tiger Woods",69,1.11,63,7,"GIRPuttingAvg2530",2012
41,41,"Troy Matteson",100,1.1,73,8,"GIRPuttingAvg2530",2012
41,41,"Brendon Todd",78,1.1,73,8,"GIRPuttingAvg2530",2012
43,43,"Ryo Ishikawa",54,1.09,46,5,"GIRPuttingAvg2530",2012
43,43,"Derek Lamely",64,1.09,46,5,"GIRPuttingAvg2530",2012
43,43,"Jeff Maggert",83,1.09,92,10,"GIRPuttingAvg2530",2012
46,46,"Will Claxton",99,1.08,102,11,"GIRPuttingAvg2530",2012
46,46,"Brian Davis",91,1.08,74,8,"GIRPuttingAvg2530",2012
46,46,"Sean OHair",84,1.08,93,10,"GIRPuttingAvg2530",2012
46,46,"Patrick Sheehan",58,1.08,37,4,"GIRPuttingAvg2530",2012
50,50,"Martin Flores",95,1.07,103,11,"GIRPuttingAvg2530",2012
50,50,"John Merrick",83,1.07,75,8,"GIRPuttingAvg2530",2012
52,52,"JB Holmes",90,1.06,85,9,"GIRPuttingAvg2530",2012
53,53,"Miguel Angel Carballo",73,1.05,57,6,"GIRPuttingAvg2530",2012
54,54,"Ben Crane",73,1.04,67,7,"GIRPuttingAvg2530",2012
55,55,"Erik Compton",81,1.02,59,6,"GIRPuttingAvg2530",2012
55,55,"Harris English",98,1.02,108,11,"GIRPuttingAvg2530",2012
55,55,"DA Points",88,1.02,88,9,"GIRPuttingAvg2530",2012
58,58,"Zach Johnson",95,1.01,79,8,"GIRPuttingAvg2530",2012
58,58,"Pat Perez",81,1.01,79,8,"GIRPuttingAvg2530",2012
60,60,"Nathan Green",73,1,70,7,"GIRPuttingAvg2530",2012
61,61,"Ted Potter Jr",77,0.98,61,6,"GIRPuttingAvg2530",2012
62,62,"Robert Allenby",76,0.96,83,8,"GIRPuttingAvg2530",2012
63,63,"Stephen Ames",54,0.95,42,4,"GIRPuttingAvg2530",2012
63,63,"Keegan Bradley",90,0.95,74,7,"GIRPuttingAvg2530",2012
63,63,"Billy Horschel",63,0.95,63,6,"GIRPuttingAvg2530",2012
66,66,"Tim Herron",88,0.94,85,8,"GIRPuttingAvg2530",2012
66,66,"Kevin Na",80,0.94,53,5,"GIRPuttingAvg2530",2012
68,68,"Tim Clark",60,0.93,54,5,"GIRPuttingAvg2530",2012
68,68,"Rocco Mediate",70,0.93,54,5,"GIRPuttingAvg2530",2012
68,68,"Scott Piercy",95,0.93,86,8,"GIRPuttingAvg2530",2012
68,68,"Rory Sabbatini",84,0.93,75,7,"GIRPuttingAvg2530",2012
68,68,"Kevin Streelman",89,0.93,75,7,"GIRPuttingAvg2530",2012
73,73,"Roberto Castro",92,0.92,87,8,"GIRPuttingAvg2530",2012
74,74,"Bob Estes",78,0.91,66,6,"GIRPuttingAvg2530",2012
75,75,"Ryan Palmer",81,0.9,78,7,"GIRPuttingAvg2530",2012
76,76,"Jason Day",57,0.89,45,4,"GIRPuttingAvg2530",2012
77,77,"Ben Curtis",62,0.88,57,5,"GIRPuttingAvg2530",2012
77,77,"Bryce Molder",83,0.88,68,6,"GIRPuttingAvg2530",2012
79,79,"Carl Pettersson",92,0.87,92,8,"GIRPuttingAvg2530",2012
79,79,"John Rollins",81,0.87,69,6,"GIRPuttingAvg2530",2012
81,81,"Chris Couch",61,0.86,58,5,"GIRPuttingAvg2530",2012
81,81,"John Mallinger",74,0.86,58,5,"GIRPuttingAvg2530",2012
83,83,"Stewart Cink",71,0.85,47,4,"GIRPuttingAvg2530",2012
83,83,"Troy Kelly",68,0.85,59,5,"GIRPuttingAvg2530",2012
83,83,"Matt Kuchar",86,0.85,59,5,"GIRPuttingAvg2530",2012
83,83,"Gary Woodland",70,0.85,59,5,"GIRPuttingAvg2530",2012
87,87,"Kevin Chappell",91,0.83,84,7,"GIRPuttingAvg2530",2012
87,87,"Brendon de Jonge",115,0.83,133,11,"GIRPuttingAvg2530",2012
87,87,"Mark Wilson",84,0.83,84,7,"GIRPuttingAvg2530",2012
90,90,"David Hearn",95,0.81,111,9,"GIRPuttingAvg2530",2012
90,90,"Lee Westwood",60,0.81,37,3,"GIRPuttingAvg2530",2012
92,92,"Sung Kang",75,0.8,50,4,"GIRPuttingAvg2530",2012
92,92,"Jeff Overton",101,0.8,100,8,"GIRPuttingAvg2530",2012
92,92,"Greg Owen",90,0.8,87,7,"GIRPuttingAvg2530",2012
92,92,"Dicky Pride",62,0.8,50,4,"GIRPuttingAvg2530",2012
92,92,"Justin Rose",69,0.8,75,6,"GIRPuttingAvg2530",2012
92,92,"David Toms",60,0.8,50,4,"GIRPuttingAvg2530",2012
98,98,"JJ Killeen",101,0.79,76,6,"GIRPuttingAvg2530",2012
98,98,"Russell Knox",72,0.79,76,6,"GIRPuttingAvg2530",2012
98,98,"YE Yang",64,0.79,38,3,"GIRPuttingAvg2530",2012
101,101,"Sangmoon Bae",81,0.78,64,5,"GIRPuttingAvg2530",2012
101,101,"Scott Dunlap",57,0.78,51,4,"GIRPuttingAvg2530",2012
101,101,"Jerry Kelly",84,0.78,90,7,"GIRPuttingAvg2530",2012
101,101,"Justin Leonard",79,0.78,64,5,"GIRPuttingAvg2530",2012
101,101,"Andres Romero",68,0.78,51,4,"GIRPuttingAvg2530",2012
106,106,"Jason Bohn",81,0.77,65,5,"GIRPuttingAvg2530",2012
106,106,"Trevor Immelman",76,0.77,65,5,"GIRPuttingAvg2530",2012
106,106,"Hunter Mahan",88,0.77,91,7,"GIRPuttingAvg2530",2012
106,106,"Roland Thatcher",55,0.77,39,3,"GIRPuttingAvg2530",2012
110,110,"John Huh",99,0.76,92,7,"GIRPuttingAvg2530",2012
110,110,"Brandt Jobe",57,0.76,66,5,"GIRPuttingAvg2530",2012
110,110,"Jason Kokrak",79,0.76,79,6,"GIRPuttingAvg2530",2012
110,110,"Michael Thompson",80,0.76,79,6,"GIRPuttingAvg2530",2012
114,114,"Ken Duke",104,0.75,93,7,"GIRPuttingAvg2530",2012
114,114,"Tommy Gainey",98,0.75,107,8,"GIRPuttingAvg2530",2012
114,114,"Billy Mayfair",90,0.75,93,7,"GIRPuttingAvg2530",2012
114,114,"Nick OHern",78,0.75,80,6,"GIRPuttingAvg2530",2012
