"GIRPercentageLess125yards_RANKTHISWEEK_2012","GIRPercentageLess125yards_RANKLASTWEEK_2012","GIRPercentageLess125yards_PLAYERNAME_2012","GIRPercentageLess125yards_ROUNDS_2012","GIRPercentageLess125yards_Pct_2012","GIRPercentageLess125yards_GREENSHIT_2012","GIRPercentageLess125yards_TOTALHOLES_2012","GIRPercentageLess125yards_RELATIVETOPAR_2012","stat_name","year"
1,1,"KJ Choi",71,88.61,249,281,-0.41,"GIRPercentageLess125yards",2012
2,2,"Roberto Castro",92,87.66,341,389,-0.43,"GIRPercentageLess125yards",2012
3,3,"Jason Bohn",81,87.58,268,306,-0.4,"GIRPercentageLess125yards",2012
4,4,"Daniel Summerhays",81,86.72,320,369,-0.38,"GIRPercentageLess125yards",2012
5,5,"Will Claxton",99,86.7,404,466,-0.45,"GIRPercentageLess125yards",2012
6,6,"Nick Watney",97,86.62,343,396,-0.49,"GIRPercentageLess125yards",2012
7,7,"Richard Lee",71,86.28,239,277,-0.38,"GIRPercentageLess125yards",2012
8,8,"Rickie Fowler",84,86.09,291,338,-0.48,"GIRPercentageLess125yards",2012
9,9,"Rocco Mediate",70,85.96,251,292,-0.41,"GIRPercentageLess125yards",2012
10,10,"Ben Crane",73,85.88,292,340,-0.51,"GIRPercentageLess125yards",2012
11,11,"Nathan Green",73,85.82,236,275,-0.46,"GIRPercentageLess125yards",2012
12,12,"David Hearn",95,85.68,353,412,-0.41,"GIRPercentageLess125yards",2012
13,13,"Ernie Els",80,85.67,281,328,-0.42,"GIRPercentageLess125yards",2012
14,14,"Gary Woodland",70,85.58,279,326,-0.41,"GIRPercentageLess125yards",2012
15,15,"Brian Davis",91,85.53,331,387,-0.44,"GIRPercentageLess125yards",2012
16,16,"Kyle Thompson",51,85.41,158,185,-0.3,"GIRPercentageLess125yards",2012
17,17,"William McGirt",96,85.31,331,388,-0.44,"GIRPercentageLess125yards",2012
18,18,"Hunter Mahan",88,85.29,290,340,-0.39,"GIRPercentageLess125yards",2012
19,19,"Bryce Molder",83,85.27,272,319,-0.45,"GIRPercentageLess125yards",2012
19,19,"DJ Trahan",73,85.27,272,319,-0.39,"GIRPercentageLess125yards",2012
21,21,"Jason Dufner",83,85.25,289,339,-0.47,"GIRPercentageLess125yards",2012
22,22,"Lee Westwood",60,85.19,184,216,-0.48,"GIRPercentageLess125yards",2012
23,23,"Robert Garrigus",89,85.16,373,438,-0.4,"GIRPercentageLess125yards",2012
24,24,"Scott Stallings",78,85.1,337,396,-0.44,"GIRPercentageLess125yards",2012
25,25,"John Merrick",83,85,289,340,-0.45,"GIRPercentageLess125yards",2012
26,26,"Mathew Goggin",65,84.97,243,286,-0.48,"GIRPercentageLess125yards",2012
27,27,"Camilo Villegas",79,84.94,327,385,-0.44,"GIRPercentageLess125yards",2012
28,28,"Rod Pampling",88,84.92,304,358,-0.41,"GIRPercentageLess125yards",2012
29,29,"Ben Curtis",62,84.9,208,245,-0.44,"GIRPercentageLess125yards",2012
29,29,"Charley Hoffman",88,84.9,371,437,-0.45,"GIRPercentageLess125yards",2012
