"ProximitytoHolefrom_RANKTHISWEEK_2006","ProximitytoHolefrom_RANKLASTWEEK_2006","ProximitytoHolefrom_PLAYERNAME_2006","ProximitytoHolefrom_ROUNDS_2006","ProximitytoHolefrom_AVGDTP_2006","ProximitytoHolefrom_TOTALDISTANCEFEET_2006","ProximitytoHolefrom_OFSHOTS_2006","ProximitytoHolefrom_SCRAMBLINGRANK_2006","stat_name","year"
1,1,"Padraig Harrington",54,NA,172.417,72,36,"ProximitytoHolefrom",2006
2,2,"Mark Brooks",90,NA,373.583,139,107,"ProximitytoHolefrom",2006
2,2,"Jim Furyk",89,NA,268.583,102,4,"ProximitytoHolefrom",2006
4,4,"Carlos Franco",86,NA,360.083,126,163,"ProximitytoHolefrom",2006
5,5,"Dudley Hart",83,NA,348.583,121,64,"ProximitytoHolefrom",2006
5,5,"Justin Leonard",83,NA,321.917,111,77,"ProximitytoHolefrom",2006
5,5,"Corey Pavin",74,NA,304.667,105,1,"ProximitytoHolefrom",2006
5,5,"Justin Rose",98,NA,460.5,158,84,"ProximitytoHolefrom",2006
9,9,"Camilo Villegas",95,NA,413.667,137,123,"ProximitytoHolefrom",2006
10,10,"Briny Baird",81,NA,333.417,108,124,"ProximitytoHolefrom",2006
10,10,"Robert Damron",91,NA,460.5,148,100,"ProximitytoHolefrom",2006
10,10,"Luke Donald",66,NA,210.167,68,3,"ProximitytoHolefrom",2006
10,10,"Trevor Immelman",86,NA,277.917,91,32,"ProximitytoHolefrom",2006
10,10,"Jerry Kelly",100,NA,377.5,124,17,"ProximitytoHolefrom",2006
10,10,"John Senden",96,NA,343,112,86,"ProximitytoHolefrom",2006
10,10,"Kirk Triplett",58,NA,267.083,86,133,"ProximitytoHolefrom",2006
10,10,"Charles Warren",93,NA,476.833,153,64,"ProximitytoHolefrom",2006
18,18,"Paul Azinger",87,NA,464.917,148,8,"ProximitytoHolefrom",2006
18,18,"Brian Bateman",69,NA,312.917,99,94,"ProximitytoHolefrom",2006
18,18,"JJ Henry",96,NA,320,102,157,"ProximitytoHolefrom",2006
18,18,"JB Holmes",81,NA,420.75,133,188,"ProximitytoHolefrom",2006
18,18,"Richard Johnson",94,NA,406.25,127,44,"ProximitytoHolefrom",2006
