"DrivingPctAll_RANKTHISWEEK_2010","DrivingPctAll_RANKLASTWEEK_2010","DrivingPctAll_PLAYERNAME_2010","DrivingPctAll_ROUNDS_2010","DrivingPctAll_Pct_2010","DrivingPctAll_TOTALDRIVESFOR_2010","DrivingPctAll_TOTALDRIVESOVERALL_2010","DrivingPctAll_RELATIVETOPAR_2010","stat_name","year"
118,118,"Troy Matteson",84,4.75,52,1094,0.135,"DrivingPctAll",2010
119,119,"Dean Wilson",54,4.74,31,654,0.29,"DrivingPctAll",2010
120,120,"Aron Price",70,4.73,41,866,0.122,"DrivingPctAll",2010
120,120,"Michael Sim",64,4.73,35,740,0.171,"DrivingPctAll",2010
122,122,"Kenny Perry",69,4.72,37,784,-0.027,"DrivingPctAll",2010
123,123,"Adam Scott",70,4.7,34,724,0.206,"DrivingPctAll",2010
124,124,"Michael Letzig",84,4.67,52,1114,0.115,"DrivingPctAll",2010
125,125,"Will Ma Kenzie",72,4.64,44,949,0.068,"DrivingPctAll",2010
126,126,"Chris Couch",66,4.62,38,823,0.289,"DrivingPctAll",2010
127,127,"Brendon de Jonge",114,4.59,58,1264,0.086,"DrivingPctAll",2010
128,128,"James Driscoll",78,4.56,47,1030,0.298,"DrivingPctAll",2010
129,129,"Matt Every",60,4.53,32,707,0.188,"DrivingPctAll",2010
130,130,"Stewart Cink",84,4.5,41,912,0,"DrivingPctAll",2010
131,131,"Jonathan Byrd",85,4.47,51,1142,0.196,"DrivingPctAll",2010
132,132,"Matt Bettencourt",91,4.42,43,972,0.442,"DrivingPctAll",2010
133,133,"Ted Purdy",86,4.41,46,1043,0.37,"DrivingPctAll",2010
134,134,"John Rollins",81,4.38,46,1051,0.239,"DrivingPctAll",2010
135,135,"Graham DeLaet",88,4.34,46,1060,0.196,"DrivingPctAll",2010
136,136,"Paul Stankowski",62,4.32,32,740,0.063,"DrivingPctAll",2010
137,137,"John Daly",63,4.3,28,651,0.179,"DrivingPctAll",2010
137,137,"Josh Teater",101,4.3,55,1280,0.236,"DrivingPctAll",2010
139,139,"Matt Kuchar",97,4.29,45,1048,0.133,"DrivingPctAll",2010
139,139,"Jeev Milkha Singh",59,4.29,31,722,0.258,"DrivingPctAll",2010
141,141,"John Merrick",109,4.28,55,1286,0.164,"DrivingPctAll",2010
142,142,"Mark Wilson",87,4.26,47,1104,0.149,"DrivingPctAll",2010
143,143,"Robert Allenby",76,4.22,36,854,0.028,"DrivingPctAll",2010
143,143,"Ian Poulter",55,4.22,20,474,0.35,"DrivingPctAll",2010
145,145,"Daniel Chopra",74,4.2,39,929,0.436,"DrivingPctAll",2010
145,145,"Steve Marino",81,4.2,37,882,-0.027,"DrivingPctAll",2010
147,147,"Bo Van Pelt",104,4.11,50,1216,-0.04,"DrivingPctAll",2010
148,148,"Jeff Maggert",76,4.1,36,877,0.056,"DrivingPctAll",2010
149,149,"Steve Wheatcroft",74,4.09,33,806,0.455,"DrivingPctAll",2010
150,150,"Mathew Goggin",85,4.06,43,1059,0.349,"DrivingPctAll",2010
151,151,"Mathias Gronberg",61,4.01,28,698,0.179,"DrivingPctAll",2010
152,152,"Aaron Baddeley",94,4,49,1225,0.224,"DrivingPctAll",2010
152,152,"Jay Williamson",76,4,34,849,0.235,"DrivingPctAll",2010
154,154,"Robert Garrigus",71,3.99,34,853,0.529,"DrivingPctAll",2010
155,155,"Bill Lunde",79,3.98,37,930,0.351,"DrivingPctAll",2010
155,155,"Scott Piercy",88,3.98,45,1131,0.333,"DrivingPctAll",2010
157,157,"Angel Cabrera",64,3.9,28,718,0.214,"DrivingPctAll",2010
157,157,"Vaughn Taylor",87,3.9,43,1102,0.326,"DrivingPctAll",2010
157,157,"David Toms",86,3.9,38,974,0.079,"DrivingPctAll",2010
160,160,"Kevin Stadler",86,3.78,38,1004,0.132,"DrivingPctAll",2010
160,160,"Boo Weekley",88,3.78,39,1033,0.103,"DrivingPctAll",2010
162,162,"Joe Ogilvie",99,3.76,45,1196,0.178,"DrivingPctAll",2010
163,163,"Tom Gillis",97,3.75,47,1254,0.106,"DrivingPctAll",2010
164,164,"Sean OHair",84,3.74,34,910,0.176,"DrivingPctAll",2010
165,165,"Nicholas Thompson",88,3.73,40,1071,0.325,"DrivingPctAll",2010
165,165,"Nick Watney",91,3.73,36,966,0.028,"DrivingPctAll",2010
167,167,"Chris Stroud",90,3.7,37,1001,0.351,"DrivingPctAll",2010
168,168,"Mark Calcavecchia",50,3.69,17,461,0.235,"DrivingPctAll",2010
169,169,"Alex Prugh",88,3.59,40,1114,0.075,"DrivingPctAll",2010
170,170,"Kevin Streelman",90,3.58,40,1116,0.225,"DrivingPctAll",2010
171,171,"Joe Durant",67,3.54,28,792,0.071,"DrivingPctAll",2010
172,172,"Ernie Els",72,3.51,27,770,0.222,"DrivingPctAll",2010
172,172,"Vijay Singh",75,3.51,28,798,0.143,"DrivingPctAll",2010
174,174,"Garth Mulroy",53,3.42,20,585,0.3,"DrivingPctAll",2010
175,175,"Cameron Tringale",55,3.34,21,628,0.143,"DrivingPctAll",2010
176,176,"Andres Romero",73,3.28,33,1005,0.03,"DrivingPctAll",2010
177,177,"JB Holmes",100,3.18,39,1228,0.051,"DrivingPctAll",2010
177,177,"Chris Wilson",65,3.18,23,724,0.522,"DrivingPctAll",2010
179,179,"Ben Crane",85,3.15,29,922,0.034,"DrivingPctAll",2010
180,180,"Martin Flores",75,3.14,28,892,0.714,"DrivingPctAll",2010
181,181,"Hunter Mahan",85,3.1,29,934,0.172,"DrivingPctAll",2010
182,182,"Tim Herron",79,3.01,29,962,0.379,"DrivingPctAll",2010
183,183,"Brett Wetterich",54,2.84,21,740,0.048,"DrivingPctAll",2010
184,184,"Dustin Johnson",83,2.83,25,884,0.12,"DrivingPctAll",2010
185,185,"Charley Hoffman",85,2.8,30,1073,0.067,"DrivingPctAll",2010
186,186,"Andrew McLardy",52,2.77,17,614,0.118,"DrivingPctAll",2010
187,187,"Charles Warren",64,2.6,20,768,0.05,"DrivingPctAll",2010
188,188,"Ryan Palmer",84,2.53,25,988,0.2,"DrivingPctAll",2010
189,189,"Phil Mickelson",76,2.51,20,798,0,"DrivingPctAll",2010
190,190,"Cameron Percy",73,2.43,20,823,0.15,"DrivingPctAll",2010
191,191,"DJ Trahan",92,2.36,27,1146,0,"DrivingPctAll",2010
192,192,"Rory McIlroy",54,2.14,12,560,-0.167,"DrivingPctAll",2010
