"ProximitytoHole_RANKTHISWEEK_2008","ProximitytoHole_RANKLASTWEEK_2008","ProximitytoHole_PLAYERNAME_2008","ProximitytoHole_ROUNDS_2008","ProximitytoHole_AVG_2008","ProximitytoHole_TOTALDISTANCEFEET_2008","ProximitytoHole_OFATTEMPTS_2008","ProximitytoHole_GIRRANK_2008","stat_name","year"
34,34,"Alex Cejka",75,NA,36727.083,1074,146,"ProximitytoHole",2008
34,34,"Kent Jones",68,NA,33789.833,988,6,"ProximitytoHole",2008
34,34,"Doug LaBelle II",65,NA,31142.75,912,108,"ProximitytoHole",2008
34,34,"John Riegger",73,NA,39048.75,1143,8,"ProximitytoHole",2008
34,34,"Vaughn Taylor",103,NA,57454.167,1680,81,"ProximitytoHole",2008
34,34,"Mike Weir",88,NA,40524.333,1186,109,"ProximitytoHole",2008
34,34,"Ron Whittaker",54,NA,25181.25,737,79,"ProximitytoHole",2008
41,41,"Paul Casey",55,NA,22082.25,645,74,"ProximitytoHole",2008
41,41,"Greg Kraft",63,NA,30696.667,896,191,"ProximitytoHole",2008
41,41,"Vijay Singh",82,NA,38718,1131,12,"ProximitytoHole",2008
41,41,"David Toms",70,NA,34315.417,1003,90,"ProximitytoHole",2008
41,41,"Bob Tway",70,NA,34912.25,1020,33,"ProximitytoHole",2008
46,46,"Jim Furyk",95,NA,46276.417,1349,48,"ProximitytoHole",2008
46,46,"Matt Kuchar",88,NA,43138.5,1256,126,"ProximitytoHole",2008
48,48,"Ben Curtis",80,NA,38670.25,1124,137,"ProximitytoHole",2008
48,48,"Glen Day",64,NA,34526.083,1004,117,"ProximitytoHole",2008
48,48,"Jeff Gove",50,NA,27073.417,787,22,"ProximitytoHole",2008
48,48,"Trevor Immelman",70,NA,33310.667,968,148,"ProximitytoHole",2008
48,48,"Lee Janzen",89,NA,46073.333,1340,114,"ProximitytoHole",2008
48,48,"Hunter Mahan",87,NA,44429.833,1291,7,"ProximitytoHole",2008
48,48,"Sean OHair",81,NA,41861.417,1215,113,"ProximitytoHole",2008
55,55,"Lucas Glover",91,NA,51255.333,1487,86,"ProximitytoHole",2008
55,55,"Jin Park",85,NA,43327.583,1255,153,"ProximitytoHole",2008
57,57,"Ryan Armour",87,NA,47013.667,1360,78,"ProximitytoHole",2008
57,57,"Craig Kanada",65,NA,34182.25,989,158,"ProximitytoHole",2008
57,57,"Tom Pernice Jr",104,NA,60756.583,1757,120,"ProximitytoHole",2008
60,60,"Woody Austin",109,NA,54689.583,1578,18,"ProximitytoHole",2008
60,60,"Bob Estes",90,NA,53497.333,1543,11,"ProximitytoHole",2008
60,60,"John Senden",93,NA,50821.167,1467,10,"ProximitytoHole",2008
60,60,"DJ Trahan",94,NA,48397.333,1396,62,"ProximitytoHole",2008
60,60,"Boo Weekley",86,NA,39740.667,1146,22,"ProximitytoHole",2008
65,65,"Robert Allenby",108,NA,53563.417,1541,2,"ProximitytoHole",2008
65,65,"Justin Bolli",87,NA,45512,1309,44,"ProximitytoHole",2008
65,65,"Joe Durant",92,NA,49164,1416,1,"ProximitytoHole",2008
65,65,"YE Yang",89,NA,49524.75,1425,67,"ProximitytoHole",2008
69,69,"Marco Dawson",64,NA,33542.5,963,182,"ProximitytoHole",2008
69,69,"Jason Gore",94,NA,53077.417,1523,39,"ProximitytoHole",2008
69,69,"John Mallinger",95,NA,52370.75,1502,185,"ProximitytoHole",2008
69,69,"Corey Pavin",69,NA,34988.5,1004,196,"ProximitytoHole",2008
69,69,"Rory Sabbatini",77,NA,39402.833,1131,65,"ProximitytoHole",2008
69,69,"Chris Stroud",81,NA,41102.333,1180,26,"ProximitytoHole",2008
69,69,"Omar Uresti",74,NA,39248.917,1128,91,"ProximitytoHole",2008
76,76,"Padraig Harrington",52,NA,19904.833,570,186,"ProximitytoHole",2008
76,76,"Brandt Jobe",52,NA,29395.167,842,58,"ProximitytoHole",2008
76,76,"Jerry Kelly",89,NA,46377.75,1327,140,"ProximitytoHole",2008
76,76,"Camilo Villegas",79,NA,39271.75,1126,111,"ProximitytoHole",2008
80,80,"Billy Andrade",71,NA,38743.667,1108,135,"ProximitytoHole",2008
80,80,"Ben Crane",86,NA,46922.583,1342,73,"ProximitytoHole",2008
80,80,"Steve Elkington",84,NA,45856.833,1310,40,"ProximitytoHole",2008
80,80,"Freddie Jacobson",78,NA,40124.75,1146,171,"ProximitytoHole",2008
80,80,"Steve Stricker",75,NA,36296.75,1036,127,"ProximitytoHole",2008
85,85,"Harrison Frazar",73,NA,38775,1105,3,"ProximitytoHole",2008
85,85,"Paul Goydos",78,NA,42176.5,1202,151,"ProximitytoHole",2008
85,85,"Steve Marino",119,NA,65479.583,1865,15,"ProximitytoHole",2008
88,88,"Stewart Cink",87,NA,40375.5,1148,41,"ProximitytoHole",2008
88,88,"Charley Hoffman",94,NA,54048.083,1537,63,"ProximitytoHole",2008
88,88,"Brandt Snedeker",85,NA,42258.5,1203,140,"ProximitytoHole",2008
91,91,"Rich Beem",90,NA,49992.333,1417,57,"ProximitytoHole",2008
91,91,"Fred Couples",60,NA,32245.75,915,83,"ProximitytoHole",2008
91,91,"Will Ma Kenzie",62,NA,36013.75,1021,107,"ProximitytoHole",2008
91,91,"Charlie Wi",97,NA,55611.833,1576,59,"ProximitytoHole",2008
95,95,"Stephen Leaney",53,NA,28313.667,802,166,"ProximitytoHole",2008
95,95,"Frank Lickliter II",107,NA,63158.25,1786,124,"ProximitytoHole",2008
95,95,"Rocco Mediate",87,NA,43666.833,1235,157,"ProximitytoHole",2008
95,95,"Mark Wilson",107,NA,65895.917,1863,42,"ProximitytoHole",2008
99,99,"Sergio Garcia",72,NA,35624.25,1005,37,"ProximitytoHole",2008
99,99,"Cliff Kresge",84,NA,46192.917,1304,98,"ProximitytoHole",2008
99,99,"Bubba Watson",97,NA,50532.417,1426,27,"ProximitytoHole",2008
102,102,"Chris DiMarco",87,NA,48290.833,1361,142,"ProximitytoHole",2008
102,102,"Retief Goosen",59,NA,26736.75,754,192,"ProximitytoHole",2008
102,102,"Billy Mayfair",103,NA,60524.833,1705,19,"ProximitytoHole",2008
102,102,"George McNeill",97,NA,57207.25,1611,13,"ProximitytoHole",2008
102,102,"Pat Perez",93,NA,50229.333,1415,43,"ProximitytoHole",2008
102,102,"Carl Pettersson",110,NA,61517.333,1734,134,"ProximitytoHole",2008
102,102,"Kevin Stadler",90,NA,46180.75,1302,93,"ProximitytoHole",2008
109,109,"Brian Davis",108,NA,64819.667,1822,89,"ProximitytoHole",2008
109,109,"Ken Duke",116,NA,66830.5,1879,104,"ProximitytoHole",2008
109,109,"Tommy Gainey",60,NA,29131.167,819,36,"ProximitytoHole",2008
109,109,"Anthony Kim",81,NA,41563.083,1168,71,"ProximitytoHole",2008
109,109,"Kevin Streelman",114,NA,61685.667,1733,31,"ProximitytoHole",2008
114,114,"Michael Letzig",88,NA,47304.083,1327,143,"ProximitytoHole",2008
114,114,"Andres Romero",69,NA,31147.083,874,194,"ProximitytoHole",2008
114,114,"Tim Wilkinson",95,NA,51022.667,1432,85,"ProximitytoHole",2008
117,117,"Cody Freeman",66,NA,35172.25,984,179,"ProximitytoHole",2008
117,117,"Richard Johnson",60,NA,31370.583,877,92,"ProximitytoHole",2008
119,119,"Davis Love III",78,NA,41740.5,1165,106,"ProximitytoHole",2008
119,119,"Jon Mills",95,NA,50208.333,1400,74,"ProximitytoHole",2008
119,119,"Ian Poulter",51,NA,23065.167,644,190,"ProximitytoHole",2008
122,122,"Todd Hamilton",92,NA,47745.667,1328,150,"ProximitytoHole",2008
122,122,"Mark Hensby",71,NA,41204.167,1146,121,"ProximitytoHole",2008
122,122,"Peter Lonard",92,NA,51731.583,1439,100,"ProximitytoHole",2008
122,122,"John Merrick",98,NA,49467.333,1377,25,"ProximitytoHole",2008
122,122,"Tim Petrovic",97,NA,51949.667,1445,144,"ProximitytoHole",2008
122,122,"Kyle Thompson",70,NA,36772.167,1023,160,"ProximitytoHole",2008
128,128,"Stuart Appleby",87,NA,43347.667,1203,168,"ProximitytoHole",2008
128,128,"Kevin Na",97,NA,58729.417,1632,133,"ProximitytoHole",2008
130,130,"Phil Mickelson",80,NA,38042.167,1055,70,"ProximitytoHole",2008
130,130,"Adam Scott",51,NA,22614.083,626,128,"ProximitytoHole",2008
132,132,"JJ Henry",108,NA,64200.75,1775,9,"ProximitytoHole",2008
132,132,"Jeff Maggert",86,NA,51123.667,1412,61,"ProximitytoHole",2008
132,132,"John Rollins",94,NA,51124.417,1415,136,"ProximitytoHole",2008
132,132,"Bo Van Pelt",101,NA,60351.667,1667,34,"ProximitytoHole",2008
132,132,"Charles Warren",79,NA,47826.417,1322,44,"ProximitytoHole",2008
137,137,"Dudley Hart",74,NA,43617.417,1204,64,"ProximitytoHole",2008
137,137,"Martin Laird",98,NA,55195.917,1522,38,"ProximitytoHole",2008
137,137,"Joe Ogilvie",100,NA,56453.25,1556,119,"ProximitytoHole",2008
137,137,"Brenden Pappas",66,NA,36174.5,999,88,"ProximitytoHole",2008
137,137,"Kevin Sutherland",98,NA,57256.667,1580,17,"ProximitytoHole",2008
142,142,"KJ Choi",74,NA,37022.083,1019,81,"ProximitytoHole",2008
142,142,"Tom Lehman",51,NA,24704.5,680,165,"ProximitytoHole",2008
142,142,"Scott McCarron",63,NA,34810.333,959,103,"ProximitytoHole",2008
142,142,"Ted Purdy",68,NA,38380.833,1057,46,"ProximitytoHole",2008
146,146,"Travis Perkins",53,NA,25870.083,710,177,"ProximitytoHole",2008
147,147,"Alejandro Canizares",52,NA,26706,732,161,"ProximitytoHole",2008
147,147,"Bill Haas",99,NA,58862.25,1613,20,"ProximitytoHole",2008
147,147,"Marc Turnesa",87,NA,49657,1360,137,"ProximitytoHole",2008
150,150,"Charles Howell III",101,NA,56947.25,1557,48,"ProximitytoHole",2008
151,151,"Ryuji Imada",80,NA,44810.833,1221,176,"ProximitytoHole",2008
151,151,"Brett Rumford",72,NA,39885.583,1087,175,"ProximitytoHole",2008
153,153,"Rod Pampling",83,NA,44807.083,1219,131,"ProximitytoHole",2008
154,154,"Jonathan Byrd",88,NA,50649.167,1374,149,"ProximitytoHole",2008
154,154,"Nick Flanagan",89,NA,52593.75,1428,123,"ProximitytoHole",2008
154,154,"Troy Matteson",94,NA,58694,1593,32,"ProximitytoHole",2008
154,154,"Parker McLachlin",88,NA,52040,1413,159,"ProximitytoHole",2008
158,158,"Carlos Franco",73,NA,41506.583,1125,47,"ProximitytoHole",2008
159,159,"Paul Claxton",63,NA,33076,894,97,"ProximitytoHole",2008
159,159,"David Lutterus",59,NA,33046.917,893,161,"ProximitytoHole",2008
159,159,"Chris Riley",51,NA,26428.667,715,169,"ProximitytoHole",2008
162,162,"Brett Quigley",80,NA,48490.25,1309,112,"ProximitytoHole",2008
162,162,"Bob Sowards",61,NA,34458.833,930,139,"ProximitytoHole",2008
164,164,"Angel Cabrera",55,NA,25971.917,697,156,"ProximitytoHole",2008
164,164,"David Duval",51,NA,27024.083,726,197,"ProximitytoHole",2008
164,164,"Robert Garrigus",90,NA,57423.833,1541,21,"ProximitytoHole",2008
167,167,"Eric Axley",113,NA,65252.25,1746,180,"ProximitytoHole",2008
167,167,"JB Holmes",86,NA,45932.417,1231,152,"ProximitytoHole",2008
167,167,"Dustin Johnson",92,NA,54073.167,1449,129,"ProximitytoHole",2008
170,170,"Brad Adamonis",87,NA,50991.667,1360,68,"ProximitytoHole",2008
170,170,"Tim Herron",97,NA,58290.5,1556,163,"ProximitytoHole",2008
170,170,"Nicholas Thompson",113,NA,64241.833,1714,145,"ProximitytoHole",2008
173,173,"Mathew Goggin",91,NA,55077.333,1465,29,"ProximitytoHole",2008
173,173,"Jeff Overton",103,NA,61233.417,1629,118,"ProximitytoHole",2008
175,175,"Tag Ridings",88,NA,54433.167,1443,125,"ProximitytoHole",2008
175,175,"Nick Watney",96,NA,56637.917,1501,16,"ProximitytoHole",2008
177,177,"Brad Elder",67,NA,36528.667,966,99,"ProximitytoHole",2008
177,177,"Jimmy Walker",73,NA,41931.417,1108,147,"ProximitytoHole",2008
179,179,"Shigeki Maruyama",50,NA,28570,753,187,"ProximitytoHole",2008
180,180,"Steve Lowery",74,NA,45593.167,1200,193,"ProximitytoHole",2008
181,181,"Aaron Baddeley",76,NA,40871.5,1070,166,"ProximitytoHole",2008
181,181,"Johnson Wagner",83,NA,46399.167,1216,174,"ProximitytoHole",2008
183,183,"Chad Collins",72,NA,43176.417,1128,183,"ProximitytoHole",2008
183,183,"Kenneth Ferrie",72,NA,40892.917,1070,102,"ProximitytoHole",2008
183,183,"JP Hayes",67,NA,43117.667,1128,181,"ProximitytoHole",2008
186,186,"Steve Allan",58,NA,32757.417,853,59,"ProximitytoHole",2008
187,187,"Daniel Chopra",84,NA,47353.167,1230,189,"ProximitytoHole",2008
188,188,"Ryan Moore",72,NA,43642.333,1128,173,"ProximitytoHole",2008
189,189,"Jason Day",81,NA,53493.583,1381,80,"ProximitytoHole",2008
189,189,"Todd Demsey",80,NA,49162.75,1269,87,"ProximitytoHole",2008
191,191,"James Driscoll",85,NA,52847.833,1361,95,"ProximitytoHole",2008
191,191,"Nathan Green",95,NA,63155.333,1626,188,"ProximitytoHole",2008
193,193,"Mathias Gronberg",87,NA,55194.667,1418,154,"ProximitytoHole",2008
194,194,"Jason Allred",63,NA,35124.917,894,155,"ProximitytoHole",2008
196,196,"Matt Jones",95,NA,59208.083,1498,164,"ProximitytoHole",2008
197,197,"Jesper Parnevik",88,NA,53231.083,1345,184,"ProximitytoHole",2008
