"Back9Par4ScoringAverage_RANKTHISWEEK_2008","Back9Par4ScoringAverage_RANKLASTWEEK_2008","Back9Par4ScoringAverage_PLAYERNAME_2008","Back9Par4ScoringAverage_ROUNDS_2008","Back9Par4ScoringAverage_AVG_2008","Back9Par4ScoringAverage_TOTALSTROKES_2008","Back9Par4ScoringAverage_TOTALHOLES_2008","stat_name","year"
99,99,"Billy Mayfair",103,4.07,2279,560,"Back9Par4ScoringAverage",2008
99,99,"Sean OHair",81,4.07,1792,440,"Back9Par4ScoringAverage",2008
99,99,"Rod Pampling",83,4.07,1725,424,"Back9Par4ScoringAverage",2008
99,99,"Brenden Pappas",66,4.07,1433,352,"Back9Par4ScoringAverage",2008
99,99,"Carl Pettersson",110,4.07,2400,590,"Back9Par4ScoringAverage",2008
99,99,"Chez Reavie",102,4.07,2229,548,"Back9Par4ScoringAverage",2008
99,99,"John Riegger",73,4.07,1592,391,"Back9Par4ScoringAverage",2008
99,99,"John Senden",93,4.07,2019,496,"Back9Par4ScoringAverage",2008
99,99,"Patrick Sheehan",124,4.07,2693,662,"Back9Par4ScoringAverage",2008
99,99,"Brandt Snedeker",85,4.07,1849,454,"Back9Par4ScoringAverage",2008
99,99,"Camilo Villegas",79,4.07,1733,426,"Back9Par4ScoringAverage",2008
99,99,"Charles Warren",79,4.07,1674,411,"Back9Par4ScoringAverage",2008
120,120,"Tommy Armour III",77,4.08,1693,415,"Back9Par4ScoringAverage",2008
120,120,"Alex Cejka",75,4.08,1602,393,"Back9Par4ScoringAverage",2008
120,120,"Joe Durant",92,4.08,1987,487,"Back9Par4ScoringAverage",2008
120,120,"Kenneth Ferrie",72,4.08,1533,376,"Back9Par4ScoringAverage",2008
120,120,"Robert Garrigus",90,4.08,1946,477,"Back9Par4ScoringAverage",2008
120,120,"Bill Haas",99,4.08,2134,523,"Back9Par4ScoringAverage",2008
120,120,"Zach Johnson",85,4.08,1843,452,"Back9Par4ScoringAverage",2008
120,120,"Richard Johnson",60,4.08,1347,330,"Back9Par4ScoringAverage",2008
120,120,"Craig Kanada",65,4.08,1427,350,"Back9Par4ScoringAverage",2008
120,120,"Martin Laird",98,4.08,2136,524,"Back9Par4ScoringAverage",2008
120,120,"Steve Lowery",74,4.08,1624,398,"Back9Par4ScoringAverage",2008
120,120,"Kevin Na",97,4.08,2072,508,"Back9Par4ScoringAverage",2008
120,120,"Jeff Quinney",87,4.08,1864,457,"Back9Par4ScoringAverage",2008
120,120,"Tag Ridings",88,4.08,1885,462,"Back9Par4ScoringAverage",2008
120,120,"Heath Slocum",104,4.08,2263,554,"Back9Par4ScoringAverage",2008
120,120,"Chris Stroud",81,4.08,1728,424,"Back9Par4ScoringAverage",2008
120,120,"David Toms",70,4.08,1517,372,"Back9Par4ScoringAverage",2008
120,120,"Bubba Watson",97,4.08,2124,521,"Back9Par4ScoringAverage",2008
138,138,"Brad Adamonis",87,4.09,1888,462,"Back9Par4ScoringAverage",2008
138,138,"Eric Axley",113,4.09,2441,597,"Back9Par4ScoringAverage",2008
138,138,"Bart Bryant",81,4.09,1777,435,"Back9Par4ScoringAverage",2008
138,138,"Alejandro Canizares",52,4.09,1146,280,"Back9Par4ScoringAverage",2008
138,138,"Fred Couples",60,4.09,1253,306,"Back9Par4ScoringAverage",2008
138,138,"James Driscoll",85,4.09,1823,446,"Back9Par4ScoringAverage",2008
138,138,"Sergio Garcia",72,4.09,1578,386,"Back9Par4ScoringAverage",2008
138,138,"Mathias Gronberg",87,4.09,1873,458,"Back9Par4ScoringAverage",2008
138,138,"Trevor Immelman",70,4.09,1506,368,"Back9Par4ScoringAverage",2008
138,138,"Brandt Jobe",52,4.09,1130,276,"Back9Par4ScoringAverage",2008
138,138,"Matt Jones",95,4.09,2060,504,"Back9Par4ScoringAverage",2008
138,138,"Jerry Kelly",89,4.09,1923,470,"Back9Par4ScoringAverage",2008
138,138,"Cliff Kresge",84,4.09,1850,452,"Back9Par4ScoringAverage",2008
138,138,"Doug LaBelle II",65,4.09,1434,351,"Back9Par4ScoringAverage",2008
138,138,"Jim McGovern",75,4.09,1658,405,"Back9Par4ScoringAverage",2008
138,138,"Jon Mills",95,4.09,2048,501,"Back9Par4ScoringAverage",2008
138,138,"Corey Pavin",69,4.09,1528,374,"Back9Par4ScoringAverage",2008
138,138,"John Rollins",94,4.09,2020,494,"Back9Par4ScoringAverage",2008
138,138,"Johnson Wagner",83,4.09,1803,441,"Back9Par4ScoringAverage",2008
158,158,"Ryan Armour",87,4.1,1853,452,"Back9Par4ScoringAverage",2008
158,158,"Paul Claxton",63,4.1,1350,329,"Back9Par4ScoringAverage",2008
158,158,"Jason Day",81,4.1,1749,427,"Back9Par4ScoringAverage",2008
158,158,"Tommy Gainey",60,4.1,1313,320,"Back9Par4ScoringAverage",2008
158,158,"Retief Goosen",59,4.1,1264,308,"Back9Par4ScoringAverage",2008
158,158,"Todd Hamilton",92,4.1,1959,478,"Back9Par4ScoringAverage",2008
158,158,"JP Hayes",67,4.1,1456,355,"Back9Par4ScoringAverage",2008
158,158,"Tom Lehman",51,4.1,1103,269,"Back9Par4ScoringAverage",2008
158,158,"Shigeki Maruyama",50,4.1,1074,262,"Back9Par4ScoringAverage",2008
158,158,"Ryan Moore",72,4.1,1544,377,"Back9Par4ScoringAverage",2008
158,158,"Ian Poulter",51,4.1,1095,267,"Back9Par4ScoringAverage",2008
158,158,"Kevin Stadler",90,4.1,1945,474,"Back9Par4ScoringAverage",2008
158,158,"DJ Trahan",94,4.1,2058,502,"Back9Par4ScoringAverage",2008
158,158,"YE Yang",89,4.1,1936,472,"Back9Par4ScoringAverage",2008
172,172,"Steve Allan",58,4.11,1266,308,"Back9Par4ScoringAverage",2008
172,172,"Mark Calcavecchia",67,4.11,1440,350,"Back9Par4ScoringAverage",2008
172,172,"Nick Flanagan",89,4.11,1928,469,"Back9Par4ScoringAverage",2008
172,172,"Cody Freeman",66,4.11,1422,346,"Back9Par4ScoringAverage",2008
172,172,"Freddie Jacobson",78,4.11,1741,424,"Back9Par4ScoringAverage",2008
172,172,"Stephen Leaney",53,4.11,1146,279,"Back9Par4ScoringAverage",2008
172,172,"Brett Quigley",80,4.11,1742,424,"Back9Par4ScoringAverage",2008
172,172,"Brett Rumford",72,4.11,1560,380,"Back9Par4ScoringAverage",2008
172,172,"Kyle Thompson",70,4.11,1520,370,"Back9Par4ScoringAverage",2008
181,181,"Jason Allred",63,4.12,1371,333,"Back9Par4ScoringAverage",2008
181,181,"Justin Bolli",87,4.12,1890,459,"Back9Par4ScoringAverage",2008
181,181,"Ernie Els",51,4.12,1128,274,"Back9Par4ScoringAverage",2008
181,181,"Paul Goydos",78,4.12,1730,420,"Back9Par4ScoringAverage",2008
181,181,"David Lutterus",59,4.12,1302,316,"Back9Par4ScoringAverage",2008
181,181,"Tom Scherrer",56,4.12,1195,290,"Back9Par4ScoringAverage",2008
187,187,"Travis Perkins",53,4.13,1139,276,"Back9Par4ScoringAverage",2008
187,187,"Bob Sowards",61,4.13,1341,325,"Back9Par4ScoringAverage",2008
189,189,"Billy Andrade",71,4.14,1559,377,"Back9Par4ScoringAverage",2008
189,189,"Olin Browne",77,4.14,1701,411,"Back9Par4ScoringAverage",2008
189,189,"Mark Hensby",71,4.14,1540,372,"Back9Par4ScoringAverage",2008
189,189,"Rocco Mediate",87,4.14,1924,465,"Back9Par4ScoringAverage",2008
193,193,"Paul Casey",55,4.15,1130,272,"Back9Par4ScoringAverage",2008
194,194,"Andres Romero",69,4.17,1506,361,"Back9Par4ScoringAverage",2008
194,194,"Adam Scott",51,4.17,1092,262,"Back9Par4ScoringAverage",2008
196,196,"Angel Cabrera",55,4.19,1169,279,"Back9Par4ScoringAverage",2008
197,197,"David Duval",51,4.22,1092,259,"Back9Par4ScoringAverage",2008
