"SandSavesfrom1020yards_RANKTHISWEEK_2006","SandSavesfrom1020yards_RANKLASTWEEK_2006","SandSavesfrom1020yards_PLAYERNAME_2006","SandSavesfrom1020yards_ROUNDS_2006","SandSavesfrom1020yards_Pct_2006","SandSavesfrom1020yards_OFSAVES_2006","SandSavesfrom1020yards_OFBUNKERS_2006","stat_name","year"
1,1,"Brian Gay",107,76.39,55,72,"SandSavesfrom1020yards",2006
2,2,"Dudley Hart",83,72.73,40,55,"SandSavesfrom1020yards",2006
3,3,"Hidemichi Tanaka",74,70.45,31,44,"SandSavesfrom1020yards",2006
4,4,"Duffy Waldorf",96,68.6,59,86,"SandSavesfrom1020yards",2006
5,5,"Tiger Woods",55,68,17,25,"SandSavesfrom1020yards",2006
6,6,"Jerry Smith",94,67.69,44,65,"SandSavesfrom1020yards",2006
7,7,"Doug Barron",74,66.67,32,48,"SandSavesfrom1020yards",2006
7,7,"Geoff Ogilvy",76,66.67,36,54,"SandSavesfrom1020yards",2006
7,7,"Steve Stricker",64,66.67,24,36,"SandSavesfrom1020yards",2006
10,10,"Rod Pampling",89,65.79,50,76,"SandSavesfrom1020yards",2006
11,11,"Trevor Immelman",86,65.45,36,55,"SandSavesfrom1020yards",2006
12,12,"Vaughn Taylor",88,65.22,45,69,"SandSavesfrom1020yards",2006
13,13,"Steve Flesch",119,64.52,60,93,"SandSavesfrom1020yards",2006
14,14,"Chris Riley",86,64.29,54,84,"SandSavesfrom1020yards",2006
15,15,"Kevin Sutherland",100,63.33,38,60,"SandSavesfrom1020yards",2006
16,16,"Kirk Triplett",58,62.5,25,40,"SandSavesfrom1020yards",2006
17,17,"Daniel Chopra",110,61.8,55,89,"SandSavesfrom1020yards",2006
18,18,"Michael Allen",84,61.54,32,52,"SandSavesfrom1020yards",2006
18,18,"Freddie Jacobson",56,61.54,32,52,"SandSavesfrom1020yards",2006
20,20,"Luke Donald",66,61.29,19,31,"SandSavesfrom1020yards",2006
21,21,"Mike Weir",88,61.11,44,72,"SandSavesfrom1020yards",2006
22,22,"Tim Petrovic",95,60.98,50,82,"SandSavesfrom1020yards",2006
23,23,"Lee Janzen",79,60.94,39,64,"SandSavesfrom1020yards",2006
24,24,"Jim Furyk",89,60.87,28,46,"SandSavesfrom1020yards",2006
25,25,"John Engler Jr",69,60.66,37,61,"SandSavesfrom1020yards",2006
26,26,"Jerry Kelly",100,60.61,40,66,"SandSavesfrom1020yards",2006
27,27,"Harrison Frazar",95,60.56,43,71,"SandSavesfrom1020yards",2006
28,28,"Arjun Atwal",97,60.29,41,68,"SandSavesfrom1020yards",2006
29,29,"Joe Ogilvie",95,60.27,44,73,"SandSavesfrom1020yards",2006
30,30,"Robert Damron",91,60,45,75,"SandSavesfrom1020yards",2006
30,30,"Ernie Els",69,60,30,50,"SandSavesfrom1020yards",2006
30,30,"Padraig Harrington",54,60,18,30,"SandSavesfrom1020yards",2006
30,30,"Jeff Maggert",81,60,33,55,"SandSavesfrom1020yards",2006
30,30,"Kenny Perry",73,60,21,35,"SandSavesfrom1020yards",2006
30,30,"Mark Wilson",79,60,30,50,"SandSavesfrom1020yards",2006
36,36,"John Senden",96,59.65,34,57,"SandSavesfrom1020yards",2006
37,37,"Paul Azinger",87,59.38,38,64,"SandSavesfrom1020yards",2006
38,38,"Mark Brooks",90,59.26,32,54,"SandSavesfrom1020yards",2006
38,38,"Brett Quigley",109,59.26,48,81,"SandSavesfrom1020yards",2006
38,38,"Tag Ridings",103,59.26,48,81,"SandSavesfrom1020yards",2006
41,41,"DJ Trahan",92,58.46,38,65,"SandSavesfrom1020yards",2006
42,42,"Fred Funk",106,58.11,43,74,"SandSavesfrom1020yards",2006
43,43,"Greg Chalmers",71,58,29,50,"SandSavesfrom1020yards",2006
44,44,"Brandt Jobe",91,57.89,33,57,"SandSavesfrom1020yards",2006
45,45,"Wes Short Jr",96,57.69,45,78,"SandSavesfrom1020yards",2006
46,46,"Retief Goosen",68,57.58,19,33,"SandSavesfrom1020yards",2006
46,46,"Jeff Sluman",101,57.58,38,66,"SandSavesfrom1020yards",2006
48,48,"Ryuji Imada",105,57.53,42,73,"SandSavesfrom1020yards",2006
49,49,"Peter Lonard",77,57.41,31,54,"SandSavesfrom1020yards",2006
50,50,"Jesper Parnevik",84,57.35,39,68,"SandSavesfrom1020yards",2006
51,51,"Bubba Dickerson",98,57.14,36,63,"SandSavesfrom1020yards",2006
52,52,"Charles Howell III",96,56.9,33,58,"SandSavesfrom1020yards",2006
52,52,"Ian Leggatt",80,56.9,33,58,"SandSavesfrom1020yards",2006
54,54,"KJ Choi",93,56.67,34,60,"SandSavesfrom1020yards",2006
55,55,"Chad Campbell",91,56.6,30,53,"SandSavesfrom1020yards",2006
56,56,"Steve Elkington",52,56.25,18,32,"SandSavesfrom1020yards",2006
57,57,"Jeff Gove",91,56.14,32,57,"SandSavesfrom1020yards",2006
58,58,"Carl Pettersson",95,56,42,75,"SandSavesfrom1020yards",2006
58,58,"Vijay Singh",103,56,42,75,"SandSavesfrom1020yards",2006
60,60,"Nathan Green",108,55.95,47,84,"SandSavesfrom1020yards",2006
61,61,"Steve Lowery",99,55.84,43,77,"SandSavesfrom1020yards",2006
62,62,"David McKenzie",82,55.77,29,52,"SandSavesfrom1020yards",2006
63,63,"Marco Dawson",87,55.74,34,61,"SandSavesfrom1020yards",2006
64,64,"David Branshaw",98,55.71,39,70,"SandSavesfrom1020yards",2006
64,64,"Stewart Cink",93,55.71,39,70,"SandSavesfrom1020yards",2006
66,66,"Robert Gamez",94,55.7,44,79,"SandSavesfrom1020yards",2006
67,67,"Tim Clark",80,55.56,25,45,"SandSavesfrom1020yards",2006
67,67,"John Huston",74,55.56,35,63,"SandSavesfrom1020yards",2006
67,67,"Scott Verplank",88,55.56,30,54,"SandSavesfrom1020yards",2006
70,70,"Stuart Appleby",83,55.17,32,58,"SandSavesfrom1020yards",2006
71,71,"Mike Sposa",68,55.1,27,49,"SandSavesfrom1020yards",2006
72,72,"Chris DiMarco",83,55,33,60,"SandSavesfrom1020yards",2006
73,73,"Sean OHair",100,54.69,35,64,"SandSavesfrom1020yards",2006
74,74,"Justin Rose",98,54.67,41,75,"SandSavesfrom1020yards",2006
75,75,"Richard Johnson",94,54.39,31,57,"SandSavesfrom1020yards",2006
76,76,"Skip Kendall",72,54.35,25,46,"SandSavesfrom1020yards",2006
77,77,"Rory Sabbatini",84,54.24,32,59,"SandSavesfrom1020yards",2006
78,78,"David Toms",76,54,27,50,"SandSavesfrom1020yards",2006
79,79,"Aaron Baddeley",78,53.93,48,89,"SandSavesfrom1020yards",2006
80,80,"Kent Jones",103,53.85,42,78,"SandSavesfrom1020yards",2006
