"Total3Putts510_RANKTHISWEEK_2010","Total3Putts510_RANKLASTWEEK_2010","Total3Putts510_PLAYERNAME_2010","Total3Putts510_ROUNDS_2010","Total3Putts510_TOTAL3PUTTS510_2010","Total3Putts510_TOTAL3PUTTS_2010","stat_name","year"
1,1,"Jeff Maggert",76,7,48,"Total3Putts510",2010
2,2,"Andres Romero",73,5,45,"Total3Putts510",2010
2,2,"Vance Veazey",58,5,34,"Total3Putts510",2010
4,4,"Woody Austin",93,4,51,"Total3Putts510",2010
4,4,"John Daly",63,4,38,"Total3Putts510",2010
4,4,"Brian Davis",101,4,55,"Total3Putts510",2010
4,4,"Mathew Goggin",85,4,45,"Total3Putts510",2010
4,4,"Freddie Jacobson",83,4,37,"Total3Putts510",2010
4,4,"Steve Lowery",67,4,36,"Total3Putts510",2010
4,4,"Will Ma Kenzie",72,4,46,"Total3Putts510",2010
4,4,"Charlie Wi",95,4,43,"Total3Putts510",2010
12,12,"Aaron Baddeley",94,3,30,"Total3Putts510",2010
12,12,"Mathias Gronberg",61,3,46,"Total3Putts510",2010
12,12,"David Lutterus",69,3,36,"Total3Putts510",2010
12,12,"John Merrick",109,3,55,"Total3Putts510",2010
12,12,"Geoff Ogilvy",62,3,29,"Total3Putts510",2010
12,12,"Greg Owen",69,3,44,"Total3Putts510",2010
12,12,"Tim Petrovic",105,3,45,"Total3Putts510",2010
12,12,"Jeff Quinney",91,3,38,"Total3Putts510",2010
12,12,"Rory Sabbatini",79,3,49,"Total3Putts510",2010
12,12,"Kevin Stadler",86,3,46,"Total3Putts510",2010
12,12,"Chris Stroud",90,3,41,"Total3Putts510",2010
12,12,"Josh Teater",101,3,57,"Total3Putts510",2010
12,12,"Garrett Willis",82,3,43,"Total3Putts510",2010
25,25,"Blake Adams",84,2,42,"Total3Putts510",2010
25,25,"Ricky Barnes",103,2,43,"Total3Putts510",2010
25,25,"Cameron Beckman",68,2,40,"Total3Putts510",2010
25,25,"Michael Bradley",77,2,38,"Total3Putts510",2010
25,25,"Jonathan Byrd",85,2,55,"Total3Putts510",2010
25,25,"Chad Campbell",95,2,32,"Total3Putts510",2010
25,25,"Alex Cejka",81,2,42,"Total3Putts510",2010
25,25,"Chris Couch",66,2,28,"Total3Putts510",2010
25,25,"Brendon de Jonge",114,2,33,"Total3Putts510",2010
25,25,"Bob Estes",79,2,38,"Total3Putts510",2010
25,25,"Paul Goydos",78,2,40,"Total3Putts510",2010
25,25,"Nathan Green",86,2,40,"Total3Putts510",2010
25,25,"Tim Herron",79,2,41,"Total3Putts510",2010
25,25,"Charley Hoffman",85,2,36,"Total3Putts510",2010
25,25,"Lee Janzen",77,2,43,"Total3Putts510",2010
25,25,"Kevin Johnson",62,2,27,"Total3Putts510",2010
25,25,"Zach Johnson",93,2,25,"Total3Putts510",2010
25,25,"Jerry Kelly",99,2,49,"Total3Putts510",2010
25,25,"Martin Laird",91,2,51,"Total3Putts510",2010
25,25,"Marc Leishman",87,2,39,"Total3Putts510",2010
25,25,"Davis Love III",79,2,47,"Total3Putts510",2010
25,25,"John Mallinger",78,2,42,"Total3Putts510",2010
25,25,"Troy Matteson",84,2,45,"Total3Putts510",2010
25,25,"Billy Mayfair",78,2,58,"Total3Putts510",2010
25,25,"Ryan Palmer",84,2,30,"Total3Putts510",2010
25,25,"Brenden Pappas",66,2,30,"Total3Putts510",2010
25,25,"Cameron Percy",73,2,44,"Total3Putts510",2010
25,25,"Pat Perez",90,2,44,"Total3Putts510",2010
25,25,"DA Points",90,2,49,"Total3Putts510",2010
25,25,"Alex Prugh",88,2,38,"Total3Putts510",2010
25,25,"Chris Riley",73,2,30,"Total3Putts510",2010
25,25,"John Rollins",81,2,55,"Total3Putts510",2010
25,25,"Adam Scott",70,2,39,"Total3Putts510",2010
25,25,"Brandt Snedeker",89,2,29,"Total3Putts510",2010
25,25,"Kevin Streelman",90,2,41,"Total3Putts510",2010
25,25,"Steve Stricker",73,2,15,"Total3Putts510",2010
25,25,"Kevin Sutherland",86,2,42,"Total3Putts510",2010
25,25,"Roger Tambellini",77,2,48,"Total3Putts510",2010
25,25,"Omar Uresti",74,2,35,"Total3Putts510",2010
25,25,"Bo Van Pelt",104,2,47,"Total3Putts510",2010
25,25,"Jay Williamson",76,2,37,"Total3Putts510",2010
25,25,"Mark Wilson",87,2,44,"Total3Putts510",2010
67,67,"Robert Allenby",76,1,33,"Total3Putts510",2010
67,67,"Stuart Appleby",101,1,43,"Total3Putts510",2010
67,67,"Matt Bettencourt",91,1,32,"Total3Putts510",2010
67,67,"Henrik Bjornstad",72,1,38,"Total3Putts510",2010
67,67,"Kris Blanks",91,1,59,"Total3Putts510",2010
67,67,"Jason Bohn",84,1,25,"Total3Putts510",2010
67,67,"Justin Bolli",55,1,31,"Total3Putts510",2010
67,67,"Mark Calcavecchia",50,1,35,"Total3Putts510",2010
67,67,"Greg Chalmers",93,1,31,"Total3Putts510",2010
67,67,"Daniel Chopra",74,1,32,"Total3Putts510",2010
67,67,"Stewart Cink",84,1,38,"Total3Putts510",2010
67,67,"Michael Connell",89,1,43,"Total3Putts510",2010
67,67,"Ben Crane",85,1,41,"Total3Putts510",2010
67,67,"Jason Day",82,1,46,"Total3Putts510",2010
67,67,"Graham DeLaet",88,1,70,"Total3Putts510",2010
67,67,"James Driscoll",78,1,34,"Total3Putts510",2010
67,67,"Joe Durant",67,1,32,"Total3Putts510",2010
67,67,"David Duval",71,1,26,"Total3Putts510",2010
67,67,"Steve Elkington",74,1,21,"Total3Putts510",2010
67,67,"Matt Every",60,1,30,"Total3Putts510",2010
67,67,"Brad Faxon",58,1,23,"Total3Putts510",2010
67,67,"Steve Flesch",78,1,33,"Total3Putts510",2010
67,67,"Martin Flores",75,1,44,"Total3Putts510",2010
67,67,"Rickie Fowler",98,1,37,"Total3Putts510",2010
67,67,"Sergio Garcia",58,1,14,"Total3Putts510",2010
67,67,"Robert Garrigus",71,1,45,"Total3Putts510",2010
67,67,"Brian Gay",101,1,21,"Total3Putts510",2010
67,67,"Tom Gillis",97,1,60,"Total3Putts510",2010
67,67,"Bill Haas",87,1,38,"Total3Putts510",2010
67,67,"JB Holmes",100,1,49,"Total3Putts510",2010
67,67,"Charles Howell III",103,1,24,"Total3Putts510",2010
67,67,"Richard Johnson",90,1,34,"Total3Putts510",2010
67,67,"Matt Jones",89,1,33,"Total3Putts510",2010
67,67,"Greg Kraft",52,1,27,"Total3Putts510",2010
67,67,"Justin Leonard",89,1,34,"Total3Putts510",2010
67,67,"Michael Letzig",84,1,52,"Total3Putts510",2010
67,67,"Steve Marino",81,1,30,"Total3Putts510",2010
67,67,"Scott McCarron",90,1,40,"Total3Putts510",2010
67,67,"Rory McIlroy",54,1,22,"Total3Putts510",2010
67,67,"George McNeill",79,1,50,"Total3Putts510",2010
67,67,"Rocco Mediate",71,1,51,"Total3Putts510",2010
67,67,"Troy Merritt",86,1,42,"Total3Putts510",2010
67,67,"Shaun Micheel",70,1,28,"Total3Putts510",2010
67,67,"Phil Mickelson",76,1,24,"Total3Putts510",2010
67,67,"Ryan Moore",80,1,26,"Total3Putts510",2010
67,67,"James Nitties",92,1,49,"Total3Putts510",2010
67,67,"Sean OHair",84,1,45,"Total3Putts510",2010
67,67,"Joe Ogilvie",99,1,52,"Total3Putts510",2010
67,67,"Jeff Overton",89,1,32,"Total3Putts510",2010
67,67,"Rod Pampling",77,1,27,"Total3Putts510",2010
67,67,"Tom Pernice Jr",74,1,31,"Total3Putts510",2010
67,67,"Scott Piercy",88,1,43,"Total3Putts510",2010
67,67,"Ian Poulter",55,1,11,"Total3Putts510",2010
67,67,"Aron Price",70,1,38,"Total3Putts510",2010
67,67,"Brett Quigley",96,1,52,"Total3Putts510",2010
67,67,"Justin Rose",78,1,25,"Total3Putts510",2010
67,67,"John Senden",103,1,52,"Total3Putts510",2010
67,67,"Heath Slocum",97,1,42,"Total3Putts510",2010
67,67,"Vaughn Taylor",87,1,38,"Total3Putts510",2010
67,67,"Roland Thatcher",72,1,50,"Total3Putts510",2010
67,67,"Nicholas Thompson",88,1,66,"Total3Putts510",2010
67,67,"Chris Tidland",77,1,43,"Total3Putts510",2010
67,67,"DJ Trahan",92,1,57,"Total3Putts510",2010
67,67,"Cameron Tringale",55,1,38,"Total3Putts510",2010
67,67,"Jerod Turner",54,1,22,"Total3Putts510",2010
67,67,"Jimmy Walker",82,1,31,"Total3Putts510",2010
67,67,"Nick Watney",91,1,35,"Total3Putts510",2010
67,67,"Steve Wheatcroft",74,1,36,"Total3Putts510",2010
67,67,"Chris Wilson",65,1,45,"Total3Putts510",2010
