"PercentageofYardagecoveredbyTeeShots_RANKTHISWEEK_2014","PercentageofYardagecoveredbyTeeShots_RANKLASTWEEK_2014","PercentageofYardagecoveredbyTeeShots_PLAYERNAME_2014","PercentageofYardagecoveredbyTeeShots_ROUNDS_2014","PercentageofYardagecoveredbyTeeShots_AVGPct_2014","PercentageofYardagecoveredbyTeeShots_TOTALSHOTDISTANCE_2014","PercentageofYardagecoveredbyTeeShots_TOTALDISTANCE_2014","stat_name","year"
21,21,"Morgan Hoffmann",103,63.37,364036.7,574465,"PercentageofYardagecoveredbyTeeShots",2014
22,22,"Harris English",95,63.35,297846.3,470174,"PercentageofYardagecoveredbyTeeShots",2014
23,23,"Robert Streb",75,63.31,259409.7,409746,"PercentageofYardagecoveredbyTeeShots",2014
24,24,"Graham DeLaet",80,63.28,259043.9,409384,"PercentageofYardagecoveredbyTeeShots",2014
25,25,"Louis Oosthuizen",50,63.23,121797.9,192639,"PercentageofYardagecoveredbyTeeShots",2014
26,26,"Jason Kokrak",65,63.22,245028.2,387580,"PercentageofYardagecoveredbyTeeShots",2014
27,27,"Will Wilcox",51,63.18,160477.7,253981,"PercentageofYardagecoveredbyTeeShots",2014
28,28,"Troy Matteson",62,63.15,196432.1,311057,"PercentageofYardagecoveredbyTeeShots",2014
29,29,"Bud Cauley",56,63.12,183775.3,291158,"PercentageofYardagecoveredbyTeeShots",2014
30,30,"Matt Jones",83,63.08,242439.2,384323,"PercentageofYardagecoveredbyTeeShots",2014
31,31,"Kyle Stanley",87,63.03,288796.4,458219,"PercentageofYardagecoveredbyTeeShots",2014
32,32,"Carl Pettersson",91,63.01,340211.7,539914,"PercentageofYardagecoveredbyTeeShots",2014
33,33,"Keegan Bradley",89,62.96,271029.9,430491,"PercentageofYardagecoveredbyTeeShots",2014
34,34,"Tommy Gainey",73,62.88,237994.3,378493,"PercentageofYardagecoveredbyTeeShots",2014
34,34,"Lucas Glover",68,62.88,187959.6,298900,"PercentageofYardagecoveredbyTeeShots",2014
36,36,"Rickie Fowler",91,62.85,251376.7,399976,"PercentageofYardagecoveredbyTeeShots",2014
37,37,"Charl Schwartzel",64,62.84,218084.6,347050,"PercentageofYardagecoveredbyTeeShots",2014
38,38,"Kevin Stadler",90,62.8,260000.3,413982,"PercentageofYardagecoveredbyTeeShots",2014
39,39,"Derek Ernst",80,62.75,252925.1,403063,"PercentageofYardagecoveredbyTeeShots",2014
40,40,"Martin Kaymer",65,62.73,193370.7,308275,"PercentageofYardagecoveredbyTeeShots",2014
41,41,"Kevin Tway",64,62.71,187154.2,298457,"PercentageofYardagecoveredbyTeeShots",2014
42,42,"Jim Herman",62,62.69,191331.3,305179,"PercentageofYardagecoveredbyTeeShots",2014
42,42,"Hunter Mahan",88,62.69,291855,465574,"PercentageofYardagecoveredbyTeeShots",2014
44,44,"Scott Stallings",77,62.63,253284.5,404443,"PercentageofYardagecoveredbyTeeShots",2014
45,45,"Brendan Steele",89,62.62,281991.8,450333,"PercentageofYardagecoveredbyTeeShots",2014
46,46,"Martin Laird",66,62.59,221575.5,353988,"PercentageofYardagecoveredbyTeeShots",2014
47,47,"Patrick Reed",92,62.54,296709.2,474433,"PercentageofYardagecoveredbyTeeShots",2014
48,48,"Hudson Swafford",75,62.53,230429.8,368536,"PercentageofYardagecoveredbyTeeShots",2014
49,49,"Andres Romero",81,62.51,286993.5,459116,"PercentageofYardagecoveredbyTeeShots",2014
50,50,"Russell Henley",92,62.47,301695.3,482908,"PercentageofYardagecoveredbyTeeShots",2014
51,51,"Shawn Stefani",60,62.45,227768.6,364730,"PercentageofYardagecoveredbyTeeShots",2014
52,52,"John Peterson",62,62.44,217746.3,348719,"PercentageofYardagecoveredbyTeeShots",2014
53,53,"Seung Yul Noh",92,62.43,299475.4,479717,"PercentageofYardagecoveredbyTeeShots",2014
54,54,"Sergio Garcia",61,62.41,160588.9,257327,"PercentageofYardagecoveredbyTeeShots",2014
55,55,"Marc Leishman",81,62.39,275300.4,441248,"PercentageofYardagecoveredbyTeeShots",2014
55,55,"Josh Teater",90,62.39,297435.6,476747,"PercentageofYardagecoveredbyTeeShots",2014
57,57,"Vijay Singh",83,62.32,301586.8,483969,"PercentageofYardagecoveredbyTeeShots",2014
58,58,"Ernie Els",85,62.27,252904.5,406167,"PercentageofYardagecoveredbyTeeShots",2014
59,59,"Brad Fritsch",50,62.24,153683.2,246939,"PercentageofYardagecoveredbyTeeShots",2014
60,60,"Kevin Chappell",100,62.23,346659.8,557065,"PercentageofYardagecoveredbyTeeShots",2014
61,61,"Phil Mickelson",71,62.22,201725.9,324228,"PercentageofYardagecoveredbyTeeShots",2014
62,62,"Wes Roach",67,62.21,196749.3,316248,"PercentageofYardagecoveredbyTeeShots",2014
62,62,"Boo Weekley",73,62.21,221167.1,355530,"PercentageofYardagecoveredbyTeeShots",2014
64,64,"Hideki Matsuyama",82,62.2,257142.7,413394,"PercentageofYardagecoveredbyTeeShots",2014
65,65,"Rory Sabbatini",82,62.18,256996.3,413317,"PercentageofYardagecoveredbyTeeShots",2014
66,66,"Billy Horschel",92,62.16,276922,445522,"PercentageofYardagecoveredbyTeeShots",2014
67,67,"Ryo Ishikawa",75,62.14,244902.5,394102,"PercentageofYardagecoveredbyTeeShots",2014
68,68,"Davis Love III",74,62.1,249083.6,401101,"PercentageofYardagecoveredbyTeeShots",2014
68,68,"Jordan Spieth",102,62.1,316035.6,508896,"PercentageofYardagecoveredbyTeeShots",2014
70,70,"Justin Rose",70,62.09,209340.5,337140,"PercentageofYardagecoveredbyTeeShots",2014
71,71,"Brian Harman",111,62.08,398322.9,641627,"PercentageofYardagecoveredbyTeeShots",2014
72,72,"Nick Watney",80,62.07,222990,359279,"PercentageofYardagecoveredbyTeeShots",2014
73,73,"Bill Haas",107,62.01,328345.3,529462,"PercentageofYardagecoveredbyTeeShots",2014
73,73,"Geoff Ogilvy",84,62.01,290352,468231,"PercentageofYardagecoveredbyTeeShots",2014
73,73,"Jeff Overton",80,62.01,259605.7,418663,"PercentageofYardagecoveredbyTeeShots",2014
73,73,"Kevin Streelman",79,62.01,239176.5,385722,"PercentageofYardagecoveredbyTeeShots",2014
77,77,"Camilo Villegas",95,61.94,330595.3,533770,"PercentageofYardagecoveredbyTeeShots",2014
78,78,"Henrik Stenson",56,61.92,152382.9,246107,"PercentageofYardagecoveredbyTeeShots",2014
79,79,"Martin Flores",85,61.87,268657.8,434254,"PercentageofYardagecoveredbyTeeShots",2014
80,80,"Brice Garnett",92,61.85,305379.7,493776,"PercentageofYardagecoveredbyTeeShots",2014
81,81,"Chris Kirk",105,61.83,340986.7,551510,"PercentageofYardagecoveredbyTeeShots",2014
82,82,"JJ Henry",91,61.81,306211.5,495420,"PercentageofYardagecoveredbyTeeShots",2014
83,83,"John Senden",99,61.78,318116.7,514936,"PercentageofYardagecoveredbyTeeShots",2014
84,84,"David Lingmerth",80,61.75,263667.3,426997,"PercentageofYardagecoveredbyTeeShots",2014
85,85,"Troy Merritt",62,61.74,215593.8,349210,"PercentageofYardagecoveredbyTeeShots",2014
86,86,"John Rollins",84,61.72,262886,425931,"PercentageofYardagecoveredbyTeeShots",2014
87,87,"Sangmoon Bae",76,61.7,256643.3,415948,"PercentageofYardagecoveredbyTeeShots",2014
87,87,"Webb Simpson",87,61.7,293605.5,475898,"PercentageofYardagecoveredbyTeeShots",2014
89,89,"Ricky Barnes",92,61.68,305147,494717,"PercentageofYardagecoveredbyTeeShots",2014
90,90,"Michael Putnam",106,61.65,356865.3,578811,"PercentageofYardagecoveredbyTeeShots",2014
91,91,"James Hahn",82,61.64,284045,460840,"PercentageofYardagecoveredbyTeeShots",2014
92,92,"Luke Guthrie",85,61.58,297736.3,483457,"PercentageofYardagecoveredbyTeeShots",2014
93,93,"Scott Brown",100,61.57,326623.6,530523,"PercentageofYardagecoveredbyTeeShots",2014
94,94,"Trevor Immelman",84,61.56,262629.4,426653,"PercentageofYardagecoveredbyTeeShots",2014
94,94,"Kevin Kisner",85,61.56,274107.7,445249,"PercentageofYardagecoveredbyTeeShots",2014
96,96,"Aaron Baddeley",74,61.55,230714.5,374818,"PercentageofYardagecoveredbyTeeShots",2014
96,96,"Chad Campbell",57,61.55,177947,289112,"PercentageofYardagecoveredbyTeeShots",2014
96,96,"Retief Goosen",94,61.55,305355.3,496102,"PercentageofYardagecoveredbyTeeShots",2014
99,99,"Matt Every",85,61.51,253929.9,412855,"PercentageofYardagecoveredbyTeeShots",2014
99,99,"Chesson Hadley",84,61.51,277524.8,451157,"PercentageofYardagecoveredbyTeeShots",2014
99,99,"Will Ma Kenzie",82,61.51,286545.7,465854,"PercentageofYardagecoveredbyTeeShots",2014
102,102,"Stewart Cink",91,61.5,283751.6,461359,"PercentageofYardagecoveredbyTeeShots",2014
103,103,"Ben Martin",80,61.48,247727.3,402931,"PercentageofYardagecoveredbyTeeShots",2014
104,104,"Bronson La Cassie",51,61.47,141065.5,229505,"PercentageofYardagecoveredbyTeeShots",2014
105,105,"Jason Dufner",57,61.44,166109.5,270370,"PercentageofYardagecoveredbyTeeShots",2014
106,106,"Jim Renner",61,61.43,203457.4,331185,"PercentageofYardagecoveredbyTeeShots",2014
106,106,"Tyrone Van Aswegen",79,61.43,253591.5,412801,"PercentageofYardagecoveredbyTeeShots",2014
106,106,"Bo Van Pelt",83,61.43,261685.3,425969,"PercentageofYardagecoveredbyTeeShots",2014
106,106,"Lee Westwood",57,61.43,171666.1,279465,"PercentageofYardagecoveredbyTeeShots",2014
110,110,"Danny Lee",84,61.39,269017.9,438246,"PercentageofYardagecoveredbyTeeShots",2014
111,111,"Matt Kuchar",91,61.38,297931.4,485405,"PercentageofYardagecoveredbyTeeShots",2014
112,112,"Andrew Svoboda",77,61.36,258029.2,420495,"PercentageofYardagecoveredbyTeeShots",2014
113,113,"Johnson Wagner",69,61.23,225025.4,367528,"PercentageofYardagecoveredbyTeeShots",2014
114,114,"Chris Stroud",88,61.22,280505.9,458179,"PercentageofYardagecoveredbyTeeShots",2014
115,115,"Ryan Moore",86,61.16,245009.7,400619,"PercentageofYardagecoveredbyTeeShots",2014
116,116,"Brendon de Jonge",109,61.15,359305.8,587535,"PercentageofYardagecoveredbyTeeShots",2014
117,117,"Erik Compton",88,61.14,292509.3,478422,"PercentageofYardagecoveredbyTeeShots",2014
118,118,"Gonzalo Fdez Castano",83,61.11,269940.9,441756,"PercentageofYardagecoveredbyTeeShots",2014
119,119,"Richard Lee",80,61.07,237210.9,388444,"PercentageofYardagecoveredbyTeeShots",2014
120,120,"Paul Casey",56,61.05,170413,279151,"PercentageofYardagecoveredbyTeeShots",2014
120,120,"Michael Thompson",74,61.05,234350.9,383845,"PercentageofYardagecoveredbyTeeShots",2014
122,122,"Jonathan Byrd",76,61.04,251091.7,411324,"PercentageofYardagecoveredbyTeeShots",2014
123,123,"Jonas Blixt",64,61.01,169752.5,278218,"PercentageofYardagecoveredbyTeeShots",2014
124,124,"Russell Knox",92,60.97,321454.5,527253,"PercentageofYardagecoveredbyTeeShots",2014
125,125,"Justin Hicks",103,60.96,348902.6,572303,"PercentageofYardagecoveredbyTeeShots",2014
126,126,"William McGirt",96,60.95,324095.7,531753,"PercentageofYardagecoveredbyTeeShots",2014
126,126,"Ian Poulter",57,60.95,162307.7,266276,"PercentageofYardagecoveredbyTeeShots",2014
128,128,"Robert Allenby",83,60.92,270779.1,444457,"PercentageofYardagecoveredbyTeeShots",2014
129,129,"George McNeill",79,60.86,271451.9,446030,"PercentageofYardagecoveredbyTeeShots",2014
130,130,"Pat Perez",84,60.84,291415.2,478982,"PercentageofYardagecoveredbyTeeShots",2014
130,130,"Brandt Snedeker",89,60.84,256327.8,421307,"PercentageofYardagecoveredbyTeeShots",2014
132,132,"Tim Wilkinson",86,60.82,274376.9,451143,"PercentageofYardagecoveredbyTeeShots",2014
133,133,"Freddie Jacobson",91,60.78,313688.8,516136,"PercentageofYardagecoveredbyTeeShots",2014
134,134,"John Merrick",87,60.73,280223.8,461393,"PercentageofYardagecoveredbyTeeShots",2014
135,135,"Daniel Summerhays",98,60.71,341295.2,562197,"PercentageofYardagecoveredbyTeeShots",2014
136,136,"Nicholas Thompson",85,60.68,269607.4,444292,"PercentageofYardagecoveredbyTeeShots",2014
137,137,"Zach Johnson",97,60.67,326108.2,537503,"PercentageofYardagecoveredbyTeeShots",2014
138,138,"Heath Slocum",71,60.66,238371,392991,"PercentageofYardagecoveredbyTeeShots",2014
139,139,"Mark Wilson",69,60.65,218823,360813,"PercentageofYardagecoveredbyTeeShots",2014
140,140,"YE Yang",79,60.6,235235.5,388153,"PercentageofYardagecoveredbyTeeShots",2014
141,141,"Roberto Castro",76,60.59,228676.9,377426,"PercentageofYardagecoveredbyTeeShots",2014
141,141,"James Driscoll",71,60.59,222470.5,367197,"PercentageofYardagecoveredbyTeeShots",2014
143,143,"Greg Chalmers",85,60.55,281076.1,464169,"PercentageofYardagecoveredbyTeeShots",2014
144,144,"Brian Stuard",91,60.53,284545.7,470118,"PercentageofYardagecoveredbyTeeShots",2014
144,144,"Cameron Tringale",111,60.53,379702.4,627315,"PercentageofYardagecoveredbyTeeShots",2014
146,146,"DA Points",75,60.52,213624.9,352976,"PercentageofYardagecoveredbyTeeShots",2014
147,147,"Jeff Maggert",54,60.5,168363,278290,"PercentageofYardagecoveredbyTeeShots",2014
148,148,"Scott Langley",95,60.46,302149.6,499761,"PercentageofYardagecoveredbyTeeShots",2014
149,149,"Charlie Wi",72,60.41,249407.9,412876,"PercentageofYardagecoveredbyTeeShots",2014
150,150,"John Huh",87,60.39,269653.1,446508,"PercentageofYardagecoveredbyTeeShots",2014
150,150,"Spencer Levin",59,60.39,190640.4,315705,"PercentageofYardagecoveredbyTeeShots",2014
152,152,"Briny Baird",50,60.36,171321.1,283836,"PercentageofYardagecoveredbyTeeShots",2014
153,153,"Brian Davis",93,60.34,310228.2,514153,"PercentageofYardagecoveredbyTeeShots",2014
154,154,"Ted Potter Jr",68,60.25,228684.9,379529,"PercentageofYardagecoveredbyTeeShots",2014
155,155,"Ken Duke",80,60.19,250938.6,416942,"PercentageofYardagecoveredbyTeeShots",2014
156,156,"Kevin Na",94,60.17,299711.3,498081,"PercentageofYardagecoveredbyTeeShots",2014
157,157,"David Hearn",97,60.16,314200,522303,"PercentageofYardagecoveredbyTeeShots",2014
157,157,"Jerry Kelly",80,60.16,250920.7,417097,"PercentageofYardagecoveredbyTeeShots",2014
159,159,"Stuart Appleby",92,60.11,320606.2,533326,"PercentageofYardagecoveredbyTeeShots",2014
160,160,"Woody Austin",63,60.05,217899.9,362873,"PercentageofYardagecoveredbyTeeShots",2014
161,161,"Brendon Todd",108,60.04,348901.3,581089,"PercentageofYardagecoveredbyTeeShots",2014
162,162,"Billy Hurley III",86,60.03,273909.4,456323,"PercentageofYardagecoveredbyTeeShots",2014
163,163,"Jason Bohn",81,60,279657.5,466123,"PercentageofYardagecoveredbyTeeShots",2014
163,163,"David Toms",64,60,204429.5,340695,"PercentageofYardagecoveredbyTeeShots",2014
165,165,"Ben Crane",81,59.89,297077,496016,"PercentageofYardagecoveredbyTeeShots",2014
166,166,"Bryce Molder",77,59.8,243620.2,407392,"PercentageofYardagecoveredbyTeeShots",2014
167,167,"Graeme McDowell",66,59.72,175917.1,294567,"PercentageofYardagecoveredbyTeeShots",2014
168,168,"Ben Curtis",77,59.65,243520.9,408228,"PercentageofYardagecoveredbyTeeShots",2014
169,169,"KJ Choi",80,59.64,255783.3,428871,"PercentageofYardagecoveredbyTeeShots",2014
170,170,"Tim Clark",75,59.55,233063,391406,"PercentageofYardagecoveredbyTeeShots",2014
171,171,"Brian Gay",81,59.43,237139.4,399007,"PercentageofYardagecoveredbyTeeShots",2014
172,172,"Chad Collins",78,59.35,229622.4,386908,"PercentageofYardagecoveredbyTeeShots",2014
173,173,"Jim Furyk",84,59.34,251448.4,423727,"PercentageofYardagecoveredbyTeeShots",2014
174,174,"DH Lee",54,59.22,170388.8,287727,"PercentageofYardagecoveredbyTeeShots",2014
175,175,"Mike Weir",69,58.51,197332.4,337236,"PercentageofYardagecoveredbyTeeShots",2014
176,176,"Luke Donald",57,58.38,164647,282031,"PercentageofYardagecoveredbyTeeShots",2014
177,177,"Justin Leonard",75,58.27,229794.6,394329,"PercentageofYardagecoveredbyTeeShots",2014
