"BirdieorBetterPercentage175200ya_RANKTHISWEEK_2016","BirdieorBetterPercentage175200ya_RANKLASTWEEK_2016","BirdieorBetterPercentage175200ya_PLAYERNAME_2016","BirdieorBetterPercentage175200ya_ROUNDS_2016","BirdieorBetterPercentage175200ya_Pct_2016","BirdieorBetterPercentage175200ya_TOTALBIRDIES_2016","BirdieorBetterPercentage175200ya_TOTALHOLES_2016","stat_name","year"
115,110,"Sung Kang",51,11.92,18,151,"BirdieorBetterPercentage175200ya",2016
116,121,"Brian Stuard",24,11.86,7,59,"BirdieorBetterPercentage175200ya",2016
117,114,"Will Wilcox",47,11.81,17,144,"BirdieorBetterPercentage175200ya",2016
118,130,"Zac Blair",56,11.73,19,162,"BirdieorBetterPercentage175200ya",2016
119,128,"Pat Perez",28,11.67,7,60,"BirdieorBetterPercentage175200ya",2016
120,96,"Francesco Molinari",36,11.63,15,129,"BirdieorBetterPercentage175200ya",2016
121,118,"Ricky Barnes",57,11.54,18,156,"BirdieorBetterPercentage175200ya",2016
121,123,"Mark Hubbard",73,11.54,24,208,"BirdieorBetterPercentage175200ya",2016
121,129,"Darron Stiles",28,11.54,6,52,"BirdieorBetterPercentage175200ya",2016
124,130,"Keegan Bradley",40,11.46,11,96,"BirdieorBetterPercentage175200ya",2016
125,133,"Charlie Beljan",26,11.36,5,44,"BirdieorBetterPercentage175200ya",2016
125,137,"Camilo Villegas",50,11.36,20,176,"BirdieorBetterPercentage175200ya",2016
127,126,"Sean OHair",45,11.35,16,141,"BirdieorBetterPercentage175200ya",2016
128,98,"Kelly Kraft",35,11.32,6,53,"BirdieorBetterPercentage175200ya",2016
128,134,"Matt Kuchar",46,11.32,12,106,"BirdieorBetterPercentage175200ya",2016
130,135,"Shane Bertsch",30,11.29,7,62,"BirdieorBetterPercentage175200ya",2016
130,135,"Brian Gay",22,11.29,7,62,"BirdieorBetterPercentage175200ya",2016
132,142,"Michael Kim",62,11.24,19,169,"BirdieorBetterPercentage175200ya",2016
132,119,"Spencer Levin",62,11.24,20,178,"BirdieorBetterPercentage175200ya",2016
134,138,"Sergio Garcia",28,11.11,5,45,"BirdieorBetterPercentage175200ya",2016
134,105,"James Hahn",45,11.11,13,117,"BirdieorBetterPercentage175200ya",2016
134,115,"Tom Hoge",47,11.11,10,90,"BirdieorBetterPercentage175200ya",2016
134,121,"Davis Love III",40,11.11,12,108,"BirdieorBetterPercentage175200ya",2016
134,132,"Scott Pinckney",53,11.11,13,117,"BirdieorBetterPercentage175200ya",2016
134,119,"Webb Simpson",34,11.11,10,90,"BirdieorBetterPercentage175200ya",2016
140,197,"Robert Garrigus",34,10.96,8,73,"BirdieorBetterPercentage175200ya",2016
141,145,"Whee Kim",54,10.95,15,137,"BirdieorBetterPercentage175200ya",2016
142,143,"Smylie Kaufman",57,10.89,11,101,"BirdieorBetterPercentage175200ya",2016
143,126,"Ian Poulter",37,10.78,11,102,"BirdieorBetterPercentage175200ya",2016
144,147,"Tyler Aldridge",53,10.71,15,140,"BirdieorBetterPercentage175200ya",2016
144,146,"Andrew Landry",24,10.71,3,28,"BirdieorBetterPercentage175200ya",2016
146,161,"Bronson Burgoon",53,10.69,14,131,"BirdieorBetterPercentage175200ya",2016
147,102,"Phil Mickelson",37,10.59,9,85,"BirdieorBetterPercentage175200ya",2016
148,112,"Scott Stallings",46,10.57,13,123,"BirdieorBetterPercentage175200ya",2016
149,160,"Derek Fathauer",58,10.56,17,161,"BirdieorBetterPercentage175200ya",2016
150,151,"Rhein Gibson",36,10.53,8,76,"BirdieorBetterPercentage175200ya",2016
150,150,"Kevin Kisner",49,10.53,12,114,"BirdieorBetterPercentage175200ya",2016
150,178,"Hunter Mahan",43,10.53,10,95,"BirdieorBetterPercentage175200ya",2016
153,144,"Angel Cabrera",42,10.48,11,105,"BirdieorBetterPercentage175200ya",2016
154,155,"Luke List",51,10.37,14,135,"BirdieorBetterPercentage175200ya",2016
155,158,"George McNeill",33,10.28,11,107,"BirdieorBetterPercentage175200ya",2016
156,157,"Jim Herman",55,10.24,13,127,"BirdieorBetterPercentage175200ya",2016
157,140,"Vaughn Taylor",30,10.23,9,88,"BirdieorBetterPercentage175200ya",2016
158,159,"Bryce Molder",50,10.08,13,129,"BirdieorBetterPercentage175200ya",2016
159,148,"Stuart Appleby",39,10,13,130,"BirdieorBetterPercentage175200ya",2016
159,163,"Geoff Ogilvy",37,10,11,110,"BirdieorBetterPercentage175200ya",2016
161,176,"Jonas Blixt",46,9.92,12,121,"BirdieorBetterPercentage175200ya",2016
162,163,"Abraham Ancer",26,9.8,5,51,"BirdieorBetterPercentage175200ya",2016
162,163,"Russell Knox",48,9.8,10,102,"BirdieorBetterPercentage175200ya",2016
164,152,"Matt Every",34,9.78,9,92,"BirdieorBetterPercentage175200ya",2016
165,155,"Justin Thomas",53,9.77,13,133,"BirdieorBetterPercentage175200ya",2016
166,166,"Graeme McDowell",33,9.76,8,82,"BirdieorBetterPercentage175200ya",2016
167,172,"David Toms",38,9.71,10,103,"BirdieorBetterPercentage175200ya",2016
168,177,"Mark Wilson",42,9.62,15,156,"BirdieorBetterPercentage175200ya",2016
169,171,"Colt Knost",56,9.55,15,157,"BirdieorBetterPercentage175200ya",2016
170,152,"Kevin Streelman",46,9.47,9,95,"BirdieorBetterPercentage175200ya",2016
171,169,"Russell Henley",42,9.4,11,117,"BirdieorBetterPercentage175200ya",2016
172,175,"Graham DeLaet",50,9.33,14,150,"BirdieorBetterPercentage175200ya",2016
173,170,"Martin Piller",37,9.23,6,65,"BirdieorBetterPercentage175200ya",2016
174,167,"Tyrone Van Aswegen",67,9.2,16,174,"BirdieorBetterPercentage175200ya",2016
175,149,"Erik Compton",45,9.18,9,98,"BirdieorBetterPercentage175200ya",2016
175,182,"Patrick Reed",53,9.18,9,98,"BirdieorBetterPercentage175200ya",2016
177,168,"Jamie Lovemark",57,9.15,14,153,"BirdieorBetterPercentage175200ya",2016
178,180,"Retief Goosen",37,9.02,11,122,"BirdieorBetterPercentage175200ya",2016
179,172,"Danny Lee",53,8.82,12,136,"BirdieorBetterPercentage175200ya",2016
180,190,"Anirban Lahiri",44,8.7,8,92,"BirdieorBetterPercentage175200ya",2016
181,161,"John Senden",48,8.57,12,140,"BirdieorBetterPercentage175200ya",2016
182,188,"Ollie Schniederjans",23,8.47,5,59,"BirdieorBetterPercentage175200ya",2016
183,184,"Jason Bohn",37,8.25,8,97,"BirdieorBetterPercentage175200ya",2016
184,182,"Justin Leonard",28,8.24,7,85,"BirdieorBetterPercentage175200ya",2016
185,180,"Cameron Tringale",47,8.15,11,135,"BirdieorBetterPercentage175200ya",2016
186,186,"Jerry Kelly",44,8.08,8,99,"BirdieorBetterPercentage175200ya",2016
187,179,"Blayne Barber",44,8.03,11,137,"BirdieorBetterPercentage175200ya",2016
188,174,"Brendan Steele",48,7.94,10,126,"BirdieorBetterPercentage175200ya",2016
189,185,"JJ Henry",44,7.8,11,141,"BirdieorBetterPercentage175200ya",2016
190,191,"Dicky Pride",33,7.69,5,65,"BirdieorBetterPercentage175200ya",2016
191,196,"Andres Romero",22,7.5,3,40,"BirdieorBetterPercentage175200ya",2016
192,186,"Andres Gonzales",46,7.34,8,109,"BirdieorBetterPercentage175200ya",2016
193,189,"Hiroshi Iwata",51,7.32,9,123,"BirdieorBetterPercentage175200ya",2016
194,194,"Derek Ernst",36,7.25,5,69,"BirdieorBetterPercentage175200ya",2016
195,191,"Bill Haas",42,7.07,7,99,"BirdieorBetterPercentage175200ya",2016
196,199,"Ken Duke",26,7.06,6,85,"BirdieorBetterPercentage175200ya",2016
197,195,"Roberto Castro",55,6.85,10,146,"BirdieorBetterPercentage175200ya",2016
198,191,"DA Points",32,6.67,4,60,"BirdieorBetterPercentage175200ya",2016
199,198,"Robert Allenby",35,6.6,7,106,"BirdieorBetterPercentage175200ya",2016
200,200,"Branden Grace",31,6.45,4,62,"BirdieorBetterPercentage175200ya",2016
201,201,"Miguel Angel Carballo",24,5.88,2,34,"BirdieorBetterPercentage175200ya",2016
202,203,"Patrick Rodgers",49,4.76,5,105,"BirdieorBetterPercentage175200ya",2016
203,205,"Brendon Todd",43,4.1,5,122,"BirdieorBetterPercentage175200ya",2016
204,204,"Luke Guthrie",31,3.64,2,55,"BirdieorBetterPercentage175200ya",2016
205,206,"Cameron Percy",22,3.13,1,32,"BirdieorBetterPercentage175200ya",2016
206,207,"Billy Hurley III",22,1.96,1,51,"BirdieorBetterPercentage175200ya",2016
207,208,"Lucas Lee",22,0,NA,47,"BirdieorBetterPercentage175200ya",2016
