"Puttingfrom10_RANKTHISWEEK_2012","Puttingfrom10_RANKLASTWEEK_2012","Puttingfrom10_PLAYERNAME_2012","Puttingfrom10_ROUNDS_2012","Puttingfrom10_PctMADE_2012","Puttingfrom10_ATTEMPTS_2012","Puttingfrom10_PUTTSMADE_2012","stat_name","year"
1,1,"Rory McIlroy",60,68,25,17,"Puttingfrom10",2012
2,2,"Nathan Green",73,61.54,39,24,"Puttingfrom10",2012
3,3,"Tommy Biershenk",74,60.53,38,23,"Puttingfrom10",2012
4,4,"Daniel Chopra",55,60,25,15,"Puttingfrom10",2012
4,4,"Brandt Jobe",57,60,25,15,"Puttingfrom10",2012
6,6,"Luke Donald",63,58.82,34,20,"Puttingfrom10",2012
7,7,"Carl Pettersson",92,58.7,46,27,"Puttingfrom10",2012
8,8,"Stephen Gangluff",57,58.33,24,14,"Puttingfrom10",2012
9,9,"Phil Mickelson",79,57.58,33,19,"Puttingfrom10",2012
10,10,"Padraig Harrington",67,56.67,30,17,"Puttingfrom10",2012
11,11,"Bo Van Pelt",84,56.52,46,26,"Puttingfrom10",2012
12,12,"Camilo Villegas",79,54.55,55,30,"Puttingfrom10",2012
13,13,"Dicky Pride",62,54.29,35,19,"Puttingfrom10",2012
14,14,"Ben Curtis",62,54.17,24,13,"Puttingfrom10",2012
15,15,"Blake Adams",107,53.45,58,31,"Puttingfrom10",2012
16,16,"Arjun Atwal",79,53.33,45,24,"Puttingfrom10",2012
17,17,"Troy Kelly",68,52.78,36,19,"Puttingfrom10",2012
18,18,"Seung Yul Noh",105,52.63,57,30,"Puttingfrom10",2012
19,19,"Angel Cabrera",54,52.38,21,11,"Puttingfrom10",2012
20,20,"Geoff Ogilvy",73,51.16,43,22,"Puttingfrom10",2012
21,21,"Matt Every",80,51.11,45,23,"Puttingfrom10",2012
22,22,"Brian Gay",91,50.94,53,27,"Puttingfrom10",2012
23,23,"Tim Herron",88,50.91,55,28,"Puttingfrom10",2012
24,24,"Aaron Baddeley",73,50,52,26,"Puttingfrom10",2012
24,24,"Kris Blanks",65,50,52,26,"Puttingfrom10",2012
24,24,"Gavin Coles",72,50,36,18,"Puttingfrom10",2012
24,24,"Charles Howell III",98,50,50,25,"Puttingfrom10",2012
24,24,"Colt Knost",79,50,32,16,"Puttingfrom10",2012
29,29,"Chris Stroud",86,49.02,51,25,"Puttingfrom10",2012
30,30,"Cameron Tringale",88,48.84,43,21,"Puttingfrom10",2012
31,31,"Scott Dunlap",57,48.57,35,17,"Puttingfrom10",2012
32,32,"Chris Couch",61,48.48,33,16,"Puttingfrom10",2012
32,32,"Derek Lamely",64,48.48,33,16,"Puttingfrom10",2012
34,34,"Trevor Immelman",76,48.28,29,14,"Puttingfrom10",2012
35,35,"Troy Matteson",100,48.21,56,27,"Puttingfrom10",2012
36,36,"Mathew Goggin",65,48.15,27,13,"Puttingfrom10",2012
37,37,"Tom Gillis",75,48.08,52,25,"Puttingfrom10",2012
37,37,"David Mathis",83,48.08,52,25,"Puttingfrom10",2012
39,39,"Chris Kirk",93,47.83,69,33,"Puttingfrom10",2012
39,39,"Adam Scott",59,47.83,23,11,"Puttingfrom10",2012
39,39,"Charlie Wi",86,47.83,46,22,"Puttingfrom10",2012
42,42,"Stuart Appleby",75,47.62,42,20,"Puttingfrom10",2012
43,43,"Dustin Johnson",70,47.5,40,19,"Puttingfrom10",2012
44,44,"Robert Garrigus",89,47.37,57,27,"Puttingfrom10",2012
44,44,"Chez Reavie",83,47.37,38,18,"Puttingfrom10",2012
46,46,"Keegan Bradley",90,47.27,55,26,"Puttingfrom10",2012
46,46,"Kevin Chappell",91,47.27,55,26,"Puttingfrom10",2012
46,46,"Ryan Moore",89,47.27,55,26,"Puttingfrom10",2012
49,49,"Justin Leonard",79,46.67,45,21,"Puttingfrom10",2012
49,49,"Ian Poulter",57,46.67,30,14,"Puttingfrom10",2012
49,49,"Steve Stricker",73,46.67,30,14,"Puttingfrom10",2012
49,49,"Daniel Summerhays",81,46.67,30,14,"Puttingfrom10",2012
53,53,"Sung Kang",75,46.34,41,19,"Puttingfrom10",2012
54,54,"Chris DiMarco",83,46.3,54,25,"Puttingfrom10",2012
55,55,"Billy Hurley III",70,46.15,39,18,"Puttingfrom10",2012
56,56,"David Hearn",95,46.03,63,29,"Puttingfrom10",2012
57,57,"Will Claxton",99,45.71,70,32,"Puttingfrom10",2012
58,58,"Johnson Wagner",88,45.61,57,26,"Puttingfrom10",2012
