"OnePuttPercentageRound5_RANKTHISWEEK_2009","OnePuttPercentageRound5_RANKLASTWEEK_2009","OnePuttPercentageRound5_PLAYERNAME_2009","OnePuttPercentageRound5__2009","OnePuttPercentageRound5_Pct_2009","OnePuttPercentageRound5_OF1PUTTS_2009","OnePuttPercentageRound5_OFHOLES_2009","stat_name","year"
1,1,"Tim Petrovic",NA,72.22,13,18,"OnePuttPercentageRound5",2009
2,2,"Stephen Ames",NA,66.67,12,18,"OnePuttPercentageRound5",2009
2,2,"Nicholas Thompson",NA,66.67,12,18,"OnePuttPercentageRound5",2009
4,4,"Alex Cejka",NA,61.11,11,18,"OnePuttPercentageRound5",2009
4,4,"Joe Durant",NA,61.11,11,18,"OnePuttPercentageRound5",2009
4,4,"Bill Haas",NA,61.11,11,18,"OnePuttPercentageRound5",2009
4,4,"Jerry Kelly",NA,61.11,11,18,"OnePuttPercentageRound5",2009
4,4,"Matt Kuchar",NA,61.11,11,18,"OnePuttPercentageRound5",2009
4,4,"Joe Ogilvie",NA,61.11,11,18,"OnePuttPercentageRound5",2009
10,10,"Cameron Beckman",NA,55.56,10,18,"OnePuttPercentageRound5",2009
10,10,"Rich Beem",NA,55.56,10,18,"OnePuttPercentageRound5",2009
10,10,"Michael Letzig",NA,55.56,10,18,"OnePuttPercentageRound5",2009
10,10,"Steve Lowery",NA,55.56,10,18,"OnePuttPercentageRound5",2009
10,10,"Steve Marino",NA,55.56,10,18,"OnePuttPercentageRound5",2009
10,10,"John Merrick",NA,55.56,10,18,"OnePuttPercentageRound5",2009
10,10,"Pat Perez",NA,55.56,10,18,"OnePuttPercentageRound5",2009
10,10,"Tom Pernice Jr",NA,55.56,10,18,"OnePuttPercentageRound5",2009
10,10,"Dean Wilson",NA,55.56,10,18,"OnePuttPercentageRound5",2009
19,19,"Chad Campbell",NA,50,9,18,"OnePuttPercentageRound5",2009
19,19,"Ben Crane",NA,50,9,18,"OnePuttPercentageRound5",2009
19,19,"Jason Dufner",NA,50,9,18,"OnePuttPercentageRound5",2009
19,19,"Robert Garrigus",NA,50,9,18,"OnePuttPercentageRound5",2009
19,19,"Mathew Goggin",NA,50,9,18,"OnePuttPercentageRound5",2009
19,19,"Richard Johnson",NA,50,9,18,"OnePuttPercentageRound5",2009
19,19,"Martin Laird",NA,50,9,18,"OnePuttPercentageRound5",2009
19,19,"Justin Leonard",NA,50,9,18,"OnePuttPercentageRound5",2009
19,19,"John Mallinger",NA,50,9,18,"OnePuttPercentageRound5",2009
19,19,"Scott Piercy",NA,50,9,18,"OnePuttPercentageRound5",2009
19,19,"Webb Simpson",NA,50,9,18,"OnePuttPercentageRound5",2009
19,19,"Charlie Wi",NA,50,9,18,"OnePuttPercentageRound5",2009
31,31,"Michael Allen",NA,44.44,8,18,"OnePuttPercentageRound5",2009
31,31,"Woody Austin",NA,44.44,8,18,"OnePuttPercentageRound5",2009
31,31,"Tim Clark",NA,44.44,8,18,"OnePuttPercentageRound5",2009
31,31,"Lucas Glover",NA,44.44,8,18,"OnePuttPercentageRound5",2009
31,31,"Ryuji Imada",NA,44.44,8,18,"OnePuttPercentageRound5",2009
31,31,"Colt Knost",NA,44.44,8,18,"OnePuttPercentageRound5",2009
31,31,"Cliff Kresge",NA,44.44,8,18,"OnePuttPercentageRound5",2009
31,31,"Heath Slocum",NA,44.44,8,18,"OnePuttPercentageRound5",2009
31,31,"Mike Weir",NA,44.44,8,18,"OnePuttPercentageRound5",2009
40,40,"Brad Adamonis",NA,38.89,7,18,"OnePuttPercentageRound5",2009
40,40,"Glen Day",NA,38.89,7,18,"OnePuttPercentageRound5",2009
