"BirdieorBetterPercentage200yards_RANKTHISWEEK_2013","BirdieorBetterPercentage200yards_RANKLASTWEEK_2013","BirdieorBetterPercentage200yards_PLAYERNAME_2013","BirdieorBetterPercentage200yards_ROUNDS_2013","BirdieorBetterPercentage200yards_Pct_2013","BirdieorBetterPercentage200yards_TOTALBIRDIES_2013","BirdieorBetterPercentage200yards_TOTALHOLES_2013","stat_name","year"
1,1,"Keegan Bradley",88,38.61,122,316,"BirdieorBetterPercentage200yards",2013
2,2,"Charley Hoffman",84,38.18,105,275,"BirdieorBetterPercentage200yards",2013
3,3,"Henrik Stenson",65,37.67,84,223,"BirdieorBetterPercentage200yards",2013
4,4,"Steve Stricker",51,37.5,57,152,"BirdieorBetterPercentage200yards",2013
5,5,"Harris English",95,37.35,121,324,"BirdieorBetterPercentage200yards",2013
6,6,"Steven Bowditch",67,36.64,85,232,"BirdieorBetterPercentage200yards",2013
7,7,"Charl Schwartzel",69,36.07,79,219,"BirdieorBetterPercentage200yards",2013
8,8,"Henrik Norlander",70,35.87,80,223,"BirdieorBetterPercentage200yards",2013
9,9,"Daniel Summerhays",83,35.71,110,308,"BirdieorBetterPercentage200yards",2013
10,10,"Dustin Johnson",71,35.2,69,196,"BirdieorBetterPercentage200yards",2013
11,11,"Jim Herman",59,35.09,60,171,"BirdieorBetterPercentage200yards",2013
12,12,"Hunter Mahan",91,34.84,100,287,"BirdieorBetterPercentage200yards",2013
13,13,"Charles Howell III",87,34.62,108,312,"BirdieorBetterPercentage200yards",2013
14,14,"Carl Pettersson",82,34.48,80,232,"BirdieorBetterPercentage200yards",2013
15,15,"Brandt Snedeker",79,34.38,77,224,"BirdieorBetterPercentage200yards",2013
16,16,"James Hahn",78,34.17,82,240,"BirdieorBetterPercentage200yards",2013
17,17,"Tiger Woods",61,34.12,72,211,"BirdieorBetterPercentage200yards",2013
18,18,"Rory Sabbatini",86,34.07,92,270,"BirdieorBetterPercentage200yards",2013
19,19,"Matt Kuchar",93,33.96,90,265,"BirdieorBetterPercentage200yards",2013
19,19,"Phil Mickelson",78,33.96,90,265,"BirdieorBetterPercentage200yards",2013
21,21,"Ryan Palmer",79,33.86,86,254,"BirdieorBetterPercentage200yards",2013
21,21,"Kyle Stanley",71,33.86,86,254,"BirdieorBetterPercentage200yards",2013
23,23,"Adam Scott",61,33.83,68,201,"BirdieorBetterPercentage200yards",2013
24,24,"Scott Stallings",79,33.76,79,234,"BirdieorBetterPercentage200yards",2013
25,25,"Bubba Watson",76,33.58,89,265,"BirdieorBetterPercentage200yards",2013
26,26,"Kevin Stadler",83,33.45,95,284,"BirdieorBetterPercentage200yards",2013
27,27,"Martin Flores",83,33.33,93,279,"BirdieorBetterPercentage200yards",2013
27,27,"Peter Hanson",45,33.33,40,120,"BirdieorBetterPercentage200yards",2013
27,27,"Jason Kokrak",78,33.33,93,279,"BirdieorBetterPercentage200yards",2013
27,27,"Rory McIlroy",56,33.33,59,177,"BirdieorBetterPercentage200yards",2013
31,31,"Gary Woodland",94,33.04,112,339,"BirdieorBetterPercentage200yards",2013
32,32,"Charlie Beljan",62,33.02,70,212,"BirdieorBetterPercentage200yards",2013
33,33,"Lee Westwood",70,32.9,76,231,"BirdieorBetterPercentage200yards",2013
34,34,"Sergio Garcia",65,32.88,73,222,"BirdieorBetterPercentage200yards",2013
35,35,"Jordan Spieth",82,32.71,88,269,"BirdieorBetterPercentage200yards",2013
36,36,"Kevin Streelman",86,32.64,94,288,"BirdieorBetterPercentage200yards",2013
37,37,"Shawn Stefani",63,32.56,56,172,"BirdieorBetterPercentage200yards",2013
38,38,"Andres Romero",63,32.42,71,219,"BirdieorBetterPercentage200yards",2013
39,39,"Rod Pampling",46,32.41,47,145,"BirdieorBetterPercentage200yards",2013
40,40,"Josh Teater",86,32.39,80,247,"BirdieorBetterPercentage200yards",2013
41,41,"Rickie Fowler",75,32.35,77,238,"BirdieorBetterPercentage200yards",2013
42,42,"Scott Brown",65,32.33,75,232,"BirdieorBetterPercentage200yards",2013
42,42,"Padraig Harrington",52,32.33,43,133,"BirdieorBetterPercentage200yards",2013
44,44,"Luke List",65,32.31,63,195,"BirdieorBetterPercentage200yards",2013
45,45,"John Senden",79,32.28,82,254,"BirdieorBetterPercentage200yards",2013
46,46,"Webb Simpson",92,32.2,95,295,"BirdieorBetterPercentage200yards",2013
47,47,"Robert Garrigus",69,32.16,73,227,"BirdieorBetterPercentage200yards",2013
48,48,"Graham DeLaet",94,32.11,105,327,"BirdieorBetterPercentage200yards",2013
49,49,"Ernie Els",63,32.04,58,181,"BirdieorBetterPercentage200yards",2013
50,50,"Tag Ridings",69,32.02,65,203,"BirdieorBetterPercentage200yards",2013
51,51,"Martin Kaymer",61,31.9,52,163,"BirdieorBetterPercentage200yards",2013
52,52,"Billy Horschel",96,31.88,102,320,"BirdieorBetterPercentage200yards",2013
53,53,"Patrick Reed",83,31.77,88,277,"BirdieorBetterPercentage200yards",2013
54,54,"Russell Henley",80,31.62,74,234,"BirdieorBetterPercentage200yards",2013
54,54,"DJ Trahan",48,31.62,43,136,"BirdieorBetterPercentage200yards",2013
56,56,"Greg Owen",73,31.47,79,251,"BirdieorBetterPercentage200yards",2013
57,57,"Jason Day",86,31.37,80,255,"BirdieorBetterPercentage200yards",2013
58,58,"Lucas Glover",65,31.34,68,217,"BirdieorBetterPercentage200yards",2013
59,59,"Kevin Chappell",80,31.23,79,253,"BirdieorBetterPercentage200yards",2013
60,60,"Seung Yul Noh",71,31.14,71,228,"BirdieorBetterPercentage200yards",2013
61,61,"John Rollins",77,31.03,81,261,"BirdieorBetterPercentage200yards",2013
62,62,"Pat Perez",69,30.86,75,243,"BirdieorBetterPercentage200yards",2013
63,63,"Matt Jones",83,30.85,91,295,"BirdieorBetterPercentage200yards",2013
64,64,"Jimmy Walker",84,30.72,94,306,"BirdieorBetterPercentage200yards",2013
65,65,"Vaughn Taylor",50,30.66,42,137,"BirdieorBetterPercentage200yards",2013
66,66,"Luke Donald",60,30.65,57,186,"BirdieorBetterPercentage200yards",2013
66,66,"Nick Watney",88,30.65,95,310,"BirdieorBetterPercentage200yards",2013
