"Total1Putts2025_RANKTHISWEEK_2008","Total1Putts2025_RANKLASTWEEK_2008","Total1Putts2025_PLAYERNAME_2008","Total1Putts2025_ROUNDS_2008","Total1Putts2025_TOTAL_2008","Total1Putts2025_TOTALFORALLDISTANCES_2008","Total1Putts2025_PCTOFALL1PUTTS_2008","stat_name","year"
1,1,"Tim Herron",97,27,641,4.2,"Total1Putts2025",2008
2,2,"Patrick Sheehan",124,26,758,3.4,"Total1Putts2025",2008
3,3,"Woody Austin",109,25,610,4.1,"Total1Putts2025",2008
3,3,"Joe Ogilvie",100,25,651,3.8,"Total1Putts2025",2008
5,5,"Ken Duke",116,24,770,3.1,"Total1Putts2025",2008
5,5,"Nathan Green",95,24,711,3.4,"Total1Putts2025",2008
7,7,"Bob Estes",90,23,569,4,"Total1Putts2025",2008
8,8,"Chad Campbell",94,22,582,3.8,"Total1Putts2025",2008
8,8,"Mark Wilson",107,22,730,3,"Total1Putts2025",2008
10,10,"Hunter Mahan",87,21,462,4.5,"Total1Putts2025",2008
11,11,"Ben Crane",86,20,547,3.7,"Total1Putts2025",2008
11,11,"Nick Flanagan",89,20,541,3.7,"Total1Putts2025",2008
11,11,"Matt Jones",95,20,596,3.4,"Total1Putts2025",2008
11,11,"Tim Petrovic",97,20,583,3.4,"Total1Putts2025",2008
15,15,"Zach Johnson",85,19,471,4,"Total1Putts2025",2008
15,15,"Frank Lickliter II",107,19,705,2.7,"Total1Putts2025",2008
15,15,"Steve Marino",119,19,706,2.7,"Total1Putts2025",2008
15,15,"Jeff Overton",103,19,639,3,"Total1Putts2025",2008
15,15,"Pat Perez",93,19,555,3.4,"Total1Putts2025",2008
15,15,"Kevin Sutherland",98,19,599,3.2,"Total1Putts2025",2008
21,21,"Eric Axley",113,18,736,2.4,"Total1Putts2025",2008
21,21,"Tim Clark",90,18,543,3.3,"Total1Putts2025",2008
21,21,"Chris DiMarco",87,18,532,3.4,"Total1Putts2025",2008
21,21,"Steve Elkington",84,18,497,3.6,"Total1Putts2025",2008
21,21,"Jim Furyk",95,18,515,3.5,"Total1Putts2025",2008
21,21,"Lee Janzen",89,18,522,3.4,"Total1Putts2025",2008
21,21,"Dustin Johnson",92,18,532,3.4,"Total1Putts2025",2008
21,21,"George McNeill",97,18,594,3,"Total1Putts2025",2008
21,21,"Tom Pernice Jr",104,18,719,2.5,"Total1Putts2025",2008
21,21,"Chez Reavie",102,18,614,2.9,"Total1Putts2025",2008
21,21,"Marc Turnesa",87,18,571,3.2,"Total1Putts2025",2008
32,32,"Shane Bertsch",96,17,642,2.6,"Total1Putts2025",2008
32,32,"Daniel Chopra",84,17,538,3.2,"Total1Putts2025",2008
32,32,"Robert Garrigus",90,17,565,3,"Total1Putts2025",2008
32,32,"Mathew Goggin",91,17,534,3.2,"Total1Putts2025",2008
32,32,"Mathias Gronberg",87,17,559,3,"Total1Putts2025",2008
32,32,"Parker McLachlin",88,17,571,3,"Total1Putts2025",2008
32,32,"John Rollins",94,17,561,3,"Total1Putts2025",2008
32,32,"Charlie Wi",97,17,611,2.8,"Total1Putts2025",2008
40,40,"Tommy Armour III",77,16,450,3.6,"Total1Putts2025",2008
40,40,"Briny Baird",113,16,622,2.6,"Total1Putts2025",2008
40,40,"Cameron Beckman",87,16,507,3.2,"Total1Putts2025",2008
40,40,"Jonathan Byrd",88,16,558,2.9,"Total1Putts2025",2008
40,40,"JJ Henry",108,16,603,2.7,"Total1Putts2025",2008
40,40,"Charles Howell III",101,16,572,2.8,"Total1Putts2025",2008
40,40,"Craig Kanada",65,16,404,4,"Total1Putts2025",2008
40,40,"Michael Letzig",88,16,531,3,"Total1Putts2025",2008
40,40,"Billy Mayfair",103,16,614,2.6,"Total1Putts2025",2008
40,40,"Jon Mills",95,16,510,3.1,"Total1Putts2025",2008
40,40,"Kenny Perry",97,16,623,2.6,"Total1Putts2025",2008
40,40,"Jeff Quinney",87,16,563,2.8,"Total1Putts2025",2008
40,40,"Johnson Wagner",83,16,482,3.3,"Total1Putts2025",2008
40,40,"Dean Wilson",109,16,669,2.4,"Total1Putts2025",2008
40,40,"YE Yang",89,16,538,3,"Total1Putts2025",2008
55,55,"Stuart Appleby",87,15,499,3,"Total1Putts2025",2008
55,55,"Ben Curtis",80,15,452,3.3,"Total1Putts2025",2008
55,55,"Steve Flesch",95,15,571,2.6,"Total1Putts2025",2008
55,55,"Brian Gay",102,15,666,2.3,"Total1Putts2025",2008
55,55,"Dudley Hart",74,15,496,3,"Total1Putts2025",2008
55,55,"Mark Hensby",71,15,443,3.4,"Total1Putts2025",2008
55,55,"Steve Lowery",74,15,482,3.1,"Total1Putts2025",2008
55,55,"Vaughn Taylor",103,15,686,2.2,"Total1Putts2025",2008
63,63,"Bart Bryant",81,14,470,3,"Total1Putts2025",2008
63,63,"Jason Day",81,14,536,2.6,"Total1Putts2025",2008
63,63,"Carlos Franco",73,14,417,3.4,"Total1Putts2025",2008
63,63,"Bill Haas",99,14,614,2.3,"Total1Putts2025",2008
63,63,"Todd Hamilton",92,14,502,2.8,"Total1Putts2025",2008
63,63,"John Mallinger",95,14,648,2.2,"Total1Putts2025",2008
63,63,"Troy Matteson",94,14,573,2.4,"Total1Putts2025",2008
63,63,"Scott McCarron",63,14,391,3.6,"Total1Putts2025",2008
63,63,"Kevin Na",97,14,682,2.1,"Total1Putts2025",2008
63,63,"Jin Park",85,14,477,2.9,"Total1Putts2025",2008
63,63,"Jesper Parnevik",88,14,570,2.5,"Total1Putts2025",2008
63,63,"Heath Slocum",104,14,546,2.6,"Total1Putts2025",2008
63,63,"Nick Watney",96,14,571,2.5,"Total1Putts2025",2008
76,76,"Steve Allan",58,13,313,4.2,"Total1Putts2025",2008
76,76,"Michael Allen",91,13,522,2.5,"Total1Putts2025",2008
76,76,"Olin Browne",77,13,427,3,"Total1Putts2025",2008
76,76,"Cody Freeman",66,13,372,3.5,"Total1Putts2025",2008
76,76,"Freddie Jacobson",78,13,473,2.7,"Total1Putts2025",2008
76,76,"Bo Van Pelt",101,13,615,2.1,"Total1Putts2025",2008
76,76,"Mike Weir",88,13,495,2.6,"Total1Putts2025",2008
83,83,"Billy Andrade",71,12,383,3.1,"Total1Putts2025",2008
83,83,"Ryan Armour",87,12,498,2.4,"Total1Putts2025",2008
83,83,"Aaron Baddeley",76,12,472,2.5,"Total1Putts2025",2008
83,83,"Alejandro Canizares",52,12,293,4.1,"Total1Putts2025",2008
83,83,"KJ Choi",74,12,399,3,"Total1Putts2025",2008
83,83,"Paul Claxton",63,12,321,3.7,"Total1Putts2025",2008
83,83,"Joe Durant",92,12,458,2.6,"Total1Putts2025",2008
83,83,"Kenneth Ferrie",72,12,399,3,"Total1Putts2025",2008
83,83,"Richard Johnson",77,12,529,2.3,"Total1Putts2025",2008
83,83,"Justin Leonard",101,12,524,2.3,"Total1Putts2025",2008
83,83,"Davis Love III",78,12,455,2.6,"Total1Putts2025",2008
83,83,"Will Ma Kenzie",62,12,385,3.1,"Total1Putts2025",2008
83,83,"Nick OHern",82,12,519,2.3,"Total1Putts2025",2008
83,83,"Tag Ridings",88,12,557,2.2,"Total1Putts2025",2008
83,83,"Tom Scherrer",56,12,302,4,"Total1Putts2025",2008
83,83,"Kevin Streelman",114,12,646,1.9,"Total1Putts2025",2008
83,83,"Chris Stroud",81,12,403,3,"Total1Putts2025",2008
