"GIRPctFairwayBunker_RANKTHISWEEK_2013","GIRPctFairwayBunker_RANKLASTWEEK_2013","GIRPctFairwayBunker_PLAYERNAME_2013","GIRPctFairwayBunker_ROUNDS_2013","GIRPctFairwayBunker_Pct_2013","GIRPctFairwayBunker_GREENSHIT_2013","GIRPctFairwayBunker_HOLES_2013","GIRPctFairwayBunker_RELATIVEPAR_2013","stat_name","year"
28,28,"Brandt Jobe",62,56.5,26,46,0,"GIRPctFairwayBunker",2013
29,29,"James Driscoll",76,56.4,31,55,-4,"GIRPctFairwayBunker",2013
30,30,"Jason Kokrak",78,55.9,38,68,-11,"GIRPctFairwayBunker",2013
30,30,"John Rollins",77,55.9,33,59,-7,"GIRPctFairwayBunker",2013
32,32,"Stuart Appleby",88,55.8,43,77,-11,"GIRPctFairwayBunker",2013
33,33,"Tag Ridings",69,55.6,30,54,-4,"GIRPctFairwayBunker",2013
33,33,"Brandt Snedeker",79,55.6,25,45,-6,"GIRPctFairwayBunker",2013
35,35,"Luke Donald",60,55.3,26,47,-1,"GIRPctFairwayBunker",2013
36,36,"Jin Park",52,55.2,16,29,-3,"GIRPctFairwayBunker",2013
37,37,"Matt Kuchar",93,54.9,39,71,-11,"GIRPctFairwayBunker",2013
38,38,"Brian Davis",91,54.8,34,62,-5,"GIRPctFairwayBunker",2013
38,38,"Boo Weekley",100,54.8,46,84,-1,"GIRPctFairwayBunker",2013
40,40,"Aaron Baddeley",68,54.7,29,53,-8,"GIRPctFairwayBunker",2013
40,40,"Luke Guthrie",82,54.7,35,64,-12,"GIRPctFairwayBunker",2013
40,40,"JJ Henry",83,54.7,29,53,-2,"GIRPctFairwayBunker",2013
40,40,"Justin Hicks",79,54.7,29,53,-6,"GIRPctFairwayBunker",2013
44,44,"Rickie Fowler",75,54.5,30,55,-5,"GIRPctFairwayBunker",2013
44,44,"Fabian Gomez",65,54.5,36,66,-4,"GIRPctFairwayBunker",2013
46,46,"Jeff Overton",78,54.3,44,81,-9,"GIRPctFairwayBunker",2013
47,47,"Ernie Els",63,54.2,32,59,-6,"GIRPctFairwayBunker",2013
47,47,"Camilo Villegas",79,54.2,32,59,-1,"GIRPctFairwayBunker",2013
49,49,"Billy Horschel",96,54.1,46,85,-12,"GIRPctFairwayBunker",2013
49,49,"John Huh",88,54.1,33,61,-2,"GIRPctFairwayBunker",2013
51,51,"Ryan Palmer",79,53.8,35,65,-7,"GIRPctFairwayBunker",2013
52,52,"Johnson Wagner",64,53.7,22,41,-1,"GIRPctFairwayBunker",2013
53,53,"Michael Bradley",56,53.2,25,47,-3,"GIRPctFairwayBunker",2013
53,53,"Brian Stuard",78,53.2,33,62,-1,"GIRPctFairwayBunker",2013
55,55,"Rod Pampling",46,53.1,17,32,-3,"GIRPctFairwayBunker",2013
56,56,"Chris Kirk",89,53,44,83,-10,"GIRPctFairwayBunker",2013
57,57,"Aaron Watkins",46,52.9,18,34,-3,"GIRPctFairwayBunker",2013
58,58,"Jason Dufner",78,52.7,29,55,-4,"GIRPctFairwayBunker",2013
59,59,"Troy Matteson",68,52.6,30,57,-3,"GIRPctFairwayBunker",2013
60,60,"Kevin Chappell",80,52.5,31,59,-6,"GIRPctFairwayBunker",2013
60,60,"Ben Curtis",59,52.5,21,40,0,"GIRPctFairwayBunker",2013
62,62,"Lucas Glover",65,52.3,23,44,-5,"GIRPctFairwayBunker",2013
63,63,"Robert Allenby",58,51.9,28,54,-6,"GIRPctFairwayBunker",2013
63,63,"Chad Campbell",78,51.9,41,79,-4,"GIRPctFairwayBunker",2013
63,63,"Andres Romero",63,51.9,27,52,-3,"GIRPctFairwayBunker",2013
66,66,"George McNeill",68,51.8,29,56,-5,"GIRPctFairwayBunker",2013
67,67,"Henrik Stenson",65,51.7,15,29,-2,"GIRPctFairwayBunker",2013
68,68,"Ricky Barnes",74,51.6,33,64,-9,"GIRPctFairwayBunker",2013
68,68,"Kyle Stanley",71,51.6,33,64,-8,"GIRPctFairwayBunker",2013
70,70,"Jonas Blixt",76,51.5,35,68,-9,"GIRPctFairwayBunker",2013
70,70,"James Hahn",78,51.5,34,66,-9,"GIRPctFairwayBunker",2013
70,70,"Vaughn Taylor",50,51.5,17,33,-2,"GIRPctFairwayBunker",2013
73,73,"Ted Potter Jr",65,51.3,20,39,-2,"GIRPctFairwayBunker",2013
74,74,"Marc Leishman",77,51.1,24,47,-5,"GIRPctFairwayBunker",2013
75,75,"Cameron Percy",68,51,26,51,-5,"GIRPctFairwayBunker",2013
76,76,"Greg Chalmers",77,50.8,33,65,-13,"GIRPctFairwayBunker",2013
77,77,"Harris English",95,50.6,42,83,-10,"GIRPctFairwayBunker",2013
77,77,"William McGirt",75,50.6,43,85,-9,"GIRPctFairwayBunker",2013
79,79,"Justin Bolli",59,50,23,46,-4,"GIRPctFairwayBunker",2013
79,79,"Scott Brown",65,50,25,50,-6,"GIRPctFairwayBunker",2013
79,79,"Martin Flores",83,50,38,76,-10,"GIRPctFairwayBunker",2013
79,79,"Brian Gay",79,50,27,54,-3,"GIRPctFairwayBunker",2013
79,79,"David Lingmerth",68,50,22,44,-6,"GIRPctFairwayBunker",2013
79,79,"Ryan Moore",72,50,19,38,-8,"GIRPctFairwayBunker",2013
79,79,"Carl Pettersson",82,50,38,76,-3,"GIRPctFairwayBunker",2013
79,79,"Rory Sabbatini",86,50,34,68,-8,"GIRPctFairwayBunker",2013
79,79,"John Senden",79,50,28,56,-9,"GIRPctFairwayBunker",2013
79,79,"Kevin Streelman",86,50,30,60,-5,"GIRPctFairwayBunker",2013
79,79,"Josh Teater",86,50,25,50,-6,"GIRPctFairwayBunker",2013
79,79,"DJ Trahan",48,50,10,20,0,"GIRPctFairwayBunker",2013
79,79,"Nick Watney",88,50,37,74,-2,"GIRPctFairwayBunker",2013
92,92,"Patrick Reed",83,49.4,40,81,-1,"GIRPctFairwayBunker",2013
93,93,"Tommy Gainey",84,49.3,37,75,-12,"GIRPctFairwayBunker",2013
94,94,"Jason Day",86,49.1,27,55,-8,"GIRPctFairwayBunker",2013
94,94,"Sean OHair",56,49.1,27,55,-6,"GIRPctFairwayBunker",2013
96,96,"Charl Schwartzel",69,48.9,22,45,-6,"GIRPctFairwayBunker",2013
97,97,"Doug LaBelle II",72,48.8,21,43,-3,"GIRPctFairwayBunker",2013
98,98,"Luke List",65,48.3,28,58,-6,"GIRPctFairwayBunker",2013
99,99,"Daniel Summerhays",83,48.1,39,81,-8,"GIRPctFairwayBunker",2013
100,100,"Freddie Jacobson",63,47.9,23,48,-7,"GIRPctFairwayBunker",2013
100,100,"John Merrick",79,47.9,35,73,-5,"GIRPctFairwayBunker",2013
102,102,"Jimmy Walker",84,47.7,41,86,-14,"GIRPctFairwayBunker",2013
103,103,"Morgan Hoffmann",64,47.6,20,42,-8,"GIRPctFairwayBunker",2013
104,104,"Richard Lee",81,47.5,28,59,-3,"GIRPctFairwayBunker",2013
104,104,"Gary Woodland",94,47.5,38,80,-3,"GIRPctFairwayBunker",2013
106,106,"Steven Bowditch",67,47.4,27,57,-7,"GIRPctFairwayBunker",2013
106,106,"Roberto Castro",97,47.4,37,78,0,"GIRPctFairwayBunker",2013
108,108,"Bo Van Pelt",72,47.3,26,55,-5,"GIRPctFairwayBunker",2013
109,109,"Derek Ernst",58,47.2,25,53,-5,"GIRPctFairwayBunker",2013
109,109,"Robert Karlsson",56,47.2,17,36,-1,"GIRPctFairwayBunker",2013
109,109,"Kevin Stadler",83,47.2,25,53,-6,"GIRPctFairwayBunker",2013
112,112,"Robert Garrigus",69,47.1,16,34,-3,"GIRPctFairwayBunker",2013
112,112,"Tim Herron",45,47.1,24,51,-9,"GIRPctFairwayBunker",2013
114,114,"Pat Perez",69,46.8,22,47,-7,"GIRPctFairwayBunker",2013
115,115,"David Mathis",71,46.7,21,45,-4,"GIRPctFairwayBunker",2013
115,115,"Bubba Watson",76,46.7,21,45,-3,"GIRPctFairwayBunker",2013
117,117,"Bud Cauley",67,46.4,26,56,-1,"GIRPctFairwayBunker",2013
118,118,"Brian Harman",89,46.2,24,52,-2,"GIRPctFairwayBunker",2013
118,118,"Justin Leonard",86,46.2,30,65,-5,"GIRPctFairwayBunker",2013
120,120,"Robert Streb",75,46,23,50,-4,"GIRPctFairwayBunker",2013
121,121,"Jeff Maggert",63,45.8,22,48,-1,"GIRPctFairwayBunker",2013
121,121,"Greg Owen",73,45.8,27,59,-1,"GIRPctFairwayBunker",2013
123,123,"Jordan Spieth",82,45.7,21,46,-5,"GIRPctFairwayBunker",2013
123,123,"Charlie Wi",75,45.7,21,46,-5,"GIRPctFairwayBunker",2013
125,125,"Tom Gillis",69,45.6,26,57,-3,"GIRPctFairwayBunker",2013
126,126,"Ken Duke",87,45.5,25,55,-4,"GIRPctFairwayBunker",2013
127,127,"Keegan Bradley",88,45.3,24,53,-6,"GIRPctFairwayBunker",2013
128,128,"Bobby Gates",49,45.2,19,42,-3,"GIRPctFairwayBunker",2013
128,128,"Mike Weir",60,45.2,19,42,-6,"GIRPctFairwayBunker",2013
130,130,"Scott Piercy",78,45,27,60,-6,"GIRPctFairwayBunker",2013
131,131,"Russell Henley",80,44.7,21,47,-5,"GIRPctFairwayBunker",2013
132,132,"Darron Stiles",51,44.4,12,27,-1,"GIRPctFairwayBunker",2013
133,133,"KJ Choi",85,44,22,50,0,"GIRPctFairwayBunker",2013
134,134,"Andrew Svoboda",46,43.8,14,32,-5,"GIRPctFairwayBunker",2013
135,135,"Sergio Garcia",65,43.6,17,39,0,"GIRPctFairwayBunker",2013
135,135,"Chris Stroud",88,43.6,34,78,-7,"GIRPctFairwayBunker",2013
137,137,"Webb Simpson",92,43.3,26,60,0,"GIRPctFairwayBunker",2013
138,138,"Tim Clark",64,43.2,16,37,-4,"GIRPctFairwayBunker",2013
138,138,"Adam Scott",61,43.2,16,37,-3,"GIRPctFairwayBunker",2013
140,140,"Jerry Kelly",75,42.9,15,35,-2,"GIRPctFairwayBunker",2013
140,140,"Seung Yul Noh",71,42.9,24,56,-4,"GIRPctFairwayBunker",2013
140,140,"Lee Westwood",70,42.9,24,56,-2,"GIRPctFairwayBunker",2013
143,143,"Angel Cabrera",73,42.6,20,47,-6,"GIRPctFairwayBunker",2013
144,144,"Brendon de Jonge",110,42.5,34,80,-4,"GIRPctFairwayBunker",2013
145,145,"Steve LeBrun",66,42.2,19,45,-3,"GIRPctFairwayBunker",2013
146,146,"Matt Jones",83,42.1,24,57,-2,"GIRPctFairwayBunker",2013
147,147,"Martin Laird",68,42,21,50,-1,"GIRPctFairwayBunker",2013
147,147,"DH Lee",65,42,21,50,-1,"GIRPctFairwayBunker",2013
149,149,"Ian Poulter",59,41.9,13,31,-6,"GIRPctFairwayBunker",2013
149,149,"Tiger Woods",61,41.9,18,43,-5,"GIRPctFairwayBunker",2013
151,151,"Bryce Molder",82,41.7,20,48,-5,"GIRPctFairwayBunker",2013
152,152,"Stephen Ames",49,41.5,17,41,-5,"GIRPctFairwayBunker",2013
152,152,"Geoff Ogilvy",57,41.5,17,41,-4,"GIRPctFairwayBunker",2013
154,154,"Bob Estes",66,41.3,19,46,-7,"GIRPctFairwayBunker",2013
155,155,"Ben Kohles",75,41.2,21,51,1,"GIRPctFairwayBunker",2013
156,156,"Shawn Stefani",63,40.7,24,59,-7,"GIRPctFairwayBunker",2013
157,157,"Graeme McDowell",53,40.5,15,37,-5,"GIRPctFairwayBunker",2013
158,158,"Brad Fritsch",81,40.4,23,57,-6,"GIRPctFairwayBunker",2013
159,159,"Zach Johnson",84,40,16,40,0,"GIRPctFairwayBunker",2013
159,159,"Scott Langley",79,40,28,70,-6,"GIRPctFairwayBunker",2013
159,159,"Lee Williams",62,40,20,50,-4,"GIRPctFairwayBunker",2013
159,159,"YE Yang",56,40,16,40,-2,"GIRPctFairwayBunker",2013
163,163,"DA Points",87,39.3,24,61,-10,"GIRPctFairwayBunker",2013
164,164,"Dicky Pride",71,39.2,20,51,-3,"GIRPctFairwayBunker",2013
165,165,"Scott Gardiner",61,39.1,18,46,-3,"GIRPctFairwayBunker",2013
165,165,"Padraig Harrington",52,39.1,9,23,-3,"GIRPctFairwayBunker",2013
165,165,"Alistair Presnell",59,39.1,18,46,2,"GIRPctFairwayBunker",2013
168,168,"Will Claxton",67,38.8,19,49,-4,"GIRPctFairwayBunker",2013
169,169,"Jason Bohn",70,38.7,24,62,-7,"GIRPctFairwayBunker",2013
170,170,"Colt Knost",69,38.5,20,52,-6,"GIRPctFairwayBunker",2013
171,171,"Brendan Steele",86,38.3,23,60,-5,"GIRPctFairwayBunker",2013
172,172,"Scott Stallings",79,37.7,20,53,-4,"GIRPctFairwayBunker",2013
173,173,"Sangmoon Bae",83,37.5,27,72,-5,"GIRPctFairwayBunker",2013
174,174,"Michael Thompson",66,37.2,16,43,-5,"GIRPctFairwayBunker",2013
175,175,"Rory McIlroy",56,36.8,14,38,-1,"GIRPctFairwayBunker",2013
176,176,"Chez Reavie",72,34.7,17,49,-3,"GIRPctFairwayBunker",2013
177,177,"Martin Kaymer",61,32.4,11,34,0,"GIRPctFairwayBunker",2013
178,178,"Charlie Beljan",62,31.7,13,41,-5,"GIRPctFairwayBunker",2013
179,179,"Peter Hanson",45,29.6,8,27,-3,"GIRPctFairwayBunker",2013
180,180,"Mark Wilson",56,26.1,6,23,-1,"GIRPctFairwayBunker",2013
