"GIRPctFairwayBunker_RANKTHISWEEK_2013","GIRPctFairwayBunker_RANKLASTWEEK_2013","GIRPctFairwayBunker_PLAYERNAME_2013","GIRPctFairwayBunker_ROUNDS_2013","GIRPctFairwayBunker_Pct_2013","GIRPctFairwayBunker_GREENSHIT_2013","GIRPctFairwayBunker_HOLES_2013","GIRPctFairwayBunker_RELATIVEPAR_2013","stat_name","year"
1,1,"Trevor Immelman",73,69.1,38,55,-6,"GIRPctFairwayBunker",2013
2,2,"Matt Every",89,68.8,55,80,-13,"GIRPctFairwayBunker",2013
3,3,"Steve Stricker",51,68.2,15,22,-3,"GIRPctFairwayBunker",2013
4,4,"Stewart Cink",71,63,34,54,-6,"GIRPctFairwayBunker",2013
5,5,"Hunter Mahan",91,62.8,27,43,-1,"GIRPctFairwayBunker",2013
6,6,"Eric Meierdierks",48,61.5,16,26,-2,"GIRPctFairwayBunker",2013
7,7,"Charles Howell III",87,60.2,65,108,-8,"GIRPctFairwayBunker",2013
8,8,"Erik Compton",74,59.5,47,79,-8,"GIRPctFairwayBunker",2013
8,8,"David Hearn",88,59.5,47,79,-7,"GIRPctFairwayBunker",2013
10,10,"Nicolas Colsaerts",50,59.4,19,32,-3,"GIRPctFairwayBunker",2013
10,10,"David Toms",49,59.4,19,32,-2,"GIRPctFairwayBunker",2013
12,12,"Casey Wittenberg",72,59.3,32,54,-9,"GIRPctFairwayBunker",2013
13,13,"Dustin Johnson",71,59.2,29,49,-3,"GIRPctFairwayBunker",2013
14,14,"David Lynn",70,59.1,26,44,-4,"GIRPctFairwayBunker",2013
15,15,"Bill Haas",85,59,36,61,-3,"GIRPctFairwayBunker",2013
16,16,"Vijay Singh",61,58.6,34,58,-4,"GIRPctFairwayBunker",2013
16,16,"Nicholas Thompson",99,58.6,41,70,-10,"GIRPctFairwayBunker",2013
18,18,"Cameron Tringale",80,58.5,38,65,-12,"GIRPctFairwayBunker",2013
19,19,"Ben Crane",62,58.3,28,48,-5,"GIRPctFairwayBunker",2013
20,20,"Jim Herman",59,58.1,18,31,-1,"GIRPctFairwayBunker",2013
20,20,"Justin Rose",62,58.1,25,43,-4,"GIRPctFairwayBunker",2013
22,22,"Henrik Norlander",70,57.8,26,45,-4,"GIRPctFairwayBunker",2013
23,23,"Jim Furyk",80,57.4,27,47,-7,"GIRPctFairwayBunker",2013
24,24,"Charley Hoffman",84,57.3,43,75,-9,"GIRPctFairwayBunker",2013
25,25,"Graham DeLaet",94,56.9,29,51,-5,"GIRPctFairwayBunker",2013
25,25,"Ryo Ishikawa",72,56.9,37,65,-5,"GIRPctFairwayBunker",2013
27,27,"Phil Mickelson",78,56.7,34,60,-11,"GIRPctFairwayBunker",2013
