"Approach275yardsRTP_RANKTHISWEEK_2016","Approach275yardsRTP_RANKLASTWEEK_2016","Approach275yardsRTP_PLAYERNAME_2016","Approach275yardsRTP_ROUNDS_2016","Approach275yardsRTP_AVGRTP_2016","stat_name","year"
1,1,"David Hearn",55,-1.25,"Approach275yardsRTP",2016
2,2,"Steven Bowditch",40,-1,"Approach275yardsRTP",2016
2,2,"Miguel Angel Carballo",24,-1,"Approach275yardsRTP",2016
2,2,"Jim Herman",55,-1,"Approach275yardsRTP",2016
2,2,"Justin Hicks",26,-1,"Approach275yardsRTP",2016
2,2,"Jerry Kelly",44,-1,"Approach275yardsRTP",2016
2,2,"Colt Knost",56,-1,"Approach275yardsRTP",2016
2,2,"Graeme McDowell",33,-1,"Approach275yardsRTP",2016
2,2,"Ian Poulter",37,-1,"Approach275yardsRTP",2016
10,13,"DH Lee",35,-0.889,"Approach275yardsRTP",2016
11,15,"Adam Scott",39,-0.857,"Approach275yardsRTP",2016
12,12,"Chad Collins",45,-0.846,"Approach275yardsRTP",2016
13,54,"Steve Wheatcroft",53,-0.833,"Approach275yardsRTP",2016
14,13,"Spencer Levin",62,-0.8,"Approach275yardsRTP",2016
14,33,"Shane Lowry",35,-0.8,"Approach275yardsRTP",2016
14,16,"Justin Rose",35,-0.8,"Approach275yardsRTP",2016
17,2,"Chad Campbell",54,-0.778,"Approach275yardsRTP",2016
17,45,"JJ Henry",44,-0.778,"Approach275yardsRTP",2016
19,18,"Jon Curran",55,-0.75,"Approach275yardsRTP",2016
19,25,"Harris English",51,-0.75,"Approach275yardsRTP",2016
19,18,"Freddie Jacobson",54,-0.75,"Approach275yardsRTP",2016
19,18,"Kevin Streelman",46,-0.75,"Approach275yardsRTP",2016
19,18,"Andy Sullivan",25,-0.75,"Approach275yardsRTP",2016
24,30,"Rickie Fowler",42,-0.727,"Approach275yardsRTP",2016
25,25,"Smylie Kaufman",57,-0.714,"Approach275yardsRTP",2016
26,30,"Scott Stallings",46,-0.7,"Approach275yardsRTP",2016
27,33,"Abraham Ancer",26,-0.667,"Approach275yardsRTP",2016
27,54,"Erik Compton",45,-0.667,"Approach275yardsRTP",2016
27,33,"Jason Day",36,-0.667,"Approach275yardsRTP",2016
27,32,"Derek Fathauer",58,-0.667,"Approach275yardsRTP",2016
27,54,"Tony Finau",49,-0.667,"Approach275yardsRTP",2016
27,33,"Sergio Garcia",28,-0.667,"Approach275yardsRTP",2016
27,45,"Retief Goosen",37,-0.667,"Approach275yardsRTP",2016
27,16,"Emiliano Grillo",47,-0.667,"Approach275yardsRTP",2016
27,54,"James Hahn",45,-0.667,"Approach275yardsRTP",2016
27,33,"Matt Kuchar",46,-0.667,"Approach275yardsRTP",2016
27,33,"Marc Leishman",41,-0.667,"Approach275yardsRTP",2016
27,52,"William McGirt",54,-0.667,"Approach275yardsRTP",2016
27,24,"Phil Mickelson",37,-0.667,"Approach275yardsRTP",2016
27,54,"Martin Piller",37,-0.667,"Approach275yardsRTP",2016
27,33,"Jordan Spieth",34,-0.667,"Approach275yardsRTP",2016
27,33,"Shawn Stefani",45,-0.667,"Approach275yardsRTP",2016
27,33,"Steve Stricker",25,-0.667,"Approach275yardsRTP",2016
27,18,"Tim Wilkinson",40,-0.667,"Approach275yardsRTP",2016
45,53,"Roberto Castro",55,-0.65,"Approach275yardsRTP",2016
46,54,"Patrick Reed",53,-0.643,"Approach275yardsRTP",2016
47,54,"Henrik Stenson",30,-0.636,"Approach275yardsRTP",2016
48,45,"Ben Crane",48,-0.625,"Approach275yardsRTP",2016
48,2,"Tom Hoge",47,-0.625,"Approach275yardsRTP",2016
48,25,"Patton Kizzire",57,-0.625,"Approach275yardsRTP",2016
48,25,"Rory McIlroy",37,-0.625,"Approach275yardsRTP",2016
48,45,"Bryce Molder",50,-0.625,"Approach275yardsRTP",2016
48,25,"Francesco Molinari",36,-0.625,"Approach275yardsRTP",2016
48,45,"Daniel Summerhays",55,-0.625,"Approach275yardsRTP",2016
48,70,"Gary Woodland",45,-0.625,"Approach275yardsRTP",2016
56,68,"Greg Owen",56,-0.615,"Approach275yardsRTP",2016
57,54,"Scott Brown",59,-0.6,"Approach275yardsRTP",2016
57,85,"Jamie Donaldson",28,-0.6,"Approach275yardsRTP",2016
57,18,"Jason Gore",51,-0.6,"Approach275yardsRTP",2016
57,54,"Russell Henley",42,-0.6,"Approach275yardsRTP",2016
57,76,"Charles Howell III",63,-0.6,"Approach275yardsRTP",2016
57,54,"Zach Johnson",42,-0.6,"Approach275yardsRTP",2016
57,54,"Troy Merritt",41,-0.6,"Approach275yardsRTP",2016
57,142,"Robert Streb",51,-0.6,"Approach275yardsRTP",2016
57,54,"Jimmy Walker",43,-0.6,"Approach275yardsRTP",2016
57,85,"Will Wilcox",47,-0.6,"Approach275yardsRTP",2016
67,68,"Ryan Palmer",46,-0.583,"Approach275yardsRTP",2016
68,85,"Blayne Barber",44,-0.571,"Approach275yardsRTP",2016
68,70,"Matthew Fitzpatrick",23,-0.571,"Approach275yardsRTP",2016
68,70,"Luke Guthrie",31,-0.571,"Approach275yardsRTP",2016
68,85,"Bill Haas",42,-0.571,"Approach275yardsRTP",2016
68,70,"Chris Kirk",51,-0.571,"Approach275yardsRTP",2016
68,70,"Russell Knox",48,-0.571,"Approach275yardsRTP",2016
68,33,"Kelly Kraft",35,-0.571,"Approach275yardsRTP",2016
68,33,"Hideki Matsuyama",40,-0.571,"Approach275yardsRTP",2016
68,84,"Kyle Reifers",63,-0.571,"Approach275yardsRTP",2016
68,82,"Cameron Tringale",47,-0.571,"Approach275yardsRTP",2016
78,70,"Daniel Berger",52,-0.556,"Approach275yardsRTP",2016
78,45,"Andres Gonzales",46,-0.556,"Approach275yardsRTP",2016
78,76,"Si Woo Kim",63,-0.556,"Approach275yardsRTP",2016
78,45,"David Lingmerth",54,-0.556,"Approach275yardsRTP",2016
78,76,"Jamie Lovemark",57,-0.556,"Approach275yardsRTP",2016
78,76,"Charl Schwartzel",29,-0.556,"Approach275yardsRTP",2016
84,80,"Scott Piercy",45,-0.545,"Approach275yardsRTP",2016
85,80,"Brendon de Jonge",55,-0.538,"Approach275yardsRTP",2016
85,82,"John Huh",51,-0.538,"Approach275yardsRTP",2016
87,54,"Byeong Hun An",23,-0.5,"Approach275yardsRTP",2016
87,85,"Charlie Beljan",26,-0.5,"Approach275yardsRTP",2016
87,85,"Ernie Els",34,-0.5,"Approach275yardsRTP",2016
87,121,"Brian Harman",60,-0.5,"Approach275yardsRTP",2016
87,54,"JB Holmes",39,-0.5,"Approach275yardsRTP",2016
87,85,"Anirban Lahiri",44,-0.5,"Approach275yardsRTP",2016
87,85,"Andrew Landry",24,-0.5,"Approach275yardsRTP",2016
87,85,"Justin Leonard",28,-0.5,"Approach275yardsRTP",2016
87,85,"Luke List",51,-0.5,"Approach275yardsRTP",2016
87,85,"Hunter Mahan",43,-0.5,"Approach275yardsRTP",2016
87,85,"Peter Malnati",53,-0.5,"Approach275yardsRTP",2016
87,142,"Ryan Moore",40,-0.5,"Approach275yardsRTP",2016
87,85,"Seung Yul Noh",54,-0.5,"Approach275yardsRTP",2016
87,85,"Cameron Percy",22,-0.5,"Approach275yardsRTP",2016
87,85,"Carl Pettersson",31,-0.5,"Approach275yardsRTP",2016
87,85,"Dicky Pride",33,-0.5,"Approach275yardsRTP",2016
87,85,"Andres Romero",22,-0.5,"Approach275yardsRTP",2016
87,85,"Cameron Smith",45,-0.5,"Approach275yardsRTP",2016
87,33,"Kyle Stanley",57,-0.5,"Approach275yardsRTP",2016
87,85,"Michael Thompson",46,-0.5,"Approach275yardsRTP",2016
87,85,"David Toms",38,-0.5,"Approach275yardsRTP",2016
87,85,"Johnson Wagner",44,-0.5,"Approach275yardsRTP",2016
87,85,"Bubba Watson",30,-0.5,"Approach275yardsRTP",2016
87,121,"Boo Weekley",53,-0.5,"Approach275yardsRTP",2016
