"ScramblingFringeRTPScore_RANKTHISWEEK_2012","ScramblingFringeRTPScore_RANKLASTWEEK_2012","ScramblingFringeRTPScore_PLAYERNAME_2012","ScramblingFringeRTPScore_ROUNDS_2012","ScramblingFringeRTPScore_AVGRTP_2012","ScramblingFringeRTPScore_TOTALHOLES_2012","ScramblingFringeRTPScore_TOTALRTP_2012","stat_name","year"
56,56,"Kyle Reifers",86,0.018,56,1,"ScramblingFringeRTPScore",2012
59,59,"Jim Furyk",85,0.019,54,1,"ScramblingFringeRTPScore",2012
59,59,"Derek Lamely",64,0.019,54,1,"ScramblingFringeRTPScore",2012
61,61,"Keegan Bradley",90,0.02,50,1,"ScramblingFringeRTPScore",2012
61,61,"John Rollins",81,0.02,51,1,"ScramblingFringeRTPScore",2012
63,63,"Mark Anderson",75,0.021,47,1,"ScramblingFringeRTPScore",2012
63,63,"Marco Dawson",60,0.021,48,1,"ScramblingFringeRTPScore",2012
63,63,"John Senden",81,0.021,47,1,"ScramblingFringeRTPScore",2012
66,66,"Hunter Mahan",88,0.022,46,1,"ScramblingFringeRTPScore",2012
67,67,"Kris Blanks",65,0.024,42,1,"ScramblingFringeRTPScore",2012
67,67,"Dicky Pride",62,0.024,42,1,"ScramblingFringeRTPScore",2012
69,69,"Chris Kirk",93,0.025,79,2,"ScramblingFringeRTPScore",2012
69,69,"Rod Pampling",88,0.025,40,1,"ScramblingFringeRTPScore",2012
71,71,"John Daly",50,0.026,39,1,"ScramblingFringeRTPScore",2012
71,71,"Freddie Jacobson",61,0.026,38,1,"ScramblingFringeRTPScore",2012
71,71,"Phil Mickelson",79,0.026,39,1,"ScramblingFringeRTPScore",2012
74,74,"Ricky Barnes",92,0.027,73,2,"ScramblingFringeRTPScore",2012
74,74,"JJ Henry",93,0.027,73,2,"ScramblingFringeRTPScore",2012
76,76,"Brian Davis",91,0.029,69,2,"ScramblingFringeRTPScore",2012
76,76,"Charley Hoffman",88,0.029,70,2,"ScramblingFringeRTPScore",2012
78,78,"Padraig Harrington",67,0.03,33,1,"ScramblingFringeRTPScore",2012
79,79,"Graeme McDowell",55,0.032,31,1,"ScramblingFringeRTPScore",2012
79,79,"Michael Thompson",80,0.032,63,2,"ScramblingFringeRTPScore",2012
81,81,"Brendon de Jonge",115,0.035,86,3,"ScramblingFringeRTPScore",2012
82,82,"Chris Couch",61,0.037,54,2,"ScramblingFringeRTPScore",2012
83,83,"Ryuji Imada",78,0.038,53,2,"ScramblingFringeRTPScore",2012
84,84,"Vijay Singh",99,0.039,77,3,"ScramblingFringeRTPScore",2012
85,85,"Kevin Kisner",69,0.04,50,2,"ScramblingFringeRTPScore",2012
85,85,"Cameron Tringale",88,0.04,75,3,"ScramblingFringeRTPScore",2012
87,87,"John Huh",99,0.041,73,3,"ScramblingFringeRTPScore",2012
88,88,"Billy Mayfair",90,0.042,71,3,"ScramblingFringeRTPScore",2012
89,89,"Michael Bradley",63,0.043,47,2,"ScramblingFringeRTPScore",2012
90,90,"Blake Adams",107,0.044,68,3,"ScramblingFringeRTPScore",2012
90,90,"Jonathan Byrd",69,0.044,45,2,"ScramblingFringeRTPScore",2012
90,90,"Tim Clark",60,0.044,45,2,"ScramblingFringeRTPScore",2012
90,90,"Andres Romero",68,0.044,45,2,"ScramblingFringeRTPScore",2012
94,94,"Robert Garrigus",89,0.046,65,3,"ScramblingFringeRTPScore",2012
94,94,"Billy Hurley III",70,0.046,65,3,"ScramblingFringeRTPScore",2012
94,94,"William McGirt",96,0.046,65,3,"ScramblingFringeRTPScore",2012
97,97,"Bud Cauley",99,0.047,86,4,"ScramblingFringeRTPScore",2012
98,98,"Jason Kokrak",79,0.048,63,3,"ScramblingFringeRTPScore",2012
98,98,"Kyle Stanley",86,0.048,63,3,"ScramblingFringeRTPScore",2012
100,100,"Brian Harman",101,0.05,80,4,"ScramblingFringeRTPScore",2012
100,100,"Rocco Mediate",70,0.05,40,2,"ScramblingFringeRTPScore",2012
102,102,"Gary Christian",91,0.051,79,4,"ScramblingFringeRTPScore",2012
102,102,"Ben Crane",73,0.051,39,2,"ScramblingFringeRTPScore",2012
102,102,"Colt Knost",79,0.051,59,3,"ScramblingFringeRTPScore",2012
105,105,"Jerry Kelly",84,0.052,58,3,"ScramblingFringeRTPScore",2012
106,106,"Brendan Steele",77,0.053,57,3,"ScramblingFringeRTPScore",2012
107,107,"Harris English",98,0.054,56,3,"ScramblingFringeRTPScore",2012
107,107,"Dustin Johnson",70,0.054,37,2,"ScramblingFringeRTPScore",2012
109,109,"David Mathis",83,0.056,72,4,"ScramblingFringeRTPScore",2012
109,109,"Jeff Overton",101,0.056,89,5,"ScramblingFringeRTPScore",2012
109,109,"Pat Perez",81,0.056,71,4,"ScramblingFringeRTPScore",2012
112,112,"Matt Jones",53,0.057,35,2,"ScramblingFringeRTPScore",2012
112,112,"Danny Lee",74,0.057,53,3,"ScramblingFringeRTPScore",2012
114,114,"KJ Choi",71,0.058,52,3,"ScramblingFringeRTPScore",2012
115,115,"Bubba Watson",68,0.059,34,2,"ScramblingFringeRTPScore",2012
116,116,"Robert Allenby",76,0.063,64,4,"ScramblingFringeRTPScore",2012
116,116,"Miguel Angel Carballo",73,0.063,48,3,"ScramblingFringeRTPScore",2012
116,116,"Billy Horschel",63,0.063,48,3,"ScramblingFringeRTPScore",2012
119,119,"Tommy Gainey",98,0.064,94,6,"ScramblingFringeRTPScore",2012
120,120,"Chad Campbell",84,0.067,60,4,"ScramblingFringeRTPScore",2012
120,120,"Mark Wilson",84,0.067,45,3,"ScramblingFringeRTPScore",2012
122,122,"Chris DiMarco",83,0.068,74,5,"ScramblingFringeRTPScore",2012
122,122,"Russell Knox",72,0.068,59,4,"ScramblingFringeRTPScore",2012
122,122,"Daniel Summerhays",81,0.068,59,4,"ScramblingFringeRTPScore",2012
125,125,"Richard Lee",71,0.069,29,2,"ScramblingFringeRTPScore",2012
126,126,"Nick OHern",78,0.071,56,4,"ScramblingFringeRTPScore",2012
126,126,"Chez Reavie",83,0.071,56,4,"ScramblingFringeRTPScore",2012
126,126,"David Toms",60,0.071,28,2,"ScramblingFringeRTPScore",2012
129,129,"Martin Laird",77,0.073,41,3,"ScramblingFringeRTPScore",2012
130,130,"Rory Sabbatini",84,0.074,81,6,"ScramblingFringeRTPScore",2012
131,131,"Sean OHair",84,0.075,67,5,"ScramblingFringeRTPScore",2012
132,132,"DA Points",88,0.076,66,5,"ScramblingFringeRTPScore",2012
133,133,"Jason Day",57,0.077,39,3,"ScramblingFringeRTPScore",2012
133,133,"DJ Trahan",73,0.077,52,4,"ScramblingFringeRTPScore",2012
135,135,"Troy Matteson",100,0.079,76,6,"ScramblingFringeRTPScore",2012
135,135,"Ian Poulter",57,0.079,38,3,"ScramblingFringeRTPScore",2012
137,137,"James Driscoll",83,0.081,62,5,"ScramblingFringeRTPScore",2012
137,137,"Spencer Levin",81,0.081,62,5,"ScramblingFringeRTPScore",2012
139,139,"Davis Love III",64,0.082,49,4,"ScramblingFringeRTPScore",2012
139,139,"Carl Pettersson",92,0.082,61,5,"ScramblingFringeRTPScore",2012
141,141,"Jonas Blixt",72,0.083,48,4,"ScramblingFringeRTPScore",2012
141,141,"Angel Cabrera",54,0.083,24,2,"ScramblingFringeRTPScore",2012
141,141,"Garth Mulroy",59,0.083,36,3,"ScramblingFringeRTPScore",2012
144,144,"Graham DeLaet",79,0.088,57,5,"ScramblingFringeRTPScore",2012
144,144,"John Merrick",83,0.088,57,5,"ScramblingFringeRTPScore",2012
146,146,"Steve Wheatcroft",56,0.091,44,4,"ScramblingFringeRTPScore",2012
147,147,"Brandt Jobe",57,0.093,43,4,"ScramblingFringeRTPScore",2012
148,148,"Nick Watney",97,0.094,53,5,"ScramblingFringeRTPScore",2012
149,149,"George McNeill",85,0.095,63,6,"ScramblingFringeRTPScore",2012
150,150,"Matt Bettencourt",80,0.098,61,6,"ScramblingFringeRTPScore",2012
151,151,"Arjun Atwal",79,0.106,66,7,"ScramblingFringeRTPScore",2012
151,151,"Trevor Immelman",76,0.106,47,5,"ScramblingFringeRTPScore",2012
153,153,"Charles Howell III",98,0.107,56,6,"ScramblingFringeRTPScore",2012
153,153,"JJ Killeen",101,0.107,84,9,"ScramblingFringeRTPScore",2012
153,153,"Matt Kuchar",86,0.107,56,6,"ScramblingFringeRTPScore",2012
156,156,"Stuart Appleby",75,0.109,64,7,"ScramblingFringeRTPScore",2012
156,156,"Jason Bohn",81,0.109,64,7,"ScramblingFringeRTPScore",2012
158,158,"Erik Compton",81,0.111,72,8,"ScramblingFringeRTPScore",2012
158,158,"Rickie Fowler",84,0.111,45,5,"ScramblingFringeRTPScore",2012
158,158,"Bobby Gates",87,0.111,72,8,"ScramblingFringeRTPScore",2012
158,158,"Tim Herron",88,0.111,72,8,"ScramblingFringeRTPScore",2012
158,158,"Sung Kang",75,0.111,54,6,"ScramblingFringeRTPScore",2012
163,163,"Gavin Coles",72,0.118,51,6,"ScramblingFringeRTPScore",2012
163,163,"Boo Weekley",74,0.118,51,6,"ScramblingFringeRTPScore",2012
165,165,"Ted Potter Jr",77,0.119,59,7,"ScramblingFringeRTPScore",2012
166,166,"Kevin Stadler",85,0.127,71,9,"ScramblingFringeRTPScore",2012
167,167,"Gary Woodland",70,0.128,39,5,"ScramblingFringeRTPScore",2012
168,168,"Will Claxton",99,0.129,70,9,"ScramblingFringeRTPScore",2012
169,169,"YE Yang",64,0.13,46,6,"ScramblingFringeRTPScore",2012
170,170,"Greg Owen",90,0.132,53,7,"ScramblingFringeRTPScore",2012
171,171,"Jeff Maggert",83,0.134,67,9,"ScramblingFringeRTPScore",2012
172,172,"Camilo Villegas",79,0.141,71,10,"ScramblingFringeRTPScore",2012
173,173,"Tommy Biershenk",74,0.143,63,9,"ScramblingFringeRTPScore",2012
173,173,"Roberto Castro",92,0.143,56,8,"ScramblingFringeRTPScore",2012
173,173,"Mathew Goggin",65,0.143,49,7,"ScramblingFringeRTPScore",2012
176,176,"Ernie Els",80,0.145,62,9,"ScramblingFringeRTPScore",2012
177,177,"Heath Slocum",93,0.148,81,12,"ScramblingFringeRTPScore",2012
178,178,"Roland Thatcher",55,0.154,39,6,"ScramblingFringeRTPScore",2012
179,179,"Hunter Haas",69,0.157,51,8,"ScramblingFringeRTPScore",2012
180,180,"Jason Dufner",83,0.159,44,7,"ScramblingFringeRTPScore",2012
181,181,"Josh Teater",97,0.16,75,12,"ScramblingFringeRTPScore",2012
182,182,"Jhonattan Vegas",77,0.164,61,10,"ScramblingFringeRTPScore",2012
183,183,"Daniel Chopra",55,0.172,29,5,"ScramblingFringeRTPScore",2012
184,184,"Kyle Thompson",51,0.176,34,6,"ScramblingFringeRTPScore",2012
185,185,"JB Holmes",90,0.177,62,11,"ScramblingFringeRTPScore",2012
186,186,"Robert Karlsson",54,0.184,38,7,"ScramblingFringeRTPScore",2012
187,187,"Edward Loar",59,0.186,43,8,"ScramblingFringeRTPScore",2012
188,188,"Lee Westwood",60,0.192,26,5,"ScramblingFringeRTPScore",2012
189,189,"Cameron Beckman",81,0.2,60,12,"ScramblingFringeRTPScore",2012
189,189,"Stephen Gangluff",57,0.2,50,10,"ScramblingFringeRTPScore",2012
191,191,"Ryo Ishikawa",54,0.259,27,7,"ScramblingFringeRTPScore",2012
