"TenthTeeLateRound3ScoringAverage_RANKTHISWEEK_2011","TenthTeeLateRound3ScoringAverage_RANKLASTWEEK_2011","TenthTeeLateRound3ScoringAverage_PLAYERNAME_2011","TenthTeeLateRound3ScoringAverage__2011","TenthTeeLateRound3ScoringAverage_AVG_2011","TenthTeeLateRound3ScoringAverage_TOTALSTROKES_2011","TenthTeeLateRound3ScoringAverage_TOTALROUNDS_2011","stat_name","year"
1,1,"Nick OHern",NA,63,63,1,"TenthTeeLateRound3ScoringAverage",2011
2,2,"Ian Poulter",NA,65,130,2,"TenthTeeLateRound3ScoringAverage",2011
3,3,"Webb Simpson",NA,65.33,196,3,"TenthTeeLateRound3ScoringAverage",2011
4,4,"Steve Stricker",NA,65.5,131,2,"TenthTeeLateRound3ScoringAverage",2011
5,5,"Woody Austin",NA,66,132,2,"TenthTeeLateRound3ScoringAverage",2011
5,5,"Michael Bradley",NA,66,66,1,"TenthTeeLateRound3ScoringAverage",2011
5,5,"Chad Campbell",NA,66,66,1,"TenthTeeLateRound3ScoringAverage",2011
5,5,"Billy Horschel",NA,66,66,1,"TenthTeeLateRound3ScoringAverage",2011
5,5,"Matt Kuchar",NA,66,66,1,"TenthTeeLateRound3ScoringAverage",2011
5,5,"David Mathis",NA,66,66,1,"TenthTeeLateRound3ScoringAverage",2011
5,5,"Vaughn Taylor",NA,66,66,1,"TenthTeeLateRound3ScoringAverage",2011
5,5,"Jimmy Walker",NA,66,66,1,"TenthTeeLateRound3ScoringAverage",2011
13,13,"Stephen Ames",NA,66.5,133,2,"TenthTeeLateRound3ScoringAverage",2011
13,13,"Charles Howell III",NA,66.5,133,2,"TenthTeeLateRound3ScoringAverage",2011
13,13,"Jerry Kelly",NA,66.5,133,2,"TenthTeeLateRound3ScoringAverage",2011
16,16,"Joseph Bramlett",NA,67,67,1,"TenthTeeLateRound3ScoringAverage",2011
16,16,"JB Holmes",NA,67,134,2,"TenthTeeLateRound3ScoringAverage",2011
16,16,"Tag Ridings",NA,67,67,1,"TenthTeeLateRound3ScoringAverage",2011
16,16,"Josh Teater",NA,67,67,1,"TenthTeeLateRound3ScoringAverage",2011
20,20,"Tim Herron",NA,67.5,135,2,"TenthTeeLateRound3ScoringAverage",2011
21,21,"Matt Bettencourt",NA,68,136,2,"TenthTeeLateRound3ScoringAverage",2011
21,21,"Keegan Bradley",NA,68,68,1,"TenthTeeLateRound3ScoringAverage",2011
21,21,"Greg Chalmers",NA,68,136,2,"TenthTeeLateRound3ScoringAverage",2011
21,21,"Kevin Chappell",NA,68,68,1,"TenthTeeLateRound3ScoringAverage",2011
21,21,"Jason Dufner",NA,68,68,1,"TenthTeeLateRound3ScoringAverage",2011
21,21,"Rickie Fowler",NA,68,136,2,"TenthTeeLateRound3ScoringAverage",2011
21,21,"Kent Jones",NA,68,68,1,"TenthTeeLateRound3ScoringAverage",2011
21,21,"Bill Lunde",NA,68,204,3,"TenthTeeLateRound3ScoringAverage",2011
21,21,"Hunter Mahan",NA,68,68,1,"TenthTeeLateRound3ScoringAverage",2011
21,21,"Billy Mayfair",NA,68,68,1,"TenthTeeLateRound3ScoringAverage",2011
21,21,"Rocco Mediate",NA,68,68,1,"TenthTeeLateRound3ScoringAverage",2011
21,21,"Shaun Micheel",NA,68,68,1,"TenthTeeLateRound3ScoringAverage",2011
21,21,"Justin Rose",NA,68,68,1,"TenthTeeLateRound3ScoringAverage",2011
21,21,"Charl Schwartzel",NA,68,68,1,"TenthTeeLateRound3ScoringAverage",2011
21,21,"Brandt Snedeker",NA,68,68,1,"TenthTeeLateRound3ScoringAverage",2011
36,36,"Blake Adams",NA,68.25,273,4,"TenthTeeLateRound3ScoringAverage",2011
36,36,"Joe Ogilvie",NA,68.25,273,4,"TenthTeeLateRound3ScoringAverage",2011
38,38,"Briny Baird",NA,68.5,137,2,"TenthTeeLateRound3ScoringAverage",2011
38,38,"Cameron Beckman",NA,68.5,137,2,"TenthTeeLateRound3ScoringAverage",2011
38,38,"Colt Knost",NA,68.5,137,2,"TenthTeeLateRound3ScoringAverage",2011
38,38,"Roland Thatcher",NA,68.5,137,2,"TenthTeeLateRound3ScoringAverage",2011
42,42,"Steve Elkington",NA,69,69,1,"TenthTeeLateRound3ScoringAverage",2011
42,42,"Scott Gutschewski",NA,69,69,1,"TenthTeeLateRound3ScoringAverage",2011
42,42,"Bill Haas",NA,69,138,2,"TenthTeeLateRound3ScoringAverage",2011
42,42,"David Hearn",NA,69,69,1,"TenthTeeLateRound3ScoringAverage",2011
42,42,"Ryuji Imada",NA,69,69,1,"TenthTeeLateRound3ScoringAverage",2011
42,42,"Martin Laird",NA,69,69,1,"TenthTeeLateRound3ScoringAverage",2011
42,42,"Marc Leishman",NA,69,207,3,"TenthTeeLateRound3ScoringAverage",2011
42,42,"Bryce Molder",NA,69,138,2,"TenthTeeLateRound3ScoringAverage",2011
42,42,"Sean OHair",NA,69,69,1,"TenthTeeLateRound3ScoringAverage",2011
42,42,"DA Points",NA,69,69,1,"TenthTeeLateRound3ScoringAverage",2011
42,42,"Aron Price",NA,69,69,1,"TenthTeeLateRound3ScoringAverage",2011
42,42,"Alex Prugh",NA,69,69,1,"TenthTeeLateRound3ScoringAverage",2011
42,42,"YE Yang",NA,69,69,1,"TenthTeeLateRound3ScoringAverage",2011
55,55,"Steve Marino",NA,69.33,208,3,"TenthTeeLateRound3ScoringAverage",2011
