"EarlyPar3ScoringAverage_RANKTHISWEEK_2007","EarlyPar3ScoringAverage_RANKLASTWEEK_2007","EarlyPar3ScoringAverage_PLAYERNAME_2007","EarlyPar3ScoringAverage_ROUNDS_2007","EarlyPar3ScoringAverage_AVG_2007","EarlyPar3ScoringAverage_TOTALSTROKES_2007","EarlyPar3ScoringAverage_TOTALHOLES_2007","stat_name","year"
32,32,"Steve Flesch",100,3.04,668,220,"EarlyPar3ScoringAverage",2007
32,32,"Jeff Gove",103,3.04,617,203,"EarlyPar3ScoringAverage",2007
32,32,"Cliff Kresge",107,3.04,672,221,"EarlyPar3ScoringAverage",2007
32,32,"Craig Lile",77,3.04,468,154,"EarlyPar3ScoringAverage",2007
32,32,"Rocco Mediate",72,3.04,516,170,"EarlyPar3ScoringAverage",2007
32,32,"John Merrick",92,3.04,604,199,"EarlyPar3ScoringAverage",2007
32,32,"Shaun Micheel",91,3.04,545,179,"EarlyPar3ScoringAverage",2007
32,32,"Kenny Perry",83,3.04,513,169,"EarlyPar3ScoringAverage",2007
32,32,"Michael Sim",52,3.04,292,96,"EarlyPar3ScoringAverage",2007
32,32,"Steve Stricker",81,3.04,414,136,"EarlyPar3ScoringAverage",2007
45,45,"Aaron Baddeley",83,3.05,393,129,"EarlyPar3ScoringAverage",2007
45,45,"Daniel Chopra",106,3.05,665,218,"EarlyPar3ScoringAverage",2007
45,45,"Luke Donald",69,3.05,405,133,"EarlyPar3ScoringAverage",2007
45,45,"Brian Gay",107,3.05,647,212,"EarlyPar3ScoringAverage",2007
45,45,"JP Hayes",89,3.05,577,189,"EarlyPar3ScoringAverage",2007
45,45,"Freddie Jacobson",70,3.05,339,111,"EarlyPar3ScoringAverage",2007
45,45,"Lee Janzen",66,3.05,406,133,"EarlyPar3ScoringAverage",2007
45,45,"Sean OHair",98,3.05,539,177,"EarlyPar3ScoringAverage",2007
45,45,"Greg Owen",81,3.05,524,172,"EarlyPar3ScoringAverage",2007
45,45,"Tom Pernice Jr",104,3.05,582,191,"EarlyPar3ScoringAverage",2007
45,45,"Chris Stroud",66,3.05,391,128,"EarlyPar3ScoringAverage",2007
56,56,"Woody Austin",95,3.06,661,216,"EarlyPar3ScoringAverage",2007
56,56,"Rich Barcelo",80,3.06,533,174,"EarlyPar3ScoringAverage",2007
56,56,"Alex Cejka",80,3.06,548,179,"EarlyPar3ScoringAverage",2007
56,56,"Chris DiMarco",79,3.06,478,156,"EarlyPar3ScoringAverage",2007
56,56,"Jason Dufner",100,3.06,642,210,"EarlyPar3ScoringAverage",2007
56,56,"Mathew Goggin",97,3.06,587,192,"EarlyPar3ScoringAverage",2007
56,56,"Nathan Green",103,3.06,639,209,"EarlyPar3ScoringAverage",2007
56,56,"Ryuji Imada",104,3.06,619,202,"EarlyPar3ScoringAverage",2007
56,56,"Kent Jones",97,3.06,649,212,"EarlyPar3ScoringAverage",2007
56,56,"Anthony Kim",93,3.06,611,200,"EarlyPar3ScoringAverage",2007
56,56,"Matt Kuchar",85,3.06,532,174,"EarlyPar3ScoringAverage",2007
56,56,"Stephen Leaney",82,3.06,539,176,"EarlyPar3ScoringAverage",2007
56,56,"Tim Petrovic",106,3.06,670,219,"EarlyPar3ScoringAverage",2007
56,56,"John Senden",97,3.06,634,207,"EarlyPar3ScoringAverage",2007
56,56,"Scott Verplank",82,3.06,398,130,"EarlyPar3ScoringAverage",2007
56,56,"Jay Williamson",50,3.06,331,108,"EarlyPar3ScoringAverage",2007
72,72,"Anders Hansen",55,3.07,325,106,"EarlyPar3ScoringAverage",2007
72,72,"Bob Heintz",85,3.07,556,181,"EarlyPar3ScoringAverage",2007
72,72,"Richard Johnson",93,3.07,704,229,"EarlyPar3ScoringAverage",2007
72,72,"Jerry Kelly",101,3.07,583,190,"EarlyPar3ScoringAverage",2007
72,72,"John Mallinger",96,3.07,658,214,"EarlyPar3ScoringAverage",2007
72,72,"Steve Marino",106,3.07,587,191,"EarlyPar3ScoringAverage",2007
72,72,"Jeff Overton",60,3.07,350,114,"EarlyPar3ScoringAverage",2007
72,72,"Jeff Quinney",95,3.07,642,209,"EarlyPar3ScoringAverage",2007
72,72,"Jason Schultz",63,3.07,393,128,"EarlyPar3ScoringAverage",2007
72,72,"Boo Weekley",101,3.07,636,207,"EarlyPar3ScoringAverage",2007
82,82,"Stephen Ames",81,3.08,406,132,"EarlyPar3ScoringAverage",2007
82,82,"Billy Andrade",88,3.08,554,180,"EarlyPar3ScoringAverage",2007
82,82,"Gavin Coles",87,3.08,612,199,"EarlyPar3ScoringAverage",2007
82,82,"John Daly",59,3.08,363,118,"EarlyPar3ScoringAverage",2007
82,82,"Marco Dawson",73,3.08,539,175,"EarlyPar3ScoringAverage",2007
82,82,"Glen Day",85,3.08,552,179,"EarlyPar3ScoringAverage",2007
82,82,"Ken Duke",112,3.08,769,250,"EarlyPar3ScoringAverage",2007
82,82,"Jason Gore",86,3.08,496,161,"EarlyPar3ScoringAverage",2007
82,82,"Paul Goydos",60,3.08,404,131,"EarlyPar3ScoringAverage",2007
82,82,"Tim Herron",98,3.08,726,236,"EarlyPar3ScoringAverage",2007
82,82,"Charley Hoffman",97,3.08,579,188,"EarlyPar3ScoringAverage",2007
82,82,"Doug LaBelle II",104,3.08,748,243,"EarlyPar3ScoringAverage",2007
82,82,"Frank Lickliter II",95,3.08,655,213,"EarlyPar3ScoringAverage",2007
82,82,"Phil Mickelson",73,3.08,367,119,"EarlyPar3ScoringAverage",2007
82,82,"Joe Ogilvie",102,3.08,665,216,"EarlyPar3ScoringAverage",2007
82,82,"Adam Scott",69,3.08,333,108,"EarlyPar3ScoringAverage",2007
82,82,"Paul Stankowski",52,3.08,339,110,"EarlyPar3ScoringAverage",2007
82,82,"Bob Tway",103,3.08,681,221,"EarlyPar3ScoringAverage",2007
82,82,"Johnson Wagner",97,3.08,598,194,"EarlyPar3ScoringAverage",2007
82,82,"Charlie Wi",90,3.08,496,161,"EarlyPar3ScoringAverage",2007
102,102,"Eric Axley",107,3.09,682,221,"EarlyPar3ScoringAverage",2007
102,102,"Craig Bowden",78,3.09,565,183,"EarlyPar3ScoringAverage",2007
102,102,"David Branshaw",83,3.09,559,181,"EarlyPar3ScoringAverage",2007
102,102,"Chris Couch",76,3.09,414,134,"EarlyPar3ScoringAverage",2007
102,102,"Brian Davis",101,3.09,710,230,"EarlyPar3ScoringAverage",2007
102,102,"Bob Estes",88,3.09,614,199,"EarlyPar3ScoringAverage",2007
102,102,"Robert Gamez",88,3.09,596,193,"EarlyPar3ScoringAverage",2007
102,102,"Robert Garrigus",95,3.09,630,204,"EarlyPar3ScoringAverage",2007
102,102,"Zach Johnson",76,3.09,458,148,"EarlyPar3ScoringAverage",2007
102,102,"Peter Lonard",85,3.09,532,172,"EarlyPar3ScoringAverage",2007
102,102,"Jeff Maggert",79,3.09,497,161,"EarlyPar3ScoringAverage",2007
102,102,"Shigeki Maruyama",84,3.09,503,163,"EarlyPar3ScoringAverage",2007
102,102,"Troy Matteson",87,3.09,553,179,"EarlyPar3ScoringAverage",2007
102,102,"Billy Mayfair",98,3.09,587,190,"EarlyPar3ScoringAverage",2007
102,102,"Jose Maria Olazabal",52,3.09,334,108,"EarlyPar3ScoringAverage",2007
102,102,"Pat Perez",84,3.09,457,148,"EarlyPar3ScoringAverage",2007
102,102,"John Rollins",102,3.09,702,227,"EarlyPar3ScoringAverage",2007
102,102,"Kevin Sutherland",85,3.09,522,169,"EarlyPar3ScoringAverage",2007
102,102,"David Toms",80,3.09,470,152,"EarlyPar3ScoringAverage",2007
102,102,"Bo Van Pelt",104,3.09,705,228,"EarlyPar3ScoringAverage",2007
122,122,"Steve Allan",63,3.1,403,130,"EarlyPar3ScoringAverage",2007
122,122,"Robert Allenby",90,3.1,505,163,"EarlyPar3ScoringAverage",2007
122,122,"Jason Bohn",57,3.1,341,110,"EarlyPar3ScoringAverage",2007
122,122,"Ernie Els",59,3.1,307,99,"EarlyPar3ScoringAverage",2007
122,122,"Fred Funk",65,3.1,434,140,"EarlyPar3ScoringAverage",2007
122,122,"Trevor Immelman",74,3.1,366,118,"EarlyPar3ScoringAverage",2007
122,122,"Tom Lehman",62,3.1,385,124,"EarlyPar3ScoringAverage",2007
122,122,"Will Ma Kenzie",100,3.1,657,212,"EarlyPar3ScoringAverage",2007
122,122,"Parker McLachlin",83,3.1,549,177,"EarlyPar3ScoringAverage",2007
122,122,"Ian Poulter",63,3.1,387,125,"EarlyPar3ScoringAverage",2007
122,122,"Michael Putnam",96,3.1,582,188,"EarlyPar3ScoringAverage",2007
122,122,"Duffy Waldorf",69,3.1,394,127,"EarlyPar3ScoringAverage",2007
122,122,"Bubba Watson",80,3.1,468,151,"EarlyPar3ScoringAverage",2007
122,122,"Mike Weir",82,3.1,511,165,"EarlyPar3ScoringAverage",2007
136,136,"Ryan Armour",107,3.11,660,212,"EarlyPar3ScoringAverage",2007
136,136,"Cameron Beckman",96,3.11,637,205,"EarlyPar3ScoringAverage",2007
136,136,"Rich Beem",89,3.11,541,174,"EarlyPar3ScoringAverage",2007
136,136,"DJ Brigman",67,3.11,436,140,"EarlyPar3ScoringAverage",2007
136,136,"JJ Henry",86,3.11,598,192,"EarlyPar3ScoringAverage",2007
136,136,"Justin Leonard",95,3.11,621,200,"EarlyPar3ScoringAverage",2007
136,136,"Davis Love III",66,3.11,383,123,"EarlyPar3ScoringAverage",2007
136,136,"Jesper Parnevik",88,3.11,581,187,"EarlyPar3ScoringAverage",2007
136,136,"Carl Pettersson",111,3.11,625,201,"EarlyPar3ScoringAverage",2007
136,136,"Jim Rutledge",59,3.11,373,120,"EarlyPar3ScoringAverage",2007
136,136,"Joey Sindelar",75,3.11,528,170,"EarlyPar3ScoringAverage",2007
136,136,"Brett Wetterich",88,3.11,570,183,"EarlyPar3ScoringAverage",2007
148,148,"Brendon de Jonge",76,3.12,412,132,"EarlyPar3ScoringAverage",2007
148,148,"Harrison Frazar",88,3.12,565,181,"EarlyPar3ScoringAverage",2007
148,148,"Paul Gow",70,3.12,499,160,"EarlyPar3ScoringAverage",2007
148,148,"Rory Sabbatini",81,3.12,452,145,"EarlyPar3ScoringAverage",2007
148,148,"Chris Tidland",59,3.12,359,115,"EarlyPar3ScoringAverage",2007
148,148,"Kirk Triplett",77,3.12,533,171,"EarlyPar3ScoringAverage",2007
154,154,"Michael Boyd",61,3.13,372,119,"EarlyPar3ScoringAverage",2007
154,154,"Tom Byrum",50,3.13,329,105,"EarlyPar3ScoringAverage",2007
154,154,"Mark Calcavecchia",93,3.13,600,192,"EarlyPar3ScoringAverage",2007
154,154,"Daisuke Maruyama",86,3.13,626,200,"EarlyPar3ScoringAverage",2007
154,154,"Ryan Moore",92,3.13,625,200,"EarlyPar3ScoringAverage",2007
154,154,"Ted Purdy",102,3.13,675,216,"EarlyPar3ScoringAverage",2007
154,154,"Chris Riley",59,3.13,341,109,"EarlyPar3ScoringAverage",2007
154,154,"Darron Stiles",65,3.13,425,136,"EarlyPar3ScoringAverage",2007
154,154,"Jaco Van Zyl",51,3.13,291,93,"EarlyPar3ScoringAverage",2007
154,154,"Charles Warren",101,3.13,669,214,"EarlyPar3ScoringAverage",2007
154,154,"Nick Watney",87,3.13,557,178,"EarlyPar3ScoringAverage",2007
165,165,"Andrew Buckle",77,3.14,443,141,"EarlyPar3ScoringAverage",2007
165,165,"Bill Haas",93,3.14,587,187,"EarlyPar3ScoringAverage",2007
165,165,"Matt Hendrix",63,3.14,434,138,"EarlyPar3ScoringAverage",2007
165,165,"Hunter Mahan",91,3.14,568,181,"EarlyPar3ScoringAverage",2007
165,165,"Corey Pavin",81,3.14,577,184,"EarlyPar3ScoringAverage",2007
165,165,"Vijay Singh",102,3.14,544,173,"EarlyPar3ScoringAverage",2007
165,165,"DJ Trahan",99,3.14,676,215,"EarlyPar3ScoringAverage",2007
165,165,"Camilo Villegas",82,3.14,528,168,"EarlyPar3ScoringAverage",2007
173,173,"Ben Curtis",80,3.15,579,184,"EarlyPar3ScoringAverage",2007
173,173,"Tripp Isenhour",86,3.15,532,169,"EarlyPar3ScoringAverage",2007
173,173,"Jarrod Lyle",77,3.15,573,182,"EarlyPar3ScoringAverage",2007
173,173,"Geoff Ogilvy",84,3.15,419,133,"EarlyPar3ScoringAverage",2007
173,173,"Kevin Stadler",95,3.15,675,214,"EarlyPar3ScoringAverage",2007
178,178,"Mathias Gronberg",95,3.16,666,211,"EarlyPar3ScoringAverage",2007
178,178,"Nick OHern",72,3.16,401,127,"EarlyPar3ScoringAverage",2007
178,178,"Tag Ridings",52,3.16,357,113,"EarlyPar3ScoringAverage",2007
181,181,"Stuart Appleby",74,3.17,365,115,"EarlyPar3ScoringAverage",2007
181,181,"Todd Hamilton",76,3.17,523,165,"EarlyPar3ScoringAverage",2007
181,181,"Charles Howell III",89,3.17,587,185,"EarlyPar3ScoringAverage",2007
181,181,"Steve Wheatcroft",73,3.17,459,145,"EarlyPar3ScoringAverage",2007
185,185,"Brian Bateman",55,3.18,381,120,"EarlyPar3ScoringAverage",2007
185,185,"Chad Campbell",96,3.18,582,183,"EarlyPar3ScoringAverage",2007
185,185,"JB Holmes",71,3.18,445,140,"EarlyPar3ScoringAverage",2007
185,185,"Tom Johnson",74,3.18,528,166,"EarlyPar3ScoringAverage",2007
185,185,"Steve Lowery",74,3.18,480,151,"EarlyPar3ScoringAverage",2007
185,185,"Brett Quigley",79,3.18,505,159,"EarlyPar3ScoringAverage",2007
185,185,"Kyle Reifers",71,3.18,493,155,"EarlyPar3ScoringAverage",2007
192,192,"Jeff Brehaut",59,3.19,335,105,"EarlyPar3ScoringAverage",2007
192,192,"Joe Durant",88,3.19,616,193,"EarlyPar3ScoringAverage",2007
192,192,"Jeff Sluman",60,3.19,456,143,"EarlyPar3ScoringAverage",2007
195,195,"Bryce Molder",56,3.2,393,123,"EarlyPar3ScoringAverage",2007
196,196,"Bubba Dickerson",51,3.23,323,100,"EarlyPar3ScoringAverage",2007
