"Par3Performance_RANKTHISWEEK_2006","Par3Performance_RANKLASTWEEK_2006","Par3Performance_PLAYERNAME_2006","Par3Performance_ROUNDS_2006","Par3Performance_STATUS_2006","Par3Performance_PAR3AVG_2006","Par3Performance_TOTALPAR_2006","stat_name","year"
150,150,"Jeff Overton",95,38,3.1,1125,"Par3Performance",2006
155,155,"Arjun Atwal",97,39,3.1,1164,"Par3Performance",2006
155,155,"Brad Faxon",78,39,3.12,939,"Par3Performance",2006
155,155,"Carl Pettersson",95,39,3.11,1113,"Par3Performance",2006
158,158,"Brian Bateman",69,40,3.15,795,"Par3Performance",2006
158,158,"Alex Cejka",93,40,3.11,1110,"Par3Performance",2006
158,158,"John Engler Jr",69,40,3.15,813,"Par3Performance",2006
158,158,"Len Mattiace",59,40,3.17,726,"Par3Performance",2006
162,162,"Jonathan Kaye",95,41,3.11,1113,"Par3Performance",2006
162,162,"Billy Mayfair",94,41,3.11,1137,"Par3Performance",2006
164,164,"Charles Howell III",96,42,3.11,1128,"Par3Performance",2006
164,164,"Ian Leggatt",80,42,3.14,927,"Par3Performance",2006
164,164,"Tim Petrovic",95,42,3.11,1104,"Par3Performance",2006
164,164,"Patrick Sheehan",104,42,3.1,1218,"Par3Performance",2006
168,168,"Doug Barron",74,43,3.15,888,"Par3Performance",2006
168,168,"Tag Ridings",103,43,3.1,1230,"Par3Performance",2006
168,168,"Nick Watney",97,43,3.11,1158,"Par3Performance",2006
171,171,"Rich Beem",85,44,3.13,1005,"Par3Performance",2006
171,171,"Henrik Bjornstad",97,44,3.11,1149,"Par3Performance",2006
171,171,"Chris Couch",75,44,3.14,921,"Par3Performance",2006
171,171,"Greg Owen",79,44,3.14,936,"Par3Performance",2006
175,175,"Jeff Brehaut",100,45,3.11,1176,"Par3Performance",2006
175,175,"John Rollins",93,45,3.12,1107,"Par3Performance",2006
175,175,"Nicholas Thompson",96,45,3.12,1134,"Par3Performance",2006
175,175,"Vance Veazey",59,45,3.19,711,"Par3Performance",2006
179,179,"Daniel Chopra",110,46,3.11,1302,"Par3Performance",2006
179,179,"Wes Short Jr",96,46,3.12,1125,"Par3Performance",2006
181,181,"Alex Aragon",63,47,3.19,741,"Par3Performance",2006
181,181,"Todd Fischer",101,47,3.12,1218,"Par3Performance",2006
183,183,"Mark Calcavecchia",94,48,3.13,1131,"Par3Performance",2006
183,183,"Robert Damron",91,48,3.13,1110,"Par3Performance",2006
183,183,"Hidemichi Tanaka",74,48,3.16,885,"Par3Performance",2006
186,186,"Harrison Frazar",95,49,3.13,1104,"Par3Performance",2006
187,187,"Jason Gore",86,50,3.15,1008,"Par3Performance",2006
187,187,"Kent Jones",103,50,3.12,1242,"Par3Performance",2006
189,189,"Troy Matteson",101,51,3.12,1230,"Par3Performance",2006
190,190,"Matt Hansen",68,52,3.19,807,"Par3Performance",2006
191,191,"Shane Bertsch",104,55,3.13,1254,"Par3Performance",2006
192,192,"James Driscoll",80,57,3.18,972,"Par3Performance",2006
193,193,"Todd Hamilton",72,60,3.21,873,"Par3Performance",2006
193,193,"Will Ma Kenzie",91,60,3.17,1080,"Par3Performance",2006
195,195,"Ryan Hietala",61,62,3.26,717,"Par3Performance",2006
196,196,"Camilo Villegas",95,64,3.17,1131,"Par3Performance",2006
