"AverageDistanceofBirdieputtsmade_RANKTHISWEEK_2007","AverageDistanceofBirdieputtsmade_RANKLASTWEEK_2007","AverageDistanceofBirdieputtsmade_PLAYERNAME_2007","AverageDistanceofBirdieputtsmade_ROUNDS_2007","AverageDistanceofBirdieputtsmade_AVG_2007","AverageDistanceofBirdieputtsmade_TOTDISTFT_2007","AverageDistanceofBirdieputtsmade_TOTBIRDIEPUTTSMADE_2007","AverageDistanceofBirdieputtsmade_LONGESTMADEFT_2007","AverageDistanceofBirdieputtsmade_SHORTESTMADEFT_2007","stat_name","year"
44,44,"Jim Rutledge",59,NA,1122.917,110,49,NA,"AverageDistanceofBirdieputtsmade",2007
44,44,"Heath Slocum",101,NA,3191.333,311,64,NA,"AverageDistanceofBirdieputtsmade",2007
44,44,"Mark Wilson",87,NA,2204.083,215,59,NA,"AverageDistanceofBirdieputtsmade",2007
59,59,"Steve Allan",63,NA,1985.75,195,45,NA,"AverageDistanceofBirdieputtsmade",2007
59,59,"Craig Bowden",78,NA,2265.5,223,51,NA,"AverageDistanceofBirdieputtsmade",2007
59,59,"Bob Estes",88,NA,2890.083,284,66,NA,"AverageDistanceofBirdieputtsmade",2007
59,59,"Paul Gow",70,NA,1672.083,165,67,NA,"AverageDistanceofBirdieputtsmade",2007
59,59,"Billy Mayfair",98,NA,2788.583,275,57,NA,"AverageDistanceofBirdieputtsmade",2007
59,59,"Bryce Molder",56,NA,1370.75,135,39,NA,"AverageDistanceofBirdieputtsmade",2007
59,59,"Jason Schultz",63,NA,1571.167,154,38,NA,"AverageDistanceofBirdieputtsmade",2007
66,66,"Eric Axley",107,NA,2767,274,57,NA,"AverageDistanceofBirdieputtsmade",2007
66,66,"Briny Baird",115,NA,3681.667,365,59,NA,"AverageDistanceofBirdieputtsmade",2007
66,66,"Rich Beem",89,NA,2495.5,247,47,NA,"AverageDistanceofBirdieputtsmade",2007
66,66,"Tripp Isenhour",86,NA,2110.5,210,50,NA,"AverageDistanceofBirdieputtsmade",2007
66,66,"Freddie Jacobson",70,NA,2645.417,262,40,NA,"AverageDistanceofBirdieputtsmade",2007
66,66,"Tom Lehman",62,NA,1619.417,161,62,NA,"AverageDistanceofBirdieputtsmade",2007
66,66,"Arron Oberholser",69,NA,1755.25,174,64,NA,"AverageDistanceofBirdieputtsmade",2007
66,66,"Joe Ogilvie",102,NA,3019.75,299,42,NA,"AverageDistanceofBirdieputtsmade",2007
66,66,"Jeff Sluman",60,NA,1204,119,44,NA,"AverageDistanceofBirdieputtsmade",2007
75,75,"Stephen Ames",81,NA,1921.833,192,47,NA,"AverageDistanceofBirdieputtsmade",2007
75,75,"Billy Andrade",88,NA,2639.917,264,64,NA,"AverageDistanceofBirdieputtsmade",2007
75,75,"Daniel Chopra",106,NA,3264.667,326,59,NA,"AverageDistanceofBirdieputtsmade",2007
75,75,"Marco Dawson",73,NA,2077.333,207,63,NA,"AverageDistanceofBirdieputtsmade",2007
75,75,"Robert Gamez",88,NA,2348.5,235,39,NA,"AverageDistanceofBirdieputtsmade",2007
75,75,"Jerry Kelly",101,NA,2443.5,245,60,NA,"AverageDistanceofBirdieputtsmade",2007
75,75,"Doug LaBelle II",104,NA,2489.25,248,70,NA,"AverageDistanceofBirdieputtsmade",2007
75,75,"Daisuke Maruyama",86,NA,2314.25,232,68,NA,"AverageDistanceofBirdieputtsmade",2007
75,75,"Troy Matteson",87,NA,2543.333,254,62,NA,"AverageDistanceofBirdieputtsmade",2007
75,75,"Rocco Mediate",72,NA,2258.417,225,54,NA,"AverageDistanceofBirdieputtsmade",2007
75,75,"Tom Pernice Jr",104,NA,2780.25,277,54,NA,"AverageDistanceofBirdieputtsmade",2007
75,75,"Michael Putnam",96,NA,2638.667,264,56,NA,"AverageDistanceofBirdieputtsmade",2007
75,75,"Paul Stankowski",52,NA,1362.167,136,71,NA,"AverageDistanceofBirdieputtsmade",2007
75,75,"Chris Stroud",66,NA,1826.75,182,47,NA,"AverageDistanceofBirdieputtsmade",2007
75,75,"Bob Tway",103,NA,2692.083,269,60,NA,"AverageDistanceofBirdieputtsmade",2007
90,90,"DJ Brigman",67,NA,1611.083,162,41,NA,"AverageDistanceofBirdieputtsmade",2007
90,90,"Mark Calcavecchia",93,NA,2729,276,57,NA,"AverageDistanceofBirdieputtsmade",2007
90,90,"Stewart Cink",91,NA,2509.75,253,44,NA,"AverageDistanceofBirdieputtsmade",2007
90,90,"Mathew Goggin",97,NA,2805.25,283,45,NA,"AverageDistanceofBirdieputtsmade",2007
90,90,"Mark Hensby",81,NA,2291.333,231,50,NA,"AverageDistanceofBirdieputtsmade",2007
90,90,"Charles Howell III",89,NA,2147.75,217,47,NA,"AverageDistanceofBirdieputtsmade",2007
90,90,"Jarrod Lyle",77,NA,2219,224,91,NA,"AverageDistanceofBirdieputtsmade",2007
90,90,"George McNeill",95,NA,2642,267,49,NA,"AverageDistanceofBirdieputtsmade",2007
90,90,"Pat Perez",84,NA,2168,218,45,NA,"AverageDistanceofBirdieputtsmade",2007
99,99,"Jeff Brehaut",59,NA,1391.5,141,63,NA,"AverageDistanceofBirdieputtsmade",2007
99,99,"Andrew Buckle",77,NA,2102.917,214,52,NA,"AverageDistanceofBirdieputtsmade",2007
99,99,"Ernie Els",59,NA,1534.583,156,68,NA,"AverageDistanceofBirdieputtsmade",2007
99,99,"Jim Furyk",84,NA,2279.333,231,53,NA,"AverageDistanceofBirdieputtsmade",2007
99,99,"JP Hayes",89,NA,2652.083,270,56,NA,"AverageDistanceofBirdieputtsmade",2007
99,99,"Will Ma Kenzie",100,NA,2999.333,306,55,NA,"AverageDistanceofBirdieputtsmade",2007
99,99,"Jose Maria Olazabal",52,NA,1050.917,107,51,NA,"AverageDistanceofBirdieputtsmade",2007
99,99,"Duffy Waldorf",69,NA,1687.75,172,44,NA,"AverageDistanceofBirdieputtsmade",2007
107,107,"Stuart Appleby",74,NA,1771.917,181,60,NA,"AverageDistanceofBirdieputtsmade",2007
107,107,"Anders Hansen",55,NA,1003.667,103,52,NA,"AverageDistanceofBirdieputtsmade",2007
107,107,"Padraig Harrington",64,NA,1629.833,167,52,NA,"AverageDistanceofBirdieputtsmade",2007
107,107,"Tom Johnson",74,NA,1870.25,192,52,NA,"AverageDistanceofBirdieputtsmade",2007
107,107,"Kent Jones",97,NA,2831.417,290,48,NA,"AverageDistanceofBirdieputtsmade",2007
107,107,"Steve Lowery",74,NA,2255.417,232,40,NA,"AverageDistanceofBirdieputtsmade",2007
107,107,"Kevin Na",84,NA,2624.5,269,65,NA,"AverageDistanceofBirdieputtsmade",2007
107,107,"Kenny Perry",83,NA,2386.25,245,52,NA,"AverageDistanceofBirdieputtsmade",2007
107,107,"Brandt Snedeker",105,NA,2671.5,275,58,NA,"AverageDistanceofBirdieputtsmade",2007
107,107,"Tiger Woods",63,NA,1792.667,184,48,NA,"AverageDistanceofBirdieputtsmade",2007
117,117,"Chris DiMarco",79,NA,1645.5,170,53,NA,"AverageDistanceofBirdieputtsmade",2007
117,117,"Nathan Green",103,NA,2776.083,288,54,NA,"AverageDistanceofBirdieputtsmade",2007
117,117,"Matt Hendrix",63,NA,1583.5,164,43,NA,"AverageDistanceofBirdieputtsmade",2007
117,117,"Justin Rose",63,NA,1411.333,146,43,NA,"AverageDistanceofBirdieputtsmade",2007
117,117,"Vaughn Taylor",91,NA,2538.833,262,45,NA,"AverageDistanceofBirdieputtsmade",2007
122,122,"Jason Bohn",57,NA,1588,165,78,NA,"AverageDistanceofBirdieputtsmade",2007
122,122,"Jeff Gove",103,NA,2836.25,295,53,NA,"AverageDistanceofBirdieputtsmade",2007
122,122,"Trevor Immelman",74,NA,1547,161,48,NA,"AverageDistanceofBirdieputtsmade",2007
122,122,"Peter Lonard",85,NA,2183.167,227,45,NA,"AverageDistanceofBirdieputtsmade",2007
122,122,"Sean OHair",98,NA,2827.333,296,59,NA,"AverageDistanceofBirdieputtsmade",2007
122,122,"Ryan Palmer",91,NA,2477.833,258,45,NA,"AverageDistanceofBirdieputtsmade",2007
122,122,"Scott Verplank",82,NA,1800.583,188,38,NA,"AverageDistanceofBirdieputtsmade",2007
122,122,"Johnson Wagner",97,NA,2663.5,278,58,NA,"AverageDistanceofBirdieputtsmade",2007
130,130,"Cameron Beckman",96,NA,2814.333,295,56,NA,"AverageDistanceofBirdieputtsmade",2007
130,130,"Brendon de Jonge",76,NA,2207.917,233,48,NA,"AverageDistanceofBirdieputtsmade",2007
130,130,"Cliff Kresge",107,NA,2854.25,301,56,NA,"AverageDistanceofBirdieputtsmade",2007
130,130,"Rory Sabbatini",81,NA,2172.833,229,42,NA,"AverageDistanceofBirdieputtsmade",2007
130,130,"Kirk Triplett",77,NA,1897.667,200,36,NA,"AverageDistanceofBirdieputtsmade",2007
130,130,"Camilo Villegas",82,NA,2357.083,249,43,NA,"AverageDistanceofBirdieputtsmade",2007
130,130,"Boo Weekley",101,NA,2390,252,48,NA,"AverageDistanceofBirdieputtsmade",2007
137,137,"KJ Choi",87,NA,2294,244,53,NA,"AverageDistanceofBirdieputtsmade",2007
137,137,"Ken Duke",112,NA,2914.583,309,39,NA,"AverageDistanceofBirdieputtsmade",2007
137,137,"Joe Durant",88,NA,2065.917,220,50,NA,"AverageDistanceofBirdieputtsmade",2007
137,137,"Ryuji Imada",104,NA,2952.75,313,52,NA,"AverageDistanceofBirdieputtsmade",2007
137,137,"Jeff Overton",60,NA,1709.417,182,50,NA,"AverageDistanceofBirdieputtsmade",2007
137,137,"Carl Pettersson",111,NA,3152.667,335,41,NA,"AverageDistanceofBirdieputtsmade",2007
137,137,"Ian Poulter",63,NA,1098.333,117,56,NA,"AverageDistanceofBirdieputtsmade",2007
137,137,"John Senden",97,NA,2658.917,283,49,NA,"AverageDistanceofBirdieputtsmade",2007
137,137,"Kevin Sutherland",85,NA,1973.333,210,57,NA,"AverageDistanceofBirdieputtsmade",2007
146,146,"David Branshaw",83,NA,1970.917,211,42,NA,"AverageDistanceofBirdieputtsmade",2007
146,146,"Harrison Frazar",88,NA,2246.417,240,58,NA,"AverageDistanceofBirdieputtsmade",2007
146,146,"Lucas Glover",98,NA,2703.583,290,69,NA,"AverageDistanceofBirdieputtsmade",2007
146,146,"Nick OHern",72,NA,1543.833,166,39,NA,"AverageDistanceofBirdieputtsmade",2007
146,146,"Geoff Ogilvy",84,NA,2045.583,220,39,NA,"AverageDistanceofBirdieputtsmade",2007
146,146,"Kevin Stadler",95,NA,2060.833,220,62,NA,"AverageDistanceofBirdieputtsmade",2007
146,146,"Charles Warren",101,NA,3014.25,324,55,NA,"AverageDistanceofBirdieputtsmade",2007
153,153,"Robert Allenby",90,NA,2462.25,265,60,NA,"AverageDistanceofBirdieputtsmade",2007
153,153,"Chris Couch",76,NA,2164.333,235,44,NA,"AverageDistanceofBirdieputtsmade",2007
153,153,"Mathias Gronberg",95,NA,2690.667,291,54,NA,"AverageDistanceofBirdieputtsmade",2007
153,153,"Todd Hamilton",76,NA,1399.75,152,36,NA,"AverageDistanceofBirdieputtsmade",2007
153,153,"Davis Love III",66,NA,1533.833,166,34,NA,"AverageDistanceofBirdieputtsmade",2007
153,153,"John Merrick",92,NA,2487.917,270,59,NA,"AverageDistanceofBirdieputtsmade",2007
153,153,"Steve Stricker",81,NA,2177,236,49,NA,"AverageDistanceofBirdieputtsmade",2007
153,153,"DJ Trahan",99,NA,2602.083,281,53,NA,"AverageDistanceofBirdieputtsmade",2007
153,153,"Bo Van Pelt",104,NA,3008.417,324,46,NA,"AverageDistanceofBirdieputtsmade",2007
153,153,"Jaco Van Zyl",51,NA,1124.417,122,42,NA,"AverageDistanceofBirdieputtsmade",2007
153,153,"Brett Wetterich",88,NA,2278.75,246,70,NA,"AverageDistanceofBirdieputtsmade",2007
164,164,"Woody Austin",95,NA,2574.25,281,45,NA,"AverageDistanceofBirdieputtsmade",2007
164,164,"Jason Gore",86,NA,2432.5,266,46,NA,"AverageDistanceofBirdieputtsmade",2007
164,164,"Scott Gutschewski",67,NA,1708.417,187,47,NA,"AverageDistanceofBirdieputtsmade",2007
164,164,"Charley Hoffman",97,NA,2641.667,289,45,NA,"AverageDistanceofBirdieputtsmade",2007
164,164,"Steve Marino",106,NA,2846.083,310,68,NA,"AverageDistanceofBirdieputtsmade",2007
164,164,"Ted Purdy",102,NA,2477.917,271,51,NA,"AverageDistanceofBirdieputtsmade",2007
170,170,"Jose Coceres",50,NA,1071.833,118,37,NA,"AverageDistanceofBirdieputtsmade",2007
170,170,"JJ Henry",86,NA,2072.333,229,45,NA,"AverageDistanceofBirdieputtsmade",2007
170,170,"Brett Quigley",79,NA,1790,197,46,NA,"AverageDistanceofBirdieputtsmade",2007
170,170,"Kyle Reifers",71,NA,1660,182,37,NA,"AverageDistanceofBirdieputtsmade",2007
170,170,"Nick Watney",87,NA,2115.75,233,44,NA,"AverageDistanceofBirdieputtsmade",2007
175,175,"Craig Barlow",52,NA,1343.167,149,38,NA,"AverageDistanceofBirdieputtsmade",2007
175,175,"Matt Kuchar",85,NA,1931.75,214,38,NA,"AverageDistanceofBirdieputtsmade",2007
175,175,"Steve Wheatcroft",73,NA,1713.417,190,56,NA,"AverageDistanceofBirdieputtsmade",2007
178,178,"Bubba Dickerson",51,NA,1142.333,128,44,NA,"AverageDistanceofBirdieputtsmade",2007
178,178,"Bill Haas",93,NA,2399.917,268,49,NA,"AverageDistanceofBirdieputtsmade",2007
178,178,"Anthony Kim",93,NA,2542.75,285,57,NA,"AverageDistanceofBirdieputtsmade",2007
178,178,"John Rollins",102,NA,2373.083,266,43,NA,"AverageDistanceofBirdieputtsmade",2007
182,182,"Aaron Baddeley",83,NA,2142.667,242,48,NA,"AverageDistanceofBirdieputtsmade",2007
182,182,"Chris Tidland",59,NA,1287.667,146,34,NA,"AverageDistanceofBirdieputtsmade",2007
184,184,"Alex Cejka",80,NA,2257.167,259,60,NA,"AverageDistanceofBirdieputtsmade",2007
184,184,"Hunter Mahan",91,NA,2119.167,242,70,NA,"AverageDistanceofBirdieputtsmade",2007
186,186,"Vijay Singh",102,NA,2570.667,296,51,NA,"AverageDistanceofBirdieputtsmade",2007
186,186,"Mike Weir",82,NA,1657.667,192,66,NA,"AverageDistanceofBirdieputtsmade",2007
188,188,"Brian Bateman",55,NA,1111.917,129,34,NA,"AverageDistanceofBirdieputtsmade",2007
188,188,"John Daly",59,NA,1491,173,41,NA,"AverageDistanceofBirdieputtsmade",2007
188,188,"Bubba Watson",80,NA,2059.167,241,42,NA,"AverageDistanceofBirdieputtsmade",2007
191,191,"Retief Goosen",50,NA,786.833,93,44,NA,"AverageDistanceofBirdieputtsmade",2007
191,191,"Jay Williamson",50,NA,1445.583,170,34,NA,"AverageDistanceofBirdieputtsmade",2007
193,193,"Adam Scott",69,NA,1879.417,224,43,NA,"AverageDistanceofBirdieputtsmade",2007
194,194,"JB Holmes",71,NA,1832.833,221,48,NA,"AverageDistanceofBirdieputtsmade",2007
195,195,"Darron Stiles",65,NA,1337.25,166,31,NA,"AverageDistanceofBirdieputtsmade",2007
196,196,"Phil Mickelson",73,NA,1522.583,190,50,NA,"AverageDistanceofBirdieputtsmade",2007
