"BirdieorBetterPercentage175200ya_RANKTHISWEEK_2011","BirdieorBetterPercentage175200ya_RANKLASTWEEK_2011","BirdieorBetterPercentage175200ya_PLAYERNAME_2011","BirdieorBetterPercentage175200ya_ROUNDS_2011","BirdieorBetterPercentage175200ya_Pct_2011","BirdieorBetterPercentage175200ya_TOTALBIRDIES_2011","BirdieorBetterPercentage175200ya_TOTALHOLES_2011","stat_name","year"
1,1,"Dustin Johnson",72,27.61,37,134,"BirdieorBetterPercentage175200ya",2011
2,2,"Bubba Watson",85,23.03,35,152,"BirdieorBetterPercentage175200ya",2011
3,3,"Robert Garrigus",83,21.12,34,161,"BirdieorBetterPercentage175200ya",2011
4,4,"Geoff Ogilvy",69,20.35,35,172,"BirdieorBetterPercentage175200ya",2011
5,5,"Charl Schwartzel",58,20.34,24,118,"BirdieorBetterPercentage175200ya",2011
6,6,"Jhonattan Vegas",84,19.7,39,198,"BirdieorBetterPercentage175200ya",2011
7,7,"John Senden",94,19.49,53,272,"BirdieorBetterPercentage175200ya",2011
8,8,"Jason Day",76,18.54,33,178,"BirdieorBetterPercentage175200ya",2011
9,9,"Aaron Baddeley",77,18.18,32,176,"BirdieorBetterPercentage175200ya",2011
10,10,"Angel Cabrera",50,18,18,100,"BirdieorBetterPercentage175200ya",2011
11,11,"Rickie Fowler",84,17.77,35,197,"BirdieorBetterPercentage175200ya",2011
12,12,"Martin Laird",77,17.72,28,158,"BirdieorBetterPercentage175200ya",2011
13,13,"Nick Watney",80,17.71,31,175,"BirdieorBetterPercentage175200ya",2011
14,14,"Gary Woodland",93,17.7,37,209,"BirdieorBetterPercentage175200ya",2011
15,15,"JB Holmes",57,17.65,18,102,"BirdieorBetterPercentage175200ya",2011
16,16,"Adam Scott",60,17.59,19,108,"BirdieorBetterPercentage175200ya",2011
17,17,"Ryan Moore",79,17.35,34,196,"BirdieorBetterPercentage175200ya",2011
18,18,"Chez Reavie",92,17.06,43,252,"BirdieorBetterPercentage175200ya",2011
19,19,"Charley Hoffman",93,17.02,32,188,"BirdieorBetterPercentage175200ya",2011
20,20,"Jim Renner",65,16.67,25,150,"BirdieorBetterPercentage175200ya",2011
21,21,"Webb Simpson",98,16.33,40,245,"BirdieorBetterPercentage175200ya",2011
22,22,"Marc Leishman",87,16.23,43,265,"BirdieorBetterPercentage175200ya",2011
23,23,"Sergio Garcia",61,16.13,20,124,"BirdieorBetterPercentage175200ya",2011
24,24,"Harrison Frazar",58,15.87,20,126,"BirdieorBetterPercentage175200ya",2011
24,24,"Tim Herron",85,15.87,40,252,"BirdieorBetterPercentage175200ya",2011
26,26,"Stewart Cink",72,15.82,28,177,"BirdieorBetterPercentage175200ya",2011
27,27,"Steve Marino",76,15.63,30,192,"BirdieorBetterPercentage175200ya",2011
28,28,"David Toms",78,15.58,31,199,"BirdieorBetterPercentage175200ya",2011
29,29,"Alex Prugh",82,15.54,30,193,"BirdieorBetterPercentage175200ya",2011
30,30,"Keegan Bradley",91,15.53,34,219,"BirdieorBetterPercentage175200ya",2011
30,30,"Phil Mickelson",79,15.53,25,161,"BirdieorBetterPercentage175200ya",2011
32,32,"Steven Bowditch",86,15.5,31,200,"BirdieorBetterPercentage175200ya",2011
33,33,"Kyle Stanley",98,15.42,37,240,"BirdieorBetterPercentage175200ya",2011
34,34,"Billy Horschel",75,15.34,29,189,"BirdieorBetterPercentage175200ya",2011
35,35,"Scott Gutschewski",67,15.29,24,157,"BirdieorBetterPercentage175200ya",2011
36,36,"Sung Kang",63,15.13,23,152,"BirdieorBetterPercentage175200ya",2011
37,37,"Jonathan Byrd",83,15.11,34,225,"BirdieorBetterPercentage175200ya",2011
38,38,"Bio Kim",71,15.05,28,186,"BirdieorBetterPercentage175200ya",2011
39,39,"Steve Stricker",70,15,24,160,"BirdieorBetterPercentage175200ya",2011
40,40,"Andres Romero",77,14.97,28,187,"BirdieorBetterPercentage175200ya",2011
41,41,"Matt Kuchar",94,14.94,36,241,"BirdieorBetterPercentage175200ya",2011
41,41,"Matt McQuillan",59,14.94,23,154,"BirdieorBetterPercentage175200ya",2011
43,43,"Andres Gonzales",60,14.93,20,134,"BirdieorBetterPercentage175200ya",2011
44,44,"Davis Love III",70,14.91,24,161,"BirdieorBetterPercentage175200ya",2011
45,45,"Ben Martin",74,14.8,29,196,"BirdieorBetterPercentage175200ya",2011
46,46,"Troy Matteson",91,14.76,31,210,"BirdieorBetterPercentage175200ya",2011
47,47,"Tommy Gainey",104,14.74,37,251,"BirdieorBetterPercentage175200ya",2011
48,48,"Brandt Jobe",100,14.73,38,258,"BirdieorBetterPercentage175200ya",2011
48,48,"Zach Johnson",79,14.73,33,224,"BirdieorBetterPercentage175200ya",2011
50,50,"Jim Furyk",87,14.72,34,231,"BirdieorBetterPercentage175200ya",2011
51,51,"Kevin Na",84,14.66,34,232,"BirdieorBetterPercentage175200ya",2011
52,52,"Rocco Mediate",53,14.58,21,144,"BirdieorBetterPercentage175200ya",2011
53,53,"Vijay Singh",79,14.54,33,227,"BirdieorBetterPercentage175200ya",2011
54,54,"Retief Goosen",50,14.5,19,131,"BirdieorBetterPercentage175200ya",2011
54,54,"Jimmy Walker",79,14.5,39,269,"BirdieorBetterPercentage175200ya",2011
56,56,"Heath Slocum",89,14.46,35,242,"BirdieorBetterPercentage175200ya",2011
57,57,"George McNeill",69,14.44,27,187,"BirdieorBetterPercentage175200ya",2011
58,58,"Freddie Jacobson",92,14.41,34,236,"BirdieorBetterPercentage175200ya",2011
58,58,"Colt Knost",80,14.41,32,222,"BirdieorBetterPercentage175200ya",2011
60,60,"Luke Donald",73,14.36,28,195,"BirdieorBetterPercentage175200ya",2011
61,61,"John Merrick",71,14.29,26,182,"BirdieorBetterPercentage175200ya",2011
61,61,"Shaun Micheel",77,14.29,30,210,"BirdieorBetterPercentage175200ya",2011
61,61,"Zack Miller",86,14.29,31,217,"BirdieorBetterPercentage175200ya",2011
61,61,"Chris Riley",76,14.29,32,224,"BirdieorBetterPercentage175200ya",2011
61,61,"YE Yang",63,14.29,18,126,"BirdieorBetterPercentage175200ya",2011
66,66,"Cameron Tringale",110,14.18,40,282,"BirdieorBetterPercentage175200ya",2011
