"ApproachPuttPerformance_RANKTHISWEEK_2016","ApproachPuttPerformance_RANKLASTWEEK_2016","ApproachPuttPerformance_PLAYERNAME_2016","ApproachPuttPerformance_ROUNDS_2016","ApproachPuttPerformance_VALUE_2016","ApproachPuttPerformance_ATTEMPTS_2016","ApproachPuttPerformance_TOTALDISTANCEFEET_2016","stat_name","year"
42,51,"Jimmy Walker",43,NA,326,715.167,"ApproachPuttPerformance",2016
78,51,"Thomas Aiken",42,NA,295,654,"ApproachPuttPerformance",2016
78,97,"Tyler Aldridge",53,NA,446,1019.917,"ApproachPuttPerformance",2016
78,97,"Aaron Baddeley",51,NA,343,766.833,"ApproachPuttPerformance",2016
78,97,"Blayne Barber",44,NA,419,959.25,"ApproachPuttPerformance",2016
78,51,"Jonas Blixt",46,NA,364,805.583,"ApproachPuttPerformance",2016
78,97,"Roberto Castro",55,NA,510,1147.583,"ApproachPuttPerformance",2016
78,97,"Ben Crane",48,NA,386,877.75,"ApproachPuttPerformance",2016
78,97,"Brendon de Jonge",55,NA,450,1013.25,"ApproachPuttPerformance",2016
78,97,"Derek Ernst",36,NA,239,542.25,"ApproachPuttPerformance",2016
78,97,"Matt Every",34,NA,318,725.833,"ApproachPuttPerformance",2016
78,17,"Tony Finau",49,NA,400,885.667,"ApproachPuttPerformance",2016
78,17,"Robert Garrigus",34,NA,263,597.083,"ApproachPuttPerformance",2016
78,51,"Chesson Hadley",51,NA,410,925.917,"ApproachPuttPerformance",2016
78,51,"Padraig Harrington",38,NA,338,769.25,"ApproachPuttPerformance",2016
78,97,"Russell Henley",42,NA,396,893.333,"ApproachPuttPerformance",2016
78,97,"Charley Hoffman",49,NA,363,816.583,"ApproachPuttPerformance",2016
78,97,"Tom Hoge",47,NA,348,787.083,"ApproachPuttPerformance",2016
78,51,"Mark Hubbard",73,NA,623,1388.167,"ApproachPuttPerformance",2016
78,97,"Chris Kirk",51,NA,409,906.417,"ApproachPuttPerformance",2016
78,51,"Colt Knost",56,NA,434,961.917,"ApproachPuttPerformance",2016
78,97,"Jason Kokrak",52,NA,458,1047,"ApproachPuttPerformance",2016
78,97,"Matt Kuchar",46,NA,329,741.417,"ApproachPuttPerformance",2016
78,97,"Andrew Landry",24,NA,121,276.917,"ApproachPuttPerformance",2016
78,51,"Scott Langley",41,NA,330,742.333,"ApproachPuttPerformance",2016
78,51,"Danny Lee",53,NA,382,849.25,"ApproachPuttPerformance",2016
78,51,"David Lingmerth",54,NA,384,877.583,"ApproachPuttPerformance",2016
78,51,"Luke List",51,NA,406,898.833,"ApproachPuttPerformance",2016
78,97,"Peter Malnati",53,NA,428,964.667,"ApproachPuttPerformance",2016
78,97,"Seung Yul Noh",54,NA,468,1042.167,"ApproachPuttPerformance",2016
78,51,"Henrik Norlander",41,NA,289,659.833,"ApproachPuttPerformance",2016
78,97,"Geoff Ogilvy",37,NA,339,764.333,"ApproachPuttPerformance",2016
78,97,"Louis Oosthuizen",25,NA,119,265.667,"ApproachPuttPerformance",2016
78,97,"Carlos Ortiz",47,NA,373,850,"ApproachPuttPerformance",2016
78,97,"Greg Owen",56,NA,506,1125.667,"ApproachPuttPerformance",2016
78,97,"Scott Piercy",45,NA,306,676.833,"ApproachPuttPerformance",2016
78,97,"Kyle Reifers",63,NA,533,1212.417,"ApproachPuttPerformance",2016
78,5,"Adam Scott",39,NA,252,570.833,"ApproachPuttPerformance",2016
78,97,"John Senden",48,NA,431,975.083,"ApproachPuttPerformance",2016
78,97,"Vijay Singh",42,NA,384,857.333,"ApproachPuttPerformance",2016
78,51,"Robert Streb",51,NA,373,839.917,"ApproachPuttPerformance",2016
78,97,"Chris Stroud",52,NA,444,1004.583,"ApproachPuttPerformance",2016
78,97,"Nick Taylor",57,NA,469,1055.083,"ApproachPuttPerformance",2016
78,51,"Tyrone Van Aswegen",67,NA,560,1252.667,"ApproachPuttPerformance",2016
78,97,"Jhonattan Vegas",49,NA,397,897.167,"ApproachPuttPerformance",2016
78,51,"Johnson Wagner",44,NA,368,835,"ApproachPuttPerformance",2016
78,51,"Boo Weekley",53,NA,453,1015.667,"ApproachPuttPerformance",2016
78,97,"Steve Wheatcroft",53,NA,426,969.167,"ApproachPuttPerformance",2016
125,97,"Robert Allenby",35,NA,284,664.917,"ApproachPuttPerformance",2016
125,174,"Byeong Hun An",23,NA,137,317.917,"ApproachPuttPerformance",2016
125,143,"Stuart Appleby",39,NA,363,840.333,"ApproachPuttPerformance",2016
125,143,"Zac Blair",56,NA,430,995.417,"ApproachPuttPerformance",2016
125,97,"Steven Bowditch",40,NA,296,680.667,"ApproachPuttPerformance",2016
125,143,"Keegan Bradley",40,NA,310,715.583,"ApproachPuttPerformance",2016
125,97,"Kevin Chappell",49,NA,419,975.917,"ApproachPuttPerformance",2016
125,143,"Graham DeLaet",50,NA,467,1079.833,"ApproachPuttPerformance",2016
125,143,"Rhein Gibson",36,NA,292,689.083,"ApproachPuttPerformance",2016
125,97,"Adam Hadwin",53,NA,504,1159.917,"ApproachPuttPerformance",2016
125,143,"James Hahn",45,NA,409,960.083,"ApproachPuttPerformance",2016
125,97,"David Hearn",55,NA,458,1063.083,"ApproachPuttPerformance",2016
125,143,"Justin Hicks",26,NA,276,649.917,"ApproachPuttPerformance",2016
125,97,"Morgan Hoffmann",43,NA,359,829.917,"ApproachPuttPerformance",2016
125,143,"John Huh",51,NA,466,1068.25,"ApproachPuttPerformance",2016
125,143,"Freddie Jacobson",54,NA,395,920.833,"ApproachPuttPerformance",2016
125,143,"Sung Kang",51,NA,430,1000.5,"ApproachPuttPerformance",2016
125,143,"Whee Kim",54,NA,443,1045.583,"ApproachPuttPerformance",2016
125,143,"Si Woo Kim",63,NA,546,1258.25,"ApproachPuttPerformance",2016
125,143,"Kevin Kisner",49,NA,353,814.833,"ApproachPuttPerformance",2016
125,174,"Anirban Lahiri",44,NA,269,627.75,"ApproachPuttPerformance",2016
125,97,"DH Lee",35,NA,248,568.417,"ApproachPuttPerformance",2016
125,143,"Jamie Lovemark",57,NA,517,1216.583,"ApproachPuttPerformance",2016
125,97,"Hunter Mahan",43,NA,318,733.833,"ApproachPuttPerformance",2016
125,143,"Graeme McDowell",33,NA,257,600.583,"ApproachPuttPerformance",2016
125,143,"Troy Merritt",41,NA,295,679.333,"ApproachPuttPerformance",2016
125,143,"Ryan Palmer",46,NA,453,1054.833,"ApproachPuttPerformance",2016
125,143,"Pat Perez",28,NA,196,455.917,"ApproachPuttPerformance",2016
125,174,"Ollie Schniederjans",23,NA,212,497.917,"ApproachPuttPerformance",2016
125,143,"Webb Simpson",34,NA,290,671.417,"ApproachPuttPerformance",2016
125,97,"Brendan Steele",48,NA,424,989.833,"ApproachPuttPerformance",2016
125,143,"Brian Stuard",24,NA,172,402.167,"ApproachPuttPerformance",2016
125,143,"Hudson Swafford",52,NA,423,977.25,"ApproachPuttPerformance",2016
125,97,"Justin Thomas",53,NA,410,939.583,"ApproachPuttPerformance",2016
125,97,"David Toms",38,NA,330,767.917,"ApproachPuttPerformance",2016
125,143,"Cameron Tringale",47,NA,422,1000.5,"ApproachPuttPerformance",2016
125,97,"Camilo Villegas",50,NA,444,1038.75,"ApproachPuttPerformance",2016
125,143,"Will Wilcox",47,NA,401,946.417,"ApproachPuttPerformance",2016
125,97,"Mark Wilson",42,NA,392,901,"ApproachPuttPerformance",2016
125,143,"Gary Woodland",45,NA,394,932.917,"ApproachPuttPerformance",2016
165,97,"Angel Cabrera",42,NA,338,811.083,"ApproachPuttPerformance",2016
165,51,"Paul Casey",39,NA,252,600.583,"ApproachPuttPerformance",2016
165,192,"Erik Compton",45,NA,338,819.083,"ApproachPuttPerformance",2016
165,174,"Ernie Els",34,NA,278,660.917,"ApproachPuttPerformance",2016
165,174,"Harris English",51,NA,357,871.167,"ApproachPuttPerformance",2016
165,97,"Derek Fathauer",58,NA,433,1032.75,"ApproachPuttPerformance",2016
165,174,"Andres Gonzales",46,NA,384,941.667,"ApproachPuttPerformance",2016
165,174,"Emiliano Grillo",47,NA,391,942.667,"ApproachPuttPerformance",2016
165,174,"Luke Guthrie",31,NA,224,538.333,"ApproachPuttPerformance",2016
165,174,"Patton Kizzire",57,NA,452,1108.583,"ApproachPuttPerformance",2016
165,174,"Brooks Koepka",39,NA,294,703.25,"ApproachPuttPerformance",2016
165,174,"Kelly Kraft",35,NA,218,532.583,"ApproachPuttPerformance",2016
165,143,"Rory McIlroy",37,NA,223,536.333,"ApproachPuttPerformance",2016
165,97,"Phil Mickelson",37,NA,256,608.333,"ApproachPuttPerformance",2016
165,174,"Sean OHair",45,NA,420,1020.583,"ApproachPuttPerformance",2016
165,143,"Jeff Overton",51,NA,468,1116.667,"ApproachPuttPerformance",2016
165,174,"Martin Piller",37,NA,271,664.333,"ApproachPuttPerformance",2016
165,143,"Sam Saunders",40,NA,274,651.417,"ApproachPuttPerformance",2016
165,143,"Scott Stallings",46,NA,410,988.167,"ApproachPuttPerformance",2016
165,97,"Harold Varner III",58,NA,521,1259.417,"ApproachPuttPerformance",2016
165,174,"Bernd Wiesberger",23,NA,143,346.083,"ApproachPuttPerformance",2016
186,192,"Bronson Burgoon",53,NA,410,1028.833,"ApproachPuttPerformance",2016
186,174,"Fabian Gomez",49,NA,450,1107.917,"ApproachPuttPerformance",2016
186,143,"Jason Gore",51,NA,378,952.083,"ApproachPuttPerformance",2016
186,192,"JB Holmes",39,NA,284,708.917,"ApproachPuttPerformance",2016
186,143,"Michael Kim",62,NA,529,1323.583,"ApproachPuttPerformance",2016
186,174,"Martin Laird",46,NA,401,1000.75,"ApproachPuttPerformance",2016
186,192,"Ben Martin",48,NA,427,1076.583,"ApproachPuttPerformance",2016
186,192,"Hideki Matsuyama",40,NA,275,696.333,"ApproachPuttPerformance",2016
186,143,"Rob Oppenheim",37,NA,297,740.5,"ApproachPuttPerformance",2016
186,192,"Scott Pinckney",53,NA,448,1129.333,"ApproachPuttPerformance",2016
186,192,"Patrick Rodgers",49,NA,445,1109,"ApproachPuttPerformance",2016
186,192,"Andres Romero",22,NA,132,325.25,"ApproachPuttPerformance",2016
186,174,"Cameron Smith",45,NA,276,688.25,"ApproachPuttPerformance",2016
186,192,"Brendon Todd",43,NA,333,822.583,"ApproachPuttPerformance",2016
200,202,"Miguel Angel Carballo",24,NA,155,404.833,"ApproachPuttPerformance",2016
200,202,"Andy Sullivan",25,NA,169,437.417,"ApproachPuttPerformance",2016
202,202,"Jamie Donaldson",28,NA,209,550.583,"ApproachPuttPerformance",2016
202,192,"Andrew Loupe",50,NA,411,1086.833,"ApproachPuttPerformance",2016
202,205,"Rory Sabbatini",40,NA,278,745.583,"ApproachPuttPerformance",2016
205,207,"Charlie Beljan",26,NA,194,527.583,"ApproachPuttPerformance",2016
205,205,"Steve Marino",40,NA,300,819.167,"ApproachPuttPerformance",2016
207,208,"Matthew Fitzpatrick",23,NA,122,360,"ApproachPuttPerformance",2016
