"RightTendency_RANKTHISWEEK_2016","RightTendency_RANKLASTWEEK_2016","RightTendency_PLAYERNAME_2016","RightTendency_EVENTS_2016","RightTendency_Pct_2016","RightTendency_NUMBEROFTIMES_2016","RightTendency_ATTEMPTS_2016","RightTendency_AVGRTPSCORE_2016","stat_name","year"
97,96,"Seung Yul Noh",17,51.6,149,289,0.54,"RightTendency",2016
97,96,"Bernd Wiesberger",7,51.6,33,64,3.03,"RightTendency",2016
100,104,"Tyler Aldridge",18,52,129,248,1.78,"RightTendency",2016
100,102,"Jason Day",9,52,64,123,-0.16,"RightTendency",2016
102,107,"Andres Romero",8,52.2,36,69,0,"RightTendency",2016
103,118,"Martin Laird",13,52.3,124,237,1.77,"RightTendency",2016
104,117,"Emiliano Grillo",13,52.4,75,143,2,"RightTendency",2016
104,68,"James Hahn",15,52.4,111,212,1.53,"RightTendency",2016
104,110,"Freddie Jacobson",16,52.4,120,229,0.67,"RightTendency",2016
104,127,"Michael Kim",18,52.4,152,290,1.51,"RightTendency",2016
104,137,"Ryan Moore",11,52.4,65,124,1.08,"RightTendency",2016
109,104,"Zac Blair",18,52.7,89,169,1.57,"RightTendency",2016
109,111,"Greg Owen",18,52.7,125,237,0.88,"RightTendency",2016
111,86,"Paul Casey",11,52.8,65,123,0.31,"RightTendency",2016
111,49,"Vaughn Taylor",11,52.8,66,125,1.97,"RightTendency",2016
113,91,"Tom Hoge",15,53.1,111,209,0.81,"RightTendency",2016
114,104,"Brian Harman",18,53.3,139,261,1.37,"RightTendency",2016
115,125,"Chris Stroud",17,53.4,118,221,0.68,"RightTendency",2016
116,133,"Andrew Loupe",16,53.6,157,293,1.85,"RightTendency",2016
116,111,"Justin Thomas",15,53.6,120,224,0.92,"RightTendency",2016
118,124,"Graeme McDowell",11,53.8,49,91,2.65,"RightTendency",2016
119,116,"Scott Pinckney",18,53.9,111,206,1.44,"RightTendency",2016
120,133,"Stuart Appleby",13,54,109,202,1.47,"RightTendency",2016
120,125,"Miguel Angel Carballo",11,54,47,87,-0.21,"RightTendency",2016
120,100,"Harold Varner III",18,54,154,285,1.17,"RightTendency",2016
123,107,"Geoff Ogilvy",14,54.1,93,172,2.26,"RightTendency",2016
124,111,"Kyle Reifers",19,54.2,130,240,2.46,"RightTendency",2016
125,135,"Scott Brown",17,54.3,114,210,1.93,"RightTendency",2016
125,127,"Brendan Steele",14,54.3,114,210,1.4,"RightTendency",2016
127,130,"Kevin Na",14,54.4,92,169,0.33,"RightTendency",2016
128,130,"Bronson Burgoon",17,54.6,131,240,1.3,"RightTendency",2016
129,119,"Lucas Glover",16,54.7,127,232,0.79,"RightTendency",2016
130,135,"Lucas Lee",9,54.8,34,62,2.65,"RightTendency",2016
131,143,"DH Lee",13,54.9,79,144,1.65,"RightTendency",2016
132,138,"Steve Stricker",8,55,61,111,1.64,"RightTendency",2016
133,145,"Luke List",17,55.1,140,254,0.07,"RightTendency",2016
134,139,"Wes Roach",12,55.2,64,116,0.31,"RightTendency",2016
135,142,"Chad Collins",16,55.3,114,206,2.81,"RightTendency",2016
135,140,"Russell Henley",14,55.3,99,179,0.91,"RightTendency",2016
135,175,"Rory McIlroy",9,55.3,68,123,-0.88,"RightTendency",2016
135,122,"Justin Rose",10,55.3,73,132,0.14,"RightTendency",2016
139,146,"Sean OHair",14,55.4,112,202,0.63,"RightTendency",2016
139,111,"John Senden",15,55.4,134,242,0.3,"RightTendency",2016
139,121,"Steve Wheatcroft",16,55.4,124,224,1.37,"RightTendency",2016
142,102,"Jamie Donaldson",8,55.6,79,142,1.65,"RightTendency",2016
142,140,"Patton Kizzire",16,55.6,155,279,1.1,"RightTendency",2016
144,146,"Ryan Palmer",12,55.9,133,238,1.58,"RightTendency",2016
145,146,"Boo Weekley",17,56,103,184,1.84,"RightTendency",2016
146,161,"Jonas Blixt",16,56.1,124,221,1.45,"RightTendency",2016
146,129,"Nick Taylor",17,56.1,138,246,1.81,"RightTendency",2016
148,151,"Darron Stiles",10,56.3,36,64,2.78,"RightTendency",2016
149,167,"Shawn Stefani",16,56.4,123,218,1.63,"RightTendency",2016
149,164,"Camilo Villegas",16,56.4,159,282,1.32,"RightTendency",2016
151,154,"Graham DeLaet",14,56.5,135,239,1.26,"RightTendency",2016
151,143,"Colt Knost",15,56.5,91,161,1.43,"RightTendency",2016
151,154,"Troy Merritt",14,56.5,87,154,1.61,"RightTendency",2016
154,149,"Robert Garrigus",11,56.6,90,159,2,"RightTendency",2016
154,157,"Marc Leishman",12,56.6,69,122,0.29,"RightTendency",2016
156,132,"Fabian Gomez",15,56.7,122,215,1.23,"RightTendency",2016
157,154,"Rob Oppenheim",11,56.8,104,183,0.38,"RightTendency",2016
158,159,"Abraham Ancer",11,56.9,41,72,2.44,"RightTendency",2016
159,151,"Tony Finau",15,57,143,251,0.7,"RightTendency",2016
159,149,"Andres Gonzales",17,57,118,207,3.22,"RightTendency",2016
161,183,"Kevin Chappell",14,57.1,128,224,0.39,"RightTendency",2016
161,151,"Whee Kim",18,57.1,120,210,1,"RightTendency",2016
161,168,"William McGirt",15,57.1,129,226,0.93,"RightTendency",2016
164,162,"Rhein Gibson",13,57.4,97,169,1.34,"RightTendency",2016
164,162,"Dicky Pride",13,57.4,62,108,1.94,"RightTendency",2016
164,164,"Kyle Stanley",17,57.4,136,237,1.84,"RightTendency",2016
167,158,"Cameron Smith",14,57.5,84,146,1.43,"RightTendency",2016
168,177,"Jhonattan Vegas",14,57.8,111,192,0.54,"RightTendency",2016
169,164,"Mark Hubbard",20,58,156,269,1.6,"RightTendency",2016
169,169,"Jamie Lovemark",17,58,171,295,0,"RightTendency",2016
171,170,"Brian Gay",8,58.1,54,93,2.41,"RightTendency",2016
172,173,"Branden Grace",9,58.3,63,108,1.11,"RightTendency",2016
173,170,"Peter Malnati",19,58.5,134,229,0.22,"RightTendency",2016
174,119,"Ian Poulter",10,58.9,73,124,2.47,"RightTendency",2016
175,179,"Smylie Kaufman",16,59.1,146,247,0.89,"RightTendency",2016
176,185,"David Hearn",18,59.3,108,182,1.57,"RightTendency",2016
177,182,"Cameron Percy",7,59.4,41,69,0.49,"RightTendency",2016
178,159,"Matt Jones",15,59.6,96,161,1.56,"RightTendency",2016
178,186,"Si Woo Kim",19,59.6,155,260,2,"RightTendency",2016
180,179,"Derek Ernst",12,59.7,74,124,1.35,"RightTendency",2016
180,174,"Bill Haas",12,59.7,80,134,1.63,"RightTendency",2016
180,184,"Chris Kirk",15,59.7,120,201,-0.17,"RightTendency",2016
180,175,"Kelly Kraft",12,59.7,80,134,2,"RightTendency",2016
184,172,"Patrick Rodgers",16,59.9,133,222,0.9,"RightTendency",2016
185,187,"Aaron Baddeley",15,60.4,131,217,0.31,"RightTendency",2016
186,188,"Ollie Schniederjans",7,60.6,80,132,2.38,"RightTendency",2016
187,177,"Mark Wilson",13,60.9,98,161,1.84,"RightTendency",2016
188,189,"KJ Choi",14,61.2,120,196,1.67,"RightTendency",2016
189,194,"Ricky Barnes",18,61.3,176,287,1.48,"RightTendency",2016
189,190,"John Huh",16,61.3,119,194,1.76,"RightTendency",2016
189,181,"Shane Lowry",10,61.3,65,106,0.92,"RightTendency",2016
192,191,"Hiroshi Iwata",18,61.5,126,205,1.03,"RightTendency",2016
193,192,"Charles Howell III",17,62.1,210,338,0.48,"RightTendency",2016
194,199,"Steve Marino",14,62.3,101,162,1.68,"RightTendency",2016
195,197,"Ernie Els",10,62.4,108,173,1.76,"RightTendency",2016
196,195,"Charl Schwartzel",8,62.8,76,121,-0.13,"RightTendency",2016
197,203,"Patrick Reed",14,63.1,113,179,0.35,"RightTendency",2016
198,195,"George McNeill",13,63.4,102,161,1.47,"RightTendency",2016
199,193,"Roberto Castro",16,64.3,128,199,0.7,"RightTendency",2016
200,198,"Francesco Molinari",10,65.1,121,186,1.49,"RightTendency",2016
201,202,"Thomas Aiken",13,65.6,59,90,1.36,"RightTendency",2016
202,201,"David Toms",11,65.8,96,146,0.94,"RightTendency",2016
203,205,"Jeff Overton",17,68,168,247,1.43,"RightTendency",2016
204,206,"Scott Stallings",17,68.1,156,229,1.47,"RightTendency",2016
205,204,"Charley Hoffman",14,68.6,157,229,1.27,"RightTendency",2016
205,207,"Scott Langley",13,68.6,109,159,1.38,"RightTendency",2016
207,208,"Bryce Molder",16,71.3,139,195,2.3,"RightTendency",2016
