"Back9Round4ScoringAverage_RANKTHISWEEK_2012","Back9Round4ScoringAverage_RANKLASTWEEK_2012","Back9Round4ScoringAverage_PLAYERNAME_2012","Back9Round4ScoringAverage__2012","Back9Round4ScoringAverage_AVG_2012","Back9Round4ScoringAverage_TOTALSTROKES_2012","Back9Round4ScoringAverage_TOTALROUNDS_2012","stat_name","year"
1,1,"Justin Rose",NA,34.38,550,16,"Back9Round4ScoringAverage",2012
2,2,"Luke Donald",NA,34.47,517,15,"Back9Round4ScoringAverage",2012
3,3,"David Toms",NA,34.55,380,11,"Back9Round4ScoringAverage",2012
4,4,"Scott Brown",NA,34.57,242,7,"Back9Round4ScoringAverage",2012
5,5,"Michael Thompson",NA,34.6,519,15,"Back9Round4ScoringAverage",2012
6,6,"Kevin Stadler",NA,34.63,554,16,"Back9Round4ScoringAverage",2012
7,7,"Bubba Watson",NA,34.67,520,15,"Back9Round4ScoringAverage",2012
8,8,"Robert Garrigus",NA,34.74,660,19,"Back9Round4ScoringAverage",2012
9,9,"Robert Karlsson",NA,34.8,348,10,"Back9Round4ScoringAverage",2012
10,10,"Roberto Castro",NA,34.84,662,19,"Back9Round4ScoringAverage",2012
11,11,"Tim Clark",NA,34.91,384,11,"Back9Round4ScoringAverage",2012
12,12,"Ben Curtis",NA,34.92,419,12,"Back9Round4ScoringAverage",2012
12,12,"Rory Sabbatini",NA,34.92,419,12,"Back9Round4ScoringAverage",2012
14,14,"Davis Love III",NA,35,385,11,"Back9Round4ScoringAverage",2012
14,14,"Rory McIlroy",NA,35,420,12,"Back9Round4ScoringAverage",2012
14,14,"Dicky Pride",NA,35,385,11,"Back9Round4ScoringAverage",2012
17,17,"Blake Adams",NA,35.05,736,21,"Back9Round4ScoringAverage",2012
18,18,"Gavin Coles",NA,35.08,421,12,"Back9Round4ScoringAverage",2012
19,19,"Chris Couch",NA,35.11,316,9,"Back9Round4ScoringAverage",2012
19,19,"John Daly",NA,35.11,316,9,"Back9Round4ScoringAverage",2012
21,21,"Charlie Beljan",NA,35.13,281,8,"Back9Round4ScoringAverage",2012
22,22,"Roland Thatcher",NA,35.14,246,7,"Back9Round4ScoringAverage",2012
23,23,"William McGirt",NA,35.18,598,17,"Back9Round4ScoringAverage",2012
24,24,"Jerry Kelly",NA,35.2,528,15,"Back9Round4ScoringAverage",2012
24,24,"Colt Knost",NA,35.2,352,10,"Back9Round4ScoringAverage",2012
24,24,"Tiger Woods",NA,35.2,528,15,"Back9Round4ScoringAverage",2012
27,27,"Bo Van Pelt",NA,35.21,669,19,"Back9Round4ScoringAverage",2012
28,28,"Matt Jones",NA,35.25,282,8,"Back9Round4ScoringAverage",2012
29,29,"Chris Kirk",NA,35.26,670,19,"Back9Round4ScoringAverage",2012
29,29,"Seung Yul Noh",NA,35.26,811,23,"Back9Round4ScoringAverage",2012
31,31,"Angel Cabrera",NA,35.29,247,7,"Back9Round4ScoringAverage",2012
31,31,"Bill Lunde",NA,35.29,494,14,"Back9Round4ScoringAverage",2012
33,33,"Miguel Angel Carballo",NA,35.3,353,10,"Back9Round4ScoringAverage",2012
33,33,"Matt Kuchar",NA,35.3,706,20,"Back9Round4ScoringAverage",2012
35,35,"Gary Christian",NA,35.31,565,16,"Back9Round4ScoringAverage",2012
35,35,"Graham DeLaet",NA,35.31,565,16,"Back9Round4ScoringAverage",2012
37,37,"Derek Lamely",NA,35.33,212,6,"Back9Round4ScoringAverage",2012
38,38,"Martin Flores",NA,35.35,601,17,"Back9Round4ScoringAverage",2012
38,38,"Geoff Ogilvy",NA,35.35,601,17,"Back9Round4ScoringAverage",2012
40,40,"Richard Lee",NA,35.4,354,10,"Back9Round4ScoringAverage",2012
40,40,"Edward Loar",NA,35.4,177,5,"Back9Round4ScoringAverage",2012
42,42,"Jeff Overton",NA,35.41,779,22,"Back9Round4ScoringAverage",2012
43,43,"Charl Schwartzel",NA,35.42,425,12,"Back9Round4ScoringAverage",2012
44,44,"Ben Crane",NA,35.43,496,14,"Back9Round4ScoringAverage",2012
44,44,"Adam Scott",NA,35.43,496,14,"Back9Round4ScoringAverage",2012
44,44,"Daniel Summerhays",NA,35.43,496,14,"Back9Round4ScoringAverage",2012
47,47,"Mathew Goggin",NA,35.44,319,9,"Back9Round4ScoringAverage",2012
47,47,"JB Holmes",NA,35.44,638,18,"Back9Round4ScoringAverage",2012
