"TenthTeeLateLowestRound_RANKTHISWEEK_2011","TenthTeeLateLowestRound_RANKLASTWEEK_2011","TenthTeeLateLowestRound_PLAYERNAME_2011","TenthTeeLateLowestRound_ROUNDS_2011","TenthTeeLateLowestRound_LOWRND_2011","stat_name","year"
1,1,"Will Ma Kenzie",48,62,"TenthTeeLateLowestRound",2011
1,1,"Jim Renner",65,62,"TenthTeeLateLowestRound",2011
3,3,"Kris Blanks",92,63,"TenthTeeLateLowestRound",2011
3,3,"Derek Lamely",65,63,"TenthTeeLateLowestRound",2011
3,3,"Zack Miller",86,63,"TenthTeeLateLowestRound",2011
3,3,"Nick OHern",89,63,"TenthTeeLateLowestRound",2011
3,3,"Fran Quinn",26,63,"TenthTeeLateLowestRound",2011
3,3,"Adam Scott",60,63,"TenthTeeLateLowestRound",2011
3,3,"Webb Simpson",98,63,"TenthTeeLateLowestRound",2011
3,3,"Cameron Tringale",110,63,"TenthTeeLateLowestRound",2011
3,3,"Johnson Wagner",81,63,"TenthTeeLateLowestRound",2011
3,3,"Jimmy Walker",79,63,"TenthTeeLateLowestRound",2011
3,3,"Nick Watney",80,63,"TenthTeeLateLowestRound",2011
14,14,"Aaron Baddeley",77,64,"TenthTeeLateLowestRound",2011
14,14,"Keegan Bradley",91,64,"TenthTeeLateLowestRound",2011
14,14,"Erik Compton",21,64,"TenthTeeLateLowestRound",2011
14,14,"Brian Gay",90,64,"TenthTeeLateLowestRound",2011
14,14,"Nathan Green",81,64,"TenthTeeLateLowestRound",2011
14,14,"Hunter Haas",96,64,"TenthTeeLateLowestRound",2011
14,14,"Bill Haas",93,64,"TenthTeeLateLowestRound",2011
14,14,"JB Holmes",57,64,"TenthTeeLateLowestRound",2011
14,14,"Charles Howell III",108,64,"TenthTeeLateLowestRound",2011
14,14,"Kevin Kisner",70,64,"TenthTeeLateLowestRound",2011
14,14,"Jose Manuel Lara",4,64,"TenthTeeLateLowestRound",2011
14,14,"Hunter Mahan",92,64,"TenthTeeLateLowestRound",2011
14,14,"Francesco Molinari",31,64,"TenthTeeLateLowestRound",2011
14,14,"Ian Poulter",52,64,"TenthTeeLateLowestRound",2011
14,14,"Andres Romero",77,64,"TenthTeeLateLowestRound",2011
14,14,"Vijay Singh",79,64,"TenthTeeLateLowestRound",2011
14,14,"Daniel Summerhays",75,64,"TenthTeeLateLowestRound",2011
14,14,"Scott Verplank",46,64,"TenthTeeLateLowestRound",2011
14,14,"Charlie Wi",83,64,"TenthTeeLateLowestRound",2011
14,14,"Dean Wilson",62,64,"TenthTeeLateLowestRound",2011
14,14,"Mark Wilson",89,64,"TenthTeeLateLowestRound",2011
35,35,"Blake Adams",116,65,"TenthTeeLateLowestRound",2011
35,35,"Stephen Ames",69,65,"TenthTeeLateLowestRound",2011
35,35,"Ricky Barnes",78,65,"TenthTeeLateLowestRound",2011
35,35,"Cameron Beckman",71,65,"TenthTeeLateLowestRound",2011
35,35,"Greg Chalmers",88,65,"TenthTeeLateLowestRound",2011
35,35,"Jason Dufner",78,65,"TenthTeeLateLowestRound",2011
35,35,"Rickie Fowler",84,65,"TenthTeeLateLowestRound",2011
35,35,"Tommy Gainey",104,65,"TenthTeeLateLowestRound",2011
